id,pub_author,pub_year,abstract,strand_raw,strand_info,strand_CLEAN,pub_eppi,pub_type_raw,pub_eppi_CLEAN,pubtype_ht,pubtype_info,pub_type_CLEAN,loc_country_raw,loc_country_CLEAN,int_setting_raw,int_setting_ht,int_setting_info,int_Setting_CLEAN,eco_valid_raw,eco_valid_ht,eco_valid_info,eco_valid_CLEAN,part_age_raw,part_age_ht,part_age_info,part_age_CLEAN,school_treat_info,school_treat_ht,school_treat_CLEAN,school_na_CLEAN,school_cont_info,school_cont_ht,school_cont_CLEAN,school_total_info,school_total_ht,school_total_CLEAN,school_na_raw,school_na_info,school_na_ht,class_treat_info,class_treat_ht,class_treat_CLEAN,class_cont_info,class_cont_CLEAN,class_cont_ht,class_total_info,class_total_ht,class_na_raw,class_na_info,class_total_CLEAN,class_na_ht,class_na_CLEAN,treat_group_raw,treat_group_ht,treat_group_info,treat_group_CLEAN,part_assig_raw,part_assig_ht,part_assig_info,part_assig_CLEAN,level_assig_raw,level_assig_ht,level_assig_info,level_assig_CLEAN,int_desig_raw,int_design_ht,int_design_info,int_design_CLEAN,rand_raw,rand_ht,rand_info,rand_CLEAN,out_other_raw,out_other_ht,out_other_info,out_other_CLEAN,out_info_raw,out_info_raw,out_info_info,out_info_CLEAN,part_other_ht,part_other_info,part_other_CLEAN
53901992,Behrman (2000),2000,"Increasing human capital investments in children is considered to be among the most effective ways of alleviating poverty and encouraging growth in developing countries. One possibly important channel through which such investments may have such impacts is through increasing cognitive achievement of children. Previous literature suggests that improved cognitive achievement has payoffs in terms of greater wages and perhaps productivities in labor markets in developing countries. This paper evaluates the short-run effects on children’s cognitive achievements of PROGRESA. One major component of PROGRESA is transfer payments to poor families with children enrolled in grades 3-6 of primary school and grades 1-3 of secondary school. Other components of PROGRESA include general transfers to such families and explicit nutrition supplements and health support for infants and small children. PROGRESA might have impact on children’s cognitive achievement through a number of channels, some of which are relatively short run and others are relatively longer run. Previous IFRPIPROGRESA Evaluation Project papers have considered some aspects of possible changes induced by PROGRESA that may have led or may eventually lead to improved cognitive achievement. But none of these studies consider the effects on child achievement test scores. Section 1 introduces the topic. Section 2 describes the PROGRESA program, with emphasis on the features directly related to schooling, which focus on enrollment and attendance. The payment schedule for transfers for school attendance is presented and discussed, with reference to the increasing payments with grade level because of perceived increasing opportunity costs with grade levels and higher payments for females than for males atthe secondary level because of perceived lower enrollment rates for females than males at those levels. Section 3 outlines methods for estimating the impact of PROGRESA on test scores. These include methods to control to the extent that the data permit for changing composition of those who take the tests. If, for example, PROGRESA induces greater enrollments of marginal students, the change in composition of the students taking the tests in itself will cause test scores to fall. Section 4 presents data on enrollments and summarizes the patterns in enrollment because the program is directly conditional on enrollment, as well as patterns in age-specific schooling attainment gaps. These estimates address three general points  1. The Relation Between Pre-program Enrollments and Differential Incentives by Age and Sex in the Payment Structure  (i) In the pre-PROGRESA 1997 data, enrollment rates averaged over 90% for the 7-11 age range, and then fell by about 10 percent for every added year of age. This is consistent with the general pattern of incentives from transfers becoming positive for later grades of primary school and increasing with the grade level But itsuggests that the incentives could have little effect for primary grades 3, 4 and possibly 5 because most children in these grades are in the 8-11 age range and over 90% of this age range were enrolled prior to PROGRESA. Thus, from looking at the pre-program data alone, it would appear that the same resources could have been used more effectively to increase enrollments by directing them more to higher grades and older children. (ii) In the pre-PROGRESA 1997 data, enrollment rates fell substantially for ages right above those at which most children finished primary school – ages 12-14, which relates to the rationale for the large percentage increase in the transfers for secondary grade 1. But enrollments continued to fall fairly sharply for still older ages, at which ages many children who are still in school are in secondary grade 2 or higher. So it is not clear that such a sharp increase in the transfer between primary grade 6 and secondary grade 1 compared to the increases for advancing in secondary school beyond grade 1 is warranted as is embodied in the program. (iii) In the pre-PROGRESA 1997 data, there was not a systematic difference in enrollment rates between females and males for the 6-10 age range. For ages 11 and older enrollment rates were higher for males than for females. These data, thus, prima facie seem consistent with the rationale for higher transfers for femalesthan for males because the former have lower enrollment rates for secondary school ages that are embodied in the PROGRESA transfer schedule. But part of this gender difference in age-specific enrollment rates does notreflect that females are receiving less schooling, but that males lag behind the standard grade progression rate more than do females because of lower grade progression rates. The average gaps in schooling attainment were in fact generally larger for males than for females. Thus there seems to be no basis in terms of schooling gaps or schooling attainment prior to PROGRESA for favoring females relative to males. Males apparently had higher enrollment rates in the age range 11-18 because they were on the average behind the females in age-specific schooling attainment, not ahead. So if it were desirable to have differential incentives by gender, it would seem that they should have favored males, not females. 2. Whether Enrollments and Schooling Gaps Were Different Between the Treatment and Control Samples Prior to PROGRESA  There was random assignment of localities between treatment and control groups. But that does not mean that households or individuals are randomly assigned between treatment and control groups. In fact, a previous project study finds that although on the locality level characteristics appear to be random between control and treatment samples, on the household and individual levels they differ systematically more oftenthan would be expected were there random assignment by household or individuals. But prior to PROGRESA enrollment rates and schooling gap rates indeed were not different between the control and treatment groups at the individual level. 3. The Impact of PROGRESA on Enrollments and Schooling Gaps  These estimates indicate significant enrollment rate increases for the treatment group beyond those for the control group between 1997 and 1999 for 12-14 year olds. For each of these ages for which the estimates are significant the estimates are larger for females than are those for males -- 11.9% versus 2.1% for 12 year olds, 8.8% versus 7.2% for 13 year olds, and 13.2% versus 5.8% for 14 year olds – and only the estimates for females, not for males, are significantly nonzero. Therefore PROGRESA seems to have been effective basically in increasing enrollments of females in the 12-14 age range. This success is consistent with the intent to focus on the ages related to the transition from primary to secondary school and the initial grades of secondary school for which previous dropout rates were high and with the intent to favor females. This latter success, however, may have exacerbated the gender gap in schooling attainment because, as noted above, even though age-specific enrollment rates prior to the program were lower for females than for males, age-specific schooling gaps were higher (and schooling attainment lower) for males than for females apparently because females had higher promotion rates than males. The lack of significant impact on enrollments of individuals younger than 12 is not surprising given the observation above about the high enrollment rates for such individuals in the pre-PROGRESA data – but it reinforces the point made above about whether the resources for transfers currently used for enrollment in primary 3 and 4 and perhaps 5 could be more effective if they were used for higher grades of school. With regard to the schooling gap, the overall estimates indicate significant reductions of this gap in the treatment relative to the control group of -0.15 grades for 11 year olds and of -0.31 grades for 15 year olds. Thus the latter provides some evidence of effects on teenagers, but for fewer ages than for enrollments. This is plausible both because the program is focused more on enrollments than attainment and because enrollments reflect shorter-run decisions and outcomes at the start of the year rather than for the whole year as for grade completion. The suggestion of an impact on 11 year olds is interesting because there is no evidence of significant impact on enrollments for that age or younger individuals. That means that any effect on the schooling gap for that age was due to a higher grade progression rate. The magnitudes of the estimates for females and malesseparately for these two ages, finally, indicate that the effects are the same by gender (though only those for 15 year olds are significantly nonzero at the 5% level). This contrasts with the enrollment results and also means that for the limited time period for which schooling gap estimates can be made, so far PROGRESA does not seem to have exacerbated gender gaps despite the results for a longer period for enrollment that suggests that it may have done so. Section 5 presents data on achievement and estimates of the impact of the program on achievement test scores. To permit evaluation of the impact of PROGRESA on achievement test scores, PROGRESA arranged for the Secretary of Pubic Education (Secretaría de Educación Pública, SEP) to administer the same tests for students in schools attended by individuals in the PROGRESA Evaluation Sample as SEP administers annually to a national sample of schools. These tests were administered to students in about 500 primary and secondary schools in the localities in the PROGRESA Evaluation Sample plus schools close to these localities. These test data have some important limitations for the analysis ofthis paper  (1) Only the shorter-run effects -- basically for the first year -- can be investigated even though some of the more important impact of PROGRESA on cognitive achievement,",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901232,Behrman (2004),2004,"The Program Oportunidades (formerly PROGRESA) has been operating in small rural communities since 1997, providing cash grants to families in exchange for regular school attendance of children and youth as well as regular health clinic attendance and nutritional supplements for infants and very young children and for pregnant and lactating women. This paper provides estimates of the medium-term impacts on education for rural children aged 0 to 8 in 1997 just prior to the initial rural intervention, or those aged 6 to 14 in the 2003 Rural Evaluation Survey. The education of the oldest children within this age range would have been expected to have been affected primarily by the scholarship component of the program. The education of the youngest children within this age range, in contrast, would not have been affected directly by the scholarship component of the program by 2003 because they were too young to have advanced by then to the third grade at which the scholarships begin (though there may have been indirect effects through expectations about scholarships in the future). But on the other hand, these children were beneficiaries of the infant nutritional supplements, which may have improved their educational performance when they became of school age. The results in this paper extend those of previous evaluations based on the Rural Evaluation Surveys between 1998 and 2000 and are complementary to the concurrent evaluation for rural children aged 15-21 in 2003. Our analysis is based on new information provided in the 2003 Rural Evaluation Survey (ENCEL), which is linked with earlier data, in particular the 1997 pre-program Survey of Household Socio-economic Characteristics (ENCASEH) data. The ENCEL2003 provides another round of information on the original evaluation treatment and control households who began receiving Oportunidades benefits in 1998 and 2000 respectively. The original program evaluation was characterized by a random experiment with households from 320 communities with less than 2,500 inhabitants being assigned to receive benefits (T1998) and households from 186 being assigned to receive benefits approximately 18 months later (T2000). Given the incorporation of the original control group to receive benefits in 2000, the ENCEL2003 also included a new comparison group (C2003), constructed through the matching of communities to the communities of the original ENCEL evaluation.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901230,Behrman (2005),2005,Unable to retrieve.,NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901231,Behrman (2005),2005,"A new antipoverty program in Mexico, PROGRESA, provides monetary transfers to families that are contingent upon their children’s regular attendance at school. The benefit levels vary with the grade level and gender of the child and are intended to offset the opportunity costs of not sending children to school. The initial phase of the program was implemented as a randomized social experiment. This article uses a Markov schooling transition model applied to the experimental data to assess the impact of the subsidy program on schooling attainment and on the underlying behaviors that determine schooling attainment, including ages of matriculation, dropout rates, grade repetition rates, and school reentry rates. Results show that the program increases schooling attainment effectively by reducing dropout rates and facilitating grade progression, particularly during the transition from primary to secondary school. Many of these effects would not be clear if attention were limited to enrollments as in much of the previous literature. A simulation evaluating the effects of longer terms of exposure to the program indicates that, if children were to participate between ages 6 to 14, there would be an increase of 0.7 years in average educational attainment levels and an increase of 21% in the proportion of children attending junior secondary school, with somewhat larger effects for boys than for girls.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901991,Behrman (2005),2005,"This paper studies the long-term effects of participation in the Mexican Oportunidades program on a variety of outcomes and behaviors of rural youth in Mexico. It analyzes data from a social experiment, which randomly phased-in the program in rural Mexican villages. In 1997, 320 villages (the treatment group) were randomly selected for early incorporation into the program and 186 villages (the control group) were designated as a control group to be incorporated eighteen months later. This paper examines whether differential exposure to the program significantly impacted educational attainment, labor market outcomes, marriage, migration and cognitive achievement of youth. The results show positive impacts of longer exposure on grades of schooling attained, but no effects on achievement tests. With respect to work, we find an overall reduction in work for male youth.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901359,Behrman (2011),2011,"Conditional cash transfer (CCT) programs link public transfers to human capital investment in hopes of alleviating current poverty and reducing its intergenerational transmission. However, little is known about their long-term impacts. This paper evaluates longer-run impacts on schooling and work of the best-known CCT program, Mexico’s PROGRESA/Oportunidades, using experimental and nonexperimental estimators based on groups with different program exposure. The results show positive impacts on schooling, reductions in work for younger youth (consistent with postponing labor force entry), increases in work for older girls, and shifts from agricultural to nonagricultural employment. The evidence suggests schooling effects are robust with time.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901705,Behrman (2012),2012,"Conditional cash transfer (CCT) programs have spread worldwide as a new form of social assistance for the poor. Previous evaluations of CCT programs focus mainly on rural settings, and little is known about their effects in urban areas. This paper studies the short-term (1- and 2-year) effects of the Mexican Oportunidades CCT program on urban children/youth. The program provides financial incentives for children/youth to attend school and for family members to visit health clinics. To participate, families had to sign up for the program and be deemed eligible. Difference-in-difference propensity score-matching estimates indicate that the program is successful in increasing school enrollment, schooling attainment and time devoted to homework for girls and boys and in decreasing working rates of boys. © 2012 Taylor & Francis.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901706,Benedetti (2016),2016,"AbstractThe article analyzes a new Honduran conditional cash transfer experiment (Bono 10,000) in which 150 poor villages (of 300) were treated. The per household transfer was much larger than an earlier experiment, but it yielded smaller short-run effects on school enrollment, child labor participation, and use of health services. One explanation is that Bono 10,000 did not apply conditions to all children  only one school-age child in participating households was subject to the education condition, and young children and mothers were only subject to the health conditions in the absence of school-age children. Consistent with this, we find a large enrollment increase (and offsetting decrease in labor participation) among households with one eligible child and smaller and insignificant effects on children in larger households. We only find significant effects on health service use among children and mothers in the absence of a school-age child (despite a smaller household transfer). The heterogeneity is not driven by variables correlated with the number of children such as household size, child age, birth order, or poverty.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901088,Benhassine (2015),2015,"Conditional Cash Transfers (CCTs) have been shown to increase human capital investments, but their standard features make them expensive. We use a large randomized experiment in Morocco to estimate an alternative government-run program, a ""labeled cash transfer"" (LCT)  a small cash transfer made to fathers of school-aged children in poor rural communities, not conditional on school attendance but explicitly labeled as an education support program. We document large gains in school participation. Adding conditionality and targeting mothers made almost no difference in our context. The program increased parents' belief that education was a worthwhile investment, a likely pathway for the results.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53902083,Berg (2013),2013,"This article examines the extent to which impacts of a conditional cash transfer (CCT) program on children's academic outcomes vary by key characteristics associated with families' propensity to earn the rewards offered by the program. We utilize an experimental study of Opportunity NYC-Family Rewards, a comprehensive CCT program in New York City in which low-income families were offered rewards for outcomes in health, education, and work. Building from a technique in propensity score research but used here to assess subgroup impacts in experimental studies, we use multiple baseline characteristics to predict the amount of rewards earned as a means to identify theoretically important, multivariate-defined groups of children for whom program effects might be more concentrated. Fourth-grade children in families with higher likelihood to earn rewards experienced more positive impacts of the program on academic outcomes. By contrast, no program impacts were found among 7th- or 9th-graders whose families were most likely to earn rewards. Differences across age groups are discussed in terms of their different developmental periods and the differing way the children experienced the intervention.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901233,Borraz (2009),2009,"We analyze the impact of conditional cash payments on school enrollment, child labor and labor supply implemented between 2005 and 2007 to the poorest Uruguayan households. Targeting income discontinuities are not observed around the thresholds to participate in the program and this result invalidates the use of regression discontinuity designs for evaluating causal effects of the intervention. We apply the propensity score matching estimator to account for the endogeneity of program participation. We find that the program has no impact on school attendance but reduces female child labor in Montevideo. In addition negative effects are detected on the labor market in the rest of the urban areas.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53902678,Bradford (2009),2009,NA,NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53902862,Cameron (2002),2002,"""The author uses regression and matching techniques to evaluate Indonesia's Social Safety Net Scholarships Program, which was developed to keep large numbers of children from dropping out of school as a result of the Asian crisis. It was expected that many families would find it difficult to keep their children in school and that dropout rates would be high, as they were during a recession in the 1980s. But dropouts did not increase markedly and enrollment rates remained relatively steady. The author examines the role the scholarship program played in producing this result. She found the scholarships to have been effective in reducing dropouts in the lower secondary school (where students are more susceptible to dropping out) by about 3 percentage points. They had no discernible impact in primary and upper secondary schools. The author also examines how well the program adhered to its documented targeting design and how effective that design was in reaching the poor. Committees that allocated the scholarships followed the criteria diligently, but a significant percentage of scholarships did go to students from households with high reported per capita expenditures, if household expenditure data are reliable. It is unclear how targeting can be improved, giving the scarcity of accurate local household data in most countries. Using local monitoring could help but then monitoring for accountability would be more difficult. Preliminary evidence favors focusing safety net scholarships--designed to reduce dropout rates during an economic crisis--on lower secondary schools, continuing to target children (especially older students) from large families, scaling back scholarships to private schools at the lower secondary level, or targeting the households hurt most by the crisis.""",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901235,Cardoso (2004),2004,"The paper estimates the impact on school attendance and child labor of conditional cash payments to poor families in Brazil. It describes Brazil's transfer programs and presents statistics on school attendance and child labor. In the second half of the 1990s, many municipalities had adopted the ""Bolsa Escola"" (a cash transfer conditional on school attendance) and/or the federal minimum income program (in place during 1999 and 2000 and replaced by the ""Bolsa Escola Federal"" in 2001). Although conditional cash transfer programs in Brazil have been in place since 1996, studies on their ex-post impact are very few. Micro household level data from the 2000 Census allows the use of propensity score methods to estimate the impact of income transfers on child labor and school attendance. The paper finds that income transfer programs had no significant effect on child labor but a positive and significant impact on school attendance. These preliminary results suggest that these programs have not been effective in fighting child labor in Brazil. They increase the chance of a poor child going to school but do not reduce her labor activity perhaps because she prefers to combine school and labor, considering that the transfers are too small to provide an incentive to forgo the labor income.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
54091333,Case (2005),2005,NA,NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53902680,Chang-Keun (2012),2012,NA,NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901710,Chaudhury (2013),2013,"The Pantawid Pamilyang Pilipino Program provides cash transfers to poor households, conditional upon investments in child education and health as well as use of maternal health services. The objective of the program is to promote investments in the education and health of children to help break the intergenerational transmission of poverty, while providing immediate financial support to the household. Poor households are identified by the National Household Targeting System for Poverty Reduction (NHTS-PR) based on a transparent poverty targeting mechanism, using a statistical model 1 to estimate income. Households with estimated income below the poverty line are classified as poor. From that database of poor households, Pantawid Pamilya identifies and selects eligible households who have children 0-14 years of age and/or a pregnant woman. These households then receive cash grants every two months ranging from PhP 500 to PhP 1,400 per household per month, depending on the number of eligible childrenThis report presents the findings from an analysis that assessed program impact by comparing outcomes in areas that received Pantawid Pamilya with outcomes in areas that did not receive the program.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901849,Chaudhury (2013),2013,"Instead of mean-tested conditional cash transfer (CCT) programs, some countries have implemented gender-targeted CCTs to explicitly address intra-household disparities in human capital investments. This study focuses on addressing the direct impact of a female school stipend program in Punjab, Pakistan  Did the intervention increase female enrollment in public schools? To address this question, the authors draw on data from the provincial school censuses of 2003 and 2005. They estimate the net growth in female enrollments in grades 6-8 in stipend eligible schools. Impact evaluation analysis, including difference-and-difference (DD), triple differencing (DDD), and regression-discontinuity design (RDD) indicate a modest but statistically significant impact of the intervention. The preferred estimator derived from a combination of DDD and RDD empirical strategies suggests that the average program impact between 2003 and 2005 was an increase of six female students per school in terms of absolute change and an increase of 9 percent in female enrollment in terms of relative change. A triangulation effort is also undertaken using two rounds of a nationally representative household survey before and after the intervention. Even though the surveys are not representative at the subprovincial level, the results corroborate evidence of the impact using school census data.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53902002,Coetzee (2011),2011,NA,NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901238,Dammert (2009),2009,"In the last decade, the most popular policy tool used to increase human capital in developing countries has been the conditional cash transfer program. A large literature has shown significant mean impacts on schooling, health, and child labor. This paper examines heterogeneous effects using random‐assignment data from the Red de Proteccion Social in rural Nicaragua. Using interactions between the targeting criteria and the treatment indicator, estimates suggest that children located in more impoverished localities experienced a larger impact of the program on schooling in 2001, but this finding is reversed in 2002. Estimated quantile treatment effects indicate that there is considerable heterogeneity in the impacts of the program on the distribution of food expenditures, as well as total expenditures. In particular, households at the lower end of the expenditure distribution experienced a smaller increase in expenditures. This study also presents evidence of the rank invariance assumption to help clarify the interpretation of the quantile treatment effect in the development literature context.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53902005,Davis (2002),2002,"In this paper, we examine how the design of cash transfer schemes influences household welfare outcomes with particular reference to the influence of transfers on conditioned outcomes, such as schooling, health and investment. We do this by examining two innovative cash transfer schemes initiated by the Mexican government in the last decade  PROGRESA, which is a national antipoverty scheme directed at chronic rural poverty, and PROCAMPO, which is a scheme designed to compensate farmers for the negative price effects of NAFTA. The schemes differ in that PROGRESA is targeted at women and conditioned on schooling and health outcomes and PROCAMPO is generally targeted at men and conditioned on land use. The analysis of data collected for an evaluation of PROGRESA suggest that the overall effects of the programs, as measured by total and food consumption expenditure, are not different. However, PROGRESA leads to greater schooling expenditure and school attendance as well as increased health outcomes. On the other hand, PROCAMPO is found to lead to increased investment in agriculture. The results suggest that conditionality may have little effect in terms of short-term welfare outcomes, but do influence both longer-term (human capital) and medium term (productive) investment. Policy makers must consider both whether or not conditions should be placed on a program, and the type of condition, depending on what they perceive to be the desirables outcomes of the transfer scheme.",NA,NA,,Report,NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
53901713,de Brauw (2015),2015,"We use longitudinal household data and propensity score weighting methods to assess the impact of Brazil's Bolsa Família conditional cash transfer program on schooling outcomes of children aged 6-17. years. Weak aggregate effects mask considerable heterogeneity. Among girls, the program significantly increases school participation (by 8 percentage points) and grade progression (by 10 percentage points), with large, significant effects across both younger and older girls in rural areas but concentrated among girls aged 15-17. years in urban areas. Few significant impacts are found among boys. We discuss implications and potential mechanisms for differential impacts by sex, age, and location.",NA,NA,,"Journal, Article",NA,,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,,,NA,NA,,NA,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,,N,NA,NA,,N,NA,NA,,NA,NA,NA,,N,NA,NA,,NA,NA,NA,,NA,NA,NA,,NA,NA,
