id,pub_author,pub_year,strand_raw,strand_info,out_tit_tool,out_tit_tool_CLEAN,out_desc_tool,out_desc_tool_CLEAN,out_type_tool,out_type_tool_CLEAN,smd_tool,smd_tool_CLEAN,se_tool,se_tool_CLEAN,out_measure_tool,out_measure_tool_CLEAN,out_g1_n_tool,out_g1_n_tool_CLEAN,out_g1_mean_tool,out_g1_mean_tool_CLEAN,out_g1_sd_tool,out_g1_sd_tool_CLEAN,out_g2_n_tool,out_g2_n_tool_CLEAN,out_g2_mean_tool,out_g2_mean_tool_CLEAN,out_g2_sd_tool,out_g2_sd_tool_CLEAN,ci_lower_tool,ci_lower_tool_CLEAN,ci_upper_tool,ci_upper_tool_CLEAN,out_label_tool,out_label_tool_CLEAN,out_samp_tool,out_samp_tool_CLEAN,out_comp_tool,out_comp_tool_CLEAN,out_es_type_tool,out_es_type_tool_CLEAN,out_test_type_raw_tool,out_test_type_raw_tool_CLEAN
37061114,Elliot (1986),1986,['Feedback'],NA,FEED+QUEST  G6/7 Reading comprehension (multiple choice: factual inferential) - feedback - F-testoverestimate,,"Post-test mean score for passage comprehension - repeated measures, multiple-choice question comprehension test consisting of both factual and inferential questions. Of the 10 questions half involved factual, or literal-level, comprehension, while the remaining questions required the reader to make inferences. Scores on the subsets of factual and inferential questions were used for assessing these two aspects of comprehension. ",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3761,,0.305,,Literacy: reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.2217,,0.9739,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
46887929,Farrell (1977),1977,['Feedback'],NA,STEP T Writing posttest Peer eval v no comp,,STEP T Writing posttest Peer eval v no comp,,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.8353,,0.2781,,Literacy: writing,,42.0,,304.6,,13.3,,21.0,,293.7,,12.0,,0.2902,,1.3804,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
46888082,Feng (1983) 1_1,1983,['Feedback'],NA,Achievement in Science,,"A test of 20 multiple-choice questions was administered to all students immediately following the treatment. The test was at the application level, which required the students to apply what they had learned to new instances. None of the examples nor the practice items from the self-study instruction appeared in the test. The test was reviewed by one of the teachers beforehand, and was revised according to the teacher's recommendation.",,"['Toolkit primary outcome', 'Science primary outcome']",,1.3131,,0.4807,,Science,,12.0,,63.8,,19.3,,10.0,,36.0,,21.6,,0.3709,,2.2553,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
49106820,Feng (1983) 1_2,1983,['Feedback'],NA,Achievement in Science,,"A test of 20 multiple-choice questions was administered to all students immediately following the treatment. The test was at the application level, which required the students to apply what they had learned to new instances. None of the examples nor the practice items from the self-study instruction appeared in the test. The test was reviewed by one of the teachers beforehand, and was revised according to the teacher's recommendation.",,"['Toolkit primary outcome', 'Science primary outcome']",,0.9913,,0.4208,,Science,,14.0,,59.3,,23.7,,12.0,,36.0,,21.6,,0.1666,,1.816,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
49106821,Feng (1983) 1_3,1983,['Feedback'],NA,Achievement in science,,"A test of 20 multiple-choice questions was administered to all students immediately following the treatment. The test was at the application level, which required the students to apply what they had learned to new instances. None of the examples nor the practice items from the self-study instruction appeared in the test. The test was reviewed by one of the teachers beforehand, and was revised according to the teacher's recommendation.",,"['Toolkit primary outcome', 'Science primary outcome']",,0.5869,,0.4483,,Science,,11.0,,48.7,,20.0,,10.0,,36.0,,21.6,,-0.2918,,1.4656,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
46887967,Fiel (1975),1975,['Feedback'],NA,Group 1 and 2 aggregated criterion reference test,,Group 1 and 2 aggregated criterion reference test,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.3835,,0.2255,,Mathematics,,60.0,,8.21,,3.56,,30.0,,6.93,,2.73,,-0.0585,,0.8255,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
46887836,Fitch (2008),2008,['Feedback'],NA,Effect Size CLAD v control table 2,,Effect Size CLAD v control table 2,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.6,,0.21,,Literacy: reading other,,0.6,,0,,0,,0.21,,0,,0,,0.1884,,1.0116,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Pre-post gain'],,['Test type: Standardised test '],
37092577,Fitzgerald (1987),1987,['Feedback'],NA,VERB California Achievement Test (Quality),,"A quality score was obtained for the written texts at Stage 1 and again at Stage 4. Following Bridwell’s (1980) procedures, protocols from Stages 1 and 4 were typed so that they remained as true to the handwritten versions as possible.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.7,,0.38,,Literacy: writing,,NA,,NA,,NA,,NA,,NA,,NA,,-0.0448,,1.4448,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
37092578,Franzke (2005),2005,['Feedback'],NA,GRAPH CSAP,,"The CSAP is a state mandated standards test administered to public school students in grades 3 to 12. The CSAP pre-test was administered in the four classrooms the week before the winter break during two 45-minute sessions. The post-test was administered in the week following the last summary practice session, also during two 45-minute sessions. For both the pre-test and a post-test, students were provided with a booklet of items and instructed to work through it at their own pace.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.11,,0.19,,Literacy: writing,,NA,,NA,,NA,,NA,,NA,,NA,,-0.2624,,0.4824,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
46887970,Fuchs (1986),1986,['Feedback'],NA,PRT Passage Reading Posttest Adjusted,,PRT Passage Reading Posttest Adjusted,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0586,,0.2146,,Literacy: reading other,,49.0,,97.92,,26.65,,39.0,,95.96,,39.85,,-0.3621,,0.4793,,Primary outcome,,['Sample: All'],,With active control,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
37092650,Glover (1989),1989,['Feedback'],NA,FEED+Q Comprehension Score,,"A 2000-word essay describing the formation of the solar system was employed as the reading passage. A multiple choice item followed each 200 word segment of text on the next page. These questions pertained to the material just read. In the feedback condition, the question was restated with the correct answer circled in red on the page following each inserted question. Students were not allowed to look forward prior to marking an answer. There were 60 knowledge level multiple choice items in total.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2862,,0.3673,,Literacy: reading comprehension,,15.0,,13.93,,2.76,,15.0,,13.18,,2.32,,-0.4337,,1.0061,,Primary outcome,,['Sample: High achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
46888085,Golke (2009),2009,['Feedback'],NA,Posttest Reading,,Posttest Reading,,"['Toolkit primary outcome', 'Reading primary outcome']",,-0.119,,0.1423,,Literacy: reading other,,100.0,,5.23,,3.15,,98.0,,5.6,,3.04,,-0.3979,,0.1598,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
38296615,Gorard (2015),2015,"['Digital technology', 'Feedback']",NA,DIG SCORE New Group Reading Test A (NGRT A),,"The test items are 20 sentence completions, and four short passages for context comprehension and reading comprehension. The test has an online set-up and it has no time limits for completion of the test. However in practice, test completion was no more than 45 minutes (one school lesson). The test difficulty level adapts according to pupil’s initial responses.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2396,,0.1091,,Literacy: reading comprehension,,175.0,,327.1,,51.4,,164.0,,315.3,,46.6,,0.0258,,0.4534,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
47269809,Gregory (1976) FB 1_1,1976,['Feedback'],NA,Correct Responses Internal External Combined Intrinsic v Feedback,,Correct Responses Internal External Combined Intrinsic v Feedback,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3269,,0.0781,,Literacy: reading other,,NA,,NA,,NA,,NA,,NA,,NA,,0.1738,,0.48,,Primary outcome,,['Sample: All'],,With active control,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
47269810,Gregory (1976) FB 1_2,1976,['Feedback'],NA,Achievement score,,The estimates are based on pre-treatment adjusted mean. A 16-item multiple-choice test.,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.5297,,0.2795,,Literacy: reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.0181,,1.0775,,Primary outcome,,['Sample: All'],,With active control,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092582,Guastello (2001) FB,2001,['Feedback'],NA,VERB Phase 3 Writing - Revised Composition,,"The students wrote their third composition, 'Making Something That I Enjoyed', and used their scoring rubric to self-evaluate their writing piece. The writing sample was taken home where parent and student discussed the sample based on the criteria of the rubric and the strategies for “sharing” discussed in the training. The child returned to school the next day and revised the composition.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,2.18,,0.1979,,Literacy: writing,,97.0,,3.22,,0.37,,70.0,,2.47,,0.3,,1.7921,,2.5679,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092655,Hanna (1976),1976,['Feedback'],NA,"SCORE Science, Arithmetic and Social Studies Tests",,"Three 18-item tests were developed to reflect the science, arithmetic, and social studies data interpretation content of upper elementary level standardized tests. Each test consisted of interpretive exercises based on picture and numeric tables, bar graphs, and line graphs. Designed to be similar in content balance, length, and difficulty, one test was written in multiple-choice format while the other two were cast in completion format.",,"['Toolkit primary outcome', 'Other outcome']",,0.2276,,0.0719,,Curriculum: other,,389.0,,10.26,,2.77,,389.0,,9.63,,2.76,,0.0866,,0.3686,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37091033,Haring (1975),1975,['Feedback'],NA,VERB Wide Range Achievement Test (WRAT) - Reading Score,,This test was administered to both groups in the fall semester before intervention procedures and in the spring semester after termination of the project.,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.1571,,0.2973,,Literacy: reading comprehension,,24.0,,2.86,,0.64,,30.0,,2.02,,0.77,,0.5745,,1.7398,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
47516029,Hillocks (1982),1982,['Feedback'],NA,Student Writing,,". Write about a person, place, or idea that you feel strongly as specific as you can so that a person reading what you have written  will feel as you do about it, will feel what you feel and see what you see",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.2017,,0.2508,,Literacy: writing,,33.0,,6.254,,2.018,,31.0,,5.828,,2.157,,-0.2899,,0.6933,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092584,Holman (2011),2011,['Feedback'],NA,DIG Tennessee Comprehensive Assessment Program (TCAP),,"Tennessee Comprehensive Assessment Program (TCAP) writing achievement scores from the 2010 administration were utilized for this study. Students are given 35 minutes to complete the essay test. These writing samples were scored holistically on a scale of one to six. The purpose of expository writing was to explain, clarify, or provide the reader with information. During the scoring process, each paper was compared to the scoring criteria and the anchor papers (Tennessee Department of Education, 2011).",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.341,,0.1707,,Literacy: writing,,75.0,,4.41,,0.0,,65.0,,0.045,,0.0,,0.0064,,0.6756,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: National test'],
37092768,Hughes (1973),1973,['Feedback'],NA,VERB Science content test ,,"Posttest of achievement  The posttest of achievement was designed to measure virtually everything presented in the lessons, even if it were only peripherally relevant, rather than to sample the lesson content. It was felt that small lapses in attention due to treatment differences would be more Ukely to be detected where all the pieces of information covered in the lessons had a corresponding posttest item. Also, with every lesson question having a corresponding posttest item, the performance of the pupils on the posttest items relevant to the questions they had been asked during the lessons could be compared with their performance on the posttest items not relevant to the questions they had been asked during the lessons. To obtain the desired content coverage, constructed response and true/false items were used in preference to multiple-choice items which are rather lengthy per unit of information obtained. The posttest of achievement contained 222 items and gave a content coverage which could not have been obtained in less than three or four hours of testing using multiple-choice items. As a check on the reliability of the posttest of achievement, a split-half reliability coefficient, corrected by the Spearman-Brown formula, was calculated. The resulting figure, based on a random sample of 114 papers, was .92 which is considered very satisfactory since the pupils in the study were of a restricted range of ability and the test was untimed.",,"['Toolkit primary outcome', 'Science primary outcome']",,0.8152,,0.2582,,Science,,NA,,NA,,NA,,NA,,NA,,NA,,0.3091,,1.3213,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
46887933,Hwang (2014),2014,['Feedback'],NA,Post test evaluation,,The post-test aimed to evaluate the learning achievements of the students in the learning activity. It consisted of thirty yes-or-no items and nineteen multiple-choice items for assessing the students’ learning achievement in comprehending environmental pollution problems addressed in the learning content of the selected course unit,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3801,,0.1562,,Literacy: reading comprehension,,82.0,,40.35,,6.47,,85.0,,38.03,,5.67,,0.0739,,0.6863,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: School-developed test'],
37061115,Jacobs (1966),1966,['Feedback'],NA,CORR/INCORR Solving Equations,,"The Solving Equations pretest consisted of 22 items, one for each of the ""learning sets"" or sub­ tasks in the program. A description of these sub-tasks is presented by Gagne and Paradise (l96l), from whose Appendix A the pretest items were taken. Given to Junior High School students only, data from Table 2, Group R and Group O only.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,-0.2093,,0.2371,,Mathematics,,53.0,,7.1,,2.7,,27.0,,7.7,,3.1,,-0.6739,,0.2554,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092585,Jewell (2003),2003,['Feedback'],NA,TEACH The Illinois Standards Achievement Test (ISAT),,"The Illinois Standards Achievement Test (ISAT  ISBE, 2001) was also used as an external criterion of students’ writing performance. The ISAT is a standardized test given to students in the state of Illinois in Grades 3, 5, and 8 in the academic areas of reading, writing, and mathematics. In the area of writing, students are given 40 minutes to write on a topic that is either narrative, persuasive, or expository in nature.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.1308,,0.1601,,Literacy: writing,,94.0,,21.55,,3.37,,67.0,,21.12,,3.13,,-0.1829,,0.4445,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: National test'],
47516037,Johansen (1983),1983,['Feedback'],NA,Correct Scores on Unit Post test,,"… punctuation marks the subject thought was required.[…] Scoring  each sentence was worth 1 point (1.0). For each error the student made, the total possible score for that sentence was decreased proportionately",,"['Toolkit primary outcome', 'Reading primary outcome']",,1.7161,,0.3566,,Literacy: reading comprehension,,16.0,,21.7,,2.0,,32.0,,14.6,,4.758,,1.0171,,2.415,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
47269821,Khine (1996) FB 1_1,1996,['Feedback'],NA,Achievement,,The on-line post-test was administered after the practice session. Each post-test included 20 multiple choice questions on the stimulus material.,,"['Toolkit primary outcome', 'Science primary outcome']",,1.2113,,0.2632,,Science,,34.0,,13.5,,2.85,,35.0,,9.85,,3.1,,0.6955,,1.7271,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
47269822,Khine (1996) FB 1_2,1996,['Feedback'],NA,Postest no feedback v elaborative feedback,,Postest no feedback v elaborative feedback,,"['Toolkit primary outcome', 'Other outcome']",,-1.5695,,0.2733,,Cognitive: other,,35.0,,9.85,,3.1,,36.0,,14.22,,2.37,,-2.1052,,-1.0337,,Primary outcome,,NA,,With business as usual,,NA,,NA,
37091034,King (1983),1983,['Feedback'],NA,SDRT-Reading total ,,reading comprehension total (literal comprehens. & inferential compreh.) from Stanford Diagnostic. Reading Test (SDRT),,"['Toolkit primary outcome', 'Reading primary outcome']",,-0.2401,,0.3257,,Literacy: reading comprehension,,19.0,,-0.74,,0.0,,19.0,,0.0,,0.0,,-0.8785,,0.3984,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
37092606,King (2003),2003,['Feedback'],NA,VERB FA Science Test,,A summative test for the science unit - Earth's Oceans. The test had 36 questions with an additional bonus task if participants finished early. ,,"['Toolkit primary outcome', 'Science primary outcome']",,-0.2365,,0.263,,Science,,43.0,,83.33,,7.86,,22.0,,85.5,,11.09,,-0.752,,0.279,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092607,Koedinger (2010),2010,['Feedback'],NA,DIG MCAS (Massachusetts Comprehensive Assessment System) ,,"Data from MCAS has been retrieved from Table 1, adjusted post-means for pre-test from the table have been included here rather than raw means. The final analysis included only those students with MCAS scores from both 2006 (6th grade test) and 2007 (7th grade test), and students whose math teacher assignment could be determined either from ASSISTments use or MAP 2 test data. MAP or Measures of Academic Progress are computerized adaptive tests administered three times during the school year.",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.1951,,0.0727,,Mathematics,,947.0,,51.7,,0.45,,237.0,,48.43,,0.82,,0.0525,,0.3377,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: National test'],
40294919,Kolic-Vehovec (2002) FB,2002,['Feedback'],NA,Accuracy - Reading accuracy,,"The text of 70 words from a reading book for the second grade students was used to measure reading accuracy. The text was used instead of a word list because meaningful context influenced reading accuracy, especially in poor readers (Stanovich, 1980). Besides, by using the same text for all students, the reading situation was standardized and all students read the same number of words. The measure of reading accuracy was the number of errors made during reading. Calculated using F test / Effect Size Calculator.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.8351,,0.2538,,Literacy: reading other,,NA,,NA,,NA,,NA,,NA,,NA,,0.3377,,1.3325,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092586,Kozlow (2004),2004,['Feedback'],NA,Combined Holistic Writing Score (G3-6),,Combined Holistic Writing scores for Grades 3 to 6),,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.0302,,0.5043,,Literacy: writing,,0.03022,,0,,0,,0.5043,,0,,0,,-0.9582,,1.0186,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
40294920,Kramarski (2009) FB,2009,"['Feedback', 'Collaborative learning']",NA,VERB Problem Solving Score - Mathematical transfer test,,"Problem solving (seems to be part of the  Mathematical transfer test—This 18-item paper-and-pencil test […] Thus, the test can be considered as far-transfer for the context (formal tasks) & skills (posing a problem) for all groups  […] problem-solving (8 items)",,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.8312,,0.2538,,Mathematics,,32,,86.43,,19.9,,36,,68.53,,22.45,,0.3337,,1.3286,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092670,Lacher (1983),1983,['Feedback'],NA,VERB+GRAPH Recall test,,"Both pretest and posttest consisted of 10 trials of ordered recall of three out of six pictures from the Peabody Picture Vocabulary Test. Essentially following Flavell et al.’s (7) procedure, children were pretrained to point to the same pictures in the same order as the E. On each trial, the E shuffled the six pictures, laid them out before the child, and pointed to a random series of three. The child then closed his or her eyes. After a delay of approximately 15 seconds during which the E reshuffled the pictures and recorded their order of presentation, the recall signal was given. The child then opened his or her eyes and tried to point to the same pictures in the same order as had the E. Simple effects of feedback in Rehearsal condition",,"['Toolkit primary outcome', 'Other outcome']",,0.6291,,0.2235,,Cognitive: other,,NA,,NA,,NA,,NA,,NA,,NA,,0.191,,1.0672,,Primary outcome,,['Sample: All'],,With active control,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
46888303,Lenhard (2013),2013,['Feedback'],NA,Reading Comprehension,,"reading comprehension was assessed with the ‘Frankfurter Leseverständnistest (FLVT) 5-6’ (Frankfurt Reading Comprehension Test for Grade 5 and 6  Souvignier, Trenk- Hinterberger, Adam-Schwebe & Gold, 2008).",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3767,,0.1731,,Literacy: reading comprehension,,59.0,,26.3,,4.6,,80.0,,24.4,,5.3,,0.0374,,0.7161,,Primary outcome,,['Sample: All'],,With active control,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
46888095,Llorens (2014) 1_1,2014,['Feedback'],NA,Reading Literacy for Secondary Education,,"This standardized test included ﬁve texts (i.e., continuous and discontinuous) and 20 questions (i.e., maximum score was 20). The questions required retrieving, interpreting, integrating or reﬂecting beyond the text information as deﬁned by PISA framework",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3534,,0.2573,,Literacy: reading comprehension,,34.0,,0.53,,0.2,,28.0,,0.46,,0.19,,-0.1509,,0.8578,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
49106829,Llorens (2014) 1_2,2014,['Feedback'],NA,Reading Literacy for Secondary Education,,"This standardized test included ﬁve texts (i.e., continuous and discontinuous) and 20 questions (i.e., maximum score was 20). The questions required retrieving, interpreting, integrating or reﬂecting beyond the text information as deﬁned by PISA framework",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.675,,0.2707,,Literacy: reading comprehension,,30.0,,0.59,,0.19,,28.0,,0.46,,0.19,,0.1445,,1.2055,,Primary outcome,,NA,,With active control,,NA,,['Test type: Standardised test '],
46888096,Llorens (2016) 1_1,2016,['Feedback'],NA,Students comprehension Scores ,,students’ comprehension scores (i.e. number of right answers) in both training texts (maximum score was 20 points) and in the transfer text (maximum score was 15 points),,"['Toolkit primary outcome', 'Reading primary outcome']",,0.6464,,0.2044,,Literacy: reading comprehension,,51.0,,64.09,,21.34,,50.0,,51.36,,17.52,,0.2459,,1.047,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
49106830,Llorens (2016) 1_2,2016,['Feedback'],NA,On-line processing performance scores,,students’ comprehension scores (i.e. number of right answers) in both training texts (maximum score was 20 points) and in the transfer text (maximum score was 15 points),,"['Toolkit primary outcome', 'Reading primary outcome']",,0.4425,,0.2314,,Literacy: reading comprehension,,31.0,,14.51,,3.23,,50.0,,12.86,,3.95,,-0.011,,0.896,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
49106831,Llorens (2016) 1_3,2016,['Feedback'],NA,On-line processing performance measure,,students’ comprehension scores (i.e. number of right answers) in both training texts (maximum score was 20 points) and in the transfer text (maximum score was 15 points),,"['Toolkit primary outcome', 'Reading primary outcome']",,0.8836,,0.2426,,Literacy: reading comprehension,,38.0,,11.89,,3.07,,37.0,,9.0,,3.4,,0.4082,,1.359,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
49106832,Llorens (2016) 1_4,2016,['Feedback'],NA,On-line processing performance score,,students’ comprehension scores (i.e. number of right answers) in both training texts (maximum score was 20 points) and in the transfer text (maximum score was 15 points),,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3586,,0.2345,,Literacy: reading comprehension,,37.0,,10.32,,3.87,,37.0,,9.0,,3.4,,-0.101,,0.8181,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
37092587,Lumbelli (1999),1999,['Feedback'],NA,VERB Writing Ability Test,,"Data from Table 1 (adjusted means reported). Both for the pre-test and for the post-test, all the subjects listened to two texts, selected from stories and scientific games for children, being read  a short narrative text and an expository one, which consisted of the description of a simple physics experiment. All four texts (two short stories and two descriptions of experiments) were adjusted in order to make every critical consequential relation as clear and apparent as possible. A set of corresponding pictures was also shown in order to support the text comprehension by the subjects. Then they were asked to tell in writing the information just acquired to an absent classmate, carefully explaining how and why the facts happened in order for him/her to fully understand it. Subjects' written texts were analysed in order to ascertain how many consequential connections had been reproduced completely, that is how many times both the antecedent and the consequence were mentioned.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.6638,,0.3899,,Literacy: writing,,14.0,,5.0,,1.75,,14.0,,3.8,,1.76,,-0.1003,,1.428,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092588,MacArthur (1991),1991,['Feedback'],NA,VERB Quality of Final Drafts ,,"Two measures of quality were used. First, the final drafts of the pretest and posttest writing samples were rated for overall quality using holistic evaluation pro­ cedures. Second, the change in quality from the first to the second draft and from the first to the third draft were rated. These results are obtained from the second type of rating. Data from Table 2 Row 1  Quality of Final Draft, (pretest and post-test measures given). ",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,1.059,,0.4022,,Literacy: writing,,13.0,,4.27,,1.25,,16.0,,3.03,,1.04,,0.2706,,1.8474,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
37092684,McClintock (1975),1975,['Feedback'],NA,SCORE Associate memory task,,"Paired associate learning task. Forty-seven slides, with line drawings of familiar objects,randomly paired, were presented to the children, e.g., hat-thermometer, fork-cow, and chair-barrel. after projecting the 47 pairs, the first member of each pair was projected again in random order. The children were given booklets in which each page contained five objects, one of which had previously been associated with the projected one. The task of the children consisted in identifying that object.",,"['Toolkit primary outcome', 'Other outcome']",,0.9103,,0.1498,,Cognitive: other,,NA,,NA,,NA,,NA,,NA,,NA,,0.6167,,1.2039,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment AND clustering'],,['Test type: Researcher developed test'],
40294926,Merrett (1996) FB,1996,['Feedback'],NA,VERB Macmillan Group Reading Test,,Pause prompt praise feedback on Macmillan Group Reading Test,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.7161,,0.6043,,Literacy: reading other,,6,,101,,6.9,,6,,95.8,,6.5,,-0.4683,,1.9005,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
37092589,Meyer (2010),2010,['Feedback'],NA,DIG WRIT CAT-4,,"The CAT-4 assesses both response to text (ideas, support) and writing (content, content management) using a rubric.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.0177,,0.1182,,Literacy: writing,,121.0,,2.115,,0.666,,175.0,,2.103,,0.686,,-0.2141,,0.2494,,Primary outcome,,['Sample: All'],,With business as usual,,['Pre-post gain'],,['Test type: Standardised test '],
37091036,Mirkin (1979),1979,['Feedback'],NA,TEACH Stanford Diagnostic Reading Test,,"A measure of each student's reading comprehension was obtained using the Stanford Diagnostic Reading Test Level I, Forms W and X (1968) and the comprehension subtest of the Stanford Diagnostic Reading Test, Level II, Forms W and X (1966).",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3265,,0.3953,,Literacy: reading comprehension,,13.0,,53.17,,23.38,,13.0,,46.08,,18.38,,-0.4483,,1.1013,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
