id,pub_author,pub_year,strand_raw,strand_info,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,prepost_t_mean_ht_t_sd_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
37092631,Bridgeman (1974) 1_1,1974,['Feedback'],NA,['Yes'],"['Page 4:\n[¬s]""TABLE 1 NUMBERS, MEANS, AND STANDARD DEVIATIONS ON THE CRITERION TEST[¬e]""']","Scores were given in six subgroups  Low, Middle and High Ability for male and female participants separately. Combined Group scores are given for Intervention and Control and calculated with spreadsheet and uploaded to Slack.",,"['Page 4:\n[¬s]""77[¬e]""']",77,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""22.62 ""\n""18.46 ""\n""16.08""\n""23.08""\n""22.25""\n""18.00[¬e]""']",19.988,,"['Page 4:\n[¬s]""4.29""\n""3.26""\n""4.97""\n""3.85 ""\n""3.17""\n""5.33[¬e]""']",4.918,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""79[¬e]""']",79,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""21.69""\n""21.85""\n""16.00""\n""14.36""\n""23.00""\n""20.14""\n""17.23[¬e]""']",18.911,,"['Page 4:\n[¬s]""4.24""\n""5.10""\n""5.99""\n""3.06""\n""3.68""\n""5.56[¬e]""']",5.468,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294891,Bridgeman (1974) 1_2,1974,['Feedback'],NA,['Yes'],"['Page 4:\n[¬s]""TABLE 1 NUMBERS, MEANS, AND STANDARD DEVIATIONS ON THE CRITERION TEST[¬e]""']","Scores were given in six subgroups  Low, Middle and High Ability for male and female participants separately. Combined Group scores are given for Intervention and Control and calculated with spreadsheet and uploaded to Slack.",,"['Page 4:\n[¬s]""Failure""\n""77[¬e]""']",77,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""21.69""\n""19.38""\n""12.33""\n""21.55""\n""20.14""\n""15.21[¬e]""']",18.361,,"['Page 4:\n[¬s]""5.41""\n""4.44""\n""6.38""\n""3.24""\n""3.66""\n""4.21[¬e]""']",5.660,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""None""\n""79[¬e]""']",79,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""21.85""\n""16.00""\n""14.36""\n""23.00""\n""20.14""\n""17.23[¬e]""']",18.911,,"['Page 4:\n[¬s]""4.24""\n""5.10""\n""5.99""\n""3.06""\n""3.68""\n""5.56[¬e]""']",5.468,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092605,Brookhart (2008),2010,['Feedback'],NA,['Yes'],NA,NA,,"['Page 12:\n[¬s]""31[¬e]""']",31,,"['Page 12:\n[¬s]""9.94[¬e]""']",9.94,,"['Page 12:\n[¬s]""94 (12.75)[¬e]""']",12.75,,"['Page 12:\n[¬s]""47.94[¬e]""']",47.94,,"['Page 12:\n[¬s]""(13.67)[¬e]""']",13.67,,NA,NA,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""85[¬e]""']",85,,"['Page 12:\n[¬s]""8.16[¬e]""']",8.16,,"['Page 12:\n[¬s]""10.52[¬e]""']",10.52,,"['Page 12:\n[¬s]""45.35[¬e]""']",45.35,,"['Page 12:\n[¬s]""15.73)[¬e]""']",15.73,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061108,Bumgarner (1984),1984,['Feedback'],NA,['Yes'],NA,"control   number (n) = 21 for pre-test, number (n) = 20 for post-test",,"['Page 140:\n[¬s]""IS[¬e]""']",18,,"['Page 140:\n[¬s]""34.78[¬e]""']",34.78,,"['Page 140:\n[¬s]""15.79[¬e]""']",15.79,,"['Page 148:\n[¬s]""48.89[¬e]""']",48.89,,"['Page 148:\n[¬s]""13.94[¬e]""']",13.94,,NA,NA,,NA,NA,,NA,NA,,"['Page 140:\n[¬s]""21[¬e]""']",21,,"['Page 140:\n[¬s]""39.57[¬e]""']",39.57,,"['Page 140:\n[¬s]""18.61[¬e]""']",18.61,,"['Page 148:\n[¬s]""56.25[¬e]""']",56.25,,"['Page 148:\n[¬s]""12.27[¬e]""']",12.27,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 154:\n[¬s]""First Posttest[¬e]""', 'Page 156:\n[¬s]""Second Posttest[¬e]""', 'Page 158:\n[¬s]""Third Posttest[¬e]""', 'Page 160:\n[¬s]""Fourth Posttest[¬e]""', 'Page 23:\n[¬s]""student achievement was measured at several points throughout the investigation[¬e]""']",NA,
37092634,Butler (1986) 1_1,1986,['Feedback'],NA,['Yes'],NA,NA,,"['Page 2:\n[¬s]""88""\n""90[¬e]""']",178,,"['Page 3:\n[¬s]""38.68[¬e]""']",38.68,,"['Page 3:\n[¬s]""14.86[¬e]""']",14.86,,"['Page 3:\n[¬s]""55.49[¬e]""']",55.49,,"['Page 3:\n[¬s]""19.26[¬e]""']",19.26,,NA,NA,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""83[¬e]""']",83,,"['Page 3:\n[¬s]""39.95[¬e]""']",39.95,,"['Page 3:\n[¬s]""17.79[¬e]""']",17.79,,"['Page 3:\n[¬s]""29.46[¬e]""']",29.46,,"['Page 3:\n[¬s]""14.00[¬e]""']",14,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294895,Butler (1986) 1_2,1986,['Feedback'],NA,['Yes'],NA,NA,,"['Page 2:\n[¬s]""90[¬e]""']",90,,"['Page 3:\n[¬s]""39.84[¬e]""']",39.84,,"['Page 3:\n[¬s]""24.43[¬e]""']",24.43,,"['Page 3:\n[¬s]""52.59[¬e]""']",52.59,,"['Page 3:\n[¬s]""25.32[¬e]""']",25.32,,NA,NA,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""83[¬e]""']",83,,"['Page 3:\n[¬s]""39.95[¬e]""']",39.95,,"['Page 3:\n[¬s]""17.79[¬e]""']",17.79,,"['Page 3:\n[¬s]""29.46[¬e]""']",29.46,,"['Page 3:\n[¬s]""14.00[¬e]""']",14,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092633,Butler (1987) 1_1,1987,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294893,Butler (1987) 1_2,1987,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294894,Butler (1987) 1_3,1987,['Feedback'],NA,['Yes'],NA,NA,,"['Page 3:\n[¬s]""25 low achievers in each experimen-\ntal condition.[¬e]""']",25,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""9.96[¬e]""']",9.96,,"['Page 7:\n[¬s]""3.76[¬e]""']",3.76,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""25 low achievers in each experimen-\ntal condition.[¬e]""']",25,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""8.36[¬e]""']",8.36,,"['Page 7:\n[¬s]""2.69[¬e]""']",2.69,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092575,Caccamise (2007) 1_1,2007,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294896,Caccamise (2007) 1_2,2007,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47515970,Carlson (1979),1979,['Feedback'],NA,['Yes'],"['Page 7:\n[¬s]""TABLE 1[¬e]""']",NA,,NA,216,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""20.52""\n""25.12""\n""27.16""\n""29.06""\n""23.32""\n""24.26""\n""28.41""\n""29.31""\n""29.54""\n""29.20""\n""31.52""\n""31.90[¬e]""']",27.443 ,,"['Page 7:\n[¬s]""6.18""\n""3.71""\n""3.98""\n""3.82""\n""4.30""\n""3.83""\n""3.89""\n""3.27""\n""5.92""\n""3.28""\n""3.33""\n""2.93[¬e]""']",5.231 ,,NA,NA,,NA,NA,,NA,NA,,NA,216,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""17.28""\n""24.21""\n""27.14""\n""29.75""\n""17.52""\n""28.21""\n""27.81""\n""28.41[¬e]""']",25.041 ,,"['Page 7:\n[¬s]""4.80""\n""2.88""\n""5.89""\n""3.57""\n""5.44""\n""3.73""\n""5.34""\n""4.53[¬e]""']",6.516 ,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888076,Chen (2011),2011,['Feedback'],NA,['Yes'],"['Page 8:\n[¬s]""Table 3[¬e]""']",NA,,"['Page 8:\n[¬s]""19[¬e]""']",19,,"['Page 8:\n[¬s]""6.00[¬e]""']",6.0,,"['Page 8:\n[¬s]""2.43[¬e]""']",2.43,,"['Page 8:\n[¬s]""10.68[¬e]""']",10.68,,"['Page 8:\n[¬s]""1.92[¬e]""']",1.92,,NA,NA,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""19[¬e]""']",19,,"['Page 8:\n[¬s]""5.11[¬e]""']",5.11,,"['Page 8:\n[¬s]""2.21[¬e]""']",2.21,,"['Page 8:\n[¬s]""8.79[¬e]""']",8.79,,"['Page 8:\n[¬s]""3.14[¬e]""']",3.14,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887826,Clariana (1990),1990,['Feedback'],NA,['Yes'],NA,"Tables 2, 4, 6, 8, 12",,NA,60,,NA,NA,,NA,NA,,NA,4.590 ,,NA,1.898 ,,NA,NA,,NA,NA,,NA,NA,,NA,40,,NA,NA,,NA,NA,,NA,3.125 ,,NA,1.576 ,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 51:\n[¬s]""Following Merrill (1985) and Andre (1979), the posttest and 14-day\nretention test were analyzed as a repeated-measure variable.[¬e]""']",NA,
46888078,Clariana (2006),2006,['Feedback'],NA,['Yes'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37092576,Coe (2011),2011,['Feedback'],NA,['Yes'],NA,NA,,NA,2230,,"['Page 61:\n[¬s]"" 3.600[¬e]""']",3.6,,NA,NA,,"['Page 61:\n[¬s]""3.927[¬e]""']",3.927,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,1931,,"['Page 61:\n[¬s]""3.664[¬e]""']",3.664,,NA,NA,,"['Page 61:\n[¬s]""3.905[¬e]""']",3.905,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37091026,Crutcher (1975),1975,['Feedback'],NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887881,Denton (2010),2010,['Feedback'],NA,['Yes'],"['Page 14:\n[¬s]""TABLE 5[¬e]""', 'Page 15:\n[¬s]""TABLE 6[¬e]""']",NA,,"['Page 14:\n[¬s]""182[¬e]""']",182,,"['Page 14:\n[¬s]""409.77[¬e]""']",409.77,,"['Page 14:\n[¬s]""17.72[¬e]""']",17.72,,"['Page 15:\n[¬s]""455.78[¬e]""']",455.78,,"['Page 15:\n[¬s]""14.06[¬e]""']",14.06,,NA,NA,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""240[¬e]""']",240,,"['Page 14:\n[¬s]""409.11[¬e]""']",409.11,,"['Page 14:\n[¬s]""16.98[¬e]""']",16.98,,"['Page 15:\n[¬s]""447.34[¬e]""']",447.34,,"['Page 15:\n[¬s]""17.23[¬e]""']",17.23,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
47515991,Dollinger (1978),1978,['Feedback'],NA,['Yes'],NA,NA,,NA,48,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""verbal reward\n(M = 4.67), symbolic and self-reward (both\nMs = 4.58), and tangible reward groups\n(M = 4.33).[¬e]""']",4.540 ,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,12,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""3.75[¬e]""']",3.75,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37091027,Dubrule (1984),1984,['Feedback'],NA,['Yes'],NA,NA,,NA,96,,NA,50.2,,NA,8.17,,NA,111.6,,NA,15.56,,NA,NA,,NA,NA,,NA,NA,,NA,90,,NA,51.34,,NA,8.06,,NA,74.94,,NA,10.62,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37092761,Eggen (1978),1978,['Feedback'],NA,['Yes'],NA,NA,,"['Page 4:\n[¬s]""22[¬e]""']",22,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""21.63[¬e]""']",21.636,,"['Page 4:\n[¬s]""8.409[¬e]""']",8.409,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""22[¬e]""']",22,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""16.50[¬e]""']",16.5,,"['Page 4:\n[¬s]""6.457[¬e]""']",6.457,,NA,NA,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""21[¬e]""']",21,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""19.33[¬e]""']",19.333,,"['Page 4:\n[¬s]""7.831[¬e]""']",7.831,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
40294902,Ehlinger (1988) FB,1988,['Feedback'],NA,['Yes'],NA,NA,,"['Page 145:\n[¬s]""24[¬e]""']",24,,NA,NA,,NA,NA,,"['Page 145:\n[¬s]""20. 17[¬e]""']",20.17,,"['Page 145:\n[¬s]""9.15[¬e]""']",9.15,,NA,NA,,NA,NA,,NA,NA,,"['Page 145:\n[¬s]""25[¬e]""']",25,,NA,NA,,NA,NA,,"['Page 145:\n[¬s]""20 .24[¬e]""']",20.24,,"['Page 145:\n[¬s]""7.46[¬e]""']",7.46,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887923,Elawar (1985),1985,['Feedback'],NA,['Yes'],NA,"sample size  assumed 168 as not specified in text mean  mean of 3 schools 13.6, 13.6, 14.9 = 14.09 sd  mean of 3 schools 13.6, 13.6, 14.9 = 14.09 mean of 3 schools 9.69,9.76,10.11 = 9.85 sd  mean of 3 schools 3.17,3.39,3.19 = 3.25",,NA,168,,NA,7.92,,NA,3.03,,NA,14.09,,NA,2.9,,NA,NA,,NA,NA,,NA,NA,,NA,168,,NA,7.4,,NA,2.8,,NA,9.85,,NA,3.25,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37061114,Elliot (1986),1986,['Feedback'],NA,['Yes'],NA,NA,,"['Page 89:\n[¬s]""20[¬e]""']",20,,NA,NA,,NA,NA,,"['Page 89:\n[¬s]""28.85[¬e]""']",28.85,,"['Page 89:\n[¬s]""5.79[¬e]""']",5.79,,NA,NA,,NA,NA,,NA,NA,,"['Page 89:\n[¬s]""24[¬e]""']",24,,NA,NA,,NA,NA,,"['Page 89:\n[¬s]""28.73[¬e]""']",28.73,,"['Page 89:\n[¬s]""6.59[¬e]""']",6.59,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887929,Farrell (1977),1977,['Feedback'],NA,['Yes'],NA,NA,,"['Page 71:\n[¬s]""49[¬e]""']",49,,"['Page 71:\n[¬s]""300.7[¬e]""']",300.7,,"['Page 71:\n[¬s]""18.1[¬e]""']",18.1,,"['Page 71:\n[¬s]""304.6[¬e]""']",304.6,,"['Page 71:\n[¬s]""13.3[¬e]""']",13.3,,NA,NA,,NA,NA,,NA,NA,,"['Page 71:\n[¬s]""21[¬e]""']",21,,"['Page 71:\n[¬s]""293-6[¬e]""']",293.6,,"['Page 71:\n[¬s]""12.7[¬e]""']",12.7,,"['Page 71:\n[¬s]""293.7[¬e]""']",293.7,,"['Page 71:\n[¬s]""12.0[¬e]""']",12.0,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46888082,Feng (1983) 1_1,1983,['Feedback'],NA,['Yes'],NA,NA,,"['Page 14:\n[¬s]""12[¬e]""']",12,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""63.8[¬e]""']",63.8,,"['Page 14:\n[¬s]""el[¬e]""']",19.3,,NA,NA,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""10[¬e]""']",10,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""36.0[¬e]""']",36,,"['Page 14:\n[¬s]""21,6[¬e]""']",21.6,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
49106820,Feng (1983) 1_2,1983,['Feedback'],NA,['Yes'],NA,NA,,"['Page 14:\n[¬s]""14[¬e]""']",14,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]"".3 I[¬e]""']",59.3,,"['Page 14:\n[¬s]""el[¬e]""']",23.7,,NA,NA,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""10[¬e]""']",10,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""36.0[¬e]""']",36.0,,"['Page 14:\n[¬s]""21,6[¬e]""']",21.6,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
49106821,Feng (1983) 1_3,1983,['Feedback'],NA,['Yes'],NA,NA,,"['Page 14:\n[¬s]""11[¬e]""']",11,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""48.7[¬e]""']",48.7,,"['Page 14:\n[¬s]""20.3[¬e]""']",20,,NA,NA,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""10[¬e]""']",10,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""36.0[¬e]""']",36,,"['Page 14:\n[¬s]""21,6[¬e]""']",21.6,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
46887967,Fiel (1975),1975,['Feedback'],NA,['Yes'],NA,NA,,NA,60,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""8.83\n7.60[¬e]""']",6.65,,NA,3.52,,NA,NA,,NA,NA,,NA,NA,,NA,30,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""6.93[¬e]""']",6.93,,"['Page 4:\n[¬s]""2.73[¬e]""']",2.73,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
