id,pub_author,pub_year,abstract,strand_raw,FB_Update_2020,strand_CLEAN,pub_eppi,pub_eppi_CLEAN,pub_type,pubtype_ht,pubtype_info,pub_type_CLEAN,loc_country_raw,loc_country_ht,loc_country_info,loc_country_CLEAN,int_setting_raw,int_setting_ht,int_setting_info,int_Setting_CLEAN,eco_valid_raw,eco_valid_ht,eco_valid_info,eco_valid_CLEAN,part_age_raw,part_age_ht,part_age_info,part_age_CLEAN,school_treat_info,school_treat_ht,school_treat_CLEAN,school_cont_info,school_cont_ht,school_cont_CLEAN,school_total_info,school_total_ht,school_total_CLEAN,school_na_raw,school_na_info,school_na_ht,school_na_CLEAN,class_treat_info,class_treat_ht,class_treat_CLEAN,class_cont_info,class_cont_ht,class_cont_CLEAN,class_total_info,class_total_ht,class_total_CLEAN,class_na_raw,class_na_info,class_na_ht,class_na_CLEAN,treat_group_raw,treat_group_ht,treat_group_info,treat_group_CLEAN,part_assig_raw,part_assig_ht,part_assig_info,part_assig_CLEAN,level_assig_raw,level_assig_ht,level_assig_info,level_assig_CLEAN,int_design_raw,int_design_ht,int_design_info,int_design_CLEAN,rand_raw,rand_ht,rand_info,rand_CLEAN
38296682,Speckesser (2018),2018,"Embedding Formative Assessment (EFA) is a whole-school professional development programme aiming to embed the use of effective formative assessment strategies. Dylan Wiliam and Siobhan Leahy, who are experts in formative assessment, designed the intervention and associated materials. The Schools, Students and Teachers network (SSAT), an independent membership organisation, delivered the project. Schools received detailed resource packs to run monthly workshops known as Teacher Learning Communities (TLCs). Each TLC was expected to last 75–90 minutes. All teaching staff were involved and split into groups comprising 8–14 people. TLC agendas and materials focused on five key formative assessment strategies  ‘clarifying, sharing and understanding learning intentions’  ‘engineering effective classroom discussions and activities’  ‘providing feedback that moves learning forward’  ‘activating learners as instructional resources for one another’  and ‘activating learners as owners of their own learning’. Within each of these high-level concepts, the TLC handouts introduced multiple formative assessment techniques for teachers to consider. In-between workshop sessions, teachers were expected to conduct peer lesson observations and provide feedback to each other. Each school appointed a lead teacher who attended an initial training day and received ongoing implementation support from an SSAT Lead Practitioner. This included a mixture of visits, phone calls, e-mails, and access to an online community. The project was a randomised controlled trial. It was an effectiveness trial, which tested whether the intervention worked under everyday conditions in a large number of schools. One hundred and forty secondary schools participated during the 2015/2016 and 2016/2017 academic years. The primary outcome was Attainment 8 GCSE scores for the 25,393 pupils who were in Year 10 (aged 14–15) at the start of the trial. The process evaluation involved a combination of methods, including interviews, focus groups, surveys of intervention and control schools, and observations of the launch day, some TLCs, and the celebration day.",['Feedback'],NA,,Report,,['Technical report'],NA,NA,,"['UK (Select all that apply)', 'England']",NA,NA,,['Secondary/High school'],NA,NA,,['High ecological validity'],NA,NA,,"['14', '15']",NA,NA,,70,"['Page 19:\n[¬s]""Intervention (N=70[¬e]""']",,70,"['Page 19:\n[¬s]""Control (n=70,[¬e]""']",,140,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,['No'],NA,NA,,Random (please specify),"['Page 10:\n[¬s]""Schools participating in the trial were randomly assigned to one of two trial arms,[¬e]""', 'Page 12:\n[¬s]""Schools were identified as belonging to blocks based on the proportion of students in each school to achieve five A*–C grades in the 2014 GCSE examinations (low, medium, high—where these thresholds are chosen to achieve equal sized groups), and the proportion of students in each school to be eligible for Free School Meals (FSM, low, medium, high) using DfE sources; thresholds were chosen to achieve equal sized groups. Blocking was undertaken to minimise bias at baseline by factors of particular relevance to the study.""\n""Within the nine blocks combining the three dimensions of GCSE performance and FSM, schools were randomly allocated to treatment and control groups (half each). This was achieved using a random number generator.[¬e]""']",NA,,School - cluster,"['Page 10:\n[¬s]""Randomisation took place at the school level. EFA is a whole-school intervention so within-school randomisation was not appropriate. [¬e]""']",NA,,['Cluster RCT'],"['Page 10:\n[¬s]""Schools participating in the trial were randomly assigned to one of two trial arms[¬e]""']",NA,,['Yes'],"['Page 12:\n[¬s]""Each school was assigned a randomly generated number between 0 and 1 using the Stata command ‘runiform’ with seed 2387427. The randomisation was automated by Stata and in this sense was blind. Schools were sorted by blocking variable and, within each block, by the random number. [¬e]""', 'Page 13:\n[¬s]""Randomisation was implemented ahead of the two-year development programme[¬e]""', 'Page 69:\n[¬s]""Secondary schools, which were recruited by SSAT (N=140) were randomly assigned to intervention and control groups using econometric software (Stata) within blocks[¬e]""']",NA,
46887926,Story (1986),1986,"The effects of teacher comments, type of task, student performance, and gender on the continuing motivation of 424 fifth- and sixth-grade pupils was studied. Results are discussed in terms of the relationship between continuing motivation and student perceptions of their own competence. ",NA,['Feedback'],,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,['Primary/elementary school'],NA,NA,,['High ecological validity'],NA,"This intervention requires no unique or specialist skills, resources or commitment from schools as it involves providing encouraging written comments on work",,"['10', '11']",NA,NA,,3,"['Page 3:\n[¬s]""three suburban schools[¬e]""']",,3,NA,,3,NA,,NA,NA,NA,,9,NA,,9,NA,,9,NA,,NA,NA,NA,,['Yes (Please specify)'],"['Page 2:\n[¬s]""ived no comment, a performance-contingent positive, or\nencouraging comment[¬e]""', 'Page 4:\n[¬s]""e level, students\nwere blocked by gender and total score and were ran-\ndomly assigned within blocks to one of two treatment\nconditions: comment-and-score or score[¬e]""']",NA,,Random (please specify),"['Page 4:\n[¬s]""e level, students\nwere blocked by gender and total score and were ran-\ndomly assigned within blocks to one of two treatment\nconditions: comment-and-score or scor[¬e]""']",NA,,Individual,NA,NA,,['Individual RCT'],"['Page 4:\n[¬s]""All papers were scored by the experimenters. They\ndivided the students into high and low performance\nlevels on each task by grade based on the median score\nfor each grade. Within each performance level, students\nwere blocked by gender and total score and were ran-\ndomly assigned within blocks to one of two treatment\nconditions: comment-and-score or scor[¬e]""']","This study compares the rate students choose to repeat a task in relation to 3 condition of teacher feedback 1) encouragement irrespective of performance, 2) performance related and 3) no comment. It does not report descriptive SDs nor inferential results for the main contrast i.e. repeat rate x treatment. Consequently, it is not possible to extract an effect size for test this paper claims to report, As no alternative available, F ratio has been reported for difference in return rate between high and low performers (irrespective of treatment). Suggest it is not possible to derive meaningful interpretation of results of this study.",,['Yes'],"['Page 4:\n[¬s]""All papers were scored by the experimenters. They\ndivided the students into high and low performance\nlevels on each task by grade based on the median score\nfor each grade. Within each performance level, students\nwere blocked by gender and total score and were ran-\ndomly assigned within blocks to one of two treatment\nconditions: comment-and-score or scor[¬e]""']",NA,
37092790,Swanson (1977),1977,"The effectiveness of a Keller and Bloom mastery learning program for high school science students was examined by comparing remediation strategies of both programs and that of a traditional strategy. The data gathered in the experiment in chemistry were from a pre- and post-achievement test. Cognitive achievement was statistically different (p < .025). Additional analysis revealed the greatest difference was between a Bloom and a traditional strategy. Gain score analyses failed to produce any significant differences. A Chi-square analysis of the number of objectives achieved produced significant values of .004 and .034, respectively, for the Keller and Bloom groups over the traditional group.",['Feedback'],NA,,Conference Proceedings,,['Conference paper'],NA,NA,,['USA'],NA,NA,,['Secondary/High school'],NA,NA,,['High ecological validity'],NA,NA,,"['16', '17', '18']",NA,NA,,1,"['Page 3:\n[¬s]""Fifty-three\' students enrolled in a high school regents ^ \'chemistry course were"" randomly assigned to three treatment groups (Keeler group, Bloom grbup, and traditional group).[¬e]""']",,1,NA,,1,"['Page 3:\n[¬s]""Fifty-three\' students enrolled in a high school regents ^ \'chemistry course were"" randomly assigned to three treatment groups (Keeler group, Bloom grbup, and traditional group).[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,2,"['Page 5:\n[¬s]""The students differed mainly in their past achievement and interests and wete en- I rolled in^two ( classes that met four class periods and two laboratory periods ppr week.[¬e]""']",,NA,NA,NA,,"['Yes (Please specify)', 'No']",NA,NA,,Random (please specify),"['Page 5:\n[¬s]"" A random number generator was selected to create three groups of students a\'nd to assign t&e treatments.[¬e]""']",NA,,Individual,NA,NA,,['Multisite RCT'],"['Page 3:\n[¬s]""Fifty-three\' students enrolled in a high school regents ^ \'chemistry course were"" randomly assigned to three treatment groups (Keeler group, Bloom grbup, and traditional group).[¬e]""']",Students from same school were assigned to treatment or control groups. ,,['Yes'],"['Page 5:\n[¬s]""The sqbjects for this comparison, were 53 high school students enrolled in regents chemistry in Victor, New York during 1974-75 aca\xad demic year.""\n"" The students differed mainly in their past achievement and interests and wete en- I rolled in^two ( classes that met four class periods and two laboratory periods ppr week. A random number generator was selected to create three groups of students a\'nd to assign t&e treatments.[¬e]""']",NA,
37061134,Tait (1973) 1_1,1973,"A computer‐assisted instruction (CAI) system can provide detailed and immediate feedback following every student response. Two such procedures, labelled ‘active’ and ‘passive’ were designed for helping children to multiply two‐ and three‐digit numbers by one‐digit numbers. The active feedback procedure required an overt response to be given to each element in the procedure for computing the answer. The ‘passive’ procedure merely printed a feedback message. Two experiments are described which had treatment conditions of (i) no feedback, (ii) passive, and (iii) active feedback. As well as on‐line performances being recorded in detail by the computer, pre‐and post‐tests were given. Substantial gains on pre‐and post‐tests were recorded for the feedback groups, and a regression analysis showed that greatest effects were with pupils whose initial level of achievement was low. Overall differences between the two feedback groups did not reach significance. Finally, a simple model to account for multiplication performance is proposed.",['Feedback'],NA,,"Journal, Article",,['Journal article'],NA,NA,,"['UK (Select all that apply)', 'England']",NA,NA,,['Primary/elementary school'],"['Page 2:\n[¬s]""58 children enrolled in a second- year class and a third-year class at a junior school in a working class are[¬e]""', 'Page 3:\n[¬s]""large industrial city.[¬e]""']",junior school,,['Low ecological validity'],"['Page 3:\n[¬s]""ose who received on-line practice were taken by minibus to the computer installation on two consecutive days.[¬e]""']",In 1970's this was not ecologically valid - nowadays it might be.,,"['8', '9']","['Page 2:\n[¬s]"" a second- year class and a third-year class at a junior schoo[¬e]""']","If I understood it correctly they refer to 2nd and 3rd year students at an English junior school, which would be 4th and 5th year primary students, hence 8- and 9-year-olds",,1,"['Page 2:\n[¬s]""a junior school[¬e]""']",,1,"['Page 2:\n[¬s]"" a junior school[¬e]""']",,1,"['Page 2:\n[¬s]""a junior school[¬e]""']",,NA,NA,NA,,2,"['Page 2:\n[¬s]"" The subjects were 58 children enrolled in a second- year class and a third-year class[¬e]""']",,2,"['Page 2:\n[¬s]""The subjects were 58 children enrolled in a second- year class and a third-year class[¬e]""']",,2,"['Page 2:\n[¬s]"" The subjects were 58 children enrolled in a second- year class and a third-year class[¬e]""']",,NA,NA,NA,,['Yes (Please specify)'],NA,"Study 1 includes multiple arms. There are 4 different groups  1) Test, 2) No feedback, 3) Passive Feedback, 4) Active Feedback. Please report data for Group 2 (No Feedback) and Group 4 (Active Feedback). Ignore any data relating to Group 1 and 3. Data from Group 3 can be recorded as a secondary outcome.",,Random (please specify),NA,the 58 children from 1st and 2nd year classes were randomly assigned to the 4 conditions  (to be ignored  tests only) no feedback (to be ignored  passive feedback) active feedback,,Class,NA,NA,,['Individual RCT'],"['Page 2:\n[¬s]""EXPERIMENT 1[¬e]""', 'Page 3:\n[¬s]"" The subjects were randomly assigned to the four con\xad ditions of the experiment, which were : tests only, no feedback, passive feedback or active feedback.[¬e]""']",NA,,['Yes'],"['Page 3:\n[¬s]"" The subjects were 52 of the children who had partici\xad pated in the first experiment. They were re-assigned to no feedback, passive feedback or active feedback conditions using a stratified random sampling[¬e]""', 'Page 4:\n[¬s]""procedure. The children were divided into groups of three matched on the basis of pre-test scores from the previous experiment. From within each group one child was assigned at random to each condition.[¬e]""']",NA,
40294957,Tait (1973) 1_2,1973,"A computer‐assisted instruction (CAI) system can provide detailed and immediate feedback following every student response. Two such procedures, labelled ‘active’ and ‘passive’ were designed for helping children to multiply two‐ and three‐digit numbers by one‐digit numbers. The active feedback procedure required an overt response to be given to each element in the procedure for computing the answer. The ‘passive’ procedure merely printed a feedback message. Two experiments are described which had treatment conditions of (i) no feedback, (ii) passive, and (iii) active feedback. As well as on‐line performances being recorded in detail by the computer, pre‐and post‐tests were given. Substantial gains on pre‐and post‐tests were recorded for the feedback groups, and a regression analysis showed that greatest effects were with pupils whose initial level of achievement was low. Overall differences between the two feedback groups did not reach significance. Finally, a simple model to account for multiplication performance is proposed.",['Feedback'],NA,,"Journal, Article",,['Journal article'],NA,NA,,"['UK (Select all that apply)', 'England']",NA,Inference from home institution of authors.,,['Primary/elementary school'],NA,NA,,NA,NA,NA,,"['8', '9', '10']",NA,NA,,1,"['Page 2:\n[¬s]""The subjects were 58 children enrolled in a second- year class and a third-year class at a junior school[¬e]""']",,1,"['Page 2:\n[¬s]""The subjects were 58 children enrolled in a second- year class and a third-year class at a junior school[¬e]""']",,1,"['Page 2:\n[¬s]""The subjects were 58 children enrolled in a second- year class and a third-year class at a junior school[¬e]""']",,NA,NA,NA,,2,NA,,2,NA,,2,NA,,NA,NA,NA,,['No'],NA,As per the instructions  'Please focus on recording data for Study 2...Please report data for Group 2 (No Feedback) and Group 4 (Active Feedback).',,Random (please specify),"['Page 3:\n[¬s]"" They were re-assigned to no feedback,""\n"" or active feedback conditions using a stratified random sampling[¬e]""', 'Page 4:\n[¬s]""procedure. The children were divided into groups of three matched on the basis of pre-test scores from the previous experiment. From within each group one child was assigned at random to each condition.[¬e]""']",NA,,Not provided/ not available,NA,NA,,['Multisite RCT'],"['Page 2:\n[¬s]""The subjects were 58 children enrolled in a second- year class and a third-year class at a junior school[¬e]""', 'Page 3:\n[¬s]""The subjects were randomly assigned to the four con\xad ditions of the experimen[¬e]""']",Both control and treatment children belonged to same junior school.,,['Yes'],"['Page 3:\n[¬s]""The subjects were randomly assigned to the four con\xad ditions of the experiment, which were : tests only, no feedback, passive feedback or active feedback. The tests-only condition served as a control for the priming effect of the pre-test, maturation, and other correlative factors.[¬e]""']",2nd and 3rd year children were randomly assigned to four different conditions. ,
45336793,Tenenbaum (1982) FB 1_1,1982,"The major purpose of the research was to develop a group instruction method which is as effective as a one-to-one tutorial method, and, to determine the extent to which cognitive and affective outcomes of learning are affected by the instructional conditions provided to students. Three different group instructional conditions were used in the studies  (a) enhanced cues, participation, reinforcement, and feedback-corrective procedure, a maximal group instruction, (b) conventional group instruction, a minimal quality which is not equally adaptive to individual needs of most students, and (3) mastery learning, a quality which lies between the two extremes and uses the feedback-corrective procedure. Two studies were conducted in two different content areas and two grade levels. The results of the two studies indicate that the achievement students attain, the attitudes they acquire toward themselves as learners, and toward various aspects of school learning as well as the relations between prior and subsequent achievement are strongly determined by the instructional conditions provided to students. Seventy-four percent of students under maximal group instruction and 57 percent of the students under mastery learning conditions attained the level of final achievement reached only by the top 17 percent of the students under conventional instruction. Under maximal group instruction 69 percent of the students reached the mastery criterion (80 percent) on higher mental processes in comparison to 57 percent in the mastery learning and only 8 percent in the conventional groups. Large differences were also obtained on lower mental processes. The average student in the maximal group instruction was above 96 percent of the students in the conventional groups. In the enhanced CPR plus mastery learning and mastery learning groups the relation between prior and final achievement was very weak (about 8 percent common variance) however, under conventional conditions the relations remained strong (about 60 percent common variance). The effects of the instructional conditions on selected affective outcomes were also evident in the alteration of attitudes over the course of the study. Students under maximal group instruction became on the average, 22 percent more positive toward themselves as learners, the subject matter, teacher and school than were students under conventional instruction. The former were also more internal in taking responsibility for their learning outcomes. The mastery learning group advantage over the conventional group averaged 12 percent at the end of the study.",['Feedback'],NA,,Dissertation,,['Dissertation or thesis'],NA,NA,,['USA'],NA,NA,,['Middle school'],NA,NA,,['High ecological validity'],"['Page 70:\n[¬s]""The conventional class (control group) and the mastery learning\nclass were taught by the same teacher. The enhanced CPR plus mastery learn\xad\ning class was taught by a different teacher.[¬e]""']",NA,,"['11', '12']",NA,NA,,1,NA,,1,NA,,1,NA,,NA,NA,NA,,1,NA,,1,NA,,2,NA,,NA,NA,NA,,['No'],NA,EPPI Reviewer requested ECPR + ML v.  ML only (convention group instruction discounted). Also requested focus on Grade 6 science rather than Grade 9 algebra,,Random (please specify),"['Page 70:\n[¬s]""At the beginning\nof the school year, students were assigned to classes by a random procedure.[¬e]""']",NA,,Class,"['Page 70:\n[¬s]""At the beginning\nof the school year, students were assigned to classes by a random procedure.[¬e]""']",NA,,['Individual RCT'],NA,NA,,['No/Unclear'],NA,NA,
45336794,Tenenbaum (1982) FB 1_2,1982,"The major purpose of the research was to develop a group instruction method which is as effective as a one-to-one tutorial method, and, to determine the extent to which cognitive and affective outcomes of learning are affected by the instructional conditions provided to students. Three different group instructional conditions were used in the studies  (a) enhanced cues, participation, reinforcement, and feedback-corrective procedure, a maximal group instruction, (b) conventional group instruction, a minimal quality which is not equally adaptive to individual needs of most students, and (3) mastery learning, a quality which lies between the two extremes and uses the feedback-corrective procedure. Two studies were conducted in two different content areas and two grade levels. The results of the two studies indicate that the achievement students attain, the attitudes they acquire toward themselves as learners, and toward various aspects of school learning as well as the relations between prior and subsequent achievement are strongly determined by the instructional conditions provided to students. Seventy-four percent of students under maximal group instruction and 57 percent of the students under mastery learning conditions attained the level of final achievement reached only by the top 17 percent of the students under conventional instruction. Under maximal group instruction 69 percent of the students reached the mastery criterion (80 percent) on higher mental processes in comparison to 57 percent in the mastery learning and only 8 percent in the conventional groups. Large differences were also obtained on lower mental processes. The average student in the maximal group instruction was above 96 percent of the students in the conventional groups. In the enhanced CPR plus mastery learning and mastery learning groups the relation between prior and final achievement was very weak (about 8 percent common variance) however, under conventional conditions the relations remained strong (about 60 percent common variance). The effects of the instructional conditions on selected affective outcomes were also evident in the alteration of attitudes over the course of the study. Students under maximal group instruction became on the average, 22 percent more positive toward themselves as learners, the subject matter, teacher and school than were students under conventional instruction. The former were also more internal in taking responsibility for their learning outcomes. The mastery learning group advantage over the conventional group averaged 12 percent at the end of the study.",['Feedback'],NA,,Dissertation,,['Dissertation or thesis'],NA,NA,,['USA'],NA,NA,,['Secondary/High school'],NA,NA,,['High ecological validity'],"['Page 70:\n[¬s]""The conventional class (control group) and the mastery learning\nclass were taught by the same teacher. The enhanced CPR plus mastery learn\xad\ning class was taught by a different teacher.[¬e]""', 'Page 72:\n[¬s]""The first subject area in the first study was ninth-grade algebra.\nFour learning units were covered: basic operations, integers, and linear\nequations (this unit was divided into two tasks). All of the learning\nunits were arranged in order of difficulty beginning with the easiest.[¬e]""', 'Page 73:\n[¬s]""The textbook used by the teachers and students was Holt Algebra (1978)\nfor the ninth grade.[¬e]""']",NA,,"['14', '15']",NA,NA,,1,NA,,1,NA,,1,NA,,NA,NA,NA,,1,NA,,1,NA,,2,NA,,NA,NA,NA,,['No'],"['Page 9:\n[¬s]""The instructional conditions used in this study were conventional\ninstruction, mastery learning, and enhanced cues, participation, and rein\xad\nforcement (CPR) combined with mastery learning.[¬e]""']",EPPI Reviewer requested ECPR_ML (Grade 9) v. ML,,Random (please specify),"['Page 69:\n[¬s]""The\nstudents who requested algebra were assigned to different treatments by a\nrandom procedure using a computer program designed for this purpose.[¬e]""']",NA,,Individual,NA,NA,,['Individual RCT'],NA,NA,,['Yes'],"['Page 69:\n[¬s]""The\nstudents who requested algebra were assigned to different treatments by a\nrandom procedure using a computer program designed for this purpose.[¬e]""']",NA,
40294958,Tenenbaum (1986) FB,1986,"The purpose of this research was to determine the extent to which lower and higher processes of cognitive outcomes of learning are affected by the instructional conditions provided to students. The research also attempted to examine the power of predictability of final outcomes by prior cognitive entry behavior under different qualities of instructional conditions.Two studies were conducted in two different content areas and two grade levels. Three different group instructional conditions were applied  (a) enhanced cues, participation, reinforcement, and feedback-corrective procedure (CPR + FB/C), (b) conventional instruction, and (c) mastery learning (ML).The results indicate that under CPR ² FB/C conditions most of the students (69%) reached mastery criterion as compared to 57% and 17% in the ML and conventional groups, respectively. The main differences occurred particularly in the higher mental processes rather than in the lower mental processes. The relation between prior and final achievemen...",['Feedback'],NA,,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,"['Primary/elementary school', 'Secondary/High school']",NA,NA,,['High ecological validity'],NA,NA,,"['5', '6', '7', '8', '9', '10', '11', '14', '15', '16', '17', '18']",NA,NA,,NA,NA,,NA,NA,,2,"['Page 5:\n[¬s]"" a high schoo""\n"" an elementary schoo[¬e]""']",,NA,NA,NA,,NA,NA,,NA,NA,,6,"['Page 5:\n[¬s]"" three ninth-grade classe""\n"" three classe[¬e]""']",,NA,NA,NA,,['No'],NA,NA,,Random (please specify),"['Page 5:\n[¬s]""The students who applied for algebra were assigned to different treatments by a random procedure using a computer program designed for this purpose""\n"" At the beginning of the school year, students were assigned to classes by a random procedure.[¬e]""']",NA,,Individual,"['Page 5:\n[¬s]"" The students who applied for algebra were assigned to different treatments by a random procedure using a computer program designed for this purpose.""\n"" At the beginning of the school year, students were assigned to classes by a random procedure.[¬e]""']",NA,,['Individual RCT'],"['Page 5:\n[¬s]"" The students who applied for algebra were assigned to different treatments by a random procedure using a computer program designed for this purpose.""\n"" At the beginning of the school year, students were assigned to classes by a random procedure.[¬e]""']",NA,,['Yes'],"['Page 5:\n[¬s]"" The students who applied for algebra were assigned to different treatments by a random procedure using a computer program designed for this purpose.""\n"" At the beginning of the school year, students were assigned to classes by a random procedure[¬e]""']",NA,
46888106,Tobias (1976),1976,Students were randomly assigned to study an instructional program by constructed responding or by reading. Level of prior attainment was ascertained by pretest scores. Interaction was found between prior achievement and instructional support. Constructed responding was especially beneficial for students with low pretest scores. (BJG),NA,['Feedback'],,"Journal, Article",,['Journal article'],NA,NA,,['USA'],NA,NA,,['Primary/elementary school'],NA,NA,,['Unclear'],NA,Insufficient detail is provided describing the intervention to comment ,,['11'],NA,NA,,2,"['Page 3:\n[¬s]""A total of 104 students was employed. Of the\ntotal, 47 were recruited from a Catholic parochial\nschool, and the remaining 57 from a Jewish paro-\nchial school[¬e]""']",,2,"['Page 3:\n[¬s]""A total of 104 students was employed. Of the\ntotal, 47 were recruited from a Catholic parochial\nschool, and the remaining 57 from a Jewish paro-\nchial school[¬e]""']",,2,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['not_provided'],NA,NA,,['No'],"['Page 1:\n[¬s]""constructed responding or by reading[¬e]""']",NA,,Random (please specify),"['Page 3:\n[¬s]""A total of 104 students was employed. Of the\ntotal, 47 were recruited from a Catholic parochial\nschool, and the remaining 57 from a Jewish paro-\nchial school""\n""The\nexperiment was run during class time, and the stu-\ndents were asked to volunteer by their teachers.""\n""students were randomly assigned to one\nof two rooms in which they were required to com-\nplete the program in either a constructed response\nor a reading group.[¬e]""']",NA,,Individual,NA,NA,,['Individual RCT'],"['Page 3:\n[¬s]""herefore, students were randomly assigned to one\nof two rooms in which they were required to com-\nplete the program in either a constructed response\nor a reading group. After the program was com-\npleted, the posttest was administered,[¬e]""']",NA,,['Yes'],"['Page 3:\n[¬s]""erefore, students were randomly assigned to one\nof two rooms in which they were required to com-\nplete the program in either a constructed response\nor a reading group. After the program was com-\npleted, the posttest was administered, followed by\nan attitude scale. T[¬e]""']",NA,
37061135,Tobias (1984),1984,"Students' macroprocessing of instruction was studied in a learning situation which used adjunct questions. The subjects were offered various macroprocessing options while reading a passage on data processing and computer programming. Each sentence appeared on a computer CRT screen one at a time. The options included  (1) review any sentence or sentences  (2) preview any sentence or sentences  (3) consult an alternative text written in an easier vocabulary  (4) review the alternate text  (5) preview the alternate text  (6) take notes  (7) review the notes  (8) view an outline of the 49-paragraph presentation  or (9) view and select from a menu of options. Tests of reading, worry, test anxiety, and study skills were administered. Three groups were assigned  only reading the text  reading and responding to adjunct questions after each screen  or reading, answering questions, and receiving feedback. The computer system monitored which options were selected, as well as the frequency and time requirements. The results suggested that students did not select options which optimized individual achievement  in fact, they may not have known which macroprocesses to use to improve learning.",['Feedback'],NA,,Conference Proceedings,,['Conference paper'],NA,NA,,['USA'],NA,NA,,['Further education/junior or community college'],"['Page 6:\n[¬s]""(10th grade level on the Frye formula, compared to 14th grade for the original passage)[¬e]""']",This is implied - see highlighted material.,,['Low ecological validity'],NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,"['Yes (Please specify)', 'No']",NA,NA,,Random (please specify),"['Page 6:\n[¬s]""were randomly assigne 1""\n"" Students""\n""to three conditions[¬e]""']",NA,,Not provided/ not available,NA,NA,,['Cluster RCT'],NA,NA,,NA,NA,NA,
37092791,Tokar (1976),1976,The purpose of this study was to determine the effectiveness of the Multi-Ethnic Information Feedback System (MIFS) on the reading and arithmetic achievement of fifth grade pupils. Consisting of an objective referenced test-item and a computer feedback system MIFS enabled teachers to continually measure student performance and evaluate the effectiveness of their own instruction. It was expected that these activities would influence student achievement. The results of the data analysis indicated that the program significantly increased reading and arithmetic achievement.,['Feedback'],NA,,Conference Proceedings,,['Conference paper'],NA,NA,,['USA'],NA,NA,,['Primary/elementary school'],NA,NA,,['High ecological validity'],NA,NA,,"['10', '11']",NA,NA,,5,"['Page 4:\n[¬s]""MIFS\' wafs implemented in five ALar.ge city elementary schools[¬e]""']",,5,NA,,10,"['Page 4:\n[¬s]""MIFS\' wafs implemented in five ALar.ge city elementary schools. Fi\\fe additional schools were selected at random to form a control grdup.[¬e]""']",,NA,NA,NA,,5,NA,,5,NA,,10,NA,,NA,NA,NA,,['No'],NA,NA,,Random (please specify),NA,NA,,School - cluster,"['Page 4:\n[¬s]""MIFS\' wafs implemented in five ALar.ge city elementary schools. Fi\\fe additional schools were selected at random to form a control grdup.[¬e]""']",NA,,['Cluster RCT'],"['Page 4:\n[¬s]""MIFS\' wafs implemented in five ALar.ge city elementary schools. Fi\\fe additional schools were selected at random to form a control grdup.[¬e]""']",NA,,['No/Unclear'],"['Page 4:\n[¬s]""MIFS\' wafs implemented in five ALar.ge city elementary schools. Fi\\fe additional schools were selected at random to form a control grdup.[¬e]""']",Very limited information is provided on randomisation.  ,
