id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,school_target,eligibility,elig_targ_pop_info,means_tested,means_tested_thresh_info,recipient,month_avg_amount,month_avg_prim_recip,month_avg_prim_recip_info,prim_recip_dom_curr_type_info,month_avg_sec_recip,month_avg_sec_recip_info,sec_recip_dom_curr_type_info,transfer_limit,transf_lim_yes_max_per_fam_info,transf_lim_yes_max_ben_info,transfer_variation,transfer_regularity,transfer_regularity_info,time_limit,time_limit_info,primary_condition,addit_condition,health_cond_comp,health_conditions,monitoring,verification,min_attend_req,perc_attend_req,perc_attend_req_other_info,enforcement,enforcement_other_info,supply_incentive,savings_comp,savings_comp_yes_info,econ_out,econ_out_yes_info,prog_type
53901231,Behrman (2005),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2566,NA,NA,"['Primary/elementary school', 'Middle school']","['6', '7', '8']",TRUE,100.0,['Mexico'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],NA,NA,52,0.25,NA,NA,['Primary and secondary'],['Household income'],NA,['Not reported/Unclear'],NA,['Parent or head of household'],['Primary recipient'],"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",12.78,pesos,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Gender'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment'],"['School enrolment and attendance', 'Grade promotion']",['Yes'],['Student attendance at health check-ups'],['Not reported/Unclear'],"['School enrolment', 'School attendance', 'Grade promotion', 'Health attendance']",['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901991,Behrman (2005),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5523,NA,NA,"['Primary/elementary school', 'Middle school', 'Secondary/High school']",['No information provided'],TRUE,100.0,['Mexico'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],78,0.25,NA,NA,['Primary and secondary'],['Village/neighbourhood income'],NA,['Yes'],NA,['Parent or head of household'],NA,"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",16.81,Pesos,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",standardised amount that then depends on gender and grade,NA,"['Gender', 'Grade']",['Monthly'],NA,['Not reported/Unclear'],NA,"['School enrolment', 'School attendance']",['Other'],['Yes'],['Student attendance at health check-ups'],['Not reported/Unclear'],"['School attendance', 'Health attendance']",['Not reported/Unclear'],NA,NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901359,Behrman (2011),2011,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.19,0.03,['Post-test adjusted for baseline attainment AND clustering'],School Grades,With business as usual,['Sample: All'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14485,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",TRUE,100.0,['Mexico'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],NA,312,0.25,NA,NA,['Primary and secondary'],['Household income'],NA,['Not reported/Unclear'],NA,['Parent or head of household'],NA,"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",16.81,pesos,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",a set amount dependent on grade and gender,NA,"['Gender', 'Grade']",['Monthly'],NA,['Not reported/Unclear'],NA,['School attendance'],['Not reported'],['Yes'],['Student attendance at health check-ups'],['School attendance'],['School attendance'],['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901705,Behrman (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8959,NA,NA,"['Primary/elementary school', 'Middle school', 'Secondary/High school']","['8', '9', '10', '11', '12', '13', '14', '15', '16', '17', '18']",NA,NA,['Mexico'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],104,0.25,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",not specified ,['Parent or head of household'],['Primary recipient'],['Transfer in US $ (numeric value only)'],37,(pesos),NA,NA,NA,['Not reported/Unclear'],NA,NA,"['Gender', 'Grade']",['Monthly'],NA,['No time limit'],NA,['School attendance'],['Grade promotion'],['Yes'],"['Mothers attendance at health education workshops', 'Student attendance at health check-ups', 'Other (details in info box)']",['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Not reported/Unclear'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['Yes (details in info box)'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901706,Benedetti (2016),2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11487,NA,NA,"['Nursery school/pre-school', 'Primary/elementary school', 'Middle school', 'Secondary/High school']","['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",NA,NA,['Honduras'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],52,0.0192307692,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Parent or head of household'],NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",833.33,Lempiras,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,NA,['Age'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment'],['Not reported'],['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women']",['School enrolment'],['Not reported/Unclear'],['Not reported/Unclear'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901088,Benhassine (2015),2015,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.081,0.052,['Post-test adjusted for baseline attainment AND clustering'],Basic Maths skills,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.081,0.052,NA,NA,NA,NA,NA,NA,47000,NA,NA,"['No information provided', 'Primary/elementary school', 'Middle school', 'Secondary/High school']",['No information provided'],TRUE,100.0,NA,['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],NA,104,0.0192307692,NA,NA,['Primary only'],['Village/neighbourhood income'],NA,NA,NA,"['Mother or female head of household', 'Father or male head of household']",NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",60,Moroccan dirhams,NA,NA,NA,['Not reported/Unclear'],NA,NA,"['Age', 'Grade']",['Monthly'],NA,['Not reported/Unclear'],NA,['No conditions'],['Not reported'],['No'],NA,"['School enrolment', 'School attendance']",['Not reported/Unclear'],['No'],NA,NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53902083,Berg (2013),2013,NA,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.1584,0.0526,['Post-test unadjusted (select one from this group)'],ELA Y1 4th Grade,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1584,0.0526,NA,NA,NA,['Mathematics primary outcome'],0.3926,0.053,NA,NA,NA,NA,NA,NA,11331,NA,NA,"['Nursery school/pre-school', 'Primary/elementary school', 'Middle school', 'Secondary/High school']",['No information provided'],TRUE,100.0,['USA'],['Individual RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],104,0.125,NA,NA,['Primary and secondary'],['Household income'],NA,['Yes'],NA,['Parent or head of household'],NA,['Transfer in US $ (numeric value only)'],600,NA,NA,NA,NA,"['Yes, maximum amount per family (details in info box)']",600,NA,"['Age', 'Grade', 'Not reported/Unclear']",['Bi-monthly'],NA,['Yes - time limited'],156,['School enrolment and attendance'],['Academic achievement (details in info box)'],['Yes'],['Student attendance at health check-ups'],['Not reported/Unclear'],"['Health attendance', 'Other (details in info box)']",['Yes'],['95%'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901233,Borraz (2009),2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"['No information provided', 'Primary/elementary school', 'Secondary/High school']",['No information provided'],TRUE,100.0,['Uruguay'],['Regression Discontinuity - not randomised'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],72,0.25,NA,NA,['Primary and secondary'],['Targeted population (please provide details in info box)'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",NA,['Parent or head of household'],NA,['Transfer in US $ (numeric value only)'],56,NA,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Other'],['Monthly'],NA,['Yes - time limited'],104,['School enrolment'],['School attendance'],['Yes'],['Student attendance at health check-ups'],"['School enrolment', 'School attendance']","['School enrolment', 'School attendance', 'Health attendance']",['Not reported/Unclear'],NA,NA,"['Attendance at school', 'Enrolment at school', 'Other (details in info box)']",health check ups,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
53902678,Bradford (2009),2009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1751,NA,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11', '12', '13']",TRUE,100.0,NA,['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],104,0.125,NA,NA,['Primary only'],['Targeted population (please provide details in info box)'],"a pilot program, random assignment that does not specify if it was by household income, but the communities were poor as a whole",['Yes'],"although not explicitely specified - a pilot program, random assignment that does not specify if it was by household income, but the communities were poor as a whole",['Not reported/Unclear'],['Primary recipient'],"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",25.16,C$,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Other'],['Bi-monthly'],NA,['Not reported/Unclear'],but it seems to be aa a pilot program,['School attendance'],['No additional conditions'],['Yes'],"['Student attendance at health check-ups', 'Mothers attendance at health education workshops']",NA,NA,['Yes'],['Not reported/Unclear'],NA,['Attendance at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Level 6 - Conditional transfers where school attendance conditions are monitored and enforced']
53902862,Cameron (2002),2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7686,NA,NA,"['Primary/elementary school', 'Secondary/High school']",['No information provided'],NA,NA,['Indonesia'],['Prospective QED'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],16,0.25,N/A. No intervention sessions as part of this program.,NA,['Primary and secondary'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Student (or student and parent/guardian)'],['Primary recipient'],"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",2.07,Rp,NA,NA,NA,['Not reported/Unclear'],NA,NA,['Grade'],['Monthly'],NA,['Not reported/Unclear'],"The study only investigated the program during the first four months of implementation, but the texts indicates that the program continued afterwards too.",['Not reported'],['Not reported'],['No'],NA,['Not reported/Unclear'],['Not reported/Unclear'],['No'],NA,NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
54091333,Case (2005),2005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12,865",NA,NA,"['Nursery school/pre-school', 'Primary/elementary school']","['3', '4', '5', '6', '7']",NA,NA,['South Africa'],['Regression Discontinuity with randomisation'],['Other (Explain in notes)'],['Unclear/ Not specified'],['No'],['Yes'],['Unclear/ not specified'],['Unclear/not specified'],156,0.25,N/A. no intervention sessions,NA,['Not reported/Unclear'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",A Monthly income of R1100 ($470),['Parent or head of household'],['Primary recipient'],"['Transfer in domestic currency (numeric value only)', 'Transfer in US $ (numeric value only)']",7.44,R,NA,NA,NA,['Not reported/Unclear'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,['No conditions'],['No additional conditions'],['No'],NA,['No monitoring'],['No verification'],['No'],NA,NA,['No enforcement'],NA,['Transfer unaccompanied by supply-side intervention'],['No'],NA,['No'],NA,['Type 1 - Unconditional program with the aim to improve educational outcomes']
53902680,Chang-Keun (2012),2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,400,NA,NA,"['Primary/elementary school', 'Secondary/High school']",['14'],TRUE,100.0,['Singapore'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['Other (please specify)'],['Unclear/not specified'],95,0.25,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",1700 Singaporean dollars per month,['Student (or student and parent/guardian)'],"['Primary recipient', 'Secondary recipients (details in info box)']","['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",60,Singaporean dollar,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",90,Singaporean dollar,['Not reported/Unclear'],NA,NA,['Age'],['Monthly'],NA,['Yes - time limited'],95,['School enrolment'],['No additional conditions'],['No'],['Not reported/Unclear'],['School enrolment'],['School enrolment'],['No'],['Not reported/Unclear'],NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53901710,Chaudhury (2013),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3742,NA,NA,"['Nursery school/pre-school', 'Primary/elementary school', 'Secondary/High school']","['3', '4', '5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",TRUE,100.0,['Philippines'],['Cluster RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],130,0.25,NA,NA,"['Primary and secondary', 'Nursery/Kindergarten']","['Household income', 'Targeted population (please provide details in info box)', 'Other']",NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",report does not provide details of threshold - households are selected to receive payments using a statistical model of proxy variables correlated with income - proxy variables identified in analysis of government surveys of labour force and household income,['Parent or head of household'],"['Primary recipient', 'Secondary recipients (details in info box)']","['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",300,NA,"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",500,NA,"['Yes, maximum amount per family (details in info box)', 'Yes, maximum number of beneficiaries (details in info box)']",1400,3,['Age'],['Monthly'],NA,['No time limit'],NA,['School enrolment'],['Other'],['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women', 'Mothers attendance at health education workshops']",['School enrolment'],"['School enrolment', 'Health attendance']",['No'],['85%'],NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['Yes (details in info box)'],increased spending on health and education decreased spending on 'adult good' e.g. alcohol increased savings,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901849,Chaudhury (2013),2013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4500000,4935,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12', '13', '14', '15']",FALSE,30.0,['Pakistan'],['Regression Continuity  - naturally occurring'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],156,0.25,up to age 15,NA,['Primary and secondary'],['Targeted population (please provide details in info box)'],NA,['No'],NA,['Student (or student and parent/guardian)'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",200,NA,NA,NA,NA,['No limit'],NA,NA,['Gender'],['Monthly'],NA,['Not reported/Unclear'],NA,['School enrolment'],['No additional conditions'],['No'],['Not reported/Unclear'],['No monitoring'],['No verification'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Not reported/Unclear'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53902002,Coetzee (2011),2011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1175,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['5', '6', '7', '8']",TRUE,100.0,['South Africa'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],416,0.25,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",less than 10 times 250 South African Rand per month,['Parent or head of household'],['Not reported/Unclear'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",250,NA,NA,NA,NA,['No limit'],NA,NA,['Age'],['Monthly'],NA,['No time limit'],"limited to school age children, receive for duration of school career ",['No conditions'],['No additional conditions'],['No'],['Not reported/Unclear'],['No monitoring'],['No verification'],['No'],['Not reported/Unclear'],NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['Yes (details in info box)'],"Household expenditure on food, and adult goods","['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53901238,Dammert (2009),2009,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.164,0.07,['Post-test adjusted for baseline attainment'],School Attendance,With business as usual,['Sample: Low achievers'],NA,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1745,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['7', '8', '9', '10', '11', '12', '13']",TRUE,100.0,NA,NA,['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],416,0.125,NA,NA,['Primary and secondary'],"['Village/neighbourhood income', 'Targeted population (please provide details in info box)']",households with children aged 7 to 13 who have not completed 4th grade in primary school,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",districts were selected to receive the payments if they scored low on an equation called 'marginality index of variables in the national population survey ,['Parent or head of household'],['Secondary recipients (details in info box)'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",350,Córdoba,NA,NA,NA,['No limit'],NA,NA,['Age'],['Bi-monthly'],NA,['No time limit'],NA,['School enrolment'],['Other'],['Yes'],"['Student attendance at health check-ups', 'Mothers attendance at health education workshops']",['School enrolment'],['School enrolment'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Enrolment at school'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['No'],NA,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
53902005,Davis (2002),2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11310,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['5', '6', '8', '9', '10', '11', '12', '13', '14', '15']",TRUE,100.0,['Mexico'],['Individual RCT'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],NA,52,0.125,NA,NA,['Primary and secondary'],['Household income'],NA,['Not reported/Unclear'],NA,['Mother or female head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",42,NA,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,"['School enrolment', 'Other (details in info box)']",['No additional conditions'],['Yes'],"['Student attendance at health check-ups', 'Mothers attendance at health education workshops']",['Not reported/Unclear'],['Not reported/Unclear'],['Yes'],['85%'],NA,['Not reported/Unclear'],NA,NA,['No'],NA,['Yes (details in info box)'],"household expenditures on food, schooling, clothes and agriculture",['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901713,de Brauw (2015),2015,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.46,0.115,['Post-test adjusted for baseline attainment'],Female School Participation 6 to 17 years ,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5414,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['5', '6', '7', '8', '9', '10', '11', '12', '13', '14', '15', '16', '17']",TRUE,100.0,['Brazil'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Unclear/not specified'],624,not stated (assume monthly),NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",Monthly income below R$137 or US$26,['Parent or head of household'],['Primary recipient'],"['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",30,NA,NA,NA,NA,"['Yes, maximum number of beneficiaries (details in info box)']",NA,"up to 3 age younger than 16, up to 2 younger than 18",['Age'],['Monthly'],NA,['Yes - time limited'],624,['School enrolment'],['Grade promotion'],['Yes'],"['Student attendance at health check-ups', 'Student immunizations up-to-date', 'Health visits for pregnant and breastfeeding women', 'Mothers attendance at health education workshops']","['School enrolment', 'School attendance', 'Grade promotion']","['School enrolment', 'School attendance', 'Grade promotion']",['Yes'],['85%'],NA,['Other (details in info box)'],letter home to parents but little or no exclusion from program,['Not reported/Unclear'],['No'],NA,['Not reported/Unclear'],NA,['Type 4 - Conditional transfers where conditions are monitored imperfectly and with little enforcement']
53901998,De Carvalho (2012),2012,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.15,0.012,['Post-test adjusted for baseline attainment'],Female school enrolment,,['Sample: Low achievers'],NA,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132581,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['10', '11', '12', '13', '14']",TRUE,100.0,['Brazil'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['No'],['Other (please specify)'],['Unclear/not specified'],permanent,0.25,NA,NA,['Primary and secondary'],['Other'],NA,['Not reported/Unclear'],NA,['Other'],['Secondary recipients (details in info box)'],NA,NA,NA,NA,NA,NA,['No limit'],NA,NA,['Age'],['Monthly'],NA,['No time limit'],NA,['Other (details in info box)'],['No additional conditions'],['No'],['Not reported/Unclear'],['No monitoring'],['No verification'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['No enforcement'],NA,['Not reported/Unclear'],['Not reported/Unclear'],NA,['Yes (details in info box)'],household income and student working for pay,['Type 0 - Program is unconditional and not targeted at children e.g. pension transfer']
53902561,de Hoop (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3431,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",TRUE,100.0,['Lebanon'],['Regression Continuity  - naturally occurring'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],52,0.25,NA,NA,['Primary and secondary'],['Targeted population (please provide details in info box)'],Syrian refugees,['No'],NA,['Parent or head of household'],"['Primary recipient', 'Not reported/Unclear']","['Transfer in US $ (numeric value only)', 'Transfer in domestic currency (numeric value only)']",97859,NA,NA,NA,NA,['No limit'],NA,NA,['None (flat transfer)'],['Monthly'],NA,['No time limit'],NA,['No conditions'],['No additional conditions'],['No'],['Not reported/Unclear'],['No monitoring'],['No verification'],['No'],['Not reported/Unclear'],NA,['No enforcement'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,"['Type 2 - Labelled transfers where participants are explicitly told that they are for use for education, but without any conditions']"
53901240,De Janvry (2006),2006,NA,NA,"['Toolkit primary outcome', 'Other outcome']",0.232,0.005,['Post-test adjusted for baseline attainment AND clustering'],Drop out of school rate,With business as usual,['Sample: Low achievers'],NA,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,293800,NA,NA,"['Primary/elementary school', 'Secondary/High school']","['6', '7', '8', '9', '10', '11', '12', '13', '14', '15']",TRUE,100.0,['Brazil'],['Retrospective QED'],['Other (Explain in notes)'],['No'],['No'],['Yes'],['Other (please specify)'],['Class teachers'],208,0.25,NA,NA,['Primary and secondary'],['Household income'],NA,"['Yes', 'If means testing was conducted, what was the threshold? (details in info box)']",Household income below R$90 per household member,['Parent or head of household'],['Not reported/Unclear'],NA,NA,NA,NA,NA,NA,['No limit'],NA,NA,['Age'],['Monthly'],NA,['No time limit'],duration of school career up to age 15,['School enrolment'],['Not reported'],['No'],['Not reported/Unclear'],['School enrolment'],['School enrolment'],['Not reported/Unclear'],['Not reported/Unclear'],NA,['Enrolment at school'],NA,['Not reported/Unclear'],['No'],NA,['No'],NA,['Level 5 - Conditional transfers where school enrolment conditions are monitored and enforced']
