StudyID,Admin_Strand,Author,OutcomeID_1,OutcomeLabel_1,TestType_Outcome_1,EffectSizeType_Outcome_1,ToolkitStrand_Outcome_1,InterventionText_1,ControlText_1,Outcome_1,SMD_1,SESMD_1,CIupperSMD_1,CIlowerSMD_1,OutcomeID_2,OutcomeLabel_2,TestType_Outcome_2,EffectSizeType_Outcome_2,ToolkitStrand_Outcome_2,InterventionText_2,ControlText_2,Outcome_2,SMD_2,SESMD_2,CIupperSMD_2,CIlowerSMD_2,OutcomeID_3,OutcomeLabel_3,TestType_Outcome_3,EffectSizeType_Outcome_3,ToolkitStrand_Outcome_3,InterventionText_3,ControlText_3,Outcome_3,SMD_3,SESMD_3,CIupperSMD_3,CIlowerSMD_3,OutcomeID_4,OutcomeLabel_4,TestType_Outcome_4,EffectSizeType_Outcome_4,ToolkitStrand_Outcome_4,InterventionText_4,ControlText_4,Outcome_4,SMD_4,SESMD_4,CIupperSMD_4,CIlowerSMD_4,OutcomeID_5,OutcomeLabel_5,TestType_Outcome_5,EffectSizeType_Outcome_5,ToolkitStrand_Outcome_5,InterventionText_5,ControlText_5,Outcome_5,SMD_5,SESMD_5,CIupperSMD_5,CIlowerSMD_5,OutcomeID_6,OutcomeLabel_6,TestType_Outcome_6,EffectSizeType_Outcome_6,ToolkitStrand_Outcome_6,InterventionText_6,ControlText_6,Outcome_6,SMD_6,SESMD_6,CIupperSMD_6,CIlowerSMD_6,OutcomeID_7,OutcomeLabel_7,TestType_Outcome_7,EffectSizeType_Outcome_7,ToolkitStrand_Outcome_7,InterventionText_7,ControlText_7,Outcome_7,SMD_7,SESMD_7,CIupperSMD_7,CIlowerSMD_7,OutcomeID_8,OutcomeLabel_8,TestType_Outcome_8,EffectSizeType_Outcome_8,ToolkitStrand_Outcome_8,InterventionText_8,ControlText_8,Outcome_8,SMD_8,SESMD_8,CIupperSMD_8,CIlowerSMD_8,OutcomeID_9,OutcomeLabel_9,TestType_Outcome_9,EffectSizeType_Outcome_9,ToolkitStrand_Outcome_9,InterventionText_9,ControlText_9,Outcome_9,SMD_9,SESMD_9,CIupperSMD_9,CIlowerSMD_9,OutcomeID_10,OutcomeLabel_10,TestType_Outcome_10,EffectSizeType_Outcome_10,ToolkitStrand_Outcome_10,InterventionText_10,ControlText_10,Outcome_10,SMD_10,SESMD_10,CIupperSMD_10,CIlowerSMD_10
40117276,['Extending school time'],Gentilcore (2002),52887,ELA-post test means and SDs,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Extending school time'],Languages,With business as usual,Primary outcome,0.0004,0.179,0.3512,-0.3504,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37061127,['Feedback'],Gherfal (1982),47868,IMM G7 English Reading - feedback means & sds,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],['Toolkit: Feedback'],Languages,With business as usual,Primary outcome,0.8758,0.1655,1.2002,0.5514,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671623,['Teaching assistants'],Gibbs (2001),47924,Woodcock Johnson Letter-Word Identification Scores,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),1.62,0.3,2.208,1.032,47927,Test of Phonemic Awareness (TOPA),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Primary outcome,0.47,0.26,0.9796,-0.0396,47928,Woodcock Johnson Word Attack,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),1.58,0.28,2.1288,1.0312,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093477,['Peer tutoring'],Ginsburg-Block (1997),47304,REC Mathematics Computation-Peer Tutoring,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Mathematics,With active control,Primary outcome,0.6767,0.3261,1.3158,0.0375,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093478,['Peer tutoring'],Ginsburg-Block (1998),47246,REC Mathematics computation- Peer Tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Mathematics,With active control,Primary outcome,0.6138,0.2009,1.0075,0.2201,47247,REC Mathematics word problems-Peer Tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Mathematics,With active control,Primary outcome,0.3209,0.1974,0.7078,-0.0661,49670,REC Mathematics Computation CBCT,['Post-test adjusted for baseline attainment'],['Test type: Researcher developed test'],['Toolkit: Peer Tutoring'],Mathematics,With active control,Secondary outcome(s),0.7152,0.2861,1.276,0.1544,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37092650,['Feedback'],Glover (1989),46961,FEED+Q Comprehension Score,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],['Toolkit: Feedback'],Literacy: reading comprehension,With business as usual,Primary outcome,0.2862,0.3673,1.0061,-0.4337,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37133911,['Peer tutoring'],Gmitter (1989),47374,REC Mathematics Achievement-Peer Tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.224,0.227,0.6689,-0.221,47377,REC Mathematics facts-Peer tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.9244,0.2357,1.3863,0.4624,47378,REC Mathematics Facts test-4 weeks,[],[],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.5044,0.2292,0.9537,0.0551,47379,REC Mathematics Facts seven weeks-Peer Tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.4748,0.2293,0.9243,0.0253,49688,REC Stanford Achievement Test - Mathematics,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.2855,0.2273,0.7311,-0.1601,49689,REC Maths fact test,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.4668,0.9152,2.2606,-1.327,47380,REC Mathematics Facts 9 weeks-Peer tutoring,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.7778,0.2381,1.2445,0.3111,47381,REC Mathematics Facts 11 weeks-Peer tutoring,[],[],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Secondary outcome(s),0.6655,0.2391,1.1343,0.1968,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671603,['Teaching assistants'],Goetz (2008),48418,BAS II Word Reading,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading comprehension,With business as usual,Primary outcome,0.8,0.5,1.78,-0.18,48419,Early Word Recognition,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),1.03,0.5,2.01,0.05,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38296617,"['Teaching assistants', 'One to one tuition']",Gorard (2014),45394,GL New Group Reading Test,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With active control,Primary outcome,0.237,0.1144,0.4612,0.0128,45395,GL New Group Reading Test FSM,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With active control,SES/FSM outcome,0.3616,0.2041,0.7617,-0.0385,45555,GL New Group Reading Test SEN,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With active control,Secondary outcome(s),0.31,0.135,0.5746,0.0454,45556,GL New Group Reading Test  Low Achievers ,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",Literacy: reading comprehension,With active control,Secondary outcome(s),0.39,0.163,0.7095,0.0705,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38296615,"['Digital technology', 'Feedback']",Gorard (2015),47185,DIG SCORE New Group Reading Test A (NGRT A),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Feedback'],Literacy: reading comprehension,With business as usual,Primary outcome,0.2396,0.1091,0.4534,0.0258,47186,DIG SCORE New Group Reading Test (NGRT A) FSM,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Feedback'],Literacy: reading comprehension,With business as usual,SES/FSM outcome,0.3808,0.1883,0.7499,0.0117,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38296616,"['Small group tuition', 'Phonics']",Gorard (2015),44514,New Group Reading Test B (NGRT-B),['Pre-post gain'],['Test type: Standardised test '],[],Literacy: reading comprehension,With business as usual,Primary outcome,0.2392,0.0981,0.4315,0.047,44821,FSM New Group Reading Test (NGRT) Results,['Pre-post gain'],[],[],Literacy: reading comprehension,With business as usual,SES/FSM outcome,0.2022,0.1966,0.5876,-0.1832,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117250,['Extending school time'],Gottfredson (2010),52993,Academic performance - extending school time,['Post-test adjusted for baseline attainment AND clustering'],['Test type: School-developed test'],['Toolkit: Extending school time'],NA,With business as usual,NA,0.0,0.0981,0.1922,-0.1922,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38878252,['Small group tuition'],Gottshall (2007),50988,Reading Comprehension-Small group tuition,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading comprehension,With business as usual,Primary outcome,0.1212,0.2505,0.6122,-0.3698,51084,Phonetic Awareness-small group tuition,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.0681,0.2501,0.5583,-0.4221,51085,Reading Accuracy-small group tuition,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading other,With business as usual,Secondary outcome(s),0.4741,0.2569,0.9776,-0.0294,51086,Reading Fluency-small group tuition,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading other,With business as usual,Secondary outcome(s),0.0329,0.2511,0.5251,-0.4593,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093559,['Peer tutoring'],Goyen (1994),43921,TR Reading accuracy scores ANCOVA results (2 treatment v control),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Primary outcome,0.9327,0.524,1.9597,-0.0943,43922,TR Gain scores (Trained tutors vs control),['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),2.3005,0.8134,3.8948,0.7062,43923,TR Gain scores (Untrained tutors vs control),['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),1.2552,0.6566,2.5421,-0.0316,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671634,['Teaching assistants'],Graham (2007),47992,PAT-Maths (Post-test),['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Mathematics,With business as usual,Secondary outcome(s),-1.0781,0.3686,-0.3555,-1.8006,47993,PAT - Reading (Post-test),['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),-1.2057,0.3727,-0.4751,-1.9362,49605,PAT Maths (Gain),['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Mathematics,With business as usual,Primary outcome,0.738,0.1051,0.944,0.532,49606,PAT Reading Comprehension (Gain),['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading comprehension,With business as usual,Primary outcome,0.3553,0.3622,1.0653,-0.3547,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671557,['Teaching assistants'],Graves (2010),48282,Letter Naming Fluency (A2-2 terms),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Primary outcome,0.3178,0.3474,0.9987,-0.3631,48283,Phoneme Segmentation (A2- 2 terms),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.2677,0.3467,0.9473,-0.4118,48284,Letter Naming Fluency (B-1 Terms),['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.4369,0.42,1.2601,-0.3864,48319,Phoneme Segmentation (B - 1 Term),[],[],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.145,0.416,0.9603,-0.6703,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671558,['Teaching assistants'],Gray (2007),47503,Reading Performance-One on one tuition,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: One to one tuition'],Literacy: reading comprehension,With business as usual,Primary outcome,1.1499,0.2544,1.6485,0.6513,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37093560,['Peer tutoring'],Greenwood (1989),43919,REC Maths NCE,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Mathematics,With business as usual,Primary outcome,0.3778,0.1827,0.7359,0.0197,43920,REC Reading NCE,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Primary outcome,0.6069,0.1853,0.9701,0.2438,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37133917,['Peer tutoring'],Gregg (1994),43950,TR Reading comprehension posttest comparison,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,0.5051,0.2877,1.069,-0.0588,43951,TR Reading comprehension gain,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),1.1317,0.3064,1.7324,0.5311,43952,TR Reading fluency posttest comparison,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Secondary outcome(s),0.8979,0.2979,1.4818,0.3139,43953,TR Reading fluency gain,['Pre-post gain'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading other,With business as usual,Secondary outcome(s),1.9478,0.3481,2.6301,1.2655,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
40117251,['Extending school time'],Grolnick (2007),51398,Perceived competence - English,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Extending school time'],Literacy: speaking and listening/oral language,With business as usual,Primary outcome,0.0438,0.2108,0.457,-0.3695,51399,Perceived competence - Math,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Oral language interventions'],Mathematics,With business as usual,Secondary outcome(s),0.2822,0.2119,0.6975,-0.1332,51400,Perceived competence - Science,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Oral language interventions'],Science,With business as usual,Secondary outcome(s),0.0493,0.2109,0.4625,-0.364,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37092582,['Feedback'],Guastello (2001) FB,47121,VERB Phase 3 Writing - Revised Composition,['Post-test unadjusted (select one from this group)'],['Test type: Researcher developed test'],"['Toolkit: Feedback', 'Toolkit: Parental engagement']",Literacy: writing,With business as usual,Primary outcome,2.18,0.1979,2.5679,1.7921,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37133918,['Peer tutoring'],Gudbrandsen (2005) PT,44022,TR Maze scores ,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Primary outcome,0.4855,0.312,1.097,-0.1259,44023,TR WPM,[],[],['Toolkit: Peer Tutoring'],Literacy: reading comprehension,With business as usual,Secondary outcome(s),0.0789,0.3072,0.681,-0.5233,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
37671515,['Teaching assistants'],Guerrero (2015),48037,DIBELS (L2 Oral Reading Fluency) ANOVA,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.4,0.5,1.38,-0.58,48038,WLPB-R (L2 Broad Reading Ability) NOVA,['Post-test adjusted for baseline attainment'],['Test type: Standardised test '],['Toolkit: Teaching assistants'],Literacy: reading other,With business as usual,Primary outcome,0.6,0.5,1.58,-0.38,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
38878253,['Small group tuition'],Gunn (2005),48550,Woodcock-Johnson Comprehension Standard Score,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading comprehension,With business as usual,Primary outcome,0.2275,0.1385,0.4989,-0.0439,48551,Woodcock-Johnson Letter-Word ID Standard Score,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: decoding/phonics,With business as usual,Secondary outcome(s),0.3065,0.1285,0.5584,0.0545,48552,Oral Reading Fluency Correct Words Per Minute,['Post-test unadjusted (select one from this group)'],['Test type: Standardised test '],['Toolkit: Small Group Tuition'],Literacy: reading other,With business as usual,Secondary outcome(s),0.2236,0.1298,0.4779,-0.0308,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA
