ItemID,Author,Year,Strand,Outcome,Intervention,LevelofAssignment,ParticipantAssignment,StudyRealism,StudentGender,PublicationType,EducationalSetting,Country,GroupBaselineDifferences,StudyDesign,Comparability,CompVariablesReported,ComparabilityVariables,InterventionOrg,InterventionTrainingProvided,StudentAge,Attrition/DropOutReported,FocusofIntervention,InterventionTeachingApproach,InterventionTime,WhoDeliveredTeaching,EducationalSetting,SMD,SESMD,CIupper,CIlower,CodesSectionPresent,OutcomesSectionPresent,OutcomeCodesSectionPresent
37671553,Fricke (2017),2017,Toolkit: Teaching assistants,Primary outcome,Literacy: speaking and listening/oral language,School - cluster,Random (please specify),High ecological validity,Mixed gender,Journal article,Nursery school/pre-school,England,Yes,Multisite RCT,No,NA,NA,School or group of schools,Yes (Please specify),"['3', '4', '5']",['Yes'],"['Students', 'Teaching assistants']","['Small group/intensive support (3-5)', 'One to one']",['During regular school hours '],['Teaching assistants'],['Nursery school/pre-school'],0.2842,0.1244,0.5281,0.0403,Yes,Yes,Yes
37091029,Fuchs (1984),1984,Toolkit: Feedback,Secondary outcome(s),Literacy: reading other,Class,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Gender,University/ researcher design,Yes (Please specify),"['10', '11']",['No'],"['Students', 'Teachers']",['Small group/intensive support (3-5)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.348,0.17,0.6812,0.0148,Yes,Yes,Yes
37092579,Fuchs (1989),1989,Toolkit: Feedback,Primary outcome,Literacy: spelling,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['11', '12']",['No'],['Teachers'],['Other (Explain in notes)'],['During regular school hours '],['Digital technology'],"['Primary/elementary school', 'Middle school']",-0.1053,0.6462,1.1613,-1.3719,Yes,Yes,Yes
37092580,Fuchs (1991),1991,Toolkit: Feedback,Primary outcome,Literacy: spelling,Individual,Random (please specify),Low ecological validity,NA,Journal article,Other educational setting (please specify),USA,Yes,Individual RCT,Yes,Yes,Special educational needs,School or group of schools,Yes (Please specify),"['8', '9', '10', '11', '12', '13', '14']",['No'],"['Teachers', 'Students']",['Small group/intensive support (3-5)'],['Before/after school'],"['Research staff', 'Class teachers']",['Other educational setting (please specify)'],-0.6955,0.3445,-0.0204,-1.3707,Yes,Yes,Yes
37092581,Fuchs (1991),1991,Toolkit: Feedback,Primary outcome,Literacy: spelling,Class,Random (please specify),Unclear,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,Yes,NA,NA,University/ researcher design,Yes (Please specify),"['11', '12']",['No'],['Teachers'],['One to one'],['During regular school hours '],NA,['Primary/elementary school'],1.5748,0.3715,2.3029,0.8467,Yes,Yes,Yes
40294904,Fuchs (1994) FB,1994,Toolkit: Feedback,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),['9'],['No'],"['Teachers', 'Students']","['Large group/class teaching (+6)', 'Paired learning']",['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.2685,0.3891,1.0311,-0.4941,Yes,Yes,Yes
37093553,Fuchs (1995),1995,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Unclear,High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,Unclear or details not provided,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['7', '8', '9', '10']",['Yes'],"['Students', 'Teachers']",['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",['Primary/elementary school'],0.6189,0.3245,1.255,-0.0171,Yes,Yes,Yes
37093549,Fuchs (1997),1997,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading comprehension,Individual,"Non-random, not matched prior to treatment",High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Special educational needs,University/ researcher design,Yes (Please specify),"['7', '8', '9', '10', '11', '12']",['No'],"['Students', 'Teachers']",['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",['Primary/elementary school'],0.0,0.3162,0.6198,-0.6198,Yes,Yes,Yes
37093550,Fuchs (1997),1997,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,"Non-random, not matched prior to treatment",High ecological validity,NA,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,No,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['7', '8', '9', '10']",['No'],['Teachers'],['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers', 'Digital technology']",['Primary/elementary school'],0.2377,0.3175,0.86,-0.3845,Yes,Yes,Yes
37093524,Fuchs (1997),1997,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,"Non-random, not matched prior to treatment",High ecological validity,No information provided,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['7', '9', '10', '8']",['No'],"['Students', 'Teachers']","['Paired learning', 'Other (Explain in notes)']",['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",['Primary/elementary school'],0.6682,0.3259,1.3069,0.0295,Yes,Yes,Yes
37133902,Fuchs (1998),1998,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,No information provided,Journal article,Primary/elementary school,USA,No/Unclear,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10']",['No'],"['Students', 'Teachers']",['Paired learning'],['During regular school hours '],"['Class teachers', 'Peers']",['Primary/elementary school'],-0.3547,0.1762,-0.0093,-0.7,Yes,Yes,Yes
37093618,Fuchs (1999),1999,Toolkit: Peer Tutoring,Secondary outcome(s),Literacy: reading comprehension,Individual,Unclear,High ecological validity,No information provided,Journal article,Other educational setting (please specify),USA,Yes,Cluster RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),['No information provided'],['No'],"['Teachers', 'Students']",['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",['Other educational setting (please specify)'],0.074,0.1981,0.4624,-0.3143,Yes,Yes,Yes
37093551,Fuchs (1999),1999,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Individual RCT,No,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['7', '8', '9', '10']",['Unclear (please add notes)'],"['Teachers', 'Students']",['Paired learning'],['During regular school hours '],"['Research staff', 'Class teachers', 'Peers']",['Primary/elementary school'],0.0461,0.2444,0.5251,-0.4329,Yes,Yes,Yes
37093523,Fuchs (2001),2001,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,No,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['5', '6']",['No'],['Students'],['Paired learning'],['During regular school hours '],"['Class teachers', 'Peers']",['Primary/elementary school'],0.418,0.1589,0.7295,0.1065,Yes,Yes,Yes
37116212,Fuchs (2002),2002,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Class,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,No,No,NA,University/ researcher design,Yes (Please specify),"['5', '6']",['Unclear (please add notes)'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.2956,0.1116,0.5143,0.077,Yes,Yes,Yes
40117132,Gandara (1994),1994,NA,NA,NA,School - cluster,"Non-random, but matched",NA,No information provided,Journal article,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,Unclear/ Not specified,"['6', '7', '8', '9', '10']",['No'],['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],['Class teachers'],['Primary/elementary school'],NA,NA,NA,NA,Yes,No,No
37133906,Gardner (1973),1973,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,NA,USA,Yes,Multisite RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['6', '7', '8', '9']",['Yes'],['Students'],['Paired learning'],"['During regular school hours ', 'Before/after school']","['Research staff', 'Teaching assistants', 'Peers']",NA,0.4183,0.2923,0.9913,-0.1547,Yes,Yes,Yes
37093555,Gardner (1982),1982,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, but matched",Low ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Multisite RCT,No,N/A,NA,University/ researcher design,Yes (Please specify),"['6', '7', '8', '9', '10']",['Yes'],['Students'],['Paired learning'],['Before/after school'],"['Research staff', 'Peers']",['Primary/elementary school'],0.4183,0.2923,0.9913,-0.1547,Yes,Yes,Yes
40117276,Gentilcore (2002),2002,Toolkit: Extending school time,Primary outcome,Languages,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,Yes,No,NA,School or group of schools,No,"['13', '14']",['No'],"['Students', 'Teachers']",['Large group/class teaching (+6)'],['Before/after school'],['Class teachers'],['Middle school'],0.0004,0.179,0.3512,-0.3504,Yes,Yes,Yes
37061127,Gherfal (1982),1982,Toolkit: Feedback,Primary outcome,Languages,Individual,Random (please specify),Unclear,Male only,Dissertation or thesis,Independent/private school,Libya,No/Unclear,Multisite RCT,No,No,NA,University/ researcher design,No,NA,['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],NA,['Independent/private school'],0.8758,0.1655,1.2002,0.5514,Yes,Yes,Yes
37671623,Gibbs (2001),2001,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: decoding/phonics,Class,Random (please specify),Unclear,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Individual RCT,NA,NA,NA,University/ researcher design,Yes (Please specify),"['6', '7']",['No'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],1.62,0.3,2.208,1.032,Yes,Yes,Yes
37093477,Ginsburg-Block (1997),1997,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,No/Unclear,Individual RCT,Yes,Yes,Other (please specify),Other (please provide details),Yes (Please specify),"['9', '10', '11', '12']",['No'],['Students'],['Paired learning'],['During regular school hours '],"['Teaching assistants', 'Other school staff']",['Primary/elementary school'],0.6767,0.3261,1.3158,0.0375,Yes,Yes,Yes
37093478,Ginsburg-Block (1998),1998,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Unclear/ Not specified,"['8', '9', '10', '11', '12']",['Unclear (please add notes)'],['Students'],"['Paired learning', 'Student alone (self-administered)']",['During regular school hours '],"['Teaching assistants', 'Other school staff', 'Parents/carers']",['Primary/elementary school'],0.6138,0.2009,1.0075,0.2201,Yes,Yes,Yes
37092650,Glover (1989),1989,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Further education/junior or community college,USA,No/Unclear,Individual RCT,No,N/A,NA,University/ researcher design,No,"['16', '17', '18']",['No'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Research staff'],['Further education/junior or community college'],0.2862,0.3673,1.0061,-0.4337,Yes,Yes,Yes
37133911,Gmitter (1989),1989,Toolkit: Peer Tutoring,Secondary outcome(s),Mathematics,Region or district,"Non-random, but matched",High ecological validity,Mixed gender,Dissertation or thesis,NA,USA,No/Unclear,Prospective QED,NA,No,NA,University/ researcher design,Unclear/ Not specified,"['8', '9']",['Unclear (please add notes)'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],NA,0.224,0.227,0.6689,-0.221,Yes,Yes,Yes
37671603,Goetz (2008),2008,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Secondary/High school,England,Yes,Individual RCT,Unclear or details not provided,Yes,Other (please specify),Other (please provide details),Yes (Please specify),"['8', '9', '10', '11', '12', '14']",['No'],"['Students', 'Teaching assistants']",['One to one'],['During regular school hours '],['Teaching assistants'],"['Primary/elementary school', 'Secondary/High school']",0.8,0.5,1.78,-0.18,Yes,Yes,Yes
38296617,Gorard (2014),2014,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,UK (Select all that apply),Yes,Individual RCT,Yes,Yes,Other (please specify),Local education authority or district,Yes (Please specify),"['11', '12']",['Yes'],['Students'],['One to one'],['During regular school hours '],"['Class teachers', 'Teaching assistants', 'Other school staff']",['Secondary/High school'],0.237,0.1144,0.4612,0.0128,Yes,Yes,Yes
38296615,Gorard (2015),2015,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,UK (Select all that apply),Yes,Individual RCT,Yes,No,NA,School or group of schools,Yes (Please specify),"['11', '12']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']","['During regular school hours ', 'Before/after school']","['Class teachers', 'Digital technology']",['Secondary/High school'],0.2396,0.1091,0.4534,0.0258,Yes,Yes,Yes
38296616,Gorard (2015),2015,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Technical report,Secondary/High school,England,Yes,Multisite RCT,Yes,Yes,Educational attainment,School or group of schools,Yes (Please specify),"['11', '12']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'One to one']",['During regular school hours '],['Class teachers'],['Secondary/High school'],0.2392,0.0981,0.4315,0.047,Yes,Yes,Yes
40117250,Gottfredson (2010),2010,Toolkit: Extending school time,,,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Individual RCT,Yes,Yes,Socio-economic status,Local education authority or district,Yes (Please specify),"['11', '12', '13', '14']",['Yes'],['Students'],['Other (Explain in notes)'],['Before/after school'],"['Class teachers', 'Unclear/not specified']",['Middle school'],0.0,0.0981,0.1922,-0.1922,Yes,Yes,Yes
38878252,Gottshall (2007),2007,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Male only,Journal article,Primary/elementary school,USA,No/Unclear,Multisite RCT,Unclear or details not provided,N/A,NA,University/ researcher design,Yes (Please specify),"['6', '7']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['External teachers'],['Primary/elementary school'],0.1212,0.2505,0.6122,-0.3698,Yes,Yes,Yes
37093559,Goyen (1994),1994,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading other,Individual,Random (please specify),Low ecological validity,NA,Journal article,Primary/elementary school,Australia,No/Unclear,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10', '11', '12']",['No'],['Students'],['Paired learning'],['During regular school hours '],"['Research staff', 'Peers']",['Primary/elementary school'],0.9327,0.524,1.9597,-0.0943,Yes,Yes,Yes
37671634,Graham (2007),2007,Toolkit: Teaching assistants,Secondary outcome(s),Mathematics,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Journal article,Middle school,Australia,Yes,Retrospective QED  ,No,No,NA,University/ researcher design,Unclear/ Not specified,['11'],['No'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",['Middle school'],-1.0781,0.3686,-0.3555,-1.8006,Yes,Yes,Yes
37671557,Graves (2010),2010,Toolkit: Teaching assistants,Primary outcome,Literacy: decoding/phonics,School - cluster,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Retrospective QED  ,Yes,NA,NA,Local education authority or district,Yes (Please specify),['5'],['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],NA,['Primary/elementary school'],0.3178,0.3474,0.9987,-0.3631,Yes,Yes,Yes
37671558,Gray (2007),2007,Toolkit: One to one tuition,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,Northern Ireland,Yes,Individual RCT,Unclear or details not provided,N/A,NA,Local education authority or district,Yes (Please specify),['6'],['Yes'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],1.1499,0.2544,1.6485,0.6513,Yes,Yes,Yes
37093560,Greenwood (1989),1989,Toolkit: Peer Tutoring,Primary outcome,Mathematics,School - cluster,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['5', '6', '7', '8']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.3778,0.1827,0.7359,0.0197,Yes,Yes,Yes
37133917,Gregg (1994),1994,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,School - multi-site,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,No/Unclear,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['14', '15', '16', '17', '18']",['Yes'],['Students'],['Large group/class teaching (+6)'],['During regular school hours '],['Research staff'],['Secondary/High school'],0.5051,0.2877,1.069,-0.0588,Yes,Yes,Yes
40117251,Grolnick (2007),2007,Toolkit: Extending school time,Primary outcome,Literacy: speaking and listening/oral language,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Individual RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['12', '13']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['Before/after school'],"['Research staff', 'Class teachers']","['Other educational setting (please specify)', 'Middle school']",0.0438,0.2108,0.457,-0.3695,Yes,Yes,Yes
37092582,Guastello (2001) FB,2001,Toolkit: Parental engagement,Primary outcome,Literacy: writing,Class,Random (please specify),High ecological validity,Mixed gender,Conference paper,Primary/elementary school,USA,Yes,Cluster RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['9', '10']",['No'],"['Students', 'Parents']","['Student alone (self-administered)', 'Large group/class teaching (+6)', 'One to one']","['During regular school hours ', 'Evenings and/or weekends']","['Class teachers', 'Parents/carers']",['Primary/elementary school'],2.18,0.1979,2.5679,1.7921,Yes,Yes,Yes
37133918,Gudbrandsen (2005) PT,2005,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Class,"Non-random, but matched",Unclear,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['10', '11', '12']","['Yes', 'Unclear (please add notes)']",['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.4855,0.312,1.097,-0.1259,Yes,Yes,Yes
37671515,Guerrero (2015),2015,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: decoding/phonics,School - cluster,"Non-random, but matched",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Retrospective QED  ,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['7', '9']",['No'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.4,0.5,1.38,-0.58,Yes,Yes,Yes
38878253,Gunn (2005),2005,Toolkit: Small Group Tuition,Primary outcome,Literacy: reading comprehension,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['5', '6', '7', '8', '9']",['Yes'],['Students'],['Small group/intensive support (3-5)'],"['During regular school hours ', 'Before/after school', 'Evenings and/or weekends']","['Parents/carers', 'Class teachers', 'Lay persons/volunteers']",['Primary/elementary school'],0.2275,0.1385,0.4989,-0.0439,Yes,Yes,Yes
37671559,Gwernan-Jones (2018),2018,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: decoding/phonics,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Secondary/High school,England,No/Unclear,Prospective QED,No,N/A,NA,University/ researcher design,Unclear/ Not specified,"['11', '12', '13', '14', '15']",['Unclear (please add notes)'],['Students'],['One to one'],['During regular school hours '],['Teaching assistants'],['Secondary/High school'],1.8775,0.5057,2.8686,0.8864,Yes,Yes,Yes
40117134,Haenn (1996),1996,Toolkit: Teaching assistants,Primary outcome,Literacy: reading comprehension,School - cluster,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Technical report,Primary/elementary school,USA,Yes,Prospective QED,No,No,NA,School or group of schools,No,"['5', '6', '7', '8', '9', '10', '11']",['Yes'],['Students'],['Other (Explain in notes)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],-0.306,2.0,3.614,-4.226,Yes,Yes,Yes
37671520,Haley (2017),2017,Toolkit: Teaching assistants,Secondary outcome(s),Literacy: speaking and listening/oral language,Individual,Random (please specify),Low ecological validity,Mixed gender,Journal article,Nursery school/pre-school,England,Yes,Individual RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['3', '4']",['Yes'],['Students'],['Small group/intensive support (3-5)'],['During regular school hours '],['Teaching assistants'],['Nursery school/pre-school'],-0.0485,0.2022,0.3478,-0.4449,Yes,Yes,Yes
37092655,Hanna (1976),1976,Toolkit: Feedback,Primary outcome,Curriculum: other,Individual,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Middle school,USA,Yes,Prospective QED,No,N/A,NA,University/ researcher design,No,"['10', '11', '12']",['No'],['Students'],['Student alone (self-administered)'],['During regular school hours '],['Unclear/not specified'],"['Primary/elementary school', 'Middle school']",0.2276,0.0719,0.3686,0.0866,Yes,Yes,Yes
37133919,Hannah (2008),2008,Toolkit: Peer Tutoring,Primary outcome,Mathematics,School - multi-site,"Non-random, but matched",Unclear,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['13', '14', '15', '16', '17', '18']",['Yes'],['Students'],['One to one'],['Before/after school'],['Peers'],['Secondary/High school'],0.6582,0.2143,1.0783,0.2381,Yes,Yes,Yes
37116213,Hardegree (2012),2012,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Secondary/High school,USA,Yes,Individual RCT,No,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['14', '15']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Secondary/High school'],0.0,0.0,0.0,0.0,Yes,Yes,Yes
37091033,Haring (1975),1975,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,Class,"Non-random, but matched",High ecological validity,Mixed gender,Journal article,Primary/elementary school,USA,Yes,Prospective QED,No,N/A,NA,University/ researcher design,Unclear/ Not specified,"['9', '10', '11', '12']",['No'],['Students'],"['Large group/class teaching (+6)', 'One to one']",['During regular school hours '],['Class teachers'],['Primary/elementary school'],1.1571,0.2973,1.7398,0.5745,Yes,Yes,Yes
39253318,Harlow (2001),2001,NA,NA,NA,NA,"Non-random, but matched",High ecological validity,Mixed gender,Technical report,Other educational setting (please specify),USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,Unclear/ Not specified,"['11', '12']",['No'],['Students'],['Small group/intensive support (3-5)'],"['Evenings and/or weekends', 'Summer/ holiday period']",['Lay persons/volunteers'],"['Middle school', 'Other educational setting (please specify)']",NA,NA,NA,NA,Yes,No,No
40117135,Hasselmeier (1997),1997,Toolkit: Feedback,Primary outcome,Literacy: reading comprehension,School - cluster,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,NA,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,No,"['8', '9', '10', '11']",['No'],['Students'],['Other (Explain in notes)'],['During regular school hours '],['Class teachers'],['Primary/elementary school'],0.502,0.0603,0.6202,0.3839,Yes,Yes,Yes
37671562,Hatcher (2006),2006,Toolkit: Teaching assistants,Primary outcome,Literacy: reading other,Individual,Random (please specify),High ecological validity,Mixed gender,Journal article,Primary/elementary school,England,Yes,Multisite RCT,Yes,Yes,Other (please specify),University/ researcher design,Yes (Please specify),"['5', '6']",['Yes'],['Students'],"['Small group/intensive support (3-5)', 'One to one']",['During regular school hours '],['Teaching assistants'],['Primary/elementary school'],0.1236,0.2282,0.5709,-0.3236,Yes,Yes,Yes
40117175,Hausner (2000),2000,NA,Primary outcome,Literacy: reading comprehension,Individual,Unclear,High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Gender,University/ researcher design,Yes (Please specify),"['5', '6']",['No'],['Students'],['Large group/class teaching (+6)'],['Before/after school'],['Class teachers'],['Primary/elementary school'],0.1394,0.1196,0.3737,-0.095,Yes,Yes,No
39253285,Haymon (2009),2009,Toolkit: Summer schools,Primary outcome,Literacy: reading comprehension,NA,Retrospective Quasi Experimental Design (QED),High ecological validity,Mixed gender,Dissertation or thesis,Middle school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),School or group of schools,Yes (Please specify),"['12', '11']",['No'],['Students'],['Other (Explain in notes)'],['Summer/ holiday period'],['External teachers'],['Middle school'],-0.1883,0.2588,0.319,-0.6955,Yes,Yes,Yes
40117136,Heaberlin (2000),2000,NA,Secondary outcome(s),Literacy: reading comprehension,School - cluster,Regression discontinuity,High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Other (please specify),Local education authority or district,No,"['5', '6', '7', '8', '9', '10']",['No'],['Students'],"['Large group/class teaching (+6)', 'Other (Explain in notes)']",['During regular school hours '],NA,['Primary/elementary school'],-0.5011,0.1749,-0.1583,-0.8439,Yes,Yes,No
37093480,Heller (1992),1992,Toolkit: Peer Tutoring,Primary outcome,Mathematics,Individual,Random (please specify),High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,No/Unclear,Individual RCT,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['8', '9', '10', '11', '12', '13']",['Yes'],['Students'],['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.9424,0.2882,1.5072,0.3776,Yes,Yes,Yes
37133921,Hilger (2000),2000,Toolkit: Peer Tutoring,Primary outcome,Literacy: reading comprehension,Individual,"Non-random, not matched prior to treatment",High ecological validity,Mixed gender,Dissertation or thesis,Primary/elementary school,USA,Yes,Prospective QED,Yes,Yes,Educational attainment,University/ researcher design,Yes (Please specify),"['8', '9', '10']",['Unclear (please add notes)'],"['Students', 'Teachers']",['Paired learning'],['During regular school hours '],['Peers'],['Primary/elementary school'],0.2994,0.2348,0.7597,-0.1608,Yes,Yes,Yes
39253320,Hink (1986),1986,Toolkit: Summer schools,Primary outcome,Literacy: reading other,Individual,Retrospective Quasi Experimental Design (QED),High ecological validity,No information provided,Dissertation or thesis,Secondary/High school,USA,NA,Prospective QED,Yes,Yes,Other (please specify),Local education authority or district,No,"['7', '8', '9', '10', '11', '12', '13', '14', '15', '16']",NA,['Students'],['Large group/class teaching (+6)'],['Summer/ holiday period'],"['Class teachers', 'Lay persons/volunteers', 'Other school staff']","['Primary/elementary school', 'Secondary/High school']",0.4107,0.2318,0.865,-0.0436,Yes,Yes,Yes
