StudyID,Strand,lowSESFSMstudents,lowSESFSMstudentsHighlightedText,lowSESFSM%,lowSESFSM%HighlightedText,lowSESFSMfurtherinfo,lowSESFSMfurtherinfoHighlightedText,NoSESFSMinformation,NoSESFSMinformationHighlightedText
40117253,Extending school time,NA,"[['Page 63:\n[¬s]""The upper-elementary group  therefore  consisted of a total of 114 students""\n"" 82% receiving free or reduced lunches.[¬e]""']]",NA,"[['Page 63:\n[¬s]""The upper-elementary group  therefore  consisted of a total of 114 students.""\n"" 82% receiving free or reduced lunches.[¬e]""'  'Page 64:\n[¬s]""middle school group had a total of 66 students""\n""80% of the group received free or reduced lunches[¬e]""']]",NA,NA,NA,NA
40398941,Teaching assistants,NA,NA,22%,"[['Page 31:\n[¬s]""Intervention group""\n""Control group""\n""Eligible for FSM""\n""24%""\n""20%[¬e]""']]",NA,NA,NA,NA
37092584,Feedback,98 out of 160,"[['Page 67:\n[¬s]"" 86 60.1[¬e]""'  'Page 70:\n[¬s]"" 12 70.6[¬e]""']]",NA,NA,NA,NA,NA,NA
37671521,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA
39253321,Summer schools,NA,NA,NA,NA,NA,NA,NA,NA
37092768,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37671626,Teaching assistants,NA,NA,NA,NA,SES means: Experimental group = 3.61 (2.25)  Control group = 3.43 (1.59). From Table 1  pg42. ,"[['Page 52:\n[¬s]"" A list of numerical values for occupations  weighted equally for education and income  was developed for this scale. Values on the Erikson and Goldthorpe Scale range from 1  general worker (e.g.  warehouse worker  taxi driver  construction worker  server in restaurant) to 9  senior official  executive  or large business owner (e.g.  legislator  senior civil servant  judge  senior officer  or owner of a large company). [¬e]""']]",NA,NA
37671605,Teaching assistants,NA,NA,NA,NA,NA,"[['Page 18:\n[¬s]""the children in the current study were from a lower socio- economic group.[¬e]""'  'Page 6:\n[¬s]"" The mean occupations for parents for both groups were equivalent to values in the skilled manual worker category including a range from factory or plant worker to clerk  secretary  and sales person[¬e]""']]",NA,NA
37061117,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133923,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37116224,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
39253390,Summer schools,NA,NA,3rd grade: Total FSM: 80.5% Failed promotion cutoff: 90.4% Retained: 92.7% (Reduced meal also available in the Table 1)  6th grade: Total FSM 77.4% Failed promotion cutoff: 89.0% Retained: 90.5%  ,"[['Page 40:\n[¬s]""Free Lunch 0.805 0.904 0.927 0.774 0.890 0.905 Reduced Price Lunch 0.075 0.043 0.031 0.088 0.052 0.041[¬e]""']]",NA,NA,NA,NA
37061115,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37093509,Peer Tutoring, The specific focus of our work was on the expansion of reading skills for 21 less proficient seventh-grade students  11 girls and 10 boys  who were enrolled in a re- quired strategic reading class. These 21 students all qualified for free lunch,"[['Page 3:\n[¬s]""ing. The specific focus of our work was on the expansion of reading skills for 21 less proficient seventh-grade students  11 girls and 10 boys  who were enrolled in a re- quired strategic reading class. These 21 s[¬e]""']]",NA,NA,NA,"[['Page 3:\n[¬s]""ing. The specific focus of our work was on the expansion of reading skills for 21 less proficient seventh-grade students  11 girls and 10 boys  who were enrolled in a re- quired strategic reading class. These 21 [¬e]""'  'Page 4:\n[¬s]""all qualified for free lunch  spoke languages other than English at home with their families  and test- ed at least four grade levels below their peers on both performance and standardized measures[¬e]""']]",NA,NA
37671565,Teaching assistants,NA,NA,NA,NA, Socioeconmic Status (SEV The familys SES was classified accordingto Hollingsheads Four Factor Index of Social Status (Hollingshead  1975). Lower income families included those with scores within the lower 33% of this range. SES was used as part of the criteria to determine risk status.,NA,NA,NA
40294914,Peer Tutoring,NA,NA,NA,"[['Page 1:\n[¬s]""The percentage of students in Schools 1 and 2 who qualified for free or reduced- price lunches were 44 and 31  respectively.[¬e]""']]",NA,NA,NA,NA
40117256,NA,NA,NA,Free/reduced  participants 80%  control 65%,"[['Page 12:\n[¬s]""Demographic indicators in Table 1 (80% free or reduced-price lunch recipients [¬e]""']]",NA,"[['Page 12:\n[¬s]"" In line with previous literature (Scott-Little et al.  2002)  minority students and recipients of free or reduced-price lunch tend to participate in after-school programs at a higher rate.[¬e]""']]",NA,NA
37092585,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40117137,NA,NA,NA,NA,NA,table 1 categorises socio/economic level  intervention  4 lower lower 7 lower 1 lower-middle middle  control 2 lower lower 8 lower 1 upper lower 1 lower-middle middle,NA,NA,NA
37671627,Teaching assistants,NA,NA,NA,NA,NA,"[['Page 3:\n[¬s]""Title I elementary school[¬e]""']]",NA,NA
37093568,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37116222,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40117257,Extending school time,NA,NA,92% receive free or reduced price lunch,NA,NA,NA,NA,NA
37091034,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092606,Feedback,NA,NA,FSM=38% (n=25) pg66  Table 3.,"[['Page 81:\n[¬s]""Students Receiving Free or Reduced Lunch 25 38[¬e]""']]",NA,NA,NA,NA
38296632,Small Group Tuition,NA,NA,FSM eligible (sample analysed): Intervention: 59/99 children = 55% Control: 48/97 = 45% Overall: 107/174 = 62%  From Table 6  pg18. ,NA,NA,NA,NA,NA
40117138,NA,NA,NA,See table 7  p.46. Out of 114 children in the participating schools  227 received FSM,NA,NA,NA,NA,NA
40117141,Small Group Tuition,NA,NA,NA,NA,For purposes of this study  indices (set by the state of Califormia)  4 - were considered to represent high-SES schools;  3.5 - middle-SES schools 3 - Title 1 or low-SES schools ,"[['Page 5:\n[¬s]"" For purposes of this study  indices close to 4 were considered to represent high-SES schools; indices close to 3 represented Title 1 or low-SES schools; and indices of approximately 3.5 represented middle-SES schools.""\n""School A B C D E F Year-Round Schools Paired with Traditional Calendar Schools Type SES Index High-SES  YRE 4.36 High-SES  TCS 3.97 Med.-SES  YRE 3.64 Med. SES  TCS 3.52 Low-SES  YRE 3.04 Low-SES  TCS 3.34[¬e]""']]",NA,NA
39253322,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092607,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40294919,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092586,Feedback,10%,"[['Page 22:\n[¬s]""10 percent of the students in the sample were eligible for free or reduced-price lunch[¬e]""']]",10% is for entire sample (all four grades)  not given for just Grade 4 alone. ,NA,NA,NA,NA,NA
40294920,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40117142,NA,NA,NA,Intervention: 7-8% Control: 5-6%,"[['Page 87:\n[¬s]""Students Qualifying for Free Lunch (K-8)""\n""7-8 %""\n""5-6%[¬e]""']]",NA,NA,NA,NA
37092670,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37093356,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40117259,Extending school time,NA,NA,NA,NA,NA,"[['Page 15:\n[¬s]""SES a 3.45 1.2 II-V 3.22 .89 II-V""\n""Hollingshead (1975)[¬e]""'  'Page 6:\n[¬s]"" The schools were approximately 65% African Ameri- can and 35% Caucasian with over 50% of the students eligible for subsi- dized or free lunches.[¬e]""']]",NA,NA
40117258,Extending school time,NA,NA,NA,NA,NA,NA,NA,NA
40117206,Extending school time,NA,NA,NA,NA,85% of school's students were eligible for a free/reduced-price lunch (compared to 76% in the Philadelphia School District)  83% of the sample were African American 40% of the participants came from two-parent families 70% of the parents said they were in paid work  ,NA,NA,NA
39253323,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117260,Extending school time,NA,NA,NA,NA,NA,"[['Page 17:\n[¬s]"" We capture school social composition with two measures: (1) minority enrollment and (2) average SES.[¬e]""']]",NA,NA
37671606,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA
40117283,NA,NA,NA,NA,NA,NA,"[['Page 49:\n[¬s]"" T he schools selected h ad th e low est m edian incomes a n d h ig h e st n eed for after-school child care. Income levels ran g ed from ap p ro xim ately $4000 to $24000 a year.""\n"" O verall tu itio n w as d eterm in ed by a sliding scale based on[¬e]""'  'Page 50:\n[¬s]""self-reported income. Approximately 70% of the stu d e n ts enrolled in th e program paid less th a n full tuition.[¬e]""']]",NA,NA
38878267,NA,NA,NA,NA,NA,NA,"[['Page 4:\n[¬s]""Two of the five elementary schools were designated as “Title I” schools[¬e]""']]",NA,NA
40117284,NA,NA,NA,100%,"[['Page 54:\n[¬s]""All students in the project were from low-socioeconomic level homes based upon their qualification for free- or reduced-priced meals.[¬e]""']]",NA,NA,NA,NA
39253220,Summer schools,NA,NA,NA,NA,'The community...is composed of people of primarily upper-middle socio-economic status.' (page 42),NA,NA,NA
39253291,Summer schools,NA,NA,NA,NA,Mostly white students with well educated parents  Duke TIP provides scholarships for participants.,"[['Page 10:\n[¬s]""Duke TIP makes a special efort to encourage all qualifed stu- dents regardless of fnancial means to participate b[¬e]""']]",NA,NA
40117261,Summer schools,NA,NA,qualified for free/reduced lunch:  intervention: 34.6%  control 48.0% TOTAL 41.2%,"[['Page 121:\n[¬s]""Group A was comprised of 34.6% that qualified for free/reduced lunch  while Group B was comprised of 48.0% that qualified for free/reduced lunch.[¬e]""']]",NA,"[['Page 102:\n[¬s]"" It was assumed that most students in this school fit the definition of at-risk and share common characteristics of behavior  socioeconomic status  ethnicity and grade level retention.[¬e]""']]",NA,NA
39253292,Summer schools,NA,NA,NA,NA,The percentage of free school lunches in participating 10 schools varied between 38% ... 78%  Title One schools refer to schools with large low-income student population ,"[['Page 29:\n[¬s]"" T itle One funds to establish summer program s for a t-risk students[¬e]""'  'Page 31:\n[¬s]""It encom passes T itle One  the federal governm ents prem iere program for academ ically at-risk youth.[¬e]""'  'Page 73:\n[¬s]""School Targeted/School-wide % & # o f Free/Reduced Lunches Total Students 1 School-wide 78.46% 91 11 130 2 School-wide 78.99% 149 39 238 3 Targeted 75.59% 206 20 299 4 Targeted 59.15% 171 39 355 5 Targeted 51.32% 120 16 265 6 Targeted 49.01% 96 3 202 7 Targeted 46.01% 142 25 363 8 Targeted 43.88% 76 10 196 9 Targeted 43.00% 186 3 486 10 Targeted 38.15% 35 7 110[¬e]""']]",NA,NA
38296633,Peer Tutoring,NA,NA,NA,NA,Overall  20.249% (554) of students received FSM. Percentage of students receiving FSM by year and group: yr 7 Intervention class: 19.479% Yr 7 Control class: 19.916% Yr 9 Intervention class: 21.785% Yr 9 Control class: 19.858%,"[['Page 28:\n[¬s]""Number of pupils in trial 127 143 144 140[¬e]""']]",NA,NA
38296634,Peer Tutoring,NA,NA,22.3% of intervention group eligible for FSM 23% of control group eligible for FSM,"[['Page 26:\n[¬s]""Between one fifth and a quarter of pupils were eligible for FSM[¬e]""'  'Page 31:\n[¬s]""Amongst the 554 Year 3 pupils eligible for FSM""\n"" Year 5 sample  which comprised 535 pupils eligible for FSM [¬e]""'  'Page 33:\n[¬s]""There were 338 Year 3 pupils eligible for FSM who were included in the analysi[¬e]""']]",NA,NA,NA,NA
40294923,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253327,NA,NA,NA,Specific to school  not the exact sample,"[['Page 4:\n[¬s]""The school is predominately African -American with over 90% of the children enrolled receiving free or reduced lunch.[¬e]""']]",NA,NA,NA,NA
43090171,Summer schools,NA,NA,NA,NA,over 90% of the students at the school received free or reduced lunch,"[['Page 4:\n[¬s]"" the inner-city  economically disadvantaged core of the city where much of the industry and available jobs have disappeared and the tax base had been significantly reduced. The school is predominately African -American[¬e]""']]",NA,NA
37092587,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092588,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37671566,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253391,Summer schools,NA,NA,See table 1  page 102,NA,NA,NA,NA,NA
37093622,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37093577,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37116235,Peer Tutoring,19.28%,NA,NA,NA,NA,NA,NA,NA
46325689,NA,NA,NA,NA,NA,NA,NA,NA,NA
37116234,Peer Tutoring,29.21% of students in the total sample analysed (n= 89) were on FSM or reduced price meals. ,NA,NA,NA,NA,NA,NA,NA
38878258,Small Group Tuition,NA,NA,NA,NA,NA,"[['Page 7:\n[¬s]""None of these schools were eligible for Title I (a federally funded program for at-risk students)  and all served diverse student populations in terms of ethnicity and socioeconomic status.[¬e]""']]",NA,NA
40294924,Small Group Tuition,NA,NA,NA,NA,NA,"[['Page 7:\n[¬s]""None of these schools were eligible for Title I (a federally funded program for at-risk students)  and all served diverse student populations in terms of ethnicity and socioeconomic status.[¬e]""']]",NA,NA
39253392,Summer schools,NA,NA,3rd Grade: Total: 76.1% FSM Summer School Participants: 87.5% FSM  5th Grade: Total: 76.5% FSM Summer School Participants: 88.3% FSM,NA,NA,NA,NA,NA
40117146,Extending school time,NA,NA,NA,NA,Half of the the sample (48.5%) were Spanish based on their surname.,"[['Page 12:\n[¬s]""72 in a 45-15 calendar and 72 in a standard calendar school—36[¬e]""'  'Page 13:\n[¬s]""students in\' each group were Spanish surnamed and 36 in each group were designated as ""other""[¬e]""'  'Page 64:\n[¬s]""Spanish surname American 48.5%[¬e]""']]",NA,NA
38296644,Summer schools,NA,NA,Total percentage of FSM students: 34%   Intervention group: 36%   Control group: 32% (see page 24) ,NA,Proportion of children eligible for FSM in this sample of urban schools (32.1%) in northern England is significantly higher than the national average (16.3%). ,NA,NA,NA
37092684,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37093360,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40117357,NA,NA,NA,NA,NA,NA,"[['Page 46:\n[¬s]"" Forty-eight of these students  all of whom w ere of African-American descent  had parental permission to participate in the study.[¬e]""']]",NA,NA
37671568,Teaching assistants,NA,NA,FSM Eligible (school level): Intervention: 20% Control: 21% From Table 7  pg26.,NA,NA,NA,NA,NA
39253295,Summer schools,NA,NA,NA,NA,NA,NA,NA,NA
40117358,NA,NA,NA,99,"[['Page 8:\n[¬s]"" The population of this school was 99% minority  and 99% of students were eligible for free or reduced-price lunch.[¬e]""']]",NA,"[['Page 6:\n[¬s]""According to the New York City Board of Education\x92s school profiles  93% of the students in Community School District 7 were eligible to receive free or re- duced-price lunch.[¬e]""']]",NA,NA
39253296,Summer schools,NA,NA,NA,"[['Page 67:\n[¬s]""receiving meal subsidies was 85 percent.[¬e]""']]",NA,"[['Page 67:\n[¬s]""Participants came from two  high poverty Title 1 schools[¬e]""']]",NA,NA
37133945,Peer Tutoring,NA,NA,NA,NA,Percentage for school not analysed sample,"[['Page 2:\n[¬s]""83% receive free or reduced lunch[¬e]""']]",NA,NA
38296647,Extending school time,NA,NA,Claimed FSM at any point in the last 6 years: Intervention: 63% of 316 Control: 61% of 288  From Table 2  pg19.   Must be noted that percentages are not only of children who were included in the final analysis. ,NA,NA,NA,NA,NA
37671570,Teaching assistants,NA,NA,FSM Pupils in Final Analysis:  Overall: 144/304 = 46.30% Missing FSM information: 7 pupils = 2.25%  From Table 13  pg23.,NA,NA,NA,NA,NA
40294926,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37133947,Peer Tutoring,40% qualified for free or reduced lunch,NA,40%,"[['Page 63:\n[¬s]""40%[¬e]""']]",NA,NA,NA,NA
37093581,Peer Tutoring,NA,"[['Page 4:\n[¬s]"" low socio-economic status families [¬e]""']]",NA,NA,NA,NA,NA,NA
37093579,Peer Tutoring,NA,"[['Page 3:\n[¬s]""Pupils in both schools came from low-middle class families.[¬e]""']]",NA,NA,NA,NA,NA,NA
37092589,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37671572,Teaching assistants,NA,NA,NA,"[['Page 7:\n[¬s]"" 75% of the students re- ceived free or reduced-price lunches[¬e]""']]",Title I = 'schools with high numbers or high percentages of children from low-income families' https://www2.ed.gov/programs/titleiparta/index.html ,"[['Page 15:\n[¬s]"" As with many Title I schools  most students came from fam- ilies with limited financial resources[¬e]""']]",NA,NA
37091036,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40117150,Extending school time,NA,NA,NSLP (National School Lunch Programme)  A track: 51.8% B track: 73.1% C track: 30.8% D track: 45.0%  T track: 51.32%,NA,NA,NA,NA,NA
40117264,Extending school time,NA,NA,NA,NA,50% of students in treatment and 46% of students in control group were from ethnic/racial minority  18% of students in treatment and 33% of students in control group were not from two-parent households ,NA,NA,NA
40117289,Extending school time,NA,NA,NA,NA,NA,NA,NA,NA
43090186,NA,NA,NA,NA,NA,NA,NA,NA,NA
37061123,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40294931,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40294930,Peer Tutoring,NA,NA,Not specified/quantified. ,NA,NA,"[['Page 180:\n[¬s]""Clients presented with a wide range of socioeconomic level  functioning level  and problem type and severity.[¬e]""'  'Page 66:\n[¬s]"" In order to keep groups equivalent in terms of grade level and socioeconomic level of the school  a stratified random sampling procedure based on these factors was utilized[¬e]""']]",NA,NA
40117359,NA,NA,NA,NA,NA,NA,NA,NA,NA
40117214,Extending school time,NA,NA,87.3% of intervention group came from low-income family. All schools in sample had more than 69% of their student population who qualified for the free/reduced lunch program. ,NA,NA,NA,NA,NA
37671607,Teaching assistants,NA,NA,Intervention Group: 43.1% eligible  Control Group: 42.1% (see Table 1  p.g. 225),NA,NA,"[['Page 6:\n[¬s]""Schools in one LEA served a largely middle-class population  while schools in the other served a more disadvantaged community  with half the schools in that LEA serving one of the most deprived estates in the country.[¬e]""']]",NA,NA
37116214,Peer Tutoring,NA,NA,NA,NA,NA,NA,"SES was not mentioned explicitly  but sample was stated as being ""representative"" of the population in Maharashtra. From some minimal online research it appears that there is a large wealth gap in certain regions of Maharashtra  indicating that the representativeness of the sample may potentially skew the results of the two treatment groups  if for example attainment correlates with SES and there is a large discrepancy.   This is a boarding school and the students - by Indian standards - must be quite priviledged...",NA
37092701,Feedback,NA,NA,NA,NA,The highlighted material is a potential indication of SES.,"[['Page 4:\n[¬s]""ies. The average educa- tional background of the subjects\' mothers and fathers were college graduate and beyond college  respectively. OnHollingshead\'s (1957) Occupational Scale  the mothers for whom information was provided had amean level of 2.69 (SD 1.16) and the fathers had amean level of 2.23 (SD 1.59). A rating[¬e]""'  'Page 5:\n[¬s]""of 2on this scale corresponds to business managers and lesser professionals and arating of 3to administrative personnel and minor professiona[¬e]""']]",NA,NA
37671575,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA
40117215,NA,NA,NA,NA,NA,NA,NA,NA,NA
37133954,Peer Tutoring,75% of sample from poverty stricken homes,NA,NA,NA,NA,NA,NA,NA
38296657,Teaching assistants,NA,NA,26.4% of pupils eligible for FSM,"[['Page 40:\n[¬s]"" 26.4[¬e]""']]",NA,NA,NA,NA
37093585,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37092590,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092703,Feedback,NA,NA,NA,NA,NA,"[['Page 3:\n[¬s]"" middle social class[¬e]""']]",NA,NA
37092704,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
39253393,Summer schools,NA,NA,41% (Table 4),NA,NA,NA,NA,NA
40294937,Peer Tutoring,NA,NA,NA,NA,NA,"[['Page 58:\n[¬s]"" The people of the area were predominantly middle-class caucasion with light industry and agricultural occupations. [¬e]""']]",NA,NA
40117154,Extending school time,NA,NA,See table 5 (p.39),NA,NA,NA,NA,NA
37133956,Peer Tutoring,4 out of 35,NA,NA,NA,Second Grade - 4 out of 35  Fourth grade - 5 out of 40.,"[['Page 64:\n[¬s]""Tables 1 and 2.[¬e]""']]",NA,NA
37092591,Peer Tutoring,NA,NA,NA,NA,Little information.,"[['Page 4:\n[¬s]""ranged from lower to middle socioeconomic backgrounds. [¬e]""']]",NA,NA
40294939,Peer Tutoring,NA,NA,NA,NA,NA,"[['Page 4:\n[¬s]"" ranged from lower to middle socioeconomic backgrounds[¬e]""']]",NA,NA
37133957,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
39253299,Summer schools,NA,NA,NA,NA,NA,NA,NA,"[['Page 5:\n[¬s]"" No data on so\xad cioe cono mic status we re ava ilab le[¬e]""']]"
38296659,Teaching assistants,NA,NA,intervention - both FSM eligible 36%  control FSM eligible 39%,NA,NA,NA,NA,NA
37061141,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37061139,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40294942,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092708,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40294947,Small Group Tuition,NA,NA,NA,NA,NA,NA,NA,NA
37093590,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
37092592,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
38878269,Small Group Tuition,NA,NA,NA,"[['Page 9:\n[¬s]"" One hundred thirty-one were in school districts whose poli\xad cies prohibited the communication of information about free or reduced-price lunch. Of the remaining 272 sub\xad jects  166 (60.So/4) were receiving free lunch and 11 (4 %) were receiving reduced-price lunch.[¬e]""']]",NA,NA,NA,NA
40117157,Extending school time,NA,NA,NA,NA,NA,NA,NA,NA
37092593,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
40117291,NA,NA,NA,School 1 (Lathrop) = 96% students in poverty  School 2 (McFadden) = 76% in poverty  School 3 (Spurgeon) = 86% in poverty  School 4 (Villa) = 73% in poverty ,"[['Page 63:\n[¬s]"" 96% o f participants lived in poverty as measured by the number o f recipients o f the Federal Free and Reduced Lunch Program.[¬e]""'  'Page 64:\n[¬s]""McFadden""\n""76% lived in poverty.[¬e]""'  'Page 65:\n[¬s]""86% lived in poverty.[¬e]""'  'Page 65:\n[¬s]""Spurgeon[¬e]""'  'Page 66:\n[¬s]""Villa ""\n""73% lived in poverty.[¬e]""']]",NA,NA,NA,NA
38878270,Small Group Tuition,NA,NA,NA,NA,NA,"[['Page 23:\n[¬s]""The majority of participating students (84.5%) qualified for free or reduced price lunch [¬e]""']]",NA,NA
38878271,Small Group Tuition,NA,NA,NA,NA,NA,"[['Page 4:\n[¬s]""The average socioeco\xad nomic status (SES) for the parents of these students based on the Hollingshead Four-Factor Index (Gottfried  1985; Hollingshead  1975) was 21.7 (SD = 18.3) for Group 1 and 21.2 (15.5) for Group 2  indicating very low SES for the majority of the families.[¬e]""']]",NA,NA
37671611,Teaching assistants,NA,NA,Intervention - 81% (average of 84%  74% and 85%)  Control 74.3% (average of 66.1%  74.3% and 76.4%),"[['Page 7:\n[¬s]""October 2005 Free/ Reduced Lunch""\n""RFS1""\n""84%""\n""NRFS1""\n""76%""\n""RFS2""\n""74%""\n""NRFS2""\n""74%""\n""RFS3""\n""85%""\n""NRFS3""\n"" 73%[¬e]""']]",NA,NA,NA,NA
39253229,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253334,Summer schools,NA,NA,NA,"[['Page 51:\n[¬s]"" approximately 35% o f these students having met federal[¬e]""'  'Page 52:\n[¬s]""guidelines for participation in the Free/Reduced School Lunch Program.[¬e]""']]",NA,NA,NA,NA
37092715,Feedback,NA,NA,NA,NA,NA,"[['Page 3:\n[¬s]""from three middle-class elementary schools[¬e]""']]",NA,NA
40117178,NA,NA,NA,NA,NA,NA,NA,NA,NA
39253335,NA,NA,NA,NA,NA,NA,NA,NA,NA
37092594,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
37092778,Feedback,NA,NA,NA,NA,NA,"[['Page 5:\n[¬s]""middleclass [¬e]""']]",NA,NA
38296661,Feedback,NA,NA,NA,"[['Page 20:\n[¬s]"" eligible for free school meals (FSM)  14.2% and 13.9% in the intervention and control schools respectively.[¬e]""']]",NA,NA,NA,NA
39253336,Summer schools,NA,NA,NA,NA,NA,NA,NA,NA
40117295,Extending school time,NA,NA,NA,NA,NA,"[['Page 55:\n[¬s]""The experimental and control groups were heterogeneous with regard to""\n""socioeconomic characteristics.[¬e]""']]",NA,NA
40117160,Extending school time,NA,NA,NA,NA,NA,NA,NA,NA
37671612,Teaching assistants,NA,NA,NA,NA,NA,"[['Page 75:\n[¬s]""The schools were located across Plymouth  with the mainstream settings located in three distinct areas of the city with regard to measures of socio- economic deprivation.[¬e]""']]",NA,NA
38878272,Small Group Tuition,NA,NA,Analysed Sample free or reduced lunch - 34.9%,"[['Page 58:\n[¬s]""34.9[¬e]""']]",NA,NA,NA,NA
37092595,Feedback,NA,NA,FSM information for whole school is provided  but not specific sample. ,"[['Page 38:\n[¬s]""Approximately 37% of the student population in the school was eligible for free or reduced lunch.[¬e]""']]",NA,NA,NA,NA
40294951,NA,NA,NA,NA,NA,NA,NA,NA,NA
40398944,Teaching assistants,NA,NA,49.5%,"[['Page 30:\n[¬s]""Intervention""\n""Control""\n""Eligible""\n""50%""\n""49%[¬e]""']]",NA,NA,NA,NA
37092719,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
38296668,Teaching assistants,NA,NA,Total 66.6% FSM  33.4% Non FSM  Control - 67% FSM  33% Non FSM  Time Equivalent - 68.8% FSM  31.3% Non FSM  Intervention - 64% FSM  36% Non FSM  ,"[['Page 19:\n[¬s]""% No % Yes N Control 67.0% 33.0% 112 Time equivalent 68.8% 31.3% 112 Catch Up 64.0% 36.0% 111 Total 66.6% 33.4% 335[¬e]""']]",NA,NA,NA,NA
38296667,Teaching assistants,NA,NA,All pupils 20.6% fsm 79.4% not fsm  control 22.9% fsm 77.1% not fsm  intervention 18.5% fsm 81.5% not fsm,NA,NA,NA,NA,NA
37133962,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
39253394,NA,NA,NA,NA,"[['Page 4:\n[¬s]""100% of students eligible for free or reduced- price lunch.[¬e]""']]",NA,NA,NA,NA
40117223,Extending school time,NA,NA,NA,NA,NA,NA,NA,NA
40117180,Extending school time,NA,NA,NA,NA,NA,"[['Page 2:\n[¬s]"" targeted early adolescents liv- ing in publicly subsidized housing. [¬e]""']]",NA,NA
37092597,Feedback,NA,NA,NA,NA,NA,"[['Page 3:\n[¬s]""Although different socioeconomic back- grounds were represented  children pre- dominantly were middle class. Ethnic composition was 23 White  6 B[¬e]""']]",NA,NA
37092598,Feedback,NA,NA,NA,NA,NA,NA,NA,NA
43090192,NA,NA,NA,NA,NA,NA,NA,NA,NA
40294954,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
40294955,Peer Tutoring,NA,NA,NA,NA,NA,NA,NA,NA
38296671,Teaching assistants,NA,NA,FSM Intervention - 36.2% Control 40.5%,"[['Page 29:\n[¬s]""Proportion of pupils eligible for FSM 36.2% 40.5%[¬e]""']]",NA,NA,NA,NA
39253304,Summer schools,NA,NA,NA,NA,*Occupational information as potential proxy/indicator of SES. ,"[['Page 66:\n[¬s]""Family income was normally distributed; most families reported incomes between $50 000 and $75 000 (Cdn) (n=137). Approximately 1/3 of parents (n=63) reported a college or trades diploma as their highest level of completed education; a further 1/3 of parents (n=61) reported a high school diploma as their highest level of education. Most parents worked in manufacturing  agriculture  or retail industries (n=134).[¬e]""']]",NA,NA
37093595,Peer Tutoring,NA,NA,NA,NA,NA,NA,"Note: Geographical location in ""suburban"" area of Brisbane may indicate higher SES. ",NA
38296672,Teaching assistants,NA,NA,56% (Table 2f),NA,NA,"[['Page 18:\n[¬s]""mostly low-achieving schools with 42% of students on FSM. [¬e]""']]",NA,NA
40117166,NA,NA,NA,NA,NA,NA,NA,NA,NA
43090193,Teaching assistants,NA,NA,NA,NA,NA,NA,NA,NA
37671584,Teaching assistants,NA,NA,NA,NA,NA,"[['Page 24:\n[¬s]""around 30% or over[¬e]""']]",NA,NA
