id,pub_author,pub_year,pub_type_raw,strand_raw,toolkit_version,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,pt_tut_desc,pt_tut_desc_same_age,pt_tut_desc_cross_age,pt_same_age_attainment,pt_cross_age_attainment,pt_tut_from,pt_tut_role,pt_tutee_attain_level,pt_digit_tech,pt_incentive
74069999,Song (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.41,0.2,['Post-test adjusted for baseline attainment AND clustering'],T&T_maths,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.41,0.2,NA,NA,NA,NA,NA,NA,458,2,NA,['Middle school'],"['12', '13', '14']",NA,NA,['China'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],19,4,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['Yes']
74070000,Spörer (2009),2009,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.8235,0.186,['Post-test adjusted for baseline attainment'],REC_Reading Comp (ED) adjusted postest table 4,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.8235,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2,NA,['Primary/elementary school'],"['8', '9', '10', '11', '12']",NA,NA,['Germany'],['Cluster RCT'],"['Paired learning', 'Small group/intensive support (3-5)']",['No'],['No'],['No'],['During regular school hours '],['Research staff'],7,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
74070001,Sumita (2021),2021,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.6213,0.2648,['Post-test unadjusted (select one from this group)'],REC_Peer tutoring v STAD,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.6213,0.2648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,2,['Secondary/High school'],"['17', '18']",NA,NA,['Indonesia'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],4,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
74070002,Takala (2006),2006,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3236,0.1624,['Post-test unadjusted (select one from this group)'],REC_Standardised reading comp hierachy posttest table 5,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3236,0.1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,1,2,['Primary/elementary school'],"['10', '12']",NA,NA,['Finland'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)', 'Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",5,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)', 'Cross-age (i.e. different school year from tutees)']","['Same-age as tutees (if yes, select one from drop down)']",['Cross-age (i.e. different school year from tutees)'],['not matched on attainment'],['Not matched on attainment'],['From the same school'],['Yes'],['Average'],['No'],['No']
74070003,Thomas (2015),2015,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.171,0.0687,['Post-test adjusted for baseline attainment'],TE_PRI_Regent Exam (Mathematics),With business as usual,['Sample: All'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.171,0.0687,NA,NA,NA,NA,NA,NA,810,883,NA,['Secondary/High school'],"['14', '15', '16', '17', '18']",TRUE,81.6,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],76,5,Not specified,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Low attaining'],['No'],['No']
74070004,Thurston (2019),2019,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0637,0.0395,['Post-test unadjusted (select one from this group)'],T&T_Passage Comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0637,0.0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2574,10,120,['Secondary/High school'],"['11', '12', '13', '14']",FALSE,20.24,['England'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],15,Not specified,Not specified,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Mixed'],['Yes'],['No']
74070005,Thurston (2021),2021,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0292,0.1183,['Post-test unadjusted (select one from this group)'],T&T_Reading Comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.0292,0.1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,3,12,['Secondary/High school'],"['11', '12', '13', '14']",FALSE,33.56,['England'],['Cluster RCT'],"['Large group/class teaching (+6)', 'Paired learning']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],12,1,30,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Mixed'],['Yes'],['No']
74070006,Tsuei (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5278,0.0627,['Post-test unadjusted (select one from this group)'],REC Retrieval of Information,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5278,0.0627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73,1,3,['Primary/elementary school'],"['11', '12']",NA,NA,['Taiwan'],['Prospective QED'],"['Large group/class teaching (+6)', 'Paired learning']",['Yes (Please specify)'],['Yes'],['No'],['Other (please specify)'],['Class teachers'],12,2,40,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)', 'Cross-age (i.e. different school year from tutees)']","['Same-age as tutees (if yes, select one from drop down)']",['Cross-age (i.e. different school year from tutees)'],['matched to different level of attainment'],['Not matched on attainment'],['From the same school'],['Yes'],['Mixed'],['Yes'],['No']
74070007,Udaka (2009),2009,['Dissertation or thesis'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",1.6133,0.4446,['Pre-post gain'],TE_PRI_PPVT-4,With business as usual,['Sample: All'],Literacy  speaking and listening/oral language,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.6133,0.4446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,2,['Nursery school/pre-school'],"['4', '5', '9', '10', '11']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],8,3,30,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From the same school'],['No'],['Average'],['No'],['No']
74070008,Ullah (2018),2018,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Science primary outcome']",1.3015,0.3514,['Post-test unadjusted (select one from this group)'],T&T_Peer tutoring v control table 4,With business as usual,['Sample: Low achievers'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.3015,0.3514,NA,NA,NA,40,1,2,['Secondary/High school'],"['15', '16']",NA,NA,['Pakistan'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],"['Research staff', 'Peers']",7,5,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['No']
74578044,Van Keer (2004) 1_2,2004,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.36,0.17,['Post-test adjusted for baseline attainment AND clustering'],TE_PRI_Reading Comp ,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.36,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,454,19,10,['Primary/elementary school'],"['9', '10', '11', '12']",NA,NA,['Belgium'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],"['Class teachers', 'Peers']",38,1.5,37.5,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Mixed'],['No'],['No']
74070010,Van Keer (2005) 1_1,2005,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.14,0.11,['Post-test adjusted for baseline attainment AND clustering'],REC_REading Comp Grade 2 STRAT SA same age table 5 model 3,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.14,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215,25,11,['Primary/elementary school'],"['7', '8']",NA,NA,['Belgium'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",38,1.5,37.5,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74070011,Van Keer (2005) 1_2,2005,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.22,0.11,['Post-test adjusted for baseline attainment AND clustering'],REC_reading comp strat ca cross age grade 2 table 5 model 3,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.22,0.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190,25,9,['Primary/elementary school'],"['7', '8']",NA,NA,['Belgium'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],"['Class teachers', 'Peers']",38,1.5,37.5,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Mixed'],['No'],['No']
74070013,Walker (2009),2009,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0663,0.2869,['Post-test unadjusted (select one from this group)'],REC_Problem solving (fixed+adaptive vs indv),With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.0663,0.2869,NA,NA,NA,NA,NA,NA,51,1,5,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Unclear/ Not specified'],['Yes'],['No'],['During regular school hours '],['Peers'],2,1,70,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['Yes'],['No']
74070016,Wang (2021),2021,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2097,0.1027,['Post-test unadjusted (select one from this group)'],TE_PRI_Comprehension (1+2) vs (5+6),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2097,0.1027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,1,12,['Secondary/High school'],"['14', '15']",NA,NA,['China'],['Individual RCT'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['Unclear/ not specified'],"['Research staff', 'Peers']",2,1,15,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['No'],['Not mentioned'],['No'],['No']
74070017,Westera (1995) 1_1,1995,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.268,0.4103,['Post-test unadjusted (select one from this group)'],REC_PAT comprehension (ST vs control),With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.268,0.4103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,7,['Secondary/High school'],"['12', '13']",NA,NA,['New Zealand'],['Retrospective QED  '],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],4,1.5,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Low attaining'],['No'],['No']
74070018,Westera (1995) 1_2,1995,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2092,0.3884,['Post-test unadjusted (select one from this group)'],REC_PAT Reading Comprehension,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2092,0.3884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,7,['Secondary/High school'],"['12', '13']",NA,NA,['New Zealand'],['Retrospective QED  '],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],5,2.8,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Low attaining'],['No'],['No']
74070019,Wood (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0623,0.0916,['Post-test unadjusted (select one from this group)'],REC_Applied problem scores (spring),With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.0623,0.0916,NA,NA,NA,NA,NA,NA,454,5,28,['Primary/elementary school'],"['6', '7']",FALSE,45,['USA'],['Cluster RCT'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'One to one']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],38,4,20,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)', 'Cross-age (i.e. different school year from tutees)']","['Same-age as tutees (if yes, select one from drop down)']",['Cross-age (i.e. different school year from tutees)'],['matched to different level of attainment'],['Not matched on attainment'],['From the same school'],['Yes'],['Mixed'],['Yes'],['No']
74070020,Zambrano (2015),2015,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6018,0.1487,['Post-test unadjusted (select one from this group)'],REC_ACL Reading comprehension (posttest),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6018,0.1487,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,202,NA,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11']",NA,NA,['Spain'],['Retrospective QED  '],"['Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['Yes'],['Yes'],"['During regular school hours ', 'Other (please specify)']",['Class teachers'],19,2,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)', 'Cross-age (i.e. different school year from tutees)']","['Same-age as tutees (if yes, select one from drop down)']",['Cross-age (i.e. different school year from tutees)'],['not matched on attainment'],['Not matched on attainment'],['From a different school'],['No'],['Not mentioned'],['Yes'],['No']
74070021,Zeneli (2018) 1_1,2018,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.92,0.47,['Post-test adjusted for baseline attainment'],TE_PRI_Effect Size Table 11,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.92,0.47,NA,NA,NA,NA,NA,NA,478,1,4,"['Middle school', 'Secondary/High school']","['9', '10', '12', '13']",FALSE,26.6,['England'],['Prospective QED'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],6,1,40,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,NA,['From the same school'],['No'],['Average'],['No'],['No']
74070022,Zeneli (2018) 1_2,2018,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2017,0.2596,['Post-test unadjusted (select one from this group)'],TE_PRI_Maths outcome,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.2017,0.2596,NA,NA,NA,NA,NA,NA,61,1,NA,['Secondary/High school'],"['10', '11']",FALSE,43,['England'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],6,1,35,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Mixed'],['No'],['No']
37116221,Abbondanza (2013),2013,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.5174,0.1767,['Pre-post gain'],TE_PRI Reading comprehension (Daze) gain scores,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.5174,0.1767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134,1,4,['Secondary/High school'],"['11', '12', '13']",NA,NA,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",13,3,40,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
37133863,Allsopp (1995),1995,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1596,0.1241,['Post-test adjusted for baseline attainment'],TE_PRI Algebra problem solving post-test Tutees,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.1596,0.1241,NA,NA,NA,NA,NA,NA,262,3,14,['Middle school'],"['12', '13', '14', '15']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",5,3.5, ,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['Yes'],['No']
37093532,Arblaster (1991),1991,['Journal article'],"['Peer tutoring', 'Mastery learning']",['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",1.687,0.4016,['Pre-post gain'],TE_PRI Burt Word Reading Test gains Tutees,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.687,0.4016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,2,2,['Primary/elementary school'],['No information provided'],NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['No'],['Yes'],"['Unclear/ not specified', 'During regular school hours ']","['Class teachers', 'Peers']",35,5,NA,"['Toolkit: Mastery learning', 'Toolkit: Peer Tutoring']","['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
37093533,Atherley (1989),1989,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.6814,0.3356,['Pre-post gain'],REC Primary Reading Test gains (Reciprocal PT),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.6814,0.3356,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,NA,2,['Primary/elementary school'],['10'],NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",12,5,15,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
47269767,Azcoitia (1989) PT,1989,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3858,0.1911,['Post-test adjusted for baseline attainment'],T&T_Reading,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3858,0.1911,NA,NA,NA,['Mathematics primary outcome'],0.4069,0.1842,NA,NA,NA,NA,NA,NA,60,2,NA,['Secondary/High school'],"['14', '15', '16']",FALSE,33,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],20,5,60,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From the same school'],['No'],['Low attaining'],['No'],['Yes']
37133865,Baker (2005),2005,['Dissertation or thesis'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",1.0958,0.3434,NA,REC DIBELS Phoneme Segmentation gain Reciprocal PT,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.0958,0.3434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,2,2,['Primary/elementary school'],"['6', '7']",TRUE,56,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",6,3,35,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['No']
37093467,Bar-Eli (1982),1982,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Mathematics primary outcome']",1.0538,0.2754,['Post-test adjusted for baseline attainment'],T&T_Maths,With business as usual,['Sample: All'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",1.0538,0.2754,NA,NA,NA,NA,NA,NA,60,3,6,['Primary/elementary school'],"['10', '11', '12', '7', '8']",NA,NA,['Israel'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],"['During regular school hours ', 'Before/after school']",['Peers'],16,3,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['Yes']
37093538,Bramlett (1994),1994,['Journal article'],['Peer tutoring'],['MT_Sept_2021'],"['Toolkit primary outcome', 'Reading primary outcome']",0.1019,0.1011,['Post-test adjusted for baseline attainment'],REC Reading comprehension Reciprocal PT,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1019,0.1011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,392,NA,18,['Primary/elementary school'],"['8', '9']",NA,NA,['USA'],['Prospective QED'],"['Small group/intensive support (3-5)', 'Paired learning']",['Yes (Please specify)'],['No'],['Yes'],['Unclear/ not specified'],"['Research staff', 'Class teachers', 'Parents/carers', 'Peers']",NA, , ,"['Toolkit: Collaborative learning', 'Toolkit: Peer Tutoring']","['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['Yes']
