id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,toolkit_version,sample_analysed_info,sample_analysed_ht,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
74069981,Mitchell (2016),2016,['Peer tutoring'],NA,,['MT_2023 (in progress)'],85,"['Page 7:\n[¬s]""Participants were 43 fourth graders\nin two intact classes and 42 second graders in three intact classes.\nThese 85 students included 39 boys and 46 girls; 63 were White\nand 22 were Hispanic; 74% were native English speakers, and 26%\nhad Spanish as their ﬁrst language. The students who participated\nin resource classes or received services as English language learn-\ners totaled 18%.[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""Participants were 43 fourth graders\nin two intact classes and 42 second graders in three intact classes.\nThese 85 students included 39 boys and 46 girls; 63 were White[¬e]""']",54,,Not specified,"['Page 7:\n[¬s]""The current study was conducted at a Title 1 elementary school in\nthe U.S. Intermountain West. Participants were 43 fourth graders\nin two intact classes and 42 second graders in three intact classes.[¬e]""']",,NA,NA,,NA,NA,,"['Page 12:\n[¬s]""42""\n""14[¬e]""', 'Page 7:\n[¬s]""42[¬e]""']",28,,"['Page 12:\n[¬s]""14[¬e]""']",14,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74069982,Müller (2016),2016,['Peer tutoring'],NA,,['MT_2023 (in progress)'],172,"['Page 8:\n[¬s]""The ﬁve dyads per class were ran-\ndomly allocated at the class level to either the reading strategy group (35 dyads) or the control\ngroup (51 dyads).[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""The 172 fourth-graders originally taking part in this[¬e]""', 'Page 8:\n[¬s]""experimental pre-/posttest study were from 15 schools located in the urban areas of Giessen\nand Kassel (Germany).[¬e]""']",48.5,,28.57,"['Page 8:\n[¬s]""15 schools located in the urban areas of Giessen\nand Kassel (Germany).[¬e]""']",,NA,"['Page 8:\n[¬s]""As a result, the data of 68 dyads (34 reading strategy, 34 controls) from 14 schools were\nincluded in the analysis (68 tutees, 33 female, and 68 tutors, 34 female).[¬e]""']",,NA,NA,,"['Page 8:\n[¬s]""68 dyads (34 reading strategy, 34 controls)[¬e]""']",34,,NA,34,,NA,NA,,NA,NA,,NA,34,,NA,34,,NA,NA,,NA,NA,,['Yes'],"['Page 8:\n[¬s]""One dyad of the reading strategy group was evaluated as an outlier and\nthus excluded, because the pretest reading comprehension score of the tutee was three standard\ndeviations above the mean of the tutees.[¬e]""']",NA,,NA,.3,,NA,.3,
74069984,Ohadugha (2020),2020,['Peer tutoring'],NA,,['MT_2023 (in progress)'],NA,"['Page 4:\n[¬s]""80[¬e]""']",,['Mixed gender'],"['Page 4:\n[¬s]""40 males and 40\nfemales[¬e]""']",50,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 6:\n[¬s]""40[¬e]""']",40,,"['Page 6:\n[¬s]""40[¬e]""']",40,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74069985,Oloyede (2019),2019,['Peer tutoring'],NA,,['MT_2023 (in progress)'],75,"['Page 7:\n[¬s]""Teacher expository""\n""38""\n""Peer tutoring""\n""37[¬e]""']",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 7:\n[¬s]""37[¬e]""']",37,,"['Page 7:\n[¬s]""38[¬e]""']",38,,"['Page 7:\n[¬s]""36[¬e]""']",36,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74069986,Olulowo (2020),2020,['Peer tutoring'],NA,,['MT_2023 (in progress)'],NA,"['Page 1:\n[¬s]""137[¬e]""']",,['Mixed gender'],"['Page 5:\n[¬s]""postachievement test scores of the male and female\nstudents.[¬e]""']","As shown in the highlighted material, there were male and female participants but figures are not provided.",,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""(53 students)[¬e]""']",53,,"['Page 3:\n[¬s]""conventional strategy (84 students)[¬e]""']",84,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74069987,Onabanjo (2006),2006,['Peer tutoring'],NA,,['MT_2023 (in progress)'],199,"['Page 3:\n[¬s]""99 for peer tutoring\nalone and 100 for conventional teaching alone)[¬e]""']",,['Mixed gender'],"['Page 3:\n[¬s]""137 female and 163 male[¬e]""']",46 (please note that this is for the 3 groups involved in the study whereas we are only coding for 2 groups here but a breakdown is not provided for each group),,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""99 for peer tutoring\nalone[¬e]""']",99,,"['Page 3:\n[¬s]""100 for conventional teaching alone[¬e]""']",100,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74069988,Pastore (2008),2008,['Peer tutoring'],NA,,['MT_2023 (in progress)'],20,"['Page 33:\n[¬s]""twenty[¬e]""']",,['Mixed gender'],"['Page 33:\n[¬s]""I was certain to include a reasonable,\nrepresentative number of male and female students so as to eliminate gender as a .\npossible construct.[¬e]""']",No further information provided.,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 39:\n[¬s]""Peer\nTutoring[¬e]""']",4,,"['Page 39:\n[¬s]""Direct\nTutoring[¬e]""']",4,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74070002,Takala (2006),2006,['Peer tutoring'],NA,,['MT_2023 (in progress)'],204,"['Page 5:\n[¬s]""The socio-economic\nstatus of the area of the mainstream school was middle-class.[¬e]""']",,['Mixed gender'],"['Page 6:\n[¬s]""The average age of the children was 10\nyears in the fourth grade and 12 years in the sixth grade.[¬e]""']",35.5,,Not specified,"['Page 5:\n[¬s]""In January 2003 the intervention started in one fourth-grade and one sixth-grade\nclass in both schools.[¬e]""']",,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""25""\n""26""\n""23[¬e]""']",74,,"['Page 6:\n[¬s]""28""\n""28""\n""24[¬e]""']",80,,NA,NA,,NA,NA,,NA,NA,,NA,80,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74070008,Ullah (2018),2018,['Peer tutoring'],NA,,['MT_2023 (in progress)'],40,"['Page 4:\n[¬s]""There were 47 students in two sections, 10th Green and\n10th Yellow. The researcher then administered the pretest among the 47 students. Among these, seven\nstudents refused to participate in the study for unknown reasons. Therefore, the sample of the study\nconsisted of forty students.[¬e]""']",,['Male only'],"['Page 4:\n[¬s]""male students at secondary level of 10th grade[¬e]""']",NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 4:\n[¬s]""the sample of the study\nconsisted of forty students. The sample was further divided into two equivalent groups (experimental\nand control groups)[¬e]""']",20,,NA,20,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 4:\n[¬s]""seven\nstudents refused to participate in the study[¬e]""']",NA,,NA,14,,NA,14,
74070009,Ullah (2020),2020,['Peer tutoring'],NA,,['MT_2023 (in progress)'],40,"['Page 6:\n[¬s]""40 participants[¬e]""']",,['Male only'],"['Page 10:\n[¬s]""the current study focused only male participants[¬e]""']",NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,NA,,NA,NA,,NA,NA,
74578044,Van Keer (2004) 1_2,2004,['Peer tutoring'],NA,,['MT_2023 (in progress)'],454,"['Page 7:\n[¬s]""454 students[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""220 students were\nboys and 234 students were girls.[¬e]""']",51.5,,NA,NA,,NA,"['Page 7:\n[¬s]""Except for one inner-city school with a\npredominantly low SES and ethnic minority population, all classes had a mainly white,\nFlemish population. The majority of the children were from middle-class families.[¬e]""']",,NA,NA,,"['Page 7:\n[¬s]""69[¬e]""']",69,,"['Page 7:\n[¬s]""107[¬e]""']",107,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],"['Page 16:\n[¬s]""the occurrence of missing data\n- assumed they are\nmissing at random - does not constitute a problem for the application of multilevel\nmodels in any way[¬e]""']",NA,,NA,NA,,NA,NA,
74070010,Van Keer (2005) 1_1,2005,['Peer tutoring'],NA,,['MT_2023 (in progress)'],NA,"['Page 7:\n[¬s]""444 second[¬e]""']",,['Mixed gender'],"['Page 8:\n[¬s]""53% (SD = 16.54)""\n""of the students were boys[¬e]""']",47,,NA,NA,,NA,"['Page 8:\n[¬s]""Except for one inner-city school in the STRAT condition with mainly a low so-\ncioeconomic status and ethnic minority population, all schools had a predomi-\nnantly white, Flemish population. The majority of the children were from middle-\nclass families.[¬e]""']",,NA,NA,,"['Page 9:\n[¬s]""91[¬e]""']",91,,"['Page 9:\n[¬s]""124[¬e]""']",124,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
74070011,Van Keer (2005) 1_2,2005,['Peer tutoring'],NA,,['MT_2023 (in progress)'],NA,"['Page 7:\n[¬s]""444 second""\n""graders[¬e]""']",,['Mixed gender'],"['Page 8:\n[¬s]""53% (SD = 16.54)""\n""of the students were boys.[¬e]""']",47,,NA,NA,,NA,"['Page 8:\n[¬s]""Except for one inner-city school in the STRAT condition with mainly a low so-\ncioeconomic status and ethnic minority population, all schools had a predomi-\nnantly white, Flemish population. The majority of the children were from middle-\nclass families.[¬e]""']",,NA,NA,,"['Page 9:\n[¬s]""66[¬e]""']",66,,"['Page 9:\n[¬s]""124[¬e]""']",124,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
