id,pub_author,pub_year,pub_type_raw,strand_raw,toolkit_version,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,pt_tut_desc,pt_tut_desc_same_age,pt_tut_desc_cross_age,pt_same_age_attainment,pt_cross_age_attainment,pt_tut_from,pt_tut_role,pt_tutee_attain_level,pt_digit_tech,pt_incentive
74069973,Mackley (2009),2009,['Dissertation or thesis'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5896,0.4843,['Post-test unadjusted (select one from this group)'],REC_LNF,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5896,0.4843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,['Primary/elementary school'],"['5', '6']",TRUE,83.0,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",12,4,20,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],['matched to different level of attainment'],['Not matched on attainment'],['From the same school'],['Yes'],"['Low attaining', 'Average']",['No'],['No']
74069974,Marshak (2011),2011,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Other outcome']",0.8661,0.1745,['Pre-post gain'],REC_Total gain Scores Table 2,With business as usual,['Sample: All'],Social Studies,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,186,NA,8,['Middle school'],"['13', '12']",NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['No'],['No'],['No'],['During regular school hours '],['Peers'],10,4,15,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069975,Martí-Alcaide (2021),2021,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6251,0.4859,['Pre-post gain'],T&T_Maths Post test v pre test table 4,With business as usual,['Sample: All'],Mathematics,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.6251,0.4859,NA,NA,NA,NA,NA,NA,NA,1,1,['Primary/elementary school'],"['7', '6']",NA,NA,['Spain'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],2,4,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['No']
74069976,Mastropieri (2005),2005,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Science primary outcome']",0.7925,0.334,['Post-test unadjusted (select one from this group)'],REC_Chemistry Posttest Peer tutoring v traditional control special ed and general ed combined table 2,With business as usual,['Sample: Low achievers'],Science,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",0.7925,0.334,NA,NA,NA,NA,1,2,['Secondary/High school'],['No information provided'],NA,NA,['USA'],['Prospective QED'],NA,['No'],['No'],['No'],['During regular school hours '],['Peers'],9,2.5,90,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069977,Mattatall (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2707,0.058,['Post-test adjusted for baseline attainment'],T&T_Reading f ratio in text page 163,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2707,0.058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,NA,['Primary/elementary school'],"['7', '6']",NA,NA,['Canada'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],32.5,3,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['No']
74069978,McDuffie (2009),2009,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Other outcome']",0.113,0.1437,['Post-test adjusted for baseline attainment AND clustering'],REC_Peer Tutoring vs non Peer Tutoring table 2,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,203,2,8,['Middle school'],"['12', '13', '14']",FALSE,18.0,['USA'],['Cluster RCT'],"['Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants', 'Peers']",8,Not specified,10,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['Yes'],['No']
74069981,Mitchell (2016),2016,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2721,0.3288,['Pre-post gain'],TE_SUB_Gain second grade tutees post vs pre,,['Sample: All'],Literacy  spelling,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2721,0.3288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,1,3,['Primary/elementary school'],"['7', '8', '9', '10']",NA,NA,['USA'],['Prospective QED'],"['Large group/class teaching (+6)', 'Paired learning', 'One to one']",['Yes (Please specify)'],['No'],['No'],['Other (please specify)'],['Class teachers'],9,1,30,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Not matched on attainment'],['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069982,Müller (2016),2016,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3138,0.2441,['Post-test unadjusted (select one from this group)'],TE_PRI_ELFE tutees posttest reading strategy v control,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3138,0.2441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172,14,14,['Primary/elementary school'],"['9', '10']",FALSE,28.57,['Germany'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Teaching assistants', 'Peers']",12,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Low attaining'],['No'],['No']
74069983,Nnamani (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",1.747,0.2739,['Post-test unadjusted (select one from this group)'],REC Expository Essay writing Interest Inventory (EEWII),With business as usual,['Sample: All'],Curriculum  other,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,2,NA,['Secondary/High school'],"['17', '18', '14', '15', '16']",NA,NA,['Nigeria'],['Prospective QED'],"['Paired learning', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Peers', 'Class teachers']",Not specified,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)', 'Cross-age (i.e. different school year from tutees)']","['Same-age as tutees (if yes, select one from drop down)']",['Cross-age (i.e. different school year from tutees)'],['matched to different level of attainment'],['Not matched on attainment'],['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069984,Ohadugha (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Other outcome']",2.94,0.3225,['Post-test adjusted for baseline attainment'],T&T_BCSAT,With business as usual,['Sample: All'],Curriculum  other,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,['Secondary/High school'],"['15', '16', '17', '18']",NA,NA,['Niger'],['Individual RCT'],['Paired learning'],['No'],['Yes'],['No'],['During regular school hours '],['Peers'],4,Not specified,Not specified ,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['Yes'],['No']
74069985,Oloyede (2019),2019,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Science primary outcome']",1.24,0.25,['Post-test adjusted for baseline attainment'],T&T_CAT (PT vs TE),With business as usual,['Sample: All'],Science,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",1.24,0.25,NA,NA,NA,75,3,NA,['Secondary/High school'],"['16', '17', '18']",NA,NA,['Nigeria'],['Retrospective QED  '],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['Unclear/ not specified'],['Peers'],8,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['No']
74069986,Olulowo (2020),2020,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",2.571,0.2322,['Post-test adjusted for baseline attainment'],T&T_FAAT,With business as usual,['Sample: All'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",2.571,0.2322,NA,NA,NA,NA,NA,NA,NA,8,NA,['Secondary/High school'],"['16', '17', '18']",NA,NA,['Nigeria'],['Retrospective QED  '],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",5,1,80,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['No'],['Not mentioned'],['No'],['No']
74069987,Onabanjo (2006),2006,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",2.4425,0.1579,['Post-test adjusted for baseline attainment'],T&T_MAT,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",2.4425,0.1579,NA,NA,NA,NA,NA,NA,199,6,NA,['Secondary/High school'],"['17', '18']",NA,NA,['Nigeria'],['Retrospective QED  '],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",6,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['No'],['Not mentioned'],['No'],['No']
74069988,Pastore (2008),2008,['Dissertation or thesis'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2733,0.7136,['Post-test unadjusted (select one from this group)'],T&T_Reading comprehension achievement,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2733,0.7136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,1,3,['Middle school'],"['11', '12']",NA,NA,['USA'],['Individual RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],38,1,60,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['No']
74069989,Pilten (2016),2016,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",4.2186,0.5019,['Post-test unadjusted (select one from this group)'],RCES total scores (posttest),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",4.2186,0.5019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,NA,['Primary/elementary school'],"['8', '9']",NA,NA,['Turkey'],['Retrospective QED  '],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",11,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
74069990,Puranik (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2664,0.3086,['Post-test adjusted for baseline attainment'],TE_PRI_Letter Naming fluency,With business as usual,['Sample: All'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2664,0.3086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86,2,5,['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Peers']",19,3,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069991,Puranik (2018),2018,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",0.5085,0.1667,['Post-test adjusted for baseline attainment AND clustering'],REC Sentence writing quality,With business as usual,['Sample: All'],Literacy  writing,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149,4,6,['Primary/elementary school'],"['5', '6']",NA,NA,['USA'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",26,3,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069993,Rafdal (2011) 1_1,2011,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0056,0.2775,['Post-test unadjusted (select one from this group)'],REC Rapid Letter Sound,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0056,0.2775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,28,['Primary/elementary school'],"['5', '6']",FALSE,39.33,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",18,4,25,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069994,Rafdal (2011) 1_2,2011,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1864,0.2782,['Post-test unadjusted (select one from this group)'],REC Rapid Letter Naming,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1864,0.2782,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,['Primary/elementary school'],"['5', '6']",FALSE,39.32,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Class teachers', 'Peers']",18,4,25,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069995,Rahman (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",1.9397,0.9065,['Post-test unadjusted (select one from this group)'],TE_PRI_Word Attack Skills,With business as usual,['Sample: All'],Literacy  decoding/phonics,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.9397,0.9065,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['Saudi Arabia'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Peers'],8,5,30,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069996,Roma (2019),2019,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",1.3343,0.2923,['Post-test unadjusted (select one from this group)'],T&T_Reading Comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",1.3343,0.2923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1,2,['Secondary/High school'],"['13', '14']",NA,NA,['Indonesia'],['Cluster RCT'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Peers'],Not specified,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to same level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069997,Scruggs (2012),2012,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Other outcome']",0.2969,0.1744,['Post-test adjusted for baseline attainment'],REC_Social Studies test General edu experi vs Trad table 1 target items,With business as usual,['Sample: All'],Social Studies,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,157,1,10,['Middle school'],['12'],NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['Class teachers'],18,2.5,70,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,"['matched to different level of attainment', 'not matched on attainment']",NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069998,Simpkins (2009),2009,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Science primary outcome']",-0.0608,0.2157,['Pre-post gain'],T&T_Gain Identification table 1,With business as usual,['Sample: All'],Science,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Science primary outcome']",-0.0608,0.2157,NA,NA,NA,61,1,3,['Primary/elementary school'],['10'],NA,NA,['USA'],['Cluster RCT'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],10,4.5,52.5,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['Yes'],['Mixed'],['No'],['No']
74069999,Song (2017),2017,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.41,0.2,NA,T&T_maths,With business as usual,NA,Combined subjects,NA,NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],0.409,1.253,NA,NA,NA,NA,NA,NA,458,2,NA,['Middle school'],"['12', '13', '14']",NA,NA,['China'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],19,4,30,NA,"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['matched to different level of attainment'],NA,['From the same school'],['No'],['Mixed'],['No'],['Yes']
74070000,Spörer (2009),2009,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.8235,0.186,['Post-test adjusted for baseline attainment'],REC_Reading Comp (ED) adjusted postest table 4,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.8235,0.186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,2,NA,['Primary/elementary school'],"['11', '12', '8', '9', '10']",NA,NA,['Germany'],['Cluster RCT'],"['Paired learning', 'Small group/intensive support (3-5)']",['No'],['No'],['No'],['During regular school hours '],['Research staff'],7,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
74070001,Sumita (2021),2021,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.6213,0.2648,['Post-test unadjusted (select one from this group)'],REC_Peer tutoring v STAD,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Researcher developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.6213,0.2648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,1,2,['Secondary/High school'],"['17', '18']",NA,NA,['Indonesia'],['Prospective QED'],['Paired learning'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],4,Not specified,Not specified,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)']","['Same-age as tutees (if yes, select one from drop down)']",NA,['not matched on attainment'],NA,['From the same school'],['Yes'],['Not mentioned'],['No'],['No']
74070002,Takala (2006),2006,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.3236,0.1624,['Post-test unadjusted (select one from this group)'],REC_Standardised reading comp hierachy posttest table 5,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.3236,0.1624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204,1,2,['Primary/elementary school'],"['10', '12']",NA,NA,['Finland'],['Cluster RCT'],"['Student alone (self-administered)', 'Large group/class teaching (+6)', 'Paired learning', 'Other (Explain in notes)']",['Yes (Please specify)'],['No'],['No'],['During regular school hours '],"['Research staff', 'Class teachers']",5,2,45,['Toolkit: Peer Tutoring'],"['Same-age as tutees (if yes, select one from drop down)', 'Cross-age (i.e. different school year from tutees)']","['Same-age as tutees (if yes, select one from drop down)']",['Cross-age (i.e. different school year from tutees)'],['not matched on attainment'],['Not matched on attainment'],['From the same school'],['Yes'],['Average'],['No'],['No']
74070003,Thomas (2015),2015,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.171,0.0687,['Post-test adjusted for baseline attainment'],TE_PRI_Regent Exam (Mathematics),With business as usual,['Sample: All'],Mathematics,['Test type: National test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",-0.171,0.0687,NA,NA,NA,NA,NA,NA,810,883,NA,['Secondary/High school'],"['14', '15', '16', '17', '18']",TRUE,81.6,['USA'],['Prospective QED'],['Paired learning'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],76,5,Not specified,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Low attaining'],['No'],['No']
74070004,Thurston (2019),2019,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0637,0.0395,['Post-test unadjusted (select one from this group)'],T&T_Passage Comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0637,0.0395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2574,10,120,['Secondary/High school'],"['11', '12', '13', '14']",FALSE,20.24,['England'],['Multisite RCT'],['Paired learning'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],15,Not specified,Not specified,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Mixed'],['Yes'],['No']
74070005,Thurston (2021),2021,['Journal article'],['Peer tutoring'],['MT_2023 (in progress)'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0292,0.1183,['Post-test unadjusted (select one from this group)'],T&T Reading Comprehension,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.0292,0.1183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,295,3,12,['Secondary/High school'],"['11', '12', '13', '14']",FALSE,33.56,['England'],['Cluster RCT'],"['Large group/class teaching (+6)', 'Paired learning']",['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],12,1,30,['Toolkit: Peer Tutoring'],['Cross-age (i.e. different school year from tutees)'],NA,['Cross-age (i.e. different school year from tutees)'],NA,['Matched to same relative level of attainment'],['From the same school'],['No'],['Mixed'],['Yes'],['No']
