ID,toolkit_strand,short_title,main_authors,year,main_title,parent_title,parent_authors,type_name,abstract,volume,issue,pages,doi,url,publisher,city,institution
71969390,['EY_Earlier starting age'],Rosa (2019),Rosa Leonardo ; Martins Marcelo ; Carnoy Martin ; ,2019,Achievement gains from reconfiguring early schooling: The case of Brazil's primary education reform,Economics of Education Review,NA,"Journal, Article","We estimate the effect on primary school students' achievement of a Brazilian policy that changed the entry age into first grade from seven to six years old. Before the policy, a typical child spent up to three years in pre-school, and four years in primary school. The reform reorganized the system so that pupils would spend two years in pre-school (at ages 4 and 5) and five years in primary education. The timing of national tests and of the incremental process of implementing the reorganization allowed us to use a DDD approach to make causal estimates of its effect on student achievement. The reform increased 5th grade students' mathematics scores by 0.10 SDs and reading scores by 0.12 SDs over student gains in untreated schools. These effects are robust across various treated cohorts, and across alternative samples of schools.",68,NA,1-12,https://doi.org/10.1016/j.econedurev.2018.10.010,https://www.sciencedirect.com/science/article/abs/pii/S0272775717304478,NA,NA,NA
71142169,['EY_Earlier starting age'],Sammons (2004),Sammons Pam ; Elliot Karen ; Sylva Kathy ; Melhuish Edward ; Siraj-Blatchford Iram ; Taggart Brenda ; ,2004,The impact of pre‐school on young children's cognitive attainments at entry to reception,British Educational Research Journal,NA,"Journal, Article","This article explores the impact of pre-school experience on young children's cognitive attainments at entry to primary school and analyses data collected as part of a wider longitudinal study, the Effective Provision of Pre-school Education (EPPE) project, which followed a large sample of young children attending 141 pre-school centres drawn from six types of provider in five English regions. The article compares the characteristics and attainments of the pre-school sample with those of an additional ‘home’ sample (children who had not attended pre-school) recruited at entry to reception. Multilevel analyses of relationships between child, parent and home environment characteristics and children's attainments in pre-reading, early number concepts and language skills are presented. Duration of time in pre-school is found to have a significant and positive impact on attainment over and above important influences such as family socio-economic status, income, mother's qualification level, ethnic and language background. The research also points to the separate and significant influence of the home learning environment. It is concluded that pre-school can play an important part in combating social exclusion by offering disadvantaged children, in particular, a better start to primary school.",30,5,691-712,https://doi.org/10.1080/0141192042000234656,https://bera-journals.onlinelibrary.wiley.com/doi/abs/10.1080/0141192042000234656,NA,NA,NA
72102408,['EY_Earlier starting age'],Seefeldt (1977),Seefeldt Carol ; ,1977,"Montessori and responsive environment models: A longitudinal study of two preschool programs, phase two.",Annual meeting of the American Educational Research Association,NA,Conference Proceedings,"This study represents a continuation of a longitudinal assessment of the effectiveness of a Montessori and Responsive Environment preschool program sponsored by the Arlington Public Schools. The Metropolitan Readiness Test, the Caldwell Cooperative Preschool Inventory, and the Peabody Picture Vocabulary Test were used to assess the academic achievement and intellectual development of 3-, 4-, and 5-year-old children with the Montessori or Responsive Environment experiences and those with no preschool experience at the end of the regular kindergarten program. The SRA Achievement Series, Grade 1, was used to assess the achievement of children, with and without the Montessori experience, at the end of first grade. Results indicated that children in the regular 5-year-old kindergarten program with prior Montessori experience scored significantly higher on the Caldwell measure than did children without this experience upon entrance into the program. When all of the children with either type of preschool experience were categorized as one treatment group, results showed that these children scored higher on the Caldwell measure at the beginning and end of the 5-year-old program than those without the experience. Significant differences in favor of the preschool treatment group were also noted on the pretest of the Caldwell subtests  Personal-Social, Associative, Vocabulary, and Concept Activation-Numerical. It was concluded that early educational preschool experiences can be effective in fostering the academic achievement and maintaining the intellectual development of children",NA,NA,NA,NA,https://eric.ed.gov/?id=ED139520,NA,"New York, NY",NA
72102411,['EY_Earlier starting age'],Smith (1968),Smith Marshall P; ,2015,Intellectual differences in five-year-old underprivileged girls and boys with and without pre-kindergarten school experience,The Journal of Educational Research,NA,"Journal, Article","Fifty-five poverty-area children at the completion of a full-year pre-kindergarten program were compared with forty - seven same-aged children from a similar socio-economic area who had no pre-kindergarten experience. The children with preschooling scored significantly higher on the Stanford-Binet (P equals .001) and on the Peabody Picture Vocabulary Test (P equals .05). Virtually all of this difference, however, was accounted for by the girls with pre-kindergarten schooling who scored significantly higher (P equals .001) than boys with the same schooling. These boys scored only slightly higher than those with no schooling and at about the same level as girls with no school experience.",61,8,384-350,https://doi.org/10.1080/00220671.1968.10883697,https://www.tandfonline.com/doi/abs/10.1080/00220671.1968.10883697,NA,NA,NA
72102410,['EY_Earlier starting age'],Smith (1970),Smith Marshall ; Bissell Joan ; ,1970,Report analysis: The impact of Head Start,Harvard Educational Review,NA,"Journal, Article","The Westinghouse-Ohio national evaluation of Head Start evoked criticism from both social scientists and statisticians when it was issued last Spring. The authors present a history of Head Start and of the national evaluation. They raise serious questions about the sampling procedures used in the study, and they present the results of a re-analysis which suggest that some full-year Head Start centers were effective, particularly those with black children in urban areas. Policy implications discussed by the authors focus on the relationship between program evaluation and public policy.",40,1,51-104,https://doi.org/10.17763/haer.40.1.f3h6164m816t2552,https://meridian.allenpress.com/her/article-pdf/40/1/51/2107808/haer_40_1_f3h6164m816t2552.pdf,NA,NA,NA
72102412,['EY_Earlier starting age'],Sontag (1969),Sontag Marvin ; Sella Adina P; Thorndike Robert L; ,1969,The effect of Head Start training on the cognitive growth of disadvantaged children,The Journal of Educational Research,NA,"Journal, Article","To measure the effects of Mead Start on the cognitive development of preschool children, forty-three pairs of Head Start children were compared with children of similar ages who had been registered for Head Start but had not as yet begun the program. The assumption made in the selection of the latter group for comparison purposes, was that the family background and other variables that make for a particular child being enrolled in this voluntary program would be controlled. Subjects were given the Stanford-Binet Intelligence Test and the Caldwell-Soule Preschool Inventory. No significant differences (p = < .05) in IQ were found. Significant differences (approximately one-half of a standard deviation) were found on the Caldwell-Soule Preschool Inventory.",62,NA,387–389,https://doi.org/10.1080/00220671.1969.10883876,https://www.tandfonline.com/doi/abs/10.1080/00220671.1969.10883876,NA,NA,NA
72102416,['EY_Earlier starting age'],Steglich (1965),Steglich W G; Cartwright Walter J; ,1965,"Report of the effectiveness of project Head Start, Lubbock, Texas. Parts I, II, and appendices.",NA,NA,Report,"With the completion of the first grade by the first head start class in Lubbock, Texas, this study was undertaken to present data on the effectiveness of the head start program in improving disadvantaged children's chances for school success. Two hundred and ninety-five urban area head start children from negro, Anglo-American, and Mexican American families were compared with a control group matched on sex, ethnic group, and economic level. Whenever possible, the matched pairs of children were in the same school classroom so that the teacher could observe and make subjective evaluations of head start and control children on 8 factors such as participation, attendance, and educational accomplishment. A sociological rather than an individual approach was used in making this evaluation. To measure school success, grades were obtained and compared for all children involved. Results showed that the control group was superior to the head start group both at the end of the first year of school and also at the end of the second school year when additional examinations and standardized tests compared the 140 matched pairs still available out of the original group of 295. Appendixes related to 1966 data (end of first year) and 1967 data (end of second year) are included in the report.",NA,NA,75,NA,https://eric.ed.gov/?id=ED019131,NA,"Lubbock, TX",Texas Technological College 
72102422,['EY_Earlier starting age'],Thorndike (1966),Thorndike Robert L; ,1966,"Head start evaluation and research center, teachers college, Columbia University. Annual report (1st), september 1966-august 1967",NA,NA,Report,"Complete evaluation data were gathered on 162 children in 23 classes in nine head start centers. Five areas explored were--(1) item analysis of evaluation tests--Stanford-Binet and the Caldwell-Soule preschool inventory, (2) comparison of age-matched groups--43 matched pairs within the head start population (there were no significant differences on the Zigler behavior inventory except that the control group received more favorable ratings in the area of jealousy), (3) followup of children formerly enrolled in a prekindergarten program--20 matched pairs of second graders (data collected from school records of achievement in reading, writing, and arithmetic showed no significant differences between control children and children who had attended prekindergarten), (4) children's conceptual development and language comprehension (results indicated that when verbal instructions are to be followed, syntax, temporal order of elements, and semantics guide children's actions), and (5) exploratory work on blockbuilding as a cognitive indicator (protocols were collected on the manipulative and verbal behavior of 100 children). Seven tables relevant to the above five areas are included in the report, although portions of the report are not available from edrs. (MS)",NA,NA,NA,NA,https://eric.ed.gov/?id=ED020781,"Head Start Evaluation and Research Center, Teachers College, Columbia University. Annual report (1st), September 1966-August 1967.","New York, NY",Columbia University. Teachers College.
72102423,['EY_Earlier starting age'],Vance (1967),Vance Barbara j; ,1967,The effect of preschool group experience on various language and social skills in disadvantaged children. Final report.,NA,NA,Report,"Fifty disadvantaged children, ranging in age from 33 to 56 months, participated in a 7-month preschool educational program designed to improve their language and social skills. The illinois test of psycholinguistic abilities, the peabody picture vocabulary test (form a), and the vance language skills test measured the children's development in language skills, and the cain-levine social competency scale measured preexperimental and postexperimental social competency. Results were analyzed by t-test and analysis of variance and were matched against those of a comparable group of preschoolers who had remained at home. It was concluded that the preschool program in this study was not effective in increasing the language skills scores and social competency scores of 3-year-old and 4-year-old disadvantaged children as measured by tests administered at the end of the program. Contrary to present educational theory, the home and neighborhood environment appears to be as useful as a carefully planned preschool situation in developing necessary language and social skills. Future studies might follow up the two groups of children when they reach kindergarten to see if latent learning took place during the experimental period. Appendixes include copies of the tests used in the study. Tables show statistical methods.",NA,NA,NA,NA,https://eric.ed.gov/?id=ED019989,NA,"Fremont, Stanford, CA",Stanford University
72102424,['EY_Earlier starting age'],Vondrak (1996),Vondrak Maripatricia ; ,1996,The effect of preschool education on math achievement,NA,NA,Report,"A study examined the effects of preschool attendance on third graders' mathematics achievement. The subjects for the study were randomly selected from 111 third graders from a predominantly low socioeconomic neighborhood in Chicago. All students were from minority groups. The experimental group was comprised of 21 students who had attended preschool, and the control group of 21 students was comprised of third graders who had not attended preschool. A posttest-only control group design was used to compare the mathematics achievement test scores from the Iowa Test of Basic Skills (administered in 1990) or the La Prueba Test (administered in 1984) of both groups of subjects. Findings indicated that there was no significant difference between the experimental and control groups in mathematics achievement. ",NA,NA,NA,NA,https://eric.ed.gov/?id=ED399017,NA,NA,NA
77945738,"['EY_Earlier starting age', 'EY_Early numeracy approaches']",Weiland (2013),Weiland C ; Yoshikawa H ; ,2013,"Impacts of a prekindergarten program on children's mathematics, language, literacy, executive function, and emotional skills",Child Development,NA,"Journal, Article","Publicly funded prekindergarten programs have achieved small-to-large impacts on children's cognitive outcomes. The current study examined the impact of a prekindergarten program that implemented a coaching system and consistent literacy, language, and mathematics curricula on these and other nontargeted, essential components of school readiness, such as executive functioning. Participants included 2,018 four and five-year-old children. Findings indicated that the program had moderate-to-large impacts on children's language, literacy, numeracy and mathematics skills, and small impacts on children's executive functioning and a measure of emotion recognition. Some impacts were considerably larger for some subgroups. For urban public school districts, results inform important programmatic decisions. For policy makers, results confirm that prekindergarten programs can improve educationally vital outcomes for children in meaningful, important ways.",84,6,2112-2130, https://doi.org/10.1111/cdev.12099,https://srcd.onlinelibrary.wiley.com/doi/10.1111/cdev.12099,NA,NA,NA
72102433,['EY_Earlier starting age'],Xiang (2002),Xiang Zongping ; Schweinhart Lawrence J; ,2002,Effects five years later: The Michigan school readiness program evaluation through age 10.,NA,NA,Report,"This follow-up study examined the outcomes of children who had participated in the Michigan School Readiness Program (MSRP), a preschool program for 4-year-olds identified as being at risk for school failure, up to 5 years following their participation in the program. For the evaluation, 338 children who had participated in the state-funded preschool program and 258 comparison children of similar age and socioeconomic status who did not participate were followed from their entrance into kindergarten in 1996 through fourth grade. The evaluation sites were in and around Detroit, Grand Rapids, Grayling, Kalamazoo, Muskegon, and Port Huron. Compared to nonparticipating classmates at the beginning of kindergarten, children who had completed the MSRP were found by observers to be significantly more advanced in language and literacy, creative representation, music and movement, initiative, and social relations. Their parents were also more involved in their childrens school activities and talked with their teachers more frequently. From kindergarten through fourth grade, children who had attended the MSRP were found by their elementary teachers to be  significantly more ready to learn than their nonparticipating classmates  more interested in school  more likely to have good attendance, take initiative, and retain learning  stronger in reading, mathematics, thinking, and problem-solving skills  and better at working with others. Compared to classmates of similar age and socioeconomic background who did not attend, 24 percent more MSRP participants passed the Michigan Educational Assessment Program literacy test for grade 4, and 16 percent more passed the mathematics test. Thirty-five percent fewer participants needed to repeat a grade. (Three appendices detail data analysis procedures.) (KB)",NA,NA,NA,NA,https://eric.ed.gov/?id=ED475301,NA,"Ypsilanti, MI",High/Scope Educational Research Foundation
