id,pub_author,pub_year,strand_raw,strand_info,toolkit_version,out_tit_tool,out_tit_tool_CLEAN,out_desc_tool,out_desc_tool_CLEAN,out_type_tool,out_type_tool_CLEAN,smd_tool,smd_tool_CLEAN,se_tool,se_tool_CLEAN,out_measure_tool,out_measure_tool_CLEAN,out_g1_n_tool,out_g1_n_tool_CLEAN,out_g1_mean_tool,out_g1_mean_tool_CLEAN,out_g1_sd_tool,out_g1_sd_tool_CLEAN,out_g2_n_tool,out_g2_n_tool_CLEAN,out_g2_mean_tool,out_g2_mean_tool_CLEAN,out_g2_sd_tool,out_g2_sd_tool_CLEAN,ci_lower_tool,ci_lower_tool_CLEAN,ci_upper_tool,ci_upper_tool_CLEAN,out_label_tool,out_label_tool_CLEAN,out_samp_tool,out_samp_tool_CLEAN,out_comp_tool,out_comp_tool_CLEAN,out_es_type_tool,out_es_type_tool_CLEAN,out_test_type_raw_tool,out_test_type_raw_tool_CLEAN
38296652,Miller (2016),2016,['Parental engagement'],NA,NA,ARt/GCSE (KS2/KS3) - English,,"For KS3,  English was measured using the Hodder Access Reading Test. It was intended that these tests would take the place of the school’s normal end of year assessments that would be reported to parents. Pencil and paper versions of the tests were administered by the schools. The tests were scored independently by Hodder, who returned the test results—within three weeks of receiving them—directly to the evaluation team which in turn shared the data with schools.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.033,,0.015,,Literacy  reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,0.0036,,0.0624,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025502,Morrow (1992),1992,['Parental engagement'],NA,NA,Oral story Retelling - Total Retelling,,"The retelling and rewriting tests (Morrow, 1985) were used to analyze literal knowledge of stories, specific elements of story structure, and story sequencing.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.257,,0.1998,,Literacy  reading comprehension,,56.0,,7.39,,2.4,,46.0,,6.8,,2.12,,-0.1346,,0.6487,,Primary outcome,,NA,,With active control,,NA,,NA,
42025503,Morrow (1997),1997,['Parental engagement'],NA,NA,California Test of Basic Skills Reading Section,,Posttest adjusted means and SD's for family group vs control,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.5126,,0.2719,,Literacy  reading comprehension,,28.0,,60.11,,18.21,,28.0,,51.56,,14.47,,-0.0204,,1.0456,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
47269856,Nedler (1971) PE,1971,['Parental engagement'],NA,NA,Peabody Picture Vocabulary Test -Spanish,,,,"['Toolkit primary outcome', 'Other outcome']",,0.1974,,0.3668,,Cognitive  reasoning,,NA,,NA,,NA,,NA,,NA,,NA,,-0.5215,,0.9163,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025153,Nesbitt (1993),1993,['Parental engagement'],NA,NA,Reading Achievement,,Reading achievement was examined by analyzing the reading percentile scores for each group on the 1993 ITBS.,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1305,,0.2466,,Literacy  reading comprehension,,34.0,,22.26,,14.22,,32.0,,20.34,,14.88,,-0.3528,,0.6138,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025480,Niedermeyer (1970),1970,['Parental engagement'],NA,NA,Postest Mean Percent Correct,,Postest Mean Percent Correct,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.3724,,0.2192,,Literacy  reading other,,68.0,,41.47,,8.87,,41.0,,25.0,,15.75,,0.9427,,1.8021,,Primary outcome,,['Sample: Low achievers'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Researcher developed test'],
42025154,O’Neil (1975),1975,['Parental engagement'],NA,NA,Comprehension development - vs business as usual,,"Gates-MacGinitie Reading Test, form 1 in comprehension development",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1675,,0.5282,,Literacy  reading comprehension,,6.0,,24.72,,8.59,,9.0,,23.03,,10.02,,-0.8679,,1.2029,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025158,Overett (1998),1998,['Parental engagement'],NA,NA,Neale-Reading Comprehension (t-test),,Neale Analysis of Reading Ability - Reading Comprehension T-test,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.6737,,0.264,,Literacy  reading comprehension,,29.0,,4.18,,0.0,,32.0,,0.01,,0.0,,0.1562,,1.1912,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42064885,Pagan (2010),2010,['Parental engagement'],NA,NA,WRMT-R ,,Children's reading ability was assessed using the Passage Comprehension and Word Identification subscales of the Woodcock Reading Mastery Tests-Revised. ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.4778,,0.269,,Literacy  reading comprehension,,28.0,,2.53,,7.2,,29.0,,-0.83,,6.67,,-0.0494,,1.005,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Pre-post gain'],,['Test type: Standardised test '],
42025159,Peeples (1996),1996,['Parental engagement'],NA,NA,PARENTAL TRAINING ON COMPREHENSION,,As measured by the Gates-MacGinitie Reading Test.,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.8705,,0.297,,Literacy  reading comprehension,,25,,-3.15,,0,,25,,0.003,,0,,0.2883,,1.4527,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42024842,Phillips (1990),1990,['Parental engagement'],NA,NA,"MET-2 (Home vs Control combined for collector, village and urban groups",,"The Metropolitan Reading Readiness Test (MET) measures auditory memory, letter recognition, and language and listening.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0,,0.1557,,Literacy  reading comprehension,,83.0,,37.9,,13.2,,82.0,,37.9,,12.2,,-0.3052,,0.3052,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
45336777,Phillips (1990) PE,1990,['Parental engagement'],NA,NA,MET-2 (Home vs Control posttest),,"The MET measures auditory memory, letter recognition, and language and listening  the Circus assesses recall and interpretation of oral language  and the ELC determines whether children have acquired such basic concepts about print as identifying the front of a book, giving meanings for words.",,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0008,,0.1557,,Literacy  reading comprehension,,83.0,,37.91,,13.2,,82.0,,37.9,,12.25,,-0.3044,,0.306,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025450,Pigford (1987),1987,['Parental engagement'],NA,NA,CTBS –  maths,,CTBS – (Comprehensive Test of Basic Skills) maths– norm referenced,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,-0.4899,,0.157,,Mathematics,,78.0,,362.05,,128.0,,90.0,,422.74,,119.12,,-0.7977,,-0.1821,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025522,Powell-Smith (2000),2000,['Parental engagement'],NA,NA,TORF - CB and LB - Overall ES,,,,"['Toolkit primary outcome', 'Reading primary outcome']",,-0.395,,0.292,,Literacy  reading other,,-0.395,,0,,0,,0.2920351,,0,,0,,-0.9674,,0.1774,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025506,Rasinski (2005),2005,['Parental engagement'],NA,NA,Letter/Word Identiﬁcation Test,,The Letter/Word Identiﬁcation test was administered using a ﬁve second time limit per letter or word.,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1122,,0.3655,,Literacy  reading other,,15.0,,149.73,,80.23,,15.0,,138.87,,106.27,,-0.6041,,0.8286,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025507,Reutzel (2005),2005,['Parental engagement'],NA,NA,Systematic Sequential Phonics They Use Assessment (Word reading)- Parental Engagement,,Children were to individually read a list of 28 words,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.994,,0.177,,Literacy  reading other,,NA,,NA,,NA,,NA,,NA,,NA,,0.647,,1.341,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Researcher developed test'],
42025508,Rolla (2006),2006,['Parental engagement'],NA,NA,Reading,,Posttest Means and SD's ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1542,,0.2273,,Literacy  reading other,,30.0,,7.3,,8.3,,55.0,,6.4,,3.8,,-0.2913,,0.5997,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025164,Ryan (1964),1964,['Parental engagement'],NA,NA,Stanford Achievement Test (Paragraph Meaning),,F-value for intervention vs control on SAT paragraph meaning uploaded to Slack,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.3384,,0.187,,Literacy  reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,-0.0281,,0.7049,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025510,Saint-Laurent (2005),2005,['Parental engagement'],NA,NA,Reading Score,,Posttest Means and SD's,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.464,,0.1952,,Literacy  reading comprehension,,53.0,,29.39,,4.42,,55.0,,27.22,,4.85,,0.0815,,0.8464,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025511,Saracho (1997),1997,['Parental engagement'],NA,NA,Early Reading Ability,,Posttest means and SD's,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.4349,,0.2008,,Literacy  reading comprehension,,48.0,,31.79,,4.87,,54.0,,29.59,,5.15,,0.0414,,0.8285,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42064891,Seward (2009),2009,['Parental engagement'],NA,NA,PPVT-III,,Posttest means and SD's. parent workshop only vs low comparison,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2358,,0.2642,,Literacy  decoding/phonics,,27.0,,102.32,,14.09,,31.0,,99.29,,11.31,,-0.2821,,0.7537,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42024918,Slater (1986),1986,['Parental engagement'],NA,NA,McCarthy Scale of Children Abilities-Verbal Subscales,,,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.3764,,0.3031,,Literacy  reading comprehension,,40.0,,47.35,,6.495,,20.0,,39.1,,4.5,,0.7822,,1.9706,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42059780,St Pierre (2005),2005,['Parental engagement'],NA,NA,PPVT,,Posttest means and SD's for whole test,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.0265,,0.1818,,Literacy  reading comprehension,,97.0,,77.21,,16.83,,44.0,,76.77,,15.88,,-0.3298,,0.3827,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42024834,Swinson (1985),1985,['Parental engagement'],NA,NA,English Picture Vocabulary Test,,Posttest t-value for exp. vs control,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.8423,,0.4208,,Literacy  reading comprehension,,13.0,,2.104,,0.0,,12.0,,0.0,,0.0,,0.0174,,1.6671,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025497,Sylva (2008),2008,['Parental engagement'],NA,NA,BAS word reading - Parental Engagement,,Post-test unadjusted mean score. The test was a subscale of the  British Ability Scales II which measured the child’s ability to read single words,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2978,,0.201,,Literacy  reading other,,58.0,,24.62,,18.17,,44.0,,19.14,,18.38,,-0.0962,,0.6919,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025461,Tamayo (1992),1992,['Parental engagement'],NA,NA,Maths Achievement,,posttest means and SD's for maths achievement scores ,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,-0.1661,,0.3601,,Mathematics,,16.0,,22.3,,8.5,,15.0,,23.8,,9.1,,-0.8719,,0.5397,,Primary outcome,,NA,,With business as usual,,NA,,NA,
38296694,Tracey (2016),2016,['Parental engagement'],NA,NA,WRMT-Letter ID,,"WRMT-R word Identification was administered at post-intervention  for cohorts one to five at six months post-baseline, and for cohorts one and two at 12 months post-baseline. They are standardised, individually administered tests of reading designed to assess letter recognition, word recognition, and phonemic awareness. These capture reading skills that beginning readers are expected to learn.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.0866,,0.0769,,Literacy  writing,,323.0,,107.95,,8.32,,356.0,,107.24,,8.07,,-0.0641,,0.2373,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025513,van Tuijl (2001) 1_1,2001,['Parental engagement'],NA,NA,Active Vocabulary,,Posttest adjusted means and SD's for active vocabulary in home language,,"['Toolkit primary outcome', 'Other outcome']",,0.1877,,0.1589,,Languages,,122.0,,24.4,,5.9,,59.0,,23.3,,5.7,,-0.1237,,0.4991,,Primary outcome,,NA,,With business as usual,,NA,,NA,
46325712,van Tuijl (2001) 1_2,2001,['Parental engagement'],NA,NA,RAKIT,,Revised Amsterdam Child Intelligence Test,,"['Toolkit primary outcome', 'Other outcome']",,0.3064,,0.3439,,Cognitive  reasoning,,25.0,,77.0,,13.0,,13.0,,72.9,,13.3,,-0.3677,,0.9805,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42025463,Van Voorhis (2003),2003,['Parental engagement'],NA,NA,Science Grades,,t-value for TIPS intervention vs control,,"['Toolkit primary outcome', 'Science primary outcome']",,0.3067,,0.128,,Science,,146,,2.41,,0,,107,,0,,0,,0.0558,,0.5576,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42059834,Waksman (1979),1979,['Parental engagement'],NA,NA,MRT (Total - ANOVA),,"The Metropolitan Readiness Test, which measures the extent to which school beginners have developed several skills and abilities which signal readi- ness for first-grade instruction  the test consists of six subtests  Word, Listen- ing, Matching, Alphabet, Numbers, and Copying.",,"['Toolkit primary outcome', 'Reading primary outcome']",,1.22,,0.31,,Literacy  reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,0.6124,,1.8276,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025465,Warrick (2000),2000,['Parental engagement'],NA,NA,ITBS - Maths,,Iowa Test of Basic Skills (ITBS) - Maths total,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.4334,,0.2519,,Mathematics,,30.0,,44.992,,22.708,,35.0,,34.138,,26.358,,-0.0603,,0.9271,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42059784,Weisberg (1974),1974,['Parental engagement'],NA,NA,T test WRAT Speed Copy tick marks Head Start v control,,T test Wide Range Achievement Test Speed Copy tick marks Head Start v control,,"['Toolkit primary outcome', 'Other outcome']",,0.3183,,0.0968,,Cognitive  other,,2980.0,,4.26,,0.0,,111.0,,0.001,,0.0,,0.1287,,0.5079,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025466,White (1996),1996,['Parental engagement'],NA,NA,MWRT Test,,A researcher developed achievement determination test.,,"['Toolkit primary outcome', 'Mathematics primary outcome']",,0.4051,,0.1578,,Combined subjects,,92.0,,-4.64,,0.0,,74.0,,0.01,,0.0,,0.0959,,0.7143,,Primary outcome,,NA,,With business as usual,,NA,,NA,
42024940,Whitehurst (1994),1994,['Parental engagement'],NA,NA,Writing Factor,,"writing (e.g., the ability to print one's first name). DSC (Developing Skills Checklist) - The DSC objectives are ar- ranged into 4 subscales labeled Memory , Auditory , Print Concepts and Writing (demonstrating left-to-right progression, printing first name, drawing a person, message-writing mechanics, message- writing quality). For each of the 18 objectives used in the present study, the DSC consists of multiple questions that are administered to children individually in the typical style of a standardized test of language or intelligence.",,"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",,0.4407,,-0.0271,,Literacy  writing,,NA,,NA,,NA,,NA,,NA,,NA,,0.4939,,0.3875,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025515,Whitehurst (1994),1994,['Parental engagement'],NA,NA,Peabody Picture Viocabulary Test,,Posttest means and SD's for School+Home vs School ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1262,,0.2977,,Literacy  reading comprehension,,20.0,,87.53,,16.72,,26.0,,85.73,,11.54,,-0.4573,,0.7098,,Primary outcome,,['Sample: All'],,With active control,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
45336798,Whitehurst (1994) PE,1994,['Parental engagement'],NA,NA,Peabody Picture Vocabulary Test,,Posttest means and SD's for School+Home vs Control,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2328,,0.3039,,Literacy  reading comprehension,,20.0,,87.53,,16.72,,24.0,,83.68,,15.83,,-0.3628,,0.8284,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025425,Whitehurst (1999),1999,['Parental engagement'],NA,NA,One word - Language,,Language age scores from One Word were used instead of age-corrected language quotients in the multivariate analysis to maintain scale equivalence with the raw score DSC dependent variables (the DSC does not generate a performance quotient).,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.1001,,0.0619,,Literacy  reading other,,NA,,NA,,NA,,NA,,NA,,NA,,-0.0213,,0.2215,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test adjusted for baseline attainment'],,['Test type: Standardised test '],
42025485,Wilks (1988),1988,['Parental engagement'],NA,NA,Reading Comprehenion - Parental Engagement,,Pre-post gain score of a reading comprehension test (Neale Analysis of Reading Ability Test).,,"['Toolkit primary outcome', 'Reading primary outcome']",,1.4924,,0.4273,,Literacy  reading comprehension,,NA,,NA,,NA,,NA,,NA,,NA,,0.6548,,2.33,,Primary outcome,,"['Sample: Low achievers', 'Sample: Average']",,With business as usual,,['Pre-post gain'],,['Test type: Standardised test '],
42025172,Wise (1972),1972,['Parental engagement'],NA,NA,CTBS – Reading compreh.- Parental Engag.,,CTBS(California Test of Basic Skills) – Reading comprehension - Parental Engagement,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.2743,,0.3261,,Literacy  reading comprehension,,19.0,,3.39,,1.04,,19.0,,3.1,,1.03,,-0.3649,,0.9135,,Primary outcome,,['Sample: Low achievers'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
42025173,Woods (1974),1974,['Parental engagement'],NA,NA,Murphy-Durrell Letter Names,,Posttest means and SD's ,,"['Toolkit primary outcome', 'Reading primary outcome']",,0.8028,,0.2374,,Literacy  reading comprehension,,39.0,,50.03,,1.44,,38.0,,46.08,,6.78,,0.3374,,1.2681,,Primary outcome,,['Sample: All'],,With business as usual,,['Post-test unadjusted (select one from this group)'],,['Test type: Standardised test '],
