id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,toolkit_version,sample_analysed_info,sample_analysed_ht,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
42025141,Hampton (1998),1998,['Parental engagement'],NA,,NA,58,NA,,['Mixed gender'],NA,assumed to be mixed as gender is not specified otherwise,,70,"['Page 13:\n[¬s]""the usual school-to-school variation in median socioeconomic\nstatus that characterizes most metropolitan school districts does not\npertain to East Cleveland. This district, the poorest in Ohio, is\nhomogeneously depressed. In the most affluent school in the dis-\ntrict, 70% of the students qualify for the free-lunch program[¬e]""', 'Page 4:\n[¬s]""49% are members of families living at or below the\npoverty line[¬e]""']",,NA,"['Page 11:\n[¬s]""a\nlarge percentage of parents rear their children alone, combating\npoverty, their own low educational status, and a community that\nharbors violence, drugs, and gang activity.[¬e]""', 'Page 4:\n[¬s]""Many students come from homes affected by urban problems\nsuch as drug abuse, neglect, alcoholism, and domestic violence.\nThis severely economically depressed community has been de-\nscribed in school district self-studies as an exaggerated microcosm\nof urban America\'s worst problems. In this environment, the tradi-\ntional definitions of family, parents, home, and school have been\naltered, and the relationships among parents, the school, and chil-\ndren often do not induce educational or developmental achieve-\nment among students[¬e]""']",,NA,NA,,"['Page 14:\n[¬s]""28[¬e]""', 'Page 15:\n[¬s]""24""\n""24[¬e]""', 'Page 16:\n[¬s]""25""\n""18[¬e]""']",119,,"['Page 14:\n[¬s]""30[¬e]""', 'Page 14:\n[¬s]""30[¬e]""', 'Page 15:\n[¬s]""59""\n""59[¬e]""', 'Page 15:\n[¬s]""59[¬e]""', 'Page 16:\n[¬s]""99""\n""81[¬e]""', 'Page 16:\n[¬s]""99""\n""81[¬e]""']",269,,NA,NA,,NA,NA,,NA,28 ,,"['Page 14:\n[¬s]""30[¬e]""']",30,,"['Page 15:\n[¬s]""24""\n""24[¬e]""', 'Page 16:\n[¬s]""25""\n""18[¬e]""']",91,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025474,Hannon (1987),1987,['Parental engagement'],NA,,NA,152,"['Page 4:\n[¬s]""The Project began with all of one cohort of children in the appropriate age range in the school (N = 40). The following year, a second cohort (N = 35) was introduced t o the Project while the original cohort moved up the school. In the third year of the Project a third cohort (N = 34) had joined the first two.[¬e]""', 'Page 8:\n[¬s]"" 76 remained in the school for the entire three-year period[¬e]""']",,['Mixed gender'],"['Page 11:\n[¬s]"" Compared to the pre-Project group, rather more of the Project children were boys, their mean prior reading level appeared to be slightly lower, and they appeared to be slightly younger at the start of the intervention period.[¬e]""', 'Page 8:\n[¬s]""The proportion of boys in the Project group (55-3) was higher than that in the pre-Project group (49.4) but the difference was not statistically significant,[¬e]""']",45,,NA,"['Page 3:\n[¬s]"" over- whelmingly working-class (91 * 2per cent in social classes 111-M t o V; 51 - 5 per cent in classes IV or V). Two-thirds of households were in council accommodation. There was quite a high proportion of large families (14.4 per cent with three or more children) and the level of overcrowding was three times the national average.[¬e]""']",,NA,NA,,NA,NA,,NA,109,,NA,64,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,The attrition varies for each measure so there is no clear attrition percentage,,NA,NA,,NA,NA,
42025518,Heller (1993),1993,['Parental engagement'],NA,,NA,112,"['Page 65:\n[¬s]""The 28 dyads were divided into four classroom groups and each classroom group met twice a week across the eight- month intervention period.[¬e]""']",,['Mixed gender'],"['Page 64:\n[¬s]"" Students in the RPT Only and RPT plus PI groups were paired randomly in same-gender dyads. [¬e]""']",Numbers not stated.,,85,"['Page 54:\n[¬s]"" (85% of the children qualify for federal lunch assistance).[¬e]""']",,Note that this is information relating to all 3 groups and the focus here is only on 2 of these groups.,"['Page 54:\n[¬s]""Family income data indicate that the majority of the families represent lower-middle to lower socioeconomic groups[¬e]""']",,NA,NA,,NA,36,,NA,36,,NA,NA,,NA,NA,,NA,36,,NA,36,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336749,Henderson (1982) PE,1982,['Parental engagement'],NA,,NA,188,"['Page 76:\n[¬s]""Group II: 2 classes\nReceived instruction from affective\neducation program. The parents of\nsubjects were involved in the\naffective education program.\nSchool I: 47 students\nSchool II: 55 students\nGroup III: 2 classes\nControl group— no involvement in\naffective education program.\nSchool I: 33 students\nSchool II: 53 students[¬e]""']",,['Mixed gender'],"['Page 75:\n[¬s]""Category\nSchool\nSchool\nSex\nGrade\nRace\nDescription\nNo. I\nNo. II\nBoys\nGirls\nFifth\nSixth\nCaucasian\nAfro American\nHispanic\nNumber of Students\n94\n137\n124\n107[¬e]""']",Data specific to the control v. treatment group not available,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 76:\n[¬s]""Group II: 2 classes\nReceived instruction from affective\neducation program. The parents of\nsubjects were involved in the\naffective education program.\nSchool I: 47 students\nSchool II: 55 students[¬e]""']",n=102,,"['Page 76:\n[¬s]""Group III: 2 classes\nControl group— no involvement in\naffective education program.\nSchool I: 33 students\nSchool II: 53 students[¬e]""']",n=86,,NA,NA,,NA,NA,,"['Page 108:\n[¬s]""102[¬e]""']",102,,"['Page 108:\n[¬s]""86[¬e]""']",86,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025142,Henry (1974),1974,['Parental engagement'],NA,,NA,16,NA,,NA,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,27,,NA,13,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,58%,,NA,60%,
42025212,Henry (1974),1974,['Parental engagement'],NA,,NA,16,"['Page 53:\n[¬s]""popul.ation of fort,. bOJ\'S[¬e]""']",,['Male only'],NA,NA,,NA,NA,,NA,"['Page 44:\n[¬s]""Fam ilies i n the a re a were cha ra c te r\xad\nized as lower-middle c la s s by the School P r in c ip a l .[¬e]""']",,NA,NA,,NA,27,,NA,13,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,58,,NA,60,
42025143,Hewison (1988),1988,['Parental engagement'],NA,,NA,248,"['Page 2:\n[¬s]""137 children from\nthe two parent involvement schools, and 111 from the two “extra teacher help”[¬e]""']",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""18""\n""23[¬e]""']",41,,"['Page 3:\n[¬s]""40""\n""29[¬e]""']",69,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""18[¬e]""']",18,,"['Page 3:\n[¬s]""40[¬e]""']",40,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42024832,Highberger (1973),1973,['Parental engagement'],NA,,NA,80,"['Page 2:\n[¬s]""There were 21\nmales and 19 females in the story reading\n(experimental) group and 19 males and 21\nfemales in the toy library (control) group.[¬e]""']",,['Mixed gender'],"['Page 2:\n[¬s]""21\nmales and 19 females in the story reading\n(experimental) group and 19 males and 21\nfemales in the toy library (control) group[¬e]""']",50,,NA,NA,,NA,"['Page 2:\n[¬s]""two\nHead Start child development centers[¬e]""']",,NA,NA,,"['Page 2:\n[¬s]""21\nmales and 19 females in the story reading\n(experimental) group[¬e]""']",40,,"['Page 2:\n[¬s]""19 males and 21\nfemales in the toy library (control) group.[¬e]""']",40,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""40[¬e]""']",40,,NA,40,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025144,Hirst (1972),1972,['Parental engagement'],NA,,NA,72,"['Page 54:\n[¬s]""96 pupils in the entire study.[¬e]""', 'Page 58:\n[¬s]""In order to maintain a balanced design for treatment of the post\xad\ntest data, one pupil was dropped from each of the remaining 13 intact\ncells. Therefore, one pupil was drawn at random and dropped from\neach of the remaining 13 cells, leaving the delayed post-test design\nwith 12 cells of three each in experimental and 12 cells of three\neach in control, or a total of 72 pupils.[¬e]""']",,['Mixed gender'],"['Page 54:\n[¬s]""There was a total of 24 boys and 24 girls in the\nexperimental group and 24 boys and 24 girls in the control group[¬e]""']",50,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],"Mention of parental occupations, however, were not informative to indicate SES among students. No attempt was made to control for SES.",,"['Page 54:\n[¬s]""There was a total of 24 boys and 24 girls in the\nexperimental group[¬e]""']",48,,"['Page 54:\n[¬s]""24 boys and 24 girls in the control group,[¬e]""']",48,,NA,NA,,NA,NA,,"['Page 122:\n[¬s]""48[¬e]""']",48,,NA,48,,NA,NA,,NA,NA,,['No'],"['Page 57:\n[¬s]""However, no attrition\noccurred during the study. All pupils in the original sample were given\nthe immediate post-test.[¬e]""']",NA,,NA,NA,,NA,NA,
38296625,Husain (2016),2016,['Parental engagement'],NA,,NA,1923,NA,,['Mixed gender'],NA,50,,55  ,NA,,FSM = eligibility for free school meals (does not necessarily mean they are in receipt of free school meals)   NPD = in receipt of free school meals ,"['Page 21:\n[¬s]""One variable, free school meals (FSM) eligibility was defined differently at randomisation and analysis stage. At randomisation, FSM related to pupils\x92 current status, whereas the NPD variable records whether pupils had ever been in receipt of free school meals.[¬e]""', 'Page 26:\n[¬s]""FSM eligibility[¬e]""']",,NA,NA,,"['Page 22:\n[¬s]""569[¬e]""']",569,,"['Page 22:\n[¬s]""905[¬e]""']",905,,"['Page 22:\n[¬s]""679[¬e]""']",679,,NA,NA,,"['Page 29:\n[¬s]""509[¬e]""']",509,,"['Page 29:\n[¬s]""803[¬e]""']",803,,"['Page 29:\n[¬s]""611[¬e]""']",611,,NA,NA,,['Yes'],NA,NA,,"['Page 22:\n[¬s]""679""\n""605""\n""569""\n""497[¬e]""']",11.7,,"['Page 22:\n[¬s]""679""\n""905""\n""605""\n""793""\n""569""\n""497[¬e]""']",12.45,
42025475,Jordan (2000),2000,['Parental engagement'],NA,,NA,248,"['Page 5:\n[¬s]""rticipants Two hundred forty-eight kindergarten stude""\n""l District in Minnesota, USA, participated in the study. One hundred seventy-seven students in eight classes received the intervention, and 71 in three classes constituted the control group. Whi[¬e]""']",,['No information provided'],NA,NA,,"15% families in poverty in the intervention group (Table 1) - data not provided for control (note, intervention group from Title 1 schools). ",NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""177[¬e]""']",177,,"['Page 3:\n[¬s]""71[¬e]""']",71,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""177[¬e]""']",177,,"['Page 3:\n[¬s]""71[¬e]""']",71,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025422,Justice (2000),2000,['Parental engagement'],NA,,NA,28,"['Page 2:\n[¬s]""Twenty-eight parents and\ntheir typical 4-year-old children (16 girls and 12 boys)\nserved as participants[¬e]""']",,['Mixed gender'],"['Page 2:\n[¬s]""(16 girls and 12 boys)[¬e]""']",57,,NA,NA,,NA,"['Page 3:\n[¬s]""least part-time during the project activities[¬e]""']",,NA,NA,,NA,14,,NA,14,,NA,NA,,NA,NA,,NA,14,,NA,14,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025439,Kiesner (1997),1997,['Parental engagement'],NA,,NA,23,"['Page 41:\n[¬s]""Of these 29 families, 23 were used in the final analysis.[¬e]""', 'Page 42:\n[¬s]""Table 1. Student Participants’ Gender and Grade by Treatment Condition[¬e]""']",,['Mixed gender'],NA,47,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,11,,NA,12,,NA,NA,,NA,NA,,NA,11,,NA,12,,NA,NA,,NA,NA,,['Yes'],"['Page 41:\n[¬s]""Three of the subjects who\nwere dropped were in the treatment condition and three were in the control condition.\nThus, attrition did not covary with group.[¬e]""']",NA,,NA,"3 of 14 left the program, though three also left the control, so the overall balance in sample size was not effected.",,NA,20.6,
42064877,Kim (2008),2008,['Parental engagement'],NA,,NA,400 ,"['Page 7:\n[¬s]""All subsequent analyses of the treatment\neffects were based on the final analytic sample of 400 children.[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""210 were boys and 190 were girls.[¬e]""']",47,,38,"['Page 7:\n[¬s]""Thirty-eight percent of the children received free or reduced-price\nmeals and were therefore considered to be low-income children[¬e]""']",,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""100[¬e]""']",100,,NA,107,,NA,NA,,NA,NA,,NA,100,,NA,107,,NA,NA,,NA,NA,,['Yes'],"['Page 7:\n[¬s]""Attrition was unrelated to experimental condition, χ2(3, 514) = 1.40, p = .71.[¬e]""']",NA,,NA,25,,NA,25,
42064876,Kim (2010),2010,['Parental engagement'],NA,,NA,222,NA,,['Mixed gender'],NA,47,,90,"['Page 3:\n[¬s]""Over 90% of the children in the\nstudy were Latino/a, received a free lunch subsidy, and came from\nhomes in which Spanish was the primary language spoken by\nparents.[¬e]""']",,NA,"['Page 1:\n[¬s]""flow-income Latino children from language minority families[¬e]""']",,NA,NA,,"['Page 4:\n[¬s]""Table 1\nPretest Demographic Characteristics ofChildren in the Final Sample (N ⫽ 325), by Condition\nControl\nCharacteristic\n% female\n% Latino/a\n% Spanish is the primary language spoke at home\n% living with two parents\n% free lunch\n% English language learner\nAge in months\nNote. Standard deviations are in parentheses.""\n""(n ⫽ 110)\n45\n99\n91\n65\n97\n68\nTreatment\n(n ⫽ 103)\n50\n99\n98\n64\n97\n73\nFamily\n(n ⫽ 112)\n48\n99\n96\n66\n93\n79\nTotal\n(N⫽ 325)\n48\n99\n95\n65\n96\n73\n123 (5.77) 123 (6.08) 123 (6.15) 123 (5.99)[¬e]""']",103,,"['Page 4:\n[¬s]""Table 1\nPretest Demographic Characteristics ofChildren in the Final Sample (N ⫽ 325), by Condition\nControl\nCharacteristic\n% female\n% Latino/a\n% Spanish is the primary language spoke at home\n% living with two parents\n% free lunch\n% English language learner\nAge in months\nNote. Standard deviations are in parentheses.""\n""(n ⫽ 110)\n45\n99\n91\n65\n97\n68\nTreatment\n(n ⫽ 103)\n50\n99\n98\n64\n97\n73\nFamily\n(n ⫽ 112)\n48\n99\n96\n66\n93\n79\nTotal\n(N⫽ 325)\n48\n99\n95\n65\n96\n73\n123 (5.77) 123 (6.08) 123 (6.15) 123 (5.99)[¬e]""']",110,,"['Page 4:\n[¬s]""Table 1\nPretest Demographic Characteristics ofChildren in the Final Sample (N ⫽ 325), by Condition\nControl\nCharacteristic\n% female\n% Latino/a\n% Spanish is the primary language spoke at home\n% living with two parents\n% free lunch\n% English language learner\nAge in months\nNote. Standard deviations are in parentheses.""\n""(n ⫽ 110)\n45\n99\n91\n65\n97\n68\nTreatment\n(n ⫽ 103)\n50\n99\n98\n64\n97\n73\nFamily\n(n ⫽ 112)\n48\n99\n96\n66\n93\n79\nTotal\n(N⫽ 325)\n48\n99\n95\n65\n96\n73\n123 (5.77) 123 (6.08) 123 (6.15) 123 (5.99)[¬e]""']",112 (Family Lit) - Table 3 P.23,,NA,NA,,"['Page 7:\n[¬s]""Treatment""\n""n""\n""102""\n""102""\n""102""\n""101""\n""101""\n""103""\n""Pretest""\n""Total reading""\n""Comprehension""\n""Vocabulary""\n""Posttest""\n""Total reading""\n""Comprehension""\n""Vocabulary[¬e]""']",109,,"['Page 7:\n[¬s]""Control""\n""n""\n""107""\n""Pretest""\n""Total reading""\n""Comprehension""\n""Vocabulary""\n""108""\n""108""\n""106""\n""108""\n""108""\n""reading""\n""Posttest""\n""Comprehension""\n""Total""\n""Vocabulary[¬e]""']",107,,"['Page 7:\n[¬s]""Family literacy""\n""n""\n""Pretest""\n""Total reading""\n""Comprehension""\n""Vocabulary""\n""Posttest""\n""Total reading""\n""Comprehension""\n""Vocabulary""\n""109""\n""110""\n""110""\n""110""\n""110""\n""110[¬e]""']",NA,,NA,NA,,['Yes'],"['Page 3:\n[¬s]""Although 12% ofthe original sample was lost to attrition, results\nof a chi-square analysis revealed no significant relationship\nbetween the experimental conditions and the attrition rates among\nthe three groups, \u24392\n(2, 370) ⫽ 2.134, p ⫽ .344. These results\nsuggest that differential attrition by treatment conditions did not\nthreaten the internal validity of the findings.[¬e]""']",NA,,NA,NA,,NA,NA,
42059811,Koh (1982),1982,['Parental engagement'],NA,,NA,74,NA,,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 11:\n[¬s]""Two\nhundred and fifty-nine children received PREP training.[¬e]""']",259 ,,NA,NA,,NA,NA,,NA,NA,,"['Page 150:\n[¬s]""19[¬e]""', 'Page 156:\n[¬s]""76[¬e]""', 'Page 162:\n[¬s]""51[¬e]""']",146 ,,"['Page 150:\n[¬s]""55[¬e]""', 'Page 156:\n[¬s]""90[¬e]""', 'Page 162:\n[¬s]""71[¬e]""']",216 ,,NA,NA,,NA,NA,,['No'],NA,=(259-146)/259*100,,NA,43.6 ,,NA,NA,
42025146,Kosten (1997),1997,['Parental engagement'],NA,,NA,35,"['Page 120:\n[¬s]""N=17 Treatment Group""\n""N=18 Control[¬e]""']",,['Mixed gender'],"['Page 120:\n[¬s]""Gender""\n""Gender[¬e]""']",NA,,85,"['Page 100:\n[¬s]""85% of the students in the district receive free or\nreduced-price school lunches.[¬e]""']",,NA,"['Page 100:\n[¬s]""52% from minority backgrounds--\npredominately Hispanic in origin.[¬e]""']",,NA,NA,,NA,17,,NA,18,,NA,NA,,NA,NA,,NA,17,,NA,18,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025476,Kraft (2001),2001,['Parental engagement'],NA,,NA,43,"['Page 9:\n[¬s]""Table 3\nPretest and Posttest Scores for Participating Children\nMeasure\nControl\nGroup\n(N= 23)\nWRMT-R: Mean standard\nscore (standard deviation)\nLetter identification\nVisual-auditory learning\nWord Identification\nWord Attack\nCurriculum-based Measures\nPhonemes in set 1 (18)\nWords in set 1 (51)\nWords in packets completed\n*Mean score across 2 test administrations\n5.1\n(4.7)\n*9.5\n(13.3\n5.2\n(5.8)\n*9.7\n(11.7)\n0.00\n0.01\n14.09\n(16.0)\n26.1%\n(31.1)\n40.8\n(10.0)\n80.7%\n(15.9)\n1.76\n1.66\n100.8\n(16.0)\n102.1\n(13.8)\n97.5\n(18.7)\n102.9\n(11.2)\n0.06\n99.9\n(17.5)\n92.9\n(20.3)\n104.1\n(11.3)\n103.2\n(17.9)\n0.24\n0.51\n-0.19\nPretest Scores\nHome\nReading\nGroup\n(N= 20)\nEffect\nSize\nPosttest Scores\nControl\nGroup\nHome\nReading\nGroup\n(N= 23) (N= 20)\nEffect\nSize[¬e]""']",,['No information provided'],NA,NA,,NA,NA,,NA,"['Page 4:\n[¬s]""65""\n""62""\n""Grad Degrees""\n""50,000 +""\n""61.1""\n""61.9[¬e]""']",,NA,NA,,NA,22,,NA,23,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,9,,NA,4,
42025477,Leach (1990),1990,['Parental engagement'],NA,,NA,40,"['Page 2:\n[¬s]""26 boys and 14 girls[¬e]""']",,['Mixed gender'],"['Page 2:\n[¬s]""26 boys and 14 girls[¬e]""']",35,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 2:\n[¬s]""From the remaining\npool of parents, 40 were randomly drawn and then randomly assigned to receive one of the four\ntutoring methods - Direct Instruction (DI), Paired Reading (PR\'i, Pause, Prompt, Praise (PPP) or\nHearing Reading (HR)[¬e]""', 'Page 4:\n[¬s]""Paired Reading""\n""10""\n""Pause, Prompt, Praise""\n""10""\n""Direct Instruction""\n""10[¬e]""']",30,,"['Page 2:\n[¬s]""From the remaining\npool of parents, 40 were randomly drawn and then randomly assigned to receive one of the four\ntutoring methods -""\n""Hearing Reading (HR)[¬e]""', 'Page 4:\n[¬s]""Hearing Reading""\n""10[¬e]""']",10,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""Paired Reading\nPause, Prompt, Praise\nDirect Instruction""\n""10""\n""10""\n""10[¬e]""']",30,,"['Page 4:\n[¬s]""10[¬e]""']",10,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025499,Lonigan (1998),1998,['Parental engagement'],NA,,NA,91,"['Page 5:\n[¬s]""Of the 114 children, 23 left the center they were attending prior to[¬e]""', 'Page 6:\n[¬s]""completing the posttest. The 91 children who completed the posttest comprised the\nsample for the study.[¬e]""']",,['Mixed gender'],"['Page 6:\n[¬s]""Forty-nine of the children were girls (53.8%),[¬e]""']",54,,all participants were from low income families,"['Page 5:\n[¬s]""One hundred fourteen 3- and 4-year-old children from low-income families were\nrecruited for this research.[¬e]""']",,NA,"['Page 5:\n[¬s]""Children attending these four child care cen-\nters were primarily from families that qualified for public subsidy of child care\ncosts under Title XX of the Federal Social Security Act[¬e]""']",,NA,NA,,NA,45,,NA,46,,NA,NA,,NA,NA,,NA,9,,NA,11,,NA,NA,,NA,NA,,['Yes'],NA,10%,,NA,10,,NA,NA,
38296639,Lord (2018),2018,['Parental engagement'],NA,,NA,422,"['Page 35:\n[¬s]""Schools 115""\n""(51; 64)""\n""Pupils 4221""\n""(1736; 2485)[¬e]""']",,['Mixed gender'],NA,further details not provided,,See Table 6  Intervention 36%   Control 35%,NA,,NA,NA,,NA,NA,,"['Page 31:\n[¬s]""3428[¬e]""']",3428,,"['Page 31:\n[¬s]""3725[¬e]""']",3725,,NA,NA,,NA,NA,,"['Page 36:\n[¬s]""1752[¬e]""']",1752,,"['Page 36:\n[¬s]""2521[¬e]""']",2521,,NA,NA,,NA,NA,,['Yes'],"['Page 11:\n[¬s]""27% school-level attrition at follow-up[¬e]""', 'Page 31:\n[¬s]""Table 4: Attrition rate from randomisation to primary analysis[¬e]""']",NA,,"['Page 31:\n[¬s]""50%[¬e]""']",50,,"['Page 31:\n[¬s]""41%[¬e]""']",41,
42024838,McCormick (1986),1986,['Parental engagement'],NA,,NA,23,"['Page 13:\n[¬s]""Twenty-three Wave 1 children entered kindergarten (scattered\namong three classrooms in the school district) and were present\nin school at the beginning and the end of the year for our\nfollow-up tests. They were compared with 22 children who had not\nreceived the early reading materials but were in the same three\nclassrooms in three schools. The following year, 27 Wave 2\nchildren from another small, rural school district the were\ntested during the preschool screening using the same selection\nprocedure. These children were compared with 26 classmates from\nthe same two classrooms[¬e]""']",,['No information provided'],"['Page 12:\n[¬s]""parents a packet of several little books and guidelines\nfor their use[¬e]""']",The article makes reference to male and female participants but without outlining how many of each or ratios,,NA,NA,,NA,"['Page 12:\n[¬s]""The other\nminimal intervention procedure involved giving low and middle\nincome parents[¬e]""']",,NA,NA,,NA,23,,NA,22,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42025500,McElvany (2009),2009,['Parental engagement'],NA,,NA,509,"['Page 7:\n[¬s]""Of the initial 665 Grade 4\nstudents participating in the study, 116 were in the treatment group and 393 in the control group.[¬e]""']",,['Mixed gender'],"['Page 7:\n[¬s]""Boys were slightly over-represented in the control group\n(53%) and the treatment group (52%).[¬e]""']",47,,NA,NA,,NA,"['Page 9:\n[¬s]""Compared to the control group, children in the self-selected treatment group came from families with\nhigher socioeconomic status, t(495) ¼ 5.04, p < .05, Cohen’s d¼ .61.[¬e]""']",,NA,NA,,NA,272,,NA,393,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,57,,NA,23,
42025441,McGrath (1992),1992,['Parental engagement'],NA,,NA,94,NA,,['Mixed gender'],"['Page 98:\n[¬s]""Answer\nSex\nYes\nNo\nMale\nFemale\nReporting\n25\n29\n%\n46.3\n53.7[¬e]""']",53,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,47,,NA,47,,NA,NA,,NA,NA,,"['Page 109:\n[¬s]""34[¬e]""']",NA,,"['Page 109:\n[¬s]""22[¬e]""']",22,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,28,,NA,40,
42025150,McKinney (1975),1975,['Parental engagement'],NA,,NA,100,"['Page 34:\n[¬s]""TABLE 1\nMatched Pair t-Test -- Within Group\n.\nMean ,Standard Deviation N\nPre-Test--49726\nPost-Test 58.08\n47139\n1.614\n50\n50\nMin. Max. Range\n37° 59---22\n52\n59-\n.7[¬e]""']",,['No information provided'],NA,NA,,NA,NA,,NA,"['Page 11:\n[¬s]""inner-city schools.of Dade\nCounty[¬e]""']",,NA,NA,,NA,50,,NA,50,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
42024898,McQueen (1988),1988,['Parental engagement'],NA,,NA,54,NA,,['No information provided'],NA,NA,,100,"['Page 5:\n[¬s]""mother-child pairs who were partici-\npating in a Parent and Child Center (PCC) in Washington, D.C.\nEligibility for participation in the PCC included the families\' receipt\nof AFDC benefits[¬e]""']",,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""Group1 consisted of 20 mother-child pairs[¬e]""']",20,,NA,20,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""20[¬e]""']",20,,"['Page 9:\n[¬s]""18[¬e]""']",18,,NA,NA,,NA,NA,,['Yes'],"['Page 5:\n[¬s]""Attrition resulted from families moving from the neighborhood served by the PCC or voluntary withdrawal from the PCC program.[¬e]""']",NA,,NA,0,,"['Page 6:\n[¬s]""Eighteen of the 20 children completed the study;[¬e]""']",5,
42025519,Mehran (1988),1988,['Parental engagement'],NA,,NA,76,"['Page 2:\n[¬s]""Seventy-six[¬e]""']",,['Mixed gender'],"['Page 3:\n[¬s]""Table 1. General Demographic Characteristics of the Research Sample at\nConclusion of Study[¬e]""']",NA,,NA,NA,,NA,"['Page 3:\n[¬s]""Table 1. General Demographic Characteristics of the Research Sample at\nConclusion of Study[¬e]""']",,NA,NA,,"['Page 2:\n[¬s]""raining for the experimental group was conducted with\nall o f the 38 mothers[¬e]""']",38,,NA,38 ,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""for the CTBS, 28 pairs for the posttest[¬e]""']",28,,"['Page 5:\n[¬s]""for the CTBS, 28 pairs for the posttest[¬e]""']",28,,NA,NA,,NA,NA,,['Yes'],"['Page 4:\n[¬s]""Two children in the experimental group and one child in\nthe control group moved away from the district before\nposttest data were collected. Because of absenteeism and\nscheduling problems, data were available for 66 to 69 of the\nremaining 73 children for the posttest and the delayed\nposttest.[¬e]""']", for CTBS =(38-28)/38*100 ,,NA,26,,NA,26,
42025151,Meteyer (1998),1998,['Parental engagement'],NA,,NA,52,"['Page 20:\n[¬s]""treatment group (n=25) and control group (n=27).[¬e]""']",,['Mixed gender'],NA,"Inferred from Appendix B - All students were invited to take part, providing they meet the criteria for homework difficulties. No further information provided, however.",,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,27,,NA,27,,NA,NA,,NA,NA,,NA,25,,NA,27,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,7,,NA,4,
