id,pub_author,smd_tool,se_tool,pub_year,pub_year_raw_risk,pub_year_risk_value,strand_raw,pub_type_raw,pub_type_risk,pub_type_risk_value,part_assig_raw,part_assig_risk,part_assig_risk_value,eco_valid_raw,eco_valid_risk,eco_valid_risk_value,school_treat_info,school_treat_info_new,school_treat_risk,school_treat_risk_value,int_who_raw,peers,lay persons/volunteers,digital technology,parents/carers,external teachers,teaching assistants,research staff,class teachers,unclear/not specified,int_who_raw_risk_value,class_total_info,class_total_info_new,class_total_info_risk,class_total_risk_value,out_eval_raw,out_eval_risk,out_eval_risk_value,comp_anal_raw,comp_anal_risk,comp_anal_risk_value,sample_analysed_info,sample_size_risk,sample_size_risk_value,out_test_type_raw,out_test_type_raw_risk,out_test_type_raw_risk_value,out_es_type,out_es_type_raw_risk,out_es_type_risk_value,attri_perc_info,attri_perc_info_raw_risk,attri_perc_info_risk_value,clust_anal_raw,clust_anal_raw_risk,clust_anal_risk_value,rand_raw,rand_risk,rand_risk_value,NA_values,Mean,Median,raw_total
42025476,Kraft (2001),0.2758,0.3073,2001,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,Low ecological validity,High Risk,1.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,1,1.0,Higher Risk,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,43.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,4.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.0,2.0,28.0
42025477,Leach (1990),1.2306,0.3929,1990,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['Research staff', 'Parents/carers']",False,False,False,True,False,False,True,False,False,2.0,2,2.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,40.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,No/Unclear,Medium Risk,2,2,2.3076923076923075,2.0,30.0
42025499,Lonigan (1998),0.0852,0.4534,1998,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,4,4.0,Medium Risk,2.0,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,91.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.4285714285714284,3.0,34.0
38296639,Lord (2018),0.03,0.061,2018,Low Risk,3,['Parental engagement'],Technical report,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,79,79.0,Low Risk,3.0,"['Teaching assistants', 'Parents/carers', 'Lay persons/volunteers']",False,True,False,True,False,True,False,False,False,2.0,NA,0.0,NA,NA,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3,422.0,Low Risk,3.0,Test type  National test,Low Risk,3.0,Post-test adjusted for baseline attainment AND clustering,Low Risk,3.0,41.0,High Risk,1,Yes,Medium Risk,2.0,Yes,Low Risk,3,2,2.6923076923076925,3.0,35.0
42024838,McCormick (1986),0.0029,0.2748,1986,Medium Risk,2,['Parental engagement'],Technical report,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,Low ecological validity,High Risk,1.0,3,3.0,Medium Risk,2.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,3,3.0,Medium Risk,2.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,23.0,High Risk,1.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,0,2.1333333333333333,2.0,32.0
42025500,McElvany (2009),0.0666,0.1057,2009,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,32,32.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,509.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,23.0,High Risk,1,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.4285714285714284,3.0,34.0
42025441,McGrath (1992),0.1861,0.2742,1992,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Class teachers'],False,False,False,False,False,False,False,True,False,3.0,3,3.0,Medium Risk,2.0,The developer,Medium Risk,2.0,No,Medium Risk,2,94.0,Medium Risk,2.0,Test type  Researcher developed test,High Risk,1.0,Post-test unadjusted (select one from this group),High Risk,1.0,40.0,High Risk,1,No,High Risk,1.0,Not applicable,Medium Risk,2,0,1.9333333333333333,2.0,29.0
42025150,McKinney (1975),0.3294,0.2847,1975,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,3,3.0,Medium Risk,2.0,['Class teachers'],False,False,False,False,False,False,False,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,100.0,NA,NA,Test type  National test,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,2,2.5384615384615383,3.0,33.0
42024898,McQueen (1988),1.1959,0.3557,1988,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Unclear,High Risk,1.0,NA,0.0,NA,NA,['Research staff'],False,False,False,False,False,False,True,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,54.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,5.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,2,2.3846153846153846,3.0,31.0
42025519,Mehran (1988),0.2451,0.2683,1988,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,76.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,26.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,2,2.230769230769231,2.0,29.0
42025151,Meteyer (1998),0.1784,0.2782,1998,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,2,2.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,13,13.0,Low Risk,3.0,The developer,Medium Risk,2.0,No,Medium Risk,2,52.0,Medium Risk,2.0,Test type  School-developed test,Medium Risk,2.0,Post-test unadjusted (select one from this group),High Risk,1.0,4.0,Low Risk,3,No,High Risk,1.0,No/Unclear,Medium Risk,2,1,2.2142857142857144,2.0,31.0
42025479,Miller (1986),0.3737,0.2815,1986,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,54.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,2,2.230769230769231,2.0,29.0
42025520,Miller (1996),0.1463,0.2953,1996,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,2,2.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,46.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,11.5,Medium Risk,2,No,High Risk,1.0,Yes,Low Risk,3,2,2.4615384615384617,3.0,32.0
38296652,Miller (2016),0.033,0.015,2016,Low Risk,3,['Parental engagement'],Technical report,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,36,36.0,Low Risk,3.0,['Class teachers'],False,False,False,False,False,False,False,True,False,3.0,108,108.0,Low Risk,3.0,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3,0.0,High Risk,1.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,41.0,High Risk,1,Yes,Medium Risk,2.0,Yes,Low Risk,3,1,2.5,3.0,35.0
42025502,Morrow (1992),0.257,0.1998,1992,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,2,2.0,NA,NA,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,9,9.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,102.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,Yes,Medium Risk,2.0,No/Unclear,Medium Risk,2,3,2.6666666666666665,3.0,32.0
42025503,Morrow (1997),0.5126,0.2719,1997,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,1,1.0,High Risk,1.0,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,6,6.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,56.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,0,2.4,3.0,36.0
47269856,Nedler (1971) PE,0.1974,0.3668,1971,High Risk,1,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Unclear,High Risk,1.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,30.0,High Risk,1.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,No/Unclear,Medium Risk,2,2,2.1538461538461537,2.0,28.0
42025153,Nesbitt (1993),0.1305,0.2466,1993,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,Unclear/not stated,Medium Risk,2.0,Yes,Low Risk,3,66.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,3,2.1666666666666665,2.0,26.0
42025480,Niedermeyer (1970),1.3724,0.2192,1970,High Risk,1,['Parental engagement'],Journal article,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,109.0,Low Risk,3.0,Test type  Researcher developed test,High Risk,1.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.0,2.0,28.0
42025154,O’Neil (1975),0.1675,0.5282,1975,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,34.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,85.85,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,2,2.1538461538461537,2.0,28.0
42025158,Overett (1998),0.6737,0.264,1998,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Retrospective Quasi Experimental Design (QED),Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,2,2.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,61.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.142857142857143,2.0,30.0
42064885,Pagan (2010),0.4778,0.269,2010,Low Risk,3,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,57.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Pre-post gain,Medium Risk,2.0,0.0,Low Risk,3,No,High Risk,1.0,No/Unclear,Medium Risk,2,2,2.4615384615384617,3.0,32.0
42025159,Peeples (1996),0.8705,0.297,1996,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,6,6.0,Low Risk,3.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,50.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,3,2.5,3.0,30.0
42024842,Phillips (1990),0.0,0.1557,1990,Medium Risk,2,['Parental engagement'],Technical report,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,18,18.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,309.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,4.9,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.5,3.0,35.0
45336777,Phillips (1990) PE,0.0008,0.1557,1990,Medium Risk,2,['Parental engagement'],Technical report,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,18,18.0,Low Risk,3.0,The developer,Medium Risk,2.0,No,Medium Risk,2,309.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,4.9,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.4285714285714284,3.0,34.0
42025450,Pigford (1987),-0.4899,0.157,1987,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,8,8.0,Low Risk,3.0,The developer,Medium Risk,2.0,No,Medium Risk,2,170.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,0,2.2,2.0,33.0
42025522,Powell-Smith (2000),-0.395,0.292,2000,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['Class teachers', 'Parents/carers']",False,False,False,True,False,False,False,True,False,3.0,14,14.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,36.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,5.0,Low Risk,3,No,High Risk,1.0,No/Unclear,Medium Risk,2,1,2.5,3.0,35.0
42025506,Rasinski (2005),0.1122,0.3655,2005,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,2,2.0,NA,NA,A different organization paid by developer,Medium Risk,2.0,Yes,Low Risk,3,30.0,High Risk,1.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,Unclear,NA,NA,Yes,Low Risk,3,4,2.4545454545454546,3.0,27.0
42025507,Reutzel (2005),0.994,0.177,2005,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,8,8.0,Low Risk,3.0,An organization commissioned independently to evaluate,Low Risk,3.0,Yes,Low Risk,3,144.0,Low Risk,3.0,Test type  Researcher developed test,High Risk,1.0,Post-test adjusted for baseline attainment,Low Risk,3.0,15.0,Medium Risk,2,No,High Risk,1.0,Not applicable,Medium Risk,2,0,2.3333333333333335,3.0,35.0
42025508,Rolla (2006),0.1542,0.2273,2006,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Unclear,High Risk,1.0,4,4.0,Medium Risk,2.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,5,5.0,Medium Risk,2.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,85.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,2,2.3076923076923075,2.0,30.0
42025164,Ryan (1964),0.3384,0.187,1964,High Risk,1,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,10,10.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,232.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.4285714285714284,3.0,34.0
42025510,Saint-Laurent (2005),0.464,0.1952,2005,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,NA,0.0,NA,NA,"['Research staff', 'Class teachers']",False,False,False,False,False,False,True,True,False,3.0,12,12.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,108.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,3,2.5833333333333335,3.0,31.0
42025511,Saracho (1997),0.4349,0.2008,1997,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,102.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,4,2.1818181818181817,2.0,24.0
42064891,Seward (2009),0.2358,0.2642,2009,Low Risk,3,['Parental engagement'],Dissertation or thesis,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,Unclear,High Risk,1.0,13,13.0,Low Risk,3.0,['Research staff'],False,False,False,False,False,False,True,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,184.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,3,2.3333333333333335,2.5,28.0
42024918,Slater (1986),1.3764,0.3031,1986,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,60.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,4,2.4545454545454546,3.0,27.0
42059780,St Pierre (2005),0.0265,0.1818,2005,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['External teachers', 'Unclear/not specified']",False,False,False,False,True,False,False,False,True,2.0,NA,0.0,NA,NA,An organization commissioned independently to evaluate,Low Risk,3.0,Yes,Low Risk,3,141.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,70.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,4,2.5454545454545454,3.0,28.0
42024834,Swinson (1985),0.8423,0.4208,1985,Medium Risk,2,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,1,1.0,Higher Risk,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,25.0,High Risk,1.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,17.0,Medium Risk,2,No,High Risk,1.0,No/Unclear,Medium Risk,2,1,1.9285714285714286,2.0,27.0
42025497,Sylva (2008),0.2978,0.201,2008,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,8,8.0,Low Risk,3.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,112.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,7.14,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,1,2.4285714285714284,3.0,34.0
42025461,Tamayo (1992),-0.1661,0.3601,1992,Medium Risk,2,['Parental engagement'],Dissertation or thesis,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,No,Medium Risk,2,31.0,Medium Risk,2.0,NA,NA,NA,NA,NA,NA,21.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,3,2.0833333333333335,2.0,25.0
38296694,Tracey (2016),0.0866,0.0769,2016,Low Risk,3,['Parental engagement'],Technical report,Low Risk,3,Random (please specify),Low Risk,3.0,Low ecological validity,High Risk,1.0,NA,0.0,NA,NA,['External teachers'],False,False,False,False,True,False,False,False,False,2.0,68,68.0,Low Risk,3.0,Is this an EEF evaluation?,NA,NA,Yes,Low Risk,3,627.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,22.0,High Risk,1,No,High Risk,1.0,Yes,Low Risk,3,2,2.4615384615384617,3.0,32.0
42025513,van Tuijl (2001) 1_1,0.1877,0.1589,2001,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,Low ecological validity,High Risk,1.0,NA,0.0,NA,NA,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,181.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,4,2.272727272727273,2.0,25.0
46325712,van Tuijl (2001) 1_2,0.3064,0.3439,2001,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['External teachers', 'Parents/carers']",False,False,False,True,True,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,126.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,4,2.4545454545454546,3.0,27.0
42025463,Van Voorhis (2003),0.3067,0.128,2003,Low Risk,3,['Parental engagement'],Journal article,Low Risk,3,"Non-random, but matched",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,['Parents/carers'],False,False,False,True,False,False,False,False,False,2.0,10,10.0,Low Risk,3.0,The developer,Medium Risk,2.0,Yes,Low Risk,3,253.0,Low Risk,3.0,NA,NA,NA,NA,NA,NA,0.0,Low Risk,3,Yes,Medium Risk,2.0,Not applicable,Medium Risk,2,2,2.4615384615384617,3.0,32.0
42059834,Waksman (1979),1.22,0.31,1979,High Risk,1,['Parental engagement'],Journal article,Low Risk,3,Random (please specify),Low Risk,3.0,High ecological validity,Low Risk,3.0,NA,0.0,NA,NA,"['Research staff', 'Parents/carers']",False,False,False,True,False,False,True,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,48.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test adjusted for baseline attainment,Low Risk,3.0,0.0,Low Risk,3,No,High Risk,1.0,Yes,Low Risk,3,2,2.4615384615384617,3.0,32.0
42025465,Warrick (2000),0.4334,0.2519,2000,Low Risk,3,['Parental engagement'],Dissertation or thesis,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,High ecological validity,Low Risk,3.0,1,1.0,High Risk,1.0,"['Research staff', 'Class teachers', 'Parents/carers']",False,False,False,True,False,False,True,True,False,3.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,65.0,Medium Risk,2.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.2857142857142856,2.5,32.0
42059784,Weisberg (1974),0.3183,0.0968,1974,High Risk,1,['Parental engagement'],Technical report,Low Risk,3,"Non-random, not matched prior to treatment",Medium Risk,2.0,Unclear,High Risk,1.0,29,29.0,Low Risk,3.0,['External teachers'],False,False,False,False,True,False,False,False,False,2.0,NA,0.0,NA,NA,The developer,Medium Risk,2.0,Yes,Low Risk,3,5864.0,Low Risk,3.0,Test type  Standardised test ,Low Risk,3.0,Post-test unadjusted (select one from this group),High Risk,1.0,0.0,Low Risk,3,No,High Risk,1.0,Not applicable,Medium Risk,2,1,2.142857142857143,2.0,30.0
