id,pub_author,out_type_1,out_label_1,out_tit_1,out_type_2,out_label_2,out_tit_2,out_type_3,out_label_3,out_tit_3,out_type_4,out_label_4,out_tit_4,out_type_5,out_label_5,out_tit_5,out_type_6,out_label_6,out_tit_6,out_type_7,out_label_7,out_tit_7,out_type_8,out_label_8,out_tit_8,out_type_9,out_label_9,out_tit_9,out_type_10,out_label_10,out_tit_10
73032975,Teepe (2019) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT (receptive voc): AL vs control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73032976,Teepe (2019) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,PPVT: TL vs control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73032977,Ulutaş (2018),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Basic Process Skills Scale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73032978,Vahidi (2017),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,WPPSI-R: parent training vs control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42025513,van Tuijl (2001) 1_1,['Other outcome'],Secondary outcome(s),Active Vocabulary (home language),['Other outcome'],Secondary outcome(s),Active Vocabulary (second language),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Receptive Vocabulary (home language),['Other outcome'],Secondary outcome(s),Receptive Vocabulary (second language),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325712,van Tuijl (2001) 1_2,['Other outcome'],Secondary outcome(s),Active Vocabulary (home language),['Other outcome'],Secondary outcome(s),Ordering General Cognition,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Receptive Vocabulary (home language),['Other outcome'],Secondary outcome(s),Receptive Vocabulary (second language),['Other outcome'],Secondary outcome(s),Active Vocabulary (second language),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578045,Vaquero (2014) PE,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,ROWPVT,['Other outcome'],Secondary outcome(s),EOWPVT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42059834,Waksman (1979),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,MRT (Total - ANOVA),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74578046,Wasik (1990) PE,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,Cognitive score,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42059784,Weisberg (1974),"['Toolkit primary outcome', 'Other outcome']",Primary outcome,T test WRAT Speed Copy tick marks Head Start v control,['Other outcome'],Secondary outcome(s),T Test WRATD Read Number out loud Head Start v control ,['Other outcome'],Secondary outcome(s),T Test Peabody Head Start v control,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42024940,Whitehurst (1994),"['Toolkit primary outcome', 'Writing and spelling primary outcome.']",Primary outcome,Writing Factor,['Other outcome'],Primary outcome,Print Concepts Factor,['Other outcome'],Secondary outcome(s),PPVT-R,['Other outcome'],Secondary outcome(s),Expressive One Word Picture Vocabulary Test,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42025515,Whitehurst (1994),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Peabody Picture Viocabulary Test,['Other outcome'],Secondary outcome(s),Illinois Test of Psycholinguistic Abilities,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42025425,Whitehurst (1999),['Other outcome'],Secondary outcome(s),DSC - Print Concepts,['Writing and spelling primary outcome.'],Secondary outcome(s),DSC - Writing,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,One word - Language,['Other outcome'],Secondary outcome(s),DSC - Memory,['Other outcome'],Secondary outcome(s),DSC - Auditory,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42025173,Woods (1974),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,Murphy-Durrell Letter Names,['Other outcome'],Secondary outcome(s),Murohy-Durrell Phoneme,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73032982,Zevenbergen (2003),"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,EOWPVT-R): shared reading vs control,['Other outcome'],Secondary outcome(s),Character states: shared-reading vs control,['Other outcome'],Secondary outcome(s),Dialogue: shared-reading vs control,['Other outcome'],Secondary outcome(s),Causal state: shared-reading vs control ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73032983,Zigler (2008),['Other outcome'],SES/FSM outcome,MAP: Low SES1 (no preschool): PAT vs No PAT,['Other outcome'],SES/FSM outcome,MAP2: Low SES2 (Preschool): PAT vs No PAT,"['Toolkit primary outcome', 'Other outcome']",Primary outcome,MAP total: PAT vs no PAT,['Other outcome'],Secondary outcome(s),MAP3: Non low-SES children3 (no preschool): PAT vs No PAT,['Other outcome'],Secondary outcome(s),MAP4: Non low-SES children4 (Preschool): PAT vs No PAT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73032984,Zucker (2021) 1_1,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,RLN : Tier 1 vs BAU,['Other outcome'],Secondary outcome(s),TT Taught: Tier 1 vs BAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73032985,Zucker (2021) 1_2,"['Toolkit primary outcome', 'Reading primary outcome']",Primary outcome,RLN : Tier 2E vs BAU,['Other outcome'],Secondary outcome(s),TT Taught: Tier 2 E vs BAU,['Other outcome'],Secondary outcome(s),RLN : Tier 2B vs BAU,['Other outcome'],Secondary outcome(s),TT Taught: Tier 2B vs BAU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
