id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,source_raw,source_eef_reports,study_place_info,study_place_ht
38296637,Lord (2017),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,452796,12500,NA,['Primary/elementary school'],['11'],NA,NA,['England'],['Cluster RCT'],['Large group/class teaching (+6)'],['No'],['Yes'],['No'],['During regular school hours '],['Class teachers'],Over a year  Schools are sent intervention material in Spring 2015 and I assume the Year 6 pupils are writing their SATS in May 2016.,N/A,N/A,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
38296638,Lord (2017),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1) the baseline cohort of responses (N = 515), (2) the follow-up cohort of responses (N = 171) Sub-sample of respondents who completed the survey at baseline and follow up (N = 114)",32,NA,"['Primary/elementary school', 'Secondary/High school', 'Other educational setting (please specify)']",NA,NA,NA,"['England', 'UK (Select all that apply)']",['Individual RCT'],['Other (Explain in notes)'],['Yes (Please specify)'],['Yes'],['No'],['Unclear/ not specified'],['Class teachers'],20 months  February 2015 - September 2016,N/A,N/A,NA,['EEF reports'],['Main data extraction'],['Specific to the location or place'],NA
38296639,Lord (2018),2018,['Technical report'],['Parental engagement'],"['Toolkit primary outcome', 'Reading primary outcome']",0.03,0.061,['Post-test adjusted for baseline attainment AND clustering'],Parental Engagement - reading comprehension KS1,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",0.03,0.061,NA,NA,NA,['Mathematics primary outcome'],-0.02,0.074,NA,NA,NA,NA,NA,NA,422,158,NA,['Primary/elementary school'],"['4', '5', '6', '7']",NA,NA,"['UK (Select all that apply)', 'England']","['Cluster RCT', 'Prospective QED']",['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['Yes'],['Before/after school'],"['Teaching assistants', 'Parents/carers', 'Lay persons/volunteers']",80,1,150,['Toolkit: Parental engagement'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Information about the type of location'],"['Page 16:\n[¬s]"" they avoided all schools in the trial being located in one or two areas, or only in the north or south.[¬e]""']"
68655339,Lord (2021),2021,NA,"['Oral language interventions', 'Metacognition and self-regulation']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655340,Lordan (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Main data extraction'],NA,NA
38296640,Manchester (2015) 1_1,2015,['Technical report'],['Social and emotional learning'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0324,0.0599,['Post-test adjusted for baseline attainment AND clustering'],Year 5 Reading INCAS,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0324,0.0599,NA,NA,NA,['Mathematics primary outcome'],-0.0255,0.0602,NA,NA,NA,NA,NA,NA,1134  ,45,NA,['Primary/elementary school'],"['7', '8', '9', '10', '11']",FALSE,31.6,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['Yes'],"['During regular school hours ', 'Evenings and/or weekends']",['Class teachers'],38,2,40,['Toolkit: Social and emotional learning'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 5:\n[¬s]""Greater Manchester[¬e]""', 'Page 10:\n[¬s]""Greater Manchester was chosen primarily because of geographical convenience (it is the region where the evaluation team is based) but also because of the diversity it provides in terms of urban development, socio-economics and other characteristics.[¬e]""']"
38296643,Maxwell (2014),2014,['Technical report'],"['One to one tuition', 'Mentoring']","['Toolkit primary outcome', 'Reading primary outcome']",-0.06,0.079,['Post-test adjusted for baseline attainment AND clustering'],Reading Comprehension NGRT,With active control,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.06,0.079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,391,96,NA,"['Primary/elementary school', 'Secondary/High school']","['11', '12']",FALSE,30.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],"['Small group/intensive support (3-5)', 'One to one']",['Yes (Please specify)'],['No'],['Yes'],"['During regular school hours ', 'Before/after school']",['Lay persons/volunteers'],35,5,20,['Toolkit: One to one tuition'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
38296644,Maxwell (2014),2014,['Technical report'],['Summer schools'],"['Toolkit primary outcome', 'Reading primary outcome']",0.13,0.128,['Post-test adjusted for baseline attainment AND clustering'],Summer School - Reading Comprehension NGRT,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.13,0.128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182,10,NA,"['Primary/elementary school', 'Secondary/High school']","['11', '12', '10']",FALSE,34.0,"['UK (Select all that apply)', 'England']",['Individual RCT'],"['Large group/class teaching (+6)', 'One to one']",['Yes (Please specify)'],['No'],['Yes'],"['During regular school hours ', 'Summer/ holiday period']",['Lay persons/volunteers'],0.3,1,350,['Toolkit: Summer schools'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 5:\n[¬s]"" north of England[¬e]""', 'Page 22:\n[¬s]""All schools in the sample are in an urban setting.[¬e]""']"
38296641,Maxwell (2015),2015,['Technical report'],['Oral language interventions'],"['Toolkit primary outcome', 'Other outcome']",-0.3183,0.3269,['Post-test adjusted for baseline attainment'],Raven's Matrices (pre-test adjusted),With business as usual,['Sample: All'],Cognitive  reasoning,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38  ,NA,NA,['Secondary/High school'],"['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Prospective QED'],"['Small group/intensive support (3-5)', 'Large group/class teaching (+6)', 'Other (Explain in notes)']",['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],40,1,45,['Toolkit: Oral language interventions'],['EEF reports'],"['Strand specific - in Toolkit', 'Main data extraction', 'Effect size - in EEF meta-analysis']",['Specific to the location or place'],NA
38296642,Maxwell (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9 schools 10 early career teachers,NA,NA,['Primary/elementary school'],NA,NA,NA,"['UK (Select all that apply)', 'England']",NA,['Other (Explain in notes)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],"['Research staff', 'Other school staff']",NA,see duration,see duration,NA,['EEF reports'],['Main data extraction'],['Specific to the location or place'],"['Page 5:\n[¬s]""Cornwall[¬e]""']"
38296645,McNally (2014),2014,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Unclear how many participants are included in the sample.   In the final analysis there were 14 schools in the intervention group and 10 schools in the control group, however exactly how many pupils this includes. ",36,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,"Implemented in all classes, so delivered daily.","Implemented each lesson, so about an hour.",NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis']",['Specific to the location or place'],"['Page 5:\n[¬s]""The Hampshire Hundreds project was a local authority led intervention which brought together lead teachers from Hampshire primary schools[¬e]""']"
38296646,McNally (2016) 1_2,2016,['Technical report'],['Digital technology'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Included in the Final Analysis   Treated schools  ICT group  290 pupils Non-ICT group  277 pupils Controls  310 pupils  Overall = 877 pupils  Control Schools  Controls  1024  Total pupils in sample = 1901  From Figure 1, pg21.",51,"Since Year 1 students from 51 schools (T 26, C 25) were randomized either to treatment or control groups estimating 1 class in each schools total is 51 classes.",['Primary/elementary school'],"['5', '6']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Teaching assistants'],NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 13:\n[¬s]""The implementation team at Coventry University first selected all schools with primary-aged children in its geographical area\x97the West Midlands, where the project team is based. There was an attempt to recruit 60 schools in Coventry, Warwickshire, Solihull, Leicestershire, Northamptonshire, Walsall, Sandwell, Worcestershire, Birmingham, and the West Midlands.[¬e]""']"
38296647,Menzies (2015),2015,['Technical report'],['Extending school time'],"['Toolkit primary outcome', 'Reading primary outcome']",0.09,0.087,['Post-test adjusted for baseline attainment AND clustering'],Y7 English (PIE) extending school time,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.09,0.087,NA,NA,NA,['Mathematics primary outcome'],0.08,0.094,NA,NA,NA,NA,NA,NA,549,4,NA,['Secondary/High school'],"['11', '12']",TRUE,62.0,"['UK (Select all that apply)', 'England']",['Regression Discontinuity with randomisation'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['Evenings and/or weekends'],['Class teachers'],4,1,240,['Toolkit: Extending school time'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 19:\n[¬s]"" schools in the Manchester or London area.[¬e]""', 'Page 19:\n[¬s]"" urban schools[¬e]""']"
38296648,Menzies (2016),2016,['Technical report'],NA,"['Toolkit primary outcome', 'Reading primary outcome']",-0.13,0.1,['Post-test adjusted for baseline attainment'],GL Assessment (PiE12),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,NA,['Secondary/High school'],"['11', '12']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],['Class teachers'],NA,NA,NA,['Toolkit: Teaching assistants'],['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
41425840,Menzies (2016),2016,['Technical report'],"['Extending school time', 'Arts participation']","['Toolkit primary outcome', 'Reading primary outcome']",0.1,0.05,['Post-test adjusted for baseline attainment AND clustering'],3rd Cohort Reading Outcome Y4/5,With business as usual,['Sample: All'],Literacy  reading comprehension,NA,"['Toolkit primary outcome', 'Reading primary outcome']",0.1,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,701,19,38,['Primary/elementary school'],"['8', '9', '10', '11']",FALSE,46.0,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['Summer/ holiday period'],"['Class teachers', 'Teaching assistants', 'Peers']",25,1,300,NA,['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 5:\n[¬s]"" the Manchester area[¬e]""']"
37671570,Merrell (2015),2015,['Technical report'],"['Teaching assistants', 'Phonics', 'Small group tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.43,0.21,['Post-test adjusted for baseline attainment AND clustering'],Y7 Reading (NGRT) - Phonics Teaching assistants ,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.43,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,6,NA,['Secondary/High school'],"['11', '12']",FALSE,46.3,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['External teachers'],11,2,60,"['Toolkit: Phonics', 'Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']","['From review:Teaching assistants, Aug 2018', 'EEF reports']","['Strand specific - in Toolkit', 'Main data extraction', 'Effect size - in EEF meta-analysis']",['Specific to the location or place'],"['Page 10:\n[¬s]""The participating schools were situated in London[¬e]""']"
38296653,Miller (2015),2015,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Initial sample = 472 pupils Analysed sample = 372 pupils,6,NA,['Primary/elementary school'],"['9', '8', '10']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],6 months,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 16:\n[¬s]""Hertfordshire[¬e]""']"
38296652,Miller (2016),2016,['Technical report'],['Parental engagement'],"['Toolkit primary outcome', 'Reading primary outcome']",0.033,0.015,['Post-test unadjusted (select one from this group)'],ARt/GCSE (KS2/KS3) - English,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.033,0.015,NA,NA,NA,['Mathematics primary outcome'],0.067,0.01,['Science primary outcome'],-0.013,0.017,NA,NA,NA,"Final Analysis   Intervention  English post-test  5,376 pupils Maths post-test  5,623 pupils Science post-test  4,726 pupils Attendance  7,436 pupils  Control   English post-test  6,037 pupils Maths post-test  5,977 pupils Science post-test  5,582 pupils Attendance  7,919 pupils   From Figure 1, pg22",36,108,['Secondary/High school'],"['11', '12', '13', '14', '15', '16']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Other (Explain in notes)'],['Yes (Please specify)'],['Yes'],['Yes'],['Unclear/ not specified'],['Class teachers'],40,1.6,NA,['Toolkit: Parental engagement'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
41425842,Miller (2017),2017,['Technical report'],"['Collaborative learning', 'Phonics']","['Toolkit primary outcome', 'Reading primary outcome']",0.1405,0.0551,['Post-test adjusted for baseline attainment AND clustering'],WRMT III - Full sample,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.1405,0.0551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1322,54,NA,['Primary/elementary school'],"['4', '5', '6']",FALSE,22.0,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Other (Explain in notes)'],['Yes (Please specify)'],['No'],['Yes'],['During regular school hours '],"['Class teachers', 'Teaching assistants']",66, , ,['Toolkit: Phonics'],['EEF reports'],"['Main data extraction', 'Effect size - in EEF meta-analysis', 'Strand specific - in Toolkit']",['Specific to the location or place'],"['Page 10:\n[¬s]"" primarily in the North and the Midlands[¬e]""']"
68655341,Miller (2020),2020,NA,['Parental engagement'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296654,Motteram (2016),2016,['Technical report'],['Metacognition and self-regulation'],"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3,0.17,['Post-test adjusted for baseline attainment AND clustering'],InCAS Maths,With business as usual,['Sample: All'],Mathematics,['Test type: Standardised test '],['Reading primary outcome'],-0.15,0.22,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.3,0.17,NA,NA,NA,NA,NA,NA,839,NA,70,['Primary/elementary school'],"['9', '10']",NA,NA,"['UK (Select all that apply)', 'England']",['Multisite RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['Class teachers'],28,1,30,['Toolkit: Metacognition and self-regulation'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 13:\n[¬s]"" number of different locations in London, but also in Sheffield, Hertfordshire, the Midlands and Gloucestershire.[¬e]""']"
38296655,Murphy (2017),2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],['Not codeable'],NA,NA
38296656,Murphy (2017),2017,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167,NA,['Primary/elementary school'],"['8', '9', '10']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],22 months,Not given,Not given,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]""South West, East Midlands, and North West[¬e]""']"
38296657,Nunes (2018),2018,['Technical report'],"['Small group tuition', 'Teaching assistants']","['Toolkit primary outcome', 'Mathematics primary outcome']",0.18,0.1301,['Post-test adjusted for baseline attainment AND clustering'],Quantitative Reasoning,With business as usual,['Sample: Low achievers'],Mathematics,['Test type: Researcher developed test'],NA,NA,NA,NA,NA,NA,"['Toolkit primary outcome', 'Mathematics primary outcome']",0.18,0.1301,NA,NA,NA,NA,NA,NA,491,133,NA,['Primary/elementary school'],"['6', '7']",FALSE,26.4,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Small group/intensive support (3-5)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],10,3,30,"['Toolkit: Small Group Tuition', 'Toolkit: Teaching assistants']",['EEF reports'],"['Strand specific - in Toolkit', 'Main data extraction', 'Effect size - in EEF meta-analysis']",['Specific to the location or place'],"['Page 7:\n[¬s]""South and West Yorkshire[¬e]""']"
68655342,Nunes (2019),2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296622,O'Hare (2017),2017,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Treatment 1 - 10 min - 110 Treatment 2 - 24 hour - 75 Control - 53,NA,NA,['Secondary/High school'],"['13', '14', '15']",NA,NA,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,daily,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 19:\n[¬s]""all schools were in the Yorkshire and Lancashire area of England and[¬e]""']"
38296658,O'Hare (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['Primary/elementary school'],"['8', '9', '10']",NA,NA,"['UK (Select all that apply)', 'England']",NA,['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA,NA,NA,['EEF reports'],['Main data extraction'],"['Specific to the location or place', 'Information about the type of location']","['Page 14:\n[¬s]""England (Kent area)""\n"" Primary schools in the Ashford area of Kent[¬e]""']"
68655343,O’Hare (2019),2019,NA,['Reading comprehension strategies'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
68655344,Pampaka (2021),2021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
38296659,Patel (2017),2017,['Technical report'],"['Teaching assistants', 'One to one tuition']","['Toolkit primary outcome', 'Reading primary outcome']",0.001,0.0663,['Post-test adjusted for baseline attainment AND clustering'],HGRT - full sample,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.001,0.0663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,999,184,NA,['Primary/elementary school'],"['7', '8']",FALSE,37.5,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['One to one'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Teaching assistants'],10,5,20,['Toolkit: Teaching assistants'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 12:\n[¬s]""The participating local authorities were Birmingham, Bristol, Cambridgeshire, Cheshire, Coventry, Derbyshire, Northamptonshire, Kent and Medway, Lincolnshire, Nottingham City, Nottinghamshire, Stoke on Trent, Sandwell, Walsall, Warrington, Wiltshire, and Yorkshire.[¬e]""']"
38296660,Rienzo (2015) 1_1,2015,['Technical report'],['Metacognition and self-regulation'],"['Toolkit primary outcome', 'Reading primary outcome']",0.2643,0.1493,['Post-test adjusted for baseline attainment AND clustering'],Progress in English (PiE)4,With active control,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.2643,0.1493,NA,NA,NA,['Mathematics primary outcome'],-0.0146,0.1495,NA,NA,NA,NA,NA,NA,286,36,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['UK (Select all that apply)'],"['Individual RCT', 'Cluster RCT']",['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],6,1,120,['Toolkit: Metacognition and self-regulation'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",['Specific to the location or place'],"['Page 5:\n[¬s]""Portsmouth, Southampton and Hampshire[¬e]""']"
38296661,Rienzo (2016),2016,['Technical report'],['Feedback'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0208,0.049,['Post-test adjusted for baseline attainment AND clustering'],VERB GL Assessment (English) - Posttest,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0208,0.049,NA,NA,NA,['Mathematics primary outcome'],0.2825,0.0667,NA,NA,NA,NA,NA,NA,1722,NA,10,['Secondary/High school'],"['13', '14']",FALSE,14.0,"['UK (Select all that apply)', 'England']",['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['No'],['No'],['During regular school hours '],['Class teachers'],38, , ,['Toolkit: Feedback'],['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']","['Specific to the location or place', 'Information about the type of location']","['Page 7:\n[¬s]""South West[¬e]""', 'Page 12:\n[¬s]""a large rural and coastal population.[¬e]""']"
38296662,Robinson-Smith (2018),2018,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Initial sample - 981 children Analysed sample - 845 children,108,NA,['Nursery school/pre-school'],['3'],NA,NA,['UK (Select all that apply)'],['Cluster RCT'],['Large group/class teaching (+6)'],['Yes (Please specify)'],['Yes'],['No'],['During regular school hours '],['External teachers'],9 to 11 months,NA,NA,NA,['EEF reports'],"['Effect size - in EEF meta-analysis', 'Main data extraction']",['No information provided'],NA
40398943,Robinson-Smith (2019),2019,['Technical report'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Initial cohort size  1504, size at post-intervention  823 (Table 12). Highlighted material is in relation to the subgroup who participated in actigraphy and sleep diary data collection.  ",NA,NA,['Secondary/High school'],"['14', '15']",NA,NA,['UK (Select all that apply)'],NA,"['Student alone (self-administered)', 'Large group/class teaching (+6)']",['Yes (Please specify)'],['Yes'],['No'],"['During regular school hours ', 'Other (please specify)']",['Class teachers'],3 months for OTS programme delivery. 14 days of actigrapy data collection and sleep diaries.,NA,NA,NA,['EEF reports'],['Main data extraction'],['Information about the type of location'],NA
68655345,Robinson-Smith (2019),2019,NA,['Parental engagement'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,['EEF reports'],"['Strand specific - in Toolkit', 'Effect size - in EEF meta-analysis', 'Main data extraction']",NA,NA
