id,pub_author,pub_year,pub_eppi,pub_eppi_CLEAN,abstract,strand_raw,FB_Update_2020,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_info_info,fsm_info_ht,fsm_na,fsm_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
37091034,King (1983),1983,Report,,"Twenty pairs of students from seven special education resource rooms (elementary and intermediate grades) were assessed on the structure of the instruction they received. Their reading achievement was measured three times during the year. The instructional programs for 10 experimental students were to be based on their teachers' use of continuous-evaluation procedures  these students were assessed also on an accuracy of implementation scale. Results indicated that the procedures were administered and the data charted appropriately, and that teachers'considered the procedures time efficient and useful in monitoring student progress. However, the procedures rarely were used to evaluate instructional programs, make instructional changes, or monitor the effectiveness of the changes. No statistically significant differences in instructional structure or achievement were found between experimental and control Ss.",['Feedback'],NA,,NA,40 students (20 in the treatment group and 20 in a control matched group).,,['Mixed gender'],"['Page 9:\n[¬s]""ten[¬e]""']",F - 25% ,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 10:\n[¬s]""23[¬e]""']",23,,"['Page 10:\n[¬s]""23[¬e]""']",23,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 10:\n[¬s]"" however, two of the teacher\'s*-failed to implement the X \' \' ■ \' \' continuous evaluation procedures and the, three pairs in tjiese • ■ . • ‘V classrooms"" thus were dropped from the study.[¬e]""']","however, two of the teacher's failed to implement the continuous evaluation procedures and the three pairs in these classrooms thus were dropped from the study.",,NA,13.04,,NA,13.04%,
37092606,King (2003),2003,Dissertation,,"Goals 2000 set forth a bold vision for U.S. students  they would be ""first in the world in science and mathematics"" by the year 2000. Performance indicators such as the TIMSS-R (1999) and NAEP (2000) reports suggest that U.S. students have not yet reached that goal. This study intended to learn how specific assessment strategies might contribute to improved student performance in science. This quasi-experimental study investigated the effects of formative assessment with reflection on students' motivational beliefs, self-regulatory skills, and achievement in elementary science. The study aimed to find out whether and how classroom applications of formative assessment during science instruction might influence fifth-grade students' attitudes and self-perceptions about science learning, self-regulatory learning behaviors, and achievement. To explore the effects of the assessment intervention, the study utilized a mixed methods approach involving quantitative and qualitative investigations of treatment and control groups during a four-week intervention period. Quantitative measures included student selfreport surveys administered pre- and post-treatment and an end-of-unit science test. Qualitative measures included classroom observations, student interviews (posttreatment), and a teacher interview (post-treatment). Findings indicated that the fifth-grade students in this study had positive attitudes toward science and high levels of self-efficacy for science. Results suggested that these elementary students employed a wide variety of cognitive and metacognitive strategies to support science learning. Findings revealed that these fifth graders believed formative assessment with reflection was beneficial for science learning outcomes. Research results did not show that the formative assessment intervention contributed to significant differences between treatment and control groups. However, the data revealed different levels of academic achievement and self-regulation for students in specific instructional services subgroups (i.e.. gifted, regular education, special education, and ESL). For example, high achieving students reported higher levels of self-regulatory learning behavior than other fifth grade students. Findings suggested that elementary science instruction that includes classroom applications of formative assessment with reflection may provide support for science learning and the development of self-regulatory learning behavior. However, widespread implementation of this practice in elementary science classrooms represents significant challenges for today’s educators, due to time limitations and increasing accountability pressures in our nation's schools.",['Feedback'],NA,,"['Page 80:\n[¬s]""All fifth graders enrolled in this school were invited to participate in the study (N = 65). Two classes (n = 43) served as the treatment group (receiving the intervention), and one class (n = 22) served as the control (no intervention).[¬e]""']","Student participants in the study included three fifth-grade classes, with one control (n=22) and two treatment classes (n=43).",,['Mixed gender'],"['Page 81:\n[¬s]""Frequency Percent Fifth Graders 65 100 Boys 33 51 Girls 32 49[¬e]""']","51% of sample are boys (n=33) 49% of sample are girls (n=32) pg66, Table 3.",,"FSM=38% (n=25) pg66, Table 3.","['Page 81:\n[¬s]""Students Receiving Free or Reduced Lunch 25 38[¬e]""']",NA,NA,NA,,"['Page 80:\n[¬s]"" Two classes (n = 43) served as the treatment group [¬e]""']",43,,"['Page 80:\n[¬s]""one class (n = 22) served as the control (no intervention)[¬e]""']",22,,NA,NA,,NA,NA,,"['Page 80:\n[¬s]"" (n = 43) served as the treatment group[¬e]""']",43,,"['Page 80:\n[¬s]""(n = 22) served as the control[¬e]""']",22,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092607,Koedinger (2010),2010,"Journal, Article",,"ASSISTments is a web-based math tutor designed to address the need for timely student assessment while simultaneously providing instruction, thereby avoiding lost instruction time that typically occurs during assessment. This article presents a quasi-experiment that evaluates whether ASSISTments use has an effect on improving middle school students' year-end test scores. The data was collected from 1240 seventh graders in three treatment schools and one comparison school. Post-test (7th grade year-end test) results indicate, after adjusting for the pre-test (6th grade year-end test), that students in the treatment schools significantly outperformed students in the comparison school and the difference was especially present for special education students. A usage analysis reveals that greater student use of ASSISTments is associated with greater learning consistent with the hypothesis that it is useful as a tutoring system. We also found evidence consistent with the hypothesis that teachers adapt their whole class instruction based on overall student performance in ASSISTments. Namely, increased teacher use (i.e., having more students use the system more often) is associated with greater learning among students with little or no use, suggesting that those students may have benefited from teachers adapting their whole-class instruction based on what they learned from ASSISTments use reports. These results indicate potential for using technology to provide students instruction during assessment and to give teachers fast and continuous feedback on student progress.",['Feedback'],NA,,NA,1240 seventh grade students,,['Mixed gender'],NA,Not given,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 9:\n[¬s]""372""\n""322""\n"" 253[¬e]""']",947,,"['Page 9:\n[¬s]""293[¬e]""']",293,,NA,NA,,NA,NA,,NA,947,,NA,237,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,Total recruited sample numbers are given but information is not provided on recruited treatment and control numbers separately.,,NA,NA,,NA,7.738%,
40294919,Kolic-Vehovec (2002) FB,2002,"Journal, Article",,"The effects of the self-monitoring and attribution training on accuracy and fluency of reading, as well as reading comprehension, and reading attribution of second-grade poor readers were examined. The participants were assigned in three experimental groups and one control group. One experimental group was encouraged for self-monitoring and self-correction by token-economy. The second group was instructed to attribute reading success to effort and ability, and failure to lack of effort. The third experimental group obtained a combination of self-monitoring and attribution training, and the control group practiced reading without feedback. All students showed improvement in reading fluency and comprehension. Self-monitoring training, as well as attribution training and their combination improved reading accuracy. Changes toward more internal attribution were obtained only in the experimental groups with explicit attribution training applied",['Feedback'],NA,,"['Page 4:\n[¬s]"" groups of 15 subjects[¬e]""']","60 in total, 15 for purposes of this coding ",,['No information provided'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 4:\n[¬s]""The participants were assigned to""\n""groups of 15 subjects[¬e]""']",15,,"['Page 4:\n[¬s]""The participants were assigned to""\n""groups of 15 subjects[¬e]""']",15,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""groups of 15[¬e]""']",15,,"['Page 4:\n[¬s]"" groups of 15[¬e]""']",15,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092586,Kozlow (2004),2004,Report,,NA,['Feedback'],NA,,"['Page 30:\n[¬s]""Table 4: Results for the Holistic Score for Treatment and Control Groups by Grade[¬e]""']","1592 students (424 in grade 3, 419 in grade 4, 386 in grade 5 and 363 in grade 6).",,['No information provided'],NA,NA,,"10% is for entire sample (all four grades), not given for just Grade 4 alone. ",NA,NA,NA,NA,,"['Page 30:\n[¬s]""207[¬e]""']",207,,"['Page 30:\n[¬s]""212[¬e]""']",212,,NA,NA,,NA,NA,,NA,776,,NA,816,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40294920,Kramarski (2009) FB,2009,"Journal, Article",,"This exploratory study investigated 100 Israeli 9th graders who used two different group-metacognitive support methods in online mathematical inquiry—group feedback guidance (GFG) and self-explanation guidance (SEG)—compared to a control group (CONT). The study evaluated each method's effects on students'  (a) mathematical inquiry ability  problem solving, explanations, mathematical feedback in online forum discussions, and transfer ability  and (b) self-regulated learning (SRL) measures (self-report questionnaires and metacognitive feedback in online forum discussions). Metacognitive support methods, based on IMPROVE self-questioning strategies, appeared in pop-up screens and provided the two experimental groups with differential cues for problem-solving processes. Mixed quantitative and qualitative analyses showed that GFG students outperformed SEG students in most mathematical and SRL measures and the CONT students in all measures. In addition, SEG students outperformed the CONT students in mathematica...","['Feedback', 'Collaborative learning']",NA,,"['Page 15:\n[¬s]""Group feedback (n = 32) Self- explanations (n = 32) Control (n = 36)[¬e]""', 'Page 7:\n[¬s]""100[¬e]""']",NA,,['Mixed gender'],"['Page 7:\n[¬s]""47 boys, 53 girls[¬e]""']",NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 15:\n[¬s]""Group feedback (n = 32)[¬e]""']",32,,"['Page 15:\n[¬s]""Control (n = 36)[¬e]""']",36,,NA,NA,,NA,NA,,"['Page 15:\n[¬s]""Group feedback (n = 32)[¬e]""']",32,,"['Page 15:\n[¬s]""Control (n = 36)[¬e]""']",36,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092670,Lacher (1983),1983,"Journal, Article",,"This study investigated variables which contribute to acquisition and maintenance over one week of trained verbal rehearsal in the performance of serial recall by 84 kindergarten and first-grade children. Children with low and high pretest recall were given rehearsal training with or without trial-by-trial feedback alone, along with a “looking” strategy, or along with the looking strategy and with instructions to compare the relative success of rehearsal and looking. Consistent with findings on acquiring Piagetian abilities, initial performance was a major determinant of effects of training on posttest performance. Only high scorers increased in rehearsal and recall during the pretest. Given training, however, all groups of low and high scorers increased in use of rehearsal, recall, and reported verbal memory aids from pretest to posttest one week after training. Feedback aided all groups' recall during training, but did not affect maintenance of rehearsal.",['Feedback'],NA,,"['Page 3:\n[¬s]""The 5s were 84 of these children selected for training by virtue of missing at least four of the 10 pretest trials.[¬e]""']",84 children,,['Mixed gender'],"['Page 3:\n[¬s]""There were 55 boys and 29 girls[¬e]""']",NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
46888303,Lenhard (2013),2013,"Journal, Article",,"There are many established reading strategy training programmes, which explicitly teach strategic and meta-cognitive knowledge to improve reading comprehension. Although instruction in strategy knowledge leads to improvements in meta-cognitive skills, the effects do not always transfer to reading comprehension. Therefore, to investigate preconditions for knowledge transfer, two different strategy training programmes were implemented in nine classes of Grade 6 students (N = 148) over the course of one school year. One programme involved teacher-directed instruction of declarative meta-cognitive knowledge (Reading Detectives  Ruhl & Souvignier, 2006). The other aimed at improving executive meta-cognition by guided practice  students worked with a computer program based on latent semantic analysis (LSA) (conText) and received immediate feedback on written summaries. Although both groups improved their strategy knowledge to the same extent, the conText group showed a greater improvement in reading comprehension. These findings suggest that guided practice, which is characterised by intensive practice and individualised corrective feedback, is superior to explicitly teaching strategy knowledge. Adapted from the source document",NA,['Feedback'],,"['Page 1:\n[¬s]""N ⫽ 148[¬e]""']",148,,['Mixed gender'],"['Page 9:\n[¬s]""25""\n""37""\n""Table 2. Sample statistics.[¬e]""']",62,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 9:\n[¬s]""conText\nReading Detectives\nN\n59[¬e]""']",59,,"['Page 9:\n[¬s]""80""\n""Reading Detectives[¬e]""']",80,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""conText (N = 59)[¬e]""']",59,,"['Page 11:\n[¬s]""Reading Detectives (N = 80)[¬e]""']",80,,NA,NA,,NA,NA,,['Yes'],"['Page 8:\n[¬s]""A total of 139 of 147 students com-\npleted both pre- and post-test (94.6%; see Table 2); the other eight students had left school\nor were absent due to illness at the post-test. No student withdrew his or her participation\nduring the study[¬e]""']",NA,,NA,NA,,NA,NA,
46888095,Llorens (2014) 1_1,2014,"Journal, Article",,"This study analyses the effectiveness of adaptive formative feedback to boost strategic search decisions and performance when students are asked to answer a set of questions in a task-oriented reading situation. We compared automatic feedback that included information about the right answer with feedback that also included the connection between the students' strategic search decisions and their performance. Ninety-two high school students read two non-continuous texts. They received feedback during a training phase, and then they read and also received feedback with a similar text in a final phase. Text and questions were presented using a new computer-based technology that provided automatic adaptive feedback depending on the experimental condition  right-answer feedback, strategic-search-decisions feedback and placebo feedback. We found that strategic-search-decisions feedback improved strategic decisions over right-answer and placebo feedback in the final text, which in turn improved question-answering performance. Some positive effects were also found during training. These results open new possibilities to adaptive automatic procedures to teach task-oriented reading skills to students. © 2014 John Wiley & Sons Ltd.",NA,['Feedback'],,"['Page 7:\n[¬s]""The ﬁnal\nsample distribution was as follows: there were 30 stu-\ndents in the strategic-search-decisions feedback group,\n34 students participated in the right-answer feedback\ngroup, and 28 students participated in the placebo feed-\nback group.[¬e]""']","Total for the conditions who data extract here is N=62 (34 for right answer condition, 28 for active control) (for all three conditions, not data extracted here, the total sample is N=92)",,['Mixed gender'],"['Page 7:\n[¬s]""67% male[¬e]""']",33% female,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 7:\n[¬s]""34 students participated in the right-answer feedback\ngroup[¬e]""']",34,,"['Page 7:\n[¬s]""28 students participated in the placebo feed-\nback group.[¬e]""']",28,,NA,NA,,NA,NA,,NA,34,,NA,28,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
49106829,Llorens (2014) 1_2,2014,"Journal, Article",,"This study analyses the effectiveness of adaptive formative feedback to boost strategic search decisions and performance when students are asked to answer a set of questions in a task-oriented reading situation. We compared automatic feedback that included information about the right answer with feedback that also included the connection between the students' strategic search decisions and their performance. Ninety-two high school students read two non-continuous texts. They received feedback during a training phase, and then they read and also received feedback with a similar text in a final phase. Text and questions were presented using a new computer-based technology that provided automatic adaptive feedback depending on the experimental condition  right-answer feedback, strategic-search-decisions feedback and placebo feedback. We found that strategic-search-decisions feedback improved strategic decisions over right-answer and placebo feedback in the final text, which in turn improved question-answering performance. Some positive effects were also found during training. These results open new possibilities to adaptive automatic procedures to teach task-oriented reading skills to students. © 2014 John Wiley & Sons Ltd.",NA,['Feedback'],,"['Page 7:\n[¬s]""The ﬁnal\nsample distribution was as follows: there were 30 stu-\ndents in the strategic-search-decisions feedback group,\n34 students participated in the right-answer feedback\ngroup, and 28 students participated in the placebo feed-\nback group.[¬e]""']","Total for the conditions who data extract here is N=58 (30 for strategic search-decision condition, 28 for active control) (for all three conditions, not data extracted here, the total sample is N=92)",,['Mixed gender'],NA,33% female,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 7:\n[¬s]""there were 30 stu-\ndents in the strategic-search-decisions feedback grou[¬e]""']",30,,"['Page 7:\n[¬s]""28 students participated in the placebo feed-\nback group[¬e]""']",28,,NA,NA,,NA,NA,,NA,30,,NA,28,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
46888096,Llorens (2016) 1_1,2016,"Journal, Article",,"The study includes two experiments to analyse the effects of automatic formative feedback designed to promote the transfer of self-regulation of strategic decisions in task-oriented reading (e.g. answering questions from an available text). Secondary-school students read and answered multiple-choice comprehension questions from two texts having them available while receiving consistent feedback about their performance and strategic decisions. Then, they read a different text and answered questions also with the text available, but receiving no feedback. In Experiment 1, we tested two feedback procedures that differed in task conditions and the feedback information associated to these conditions. The most effective was a procedure that forced students to select relevant text information to answer each question and provided accurate feedback based on that selection. Experiment 2 was designed to disentangle the role played by the selection task from that played by the feedback provided. We found that the two components contribute to transfer the self-regulation strategies, although each one has a specific role for different strategies. Theoretical and practical implications of the studies are discussed. © 2016 John Wiley & Sons Ltd",NA,['Feedback'],,"['Page 6:\n[¬s]""They were\nrandomly distributed into three groups according to\nconditions: 50, 51 and 41 students in placebo,\nsearch&revisit and select&revisit feedback groups[¬e]""']","total N=142. Conditions are interest for this data extraction N=101 (50 control, 51 search&revisit)",,['Mixed gender'],"['Page 6:\n[¬s]""61% female[¬e]""']",61% female,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 6:\n[¬s]""They were\nrandomly distributed into three groups according to\nconditions: 50, 51 and 41 students in placebo,\nsearch&revisit and select&revisit feedback groups,\nrespectively.[¬e]""']",51(Search and revisit),,"['Page 6:\n[¬s]""0, 51 and 41 students in placebo,\nsearch&revisit and select&revisit feedback groups,\nrespectively.[¬e]""']",50,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
49106830,Llorens (2016) 1_2,2016,"Journal, Article",,"The study includes two experiments to analyse the effects of automatic formative feedback designed to promote the transfer of self-regulation of strategic decisions in task-oriented reading (e.g. answering questions from an available text). Secondary-school students read and answered multiple-choice comprehension questions from two texts having them available while receiving consistent feedback about their performance and strategic decisions. Then, they read a different text and answered questions also with the text available, but receiving no feedback. In Experiment 1, we tested two feedback procedures that differed in task conditions and the feedback information associated to these conditions. The most effective was a procedure that forced students to select relevant text information to answer each question and provided accurate feedback based on that selection. Experiment 2 was designed to disentangle the role played by the selection task from that played by the feedback provided. We found that the two components contribute to transfer the self-regulation strategies, although each one has a specific role for different strategies. Theoretical and practical implications of the studies are discussed. © 2016 John Wiley & Sons Ltd",NA,['Feedback'],,"['Page 6:\n[¬s]""distributed into three groups according to\nconditions: 50, 51 and 41 students in placebo,\nsearch&revisit and select&revisit feedback groups,\nrespectively[¬e]""']","N=91 (50 control, 41 select& revisit)",,['Mixed gender'],NA,61% female,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 6:\n[¬s]""50, 51 and 41 students in placebo,\nsearch&revisit and select&revisit feedback groups,\nrespectively.[¬e]""']",41,,"['Page 6:\n[¬s]""50, 51 and 41 students in placebo,\nsearch&revisit and select&revisit feedback groups,\nrespectively.[¬e]""']",50,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 6:\n[¬s]""Ten participants were excluded from\nthe select&revisit group because of technical prob-\nlems in their outputs[¬e]""']",NA,,NA,25%,,NA,NA,
49106831,Llorens (2016) 1_3,2016,"Journal, Article",,"The study includes two experiments to analyse the effects of automatic formative feedback designed to promote the transfer of self-regulation of strategic decisions in task-oriented reading (e.g. answering questions from an available text). Secondary-school students read and answered multiple-choice comprehension questions from two texts having them available while receiving consistent feedback about their performance and strategic decisions. Then, they read a different text and answered questions also with the text available, but receiving no feedback. In Experiment 1, we tested two feedback procedures that differed in task conditions and the feedback information associated to these conditions. The most effective was a procedure that forced students to select relevant text information to answer each question and provided accurate feedback based on that selection. Experiment 2 was designed to disentangle the role played by the selection task from that played by the feedback provided. We found that the two components contribute to transfer the self-regulation strategies, although each one has a specific role for different strategies. Theoretical and practical implications of the studies are discussed. © 2016 John Wiley & Sons Ltd",NA,['Feedback'],,"['Page 12:\n[¬s]""They were randomly distributed\ninto three groups: 37, 37 and 38 students in placebo, only-\nselect and select&revisit feedback groups, respectively[¬e]""']","N=74 for the comparison we are interested, 37 treatment and 37 control (N=112 for all 4 groups)",,['Mixed gender'],"['Page 12:\n[¬s]""54% male,[¬e]""']",46% female,,NA,NA,NA,NA,NA,,"['Page 12:\n[¬s]""They were randomly distributed\ninto three groups: 37, 37 and 38 students in placebo, only-\nselect and select&revisit feedback groups, respectively[¬e]""']",38 (Select and revisit),,"['Page 12:\n[¬s]""They were randomly distributed\ninto three groups: 37, 37 and 38 students in placebo, only-\nselect and select&revisit feedback groups, respectively[¬e]""']",37,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
49106832,Llorens (2016) 1_4,2016,"Journal, Article",,"The study includes two experiments to analyse the effects of automatic formative feedback designed to promote the transfer of self-regulation of strategic decisions in task-oriented reading (e.g. answering questions from an available text). Secondary-school students read and answered multiple-choice comprehension questions from two texts having them available while receiving consistent feedback about their performance and strategic decisions. Then, they read a different text and answered questions also with the text available, but receiving no feedback. In Experiment 1, we tested two feedback procedures that differed in task conditions and the feedback information associated to these conditions. The most effective was a procedure that forced students to select relevant text information to answer each question and provided accurate feedback based on that selection. Experiment 2 was designed to disentangle the role played by the selection task from that played by the feedback provided. We found that the two components contribute to transfer the self-regulation strategies, although each one has a specific role for different strategies. Theoretical and practical implications of the studies are discussed. © 2016 John Wiley & Sons Ltd",NA,['Feedback'],,"['Page 12:\n[¬s]""One hundred and twelve seventh and eighth graders took\npart in the study (mean age 12.39, SD=0.71; 54% male,\nSpanish native speakers). They were randomly distributed\ninto three groups: 37, 37 and 38 students in placebo, only-\nselect and select&revisit feedback groups, respectively[¬e]""']","N=75 (38 treatment, 37 control) Total in study N=112",,['Mixed gender'],"['Page 12:\n[¬s]""54% male,[¬e]""']",46% female,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,NA,37 (Only select),,"['Page 12:\n[¬s]""37, 37 and 38 students in placebo, only-\nselect and select&revisit feedback groups, respectively[¬e]""']",37,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092587,Lumbelli (1999),1999,"Journal, Article",,"Can an instructional treatment directly target the cognitive processes which lead to comprehension problem detection in revising? Can such a treatment be effective in enhancing not only the ability to detect such kind of error in revising texts written by others but also the attention to local planning in writing so that comprehensibility be assured? The results of an experimental investigation with 28 6th graders as subjects supported an affirmative answer to these questions. Subjects in the experimental condition, who individually participated in three treatment sessions, significantly outperformed controls in detection of comprehension problems in revising and in comprehensible writing. Some methodological problems are discussed.",['Feedback'],NA,,NA,28,,['Mixed gender'],NA,Not given,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 7:\n[¬s]""14 students received the experimental treatment[¬e]""']",14,,"['Page 7:\n[¬s]""14 students worked as the control group[¬e]""']",14,,NA,NA,,NA,NA,,NA,14,,NA,14,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092588,MacArthur (1991),1991,"Journal, Article",,"Investigated the impact of a reciprocal peer editing strategy on 29 learning disabled 4th-, 5th-, and 6th-grade students' knowledge about writing and revising, their actual revising activity, and the quality of their writing. Ss learned to work in pairs to help each other improve their compositions. The strategy was taught by special education teachers who were using a process approach to writing instruction in their classrooms and word processing to support the writing process. Ss in the strategy group made more revisions and produced papers of higher quality when revising with peer support than Ss in a process approach control group. On a metacognitive interview, strategy Ss demonstrated greater awareness of substantive criteria for evaluating writing in response to general questions about evaluating and revising particular papers.",['Feedback'],NA,,NA,29,,['Mixed gender'],NA,Not given,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 6:\n[¬s]"" 13 experimental students[¬e]""']",13,,"['Page 6:\n[¬s]""there were 16 control students on draft 3[¬e]""']",15,,NA,NA,,NA,NA,,NA,13,,NA,16,,NA,NA,,NA,NA,,['Yes'],"['Page 6:\n[¬s]""Note: There were 13 experimental students: there were 16 control students on draft 3\'but only IS for draft 2 and total.[¬e]""']",NA,,NA,0,,NA,3.448%,
46887775,Marsh (2012) 1_1,2012,"Journal, Article",,"A large literature shows that retrieval practice is a powerful tool for enhancing learning and memory in undergraduates (Roediger & Karpicke, 2006a). Much less work has examined the memorial consequences of testing school-aged children. Our focus is on multiple-choice tests, which are potentially problematic since they minimise retrieval practice and also expose students to errors (the multiple-choice lures). To examine this issue, second graders took a multiple-choice general knowledge test (e.g., What country did the Pilgrims come from  England, Germany, Ireland, or Spain?) and later answered a series of short answer questions, some of which corresponded to questions on the earlier multiple-choice test. Without feedback, the benefits of prior testing outweighed the costs for easy questions. However, for hard questions, the large increase in multiple-choice lure answers on the final test meant that the cost of prior testing outweighed the benefits when no feedback was provided. This negative testing effect was eliminated when children received immediate feedback (consisting of the correct answer) after each multiple-choice selection. Implications for educational practice are discussed. © 2012 Copyright Psychology Press Ltd.",NA,['Feedback'],,"['Page 4:\n[¬s]""Thirty-six second graders were recruited from the\ncommunity to participate in a laboratory experi-\nment (mean age07.71, SD0.55, 64% female,\nranging from 6.73 to 8.74 years). Of these,\n14 children were assigned to a control no-feed-\nback condition and 22 were assigned to a feed-\nback condition;[¬e]""']","36, 22 in feedback, 14 in coontrol",,['Mixed gender'],"['Page 4:\n[¬s]""64% female,\nranging[¬e]""']",64% female,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 4:\n[¬s]""22 were assigned to a feed-\nback condition; mean age did not differ across\nconditions, t(34)01.16, SE0.19, p\t.25.[¬e]""']",22,,"['Page 4:\n[¬s]""Of these,\n14 children were assigned to a control no-feed-\nback condition[¬e]""']",14,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
49106833,Marsh (2012) 1_2,2012,"Journal, Article",,"A large literature shows that retrieval practice is a powerful tool for enhancing learning and memory in undergraduates (Roediger & Karpicke, 2006a). Much less work has examined the memorial consequences of testing school-aged children. Our focus is on multiple-choice tests, which are potentially problematic since they minimise retrieval practice and also expose students to errors (the multiple-choice lures). To examine this issue, second graders took a multiple-choice general knowledge test (e.g., What country did the Pilgrims come from  England, Germany, Ireland, or Spain?) and later answered a series of short answer questions, some of which corresponded to questions on the earlier multiple-choice test. Without feedback, the benefits of prior testing outweighed the costs for easy questions. However, for hard questions, the large increase in multiple-choice lure answers on the final test meant that the cost of prior testing outweighed the benefits when no feedback was provided. This negative testing effect was eliminated when children received immediate feedback (consisting of the correct answer) after each multiple-choice selection. Implications for educational practice are discussed. © 2012 Copyright Psychology Press Ltd.",NA,['Feedback'],,"['Page 4:\n[¬s]""Thirty-six second graders were recruited from the\ncommunity to participate in a laboratory experi-\nment (mean age07.71, SD0.55, 64% female,\nranging from 6.73 to 8.74 years). Of these,\n14 children were assigned to a control no-feed-\nback condition and 22 were assigned to a feed-\nback condition;[¬e]""']","36, 22 treatment, 14 control",,['Mixed gender'],"['Page 4:\n[¬s]""64% female,[¬e]""']",64% female,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 4:\n[¬s]""22 were assigned to a feed-\nback condition;[¬e]""']",22,,"['Page 4:\n[¬s]""14 children were assigned to a control no-feed-\nback condition[¬e]""']",14,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
37092684,McClintock (1975),1975,"Journal, Article",,"A propositional structure is set forth that considers  (1) the role of various forms of feedback in eliciting differing motivational orientations toward performance in tasks that reflect ability  (2) the strength of arousal associated with these various motivational orientations as a function of repeated feedback and the age of the performer  and (3) the impact of differing strengths of arousal upon the performance of simple and complex tasks. On the basis of this propositional statement, a series of hypotheses are formulated and tested concerning predicted effects of various forms of feedback upon second, fourth and sixth grade Flemish boys performing simple and complex tasks in a classroom setting. In general, the results are consistent with predictions that the strength of competitive motives, induced by own and other performance feedback, as compared to individualistic motives induced by own feedback and a control condition of no feedback, increase both as a function of trials and the age of the performer, and that these increases in arousal lead to higher levels of performance in simple, but not complex tasks.",['Feedback'],NA,,NA,150 students,,['Male only'],NA,NA,,NA,NA,NA,NA,['No SES/FSM Information Provided'],,"['Page 9:\n[¬s]""25 5s in each of the ""\n""experi\xad mental groups[¬e]""']",75,,NA,75,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
