id,pub_author,pub_year,strand_raw,strand_info,toolkit_version,desc_stats_raw,desc_stats_ht,desc_stats_info,desc_stats_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,pre_t_mean_ht,pre_t_mean_info,pre_t_mean_CLEAN,pre_t_sd_ht,pre_t_sd_info,pre_t_sd_CLEAN,post_t_mean_ht_t_sd_ht,post_t_mean_info,post_t_mean_CLEAN,post_t_sd_ht,post_t_sd_info,post_t_sd_CLEAN,gain_t_mean_ht,gain_t_mean_info,gain_t_mean_CLEAN,gain_t_sd_ht,gain_t_sd_info,gain_t_sd_CLEAN,out_t_other_ht,out_t_other_info,out_t_other_CLEAN,n_cont_ht,n_cont_info,n_cont_ht_CLEAN,pre_c_mean_ht,pre_c_mean_info,pre_c_mean_CLEAN,pre_c_sd_ht,pre_c_sd_info,pre_c_sd_CLEAN,post_c_mean_ht,post_c_mean_info,post_c_mean_CLEAN,post_c_sd_ht,post_c_sd_info,post_c_sd_CLEAN,gain_c_mean_ht,gain_c_mean_info,gain_c_mean_CLEAN,gain_c_sd_ht,gain_c_sd_info,gain_c_sd_CLEAN,out_c_other_ht,out_c_other_info,out_c_other_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,pre_t2_mean_ht,pre_t2_mean_info,pre_t2_mean_CLEAN,pre_t2_sd_ht,pre_t2_sd_info,pre_t2_sd_CLEAN,post_t2_mean_ht,post_t2_mean_info,post_t2_mean_CLEAN,post_t2_sd_ht,post_t2_sd_info,post_t2_sd_CLEAN,gain_t2_mean_ht,gain_t2_mean_info,gain_t2_mean_CLEAN,gain_t2_sd_ht,gain_t2_sd_info,gain_t2_sd_CLEAN,out_t2_other_ht,out_t2_other_info,out_t2_other_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,pre_c2_mean_ht,pre_c2_mean_info,pre_c2_mean_CLEAN,pre_c2_sd_ht,pre_c2_sd_info,pre_c2_sd_CLEAN,post_c2_mean_ht,post_c2_mean_info,post_c2_mean_CLEAN,post_c2_sd_ht,post_c2_sd_info,post_c2_sd_CLEAN,gain_c2_mean_ht,gain_c2_mean_info,gain_c2_mean_CLEAN,gain_c2_sd_ht,gain_c2_sd_info,gain_c2_sd_CLEAN,out_c2_other_ht,out_c2_other_info,out_c2_other_CLEAN,follow_up_raw,follow_up_ht,follow_up_info,follow_up_CLEAN
37671559,Gwernan-Jones (2018),2018,['Teaching assistants'],NA,NA,['Yes'],NA,NA,,"['Page 6:\n[¬s]""n = 11[¬e]""']",11,,"['Page 6:\n[¬s]""7.2[¬e]""']",7.2,,"['Page 6:\n[¬s]""(0.3)[¬e]""']",.3,,"['Page 6:\n[¬s]""8.7 ([¬e]""']",8.7,,"['Page 6:\n[¬s]""(0.4)[¬e]""']",.4,,"['Page 6:\n[¬s]""+1.5[¬e]""']",1.5,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""13""\n""N = \ue00313[¬e]""']",13,,"['Page 6:\n[¬s]""7.0[¬e]""']",7,,"['Page 6:\n[¬s]""(0.3)[¬e]""']",.3,,"['Page 6:\n[¬s]""7.3[¬e]""']",7.3,,"['Page 6:\n[¬s]""(0.3)[¬e]""']",.3,,NA,.3,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37671520,Haley (2017),2017,"['Teaching assistants', 'Oral language interventions']",NA,NA,['No'],NA,NA,,NA,51,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,47,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671562,Hatcher (2006),2006,"['Teaching assistants', 'Phonics']",NA,NA,['Yes'],NA,NA,,"['Page 3:\n[¬s]""39/42 children completed\nintervention and were included in\nanalysis[¬e]""']",39,,"['Page 4:\n[¬s]""79.49[¬e]""']",79.49,,"['Page 4:\n[¬s]""(4.32)[¬e]""']",4.32,,"['Page 4:\n[¬s]""84.08[¬e]""']",84.08,,"['Page 4:\n[¬s]""(7.91)[¬e]""']",7.91,,NA,NA,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""38/42 children completed\nintervention and were included in\nanalysis[¬e]""']",38,,"['Page 4:\n[¬s]""82.11 ([¬e]""']",82.11,,"['Page 4:\n[¬s]""(6.35)[¬e]""']",6.35,,"['Page 4:\n[¬s]""82.97[¬e]""']",82.97,,"['Page 4:\n[¬s]""(9.79)[¬e]""']",9.79,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 2:\n[¬s]""(t3, mean age\n6.26 years, end of Summer term).""\n""and then 10 weeks after\nthe start of the second intervention (t3[¬e]""']",NA,
40398941,Hodgen (2019),2019,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],NA,NA,,"['Page 33:\n[¬s]""876[¬e]""']",876,,NA,NA,,NA,NA,,"['Page 33:\n[¬s]""85.7[¬e]""']",85.7,,NA,NA,,NA,NA,,NA,NA,,"['Page 33:\n[¬s]""(85.0, 86.5)[¬e]""']","CI   85.0, 86.5",,"['Page 33:\n[¬s]""899[¬e]""']",899,,NA,NA,,NA,NA,,"['Page 33:\n[¬s]""84.3[¬e]""']",84.3,,NA,NA,,NA,NA,,NA,NA,,"['Page 33:\n[¬s]""(83.6, 85.0)[¬e]""']","CI  83.6, 85",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37671521,Holmes (2013),2013,['Teaching assistants'],NA,NA,['Yes'],NA,Control group statistics are reported for 'No-intervention group' only and not for 'Matched-time group',,"['Page 11:\n[¬s]""Intervention group (182 male, 166 female)[¬e]""']",348,,"['Page 11:\n[¬s]""9.97[¬e]""']",9.97,,"['Page 11:\n[¬s]""5.75[¬e]""']",5.57,,"['Page 11:\n[¬s]""13.73[¬e]""']",13.73,,NA,6.05,,NA,NA,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""No-intervention group (24 male, 18 female[¬e]""']",42,,"['Page 11:\n[¬s]""9.5[¬e]""']",9.5,,"['Page 11:\n[¬s]""5.35)[¬e]""']",5.35,,"['Page 11:\n[¬s]""12.5[¬e]""']",12.5,,"['Page 11:\n[¬s]""6.12[¬e]""']",6.12,,NA,NA,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""Matched-time group\n(24 male, 26 female)[¬e]""']",50,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,Pre and Post data available. Delayed post data not available. ,
37671626,Hund-Reid (2008),2008,"['Teaching assistants', 'Phonics']",NA,NA,['Yes'],"['Page 93:\n[¬s]""Figure 5. Children\'s Performance on the Nonsense Word Fluency Measure from Pre- intervention to Maintenance Probe 2.[¬e]""']",Primary Outcome - Nonsense Word Fluency as closest measure to reading comprehension with full data available. Data from Figure 5 (means but no SD).,,NA,22,,NA,3,,NA,NA,,NA,15,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,8,,NA,1,,NA,NA,,NA,4,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37671605,Hund-Reid (2013),2013,"['Teaching assistants', 'Phonics']",NA,NA,['No'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37671565,Jason (1994),1994,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],NA,NA,,"['Page 8:\n[¬s]""54 Es,""\n""54 Es (90% of the selected children)[¬e]""']",54,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 9:\n[¬s]""The E children\'s""\n""comprehen-\nsion increased from 78.0% to 83.1%,[¬e]""']",NA,,"['Page 8:\n[¬s]""52 Cs""\n""52 Cs (91% of\nthe selected children[¬e]""']",52,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],"['Page 6:\n[¬s]""Pre-, post-, and follow-up mea-\nsures assessed academic competencies, self-esteem, and school records.[¬e]""']",says yes but i could not find any details of follow up in the results,
37671627,Jones (2016),2016,['Teaching assistants'],NA,NA,['Yes'],NA,"only size of groups, no means/SD",,"['Page 35:\n[¬s]""DI\nn = 71[¬e]""']",71,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 35:\n[¬s]""Control\nn = 160[¬e]""']",160,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 35:\n[¬s]""CAI\nn = 50[¬e]""']",50,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 59:\n[¬s]""May Posttest[¬e]""']","seems to be 2  post-tests, January, and May. I have noted the May as a f-u",
43100933,Lapsely (2002),2002,"['Reducing class size', 'Teaching assistants']",NA,NA,['Yes'],NA,table 4,,NA,1085,,NA,NA,,NA,NA,,NA,57.92,,NA,16.1,,NA,NA,,NA,NA,,NA,NA,,NA,417,,NA,NA,,NA,NA,,NA,63.5,,NA,17.22,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671606,Lee (2016),2016,['Teaching assistants'],NA,NA,['Yes'],NA,NA,,"['Page 8:\n[¬s]""Treated""\n""62[¬e]""']",NA,,"['Page 8:\n[¬s]""15.16[¬e]""']",15.16,,"['Page 8:\n[¬s]""(7.40)[¬e]""']",7.40,,"['Page 8:\n[¬s]""23.74[¬e]""']",23.74,,"['Page 8:\n[¬s]""(8.04)[¬e]""']",8.04,,"['Page 8:\n[¬s]""+8.58[¬e]""']",8.58,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""53""\n""Control[¬e]""']",53,,"['Page 8:\n[¬s]""17.11[¬e]""']",17.11,,"['Page 8:\n[¬s]""(6.81)[¬e]""']",6.81,,"['Page 8:\n[¬s]""21.73[¬e]""']",21.73,,"['Page 8:\n[¬s]""(8.31)[¬e]""']",8.31,,"['Page 8:\n[¬s]""+4.62[¬e]""']",4.62,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,No delayed post data available. Only pre-post data available.,
37671566,MacLeod (2007),2007,['Teaching assistants'],NA,NA,['Yes'],NA,NA,,NA,37,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,1.1,,NA,0.42,,NA,NA,,NA,35,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,0.42,,NA,0.42,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671568,McNally (2016) 1_1,2016,"['Teaching assistants', 'Small group tuition']",NA,NA,['Yes'],NA,NA,,"['Page 22:\n[¬s]""877[¬e]""']",877,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""99.72[¬e]""']",99.72,,NA,NA,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""(98.16 , 101.27)[¬e]""']","CI  98.16, 101.27",,"['Page 22:\n[¬s]""1,024[¬e]""']",1024,,NA,NA,,NA,NA,,"['Page 28:\n[¬s]""97.29[¬e]""']",97.29,,NA,NA,,NA,NA,,NA,NA,,NA,"CI  (96.50 , 98.07)",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671570,Merrell (2015),2015,"['Teaching assistants', 'Phonics', 'Small group tuition']",NA,NA,['Yes'],NA,NA,,"['Page 21:\n[¬s]""161[¬e]""']",160,,"['Page 19:\n[¬s]""85.57[¬e]""']",85.57,,"['Page 19:\n[¬s]""10.72[¬e]""']",10.72,,"['Page 21:\n[¬s]""87.58[¬e]""']",87.58,,"['Page 21:\n[¬s]""10.14[¬e]""']",10.14,,NA,NA,,NA,NA,,NA,NA,,"['Page 21:\n[¬s]""149[¬e]""']",149,,"['Page 19:\n[¬s]""85.52[¬e]""']",85.52,,"['Page 19:\n[¬s]""11.30[¬e]""']",11.30,,"['Page 21:\n[¬s]""84.21[¬e]""']",84.21,,NA,11.20,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671572,Miller (2003),2003,['Teaching assistants'],NA,NA,['Yes'],"['Page 11:\n[¬s]""TABLE 1 Descriptive Statistics on Two Assessment Measures for Partners-in-Reading, Reading Recovery, Control Students, and Other First Graders[¬e]""']",Note  Pretest is researcher developed Word Recognition measure whilst Post-test is Metropolitan Achievement Test - Comprehension sub-test. Combined Groups (Control is a combination of RR and Control) calculated using CG Spreadsheet and uploaded to Slack. Data from Table 1 and 2. ,,"['Page 11:\n[¬s]""54 PIR[¬e]""']",54,,"['Page 11:\n[¬s]""1.79[¬e]""']",1.79,,"['Page 11:\n[¬s]""3.52[¬e]""']",3.52,,"['Page 12:\n[¬s]""50.27[¬e]""']",50.27,,"['Page 12:\n[¬s]""15.06[¬e]""']",15.06,,NA,NA,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""58 con- trol group students[¬e]""']",58,,"['Page 11:\n[¬s]"" 1.00""\n"" .09""\n"" 1.38""\n"" .39[¬e]""']",0.702,,"['Page 11:\n[¬s]"" 1.08""\n"" .39""\n"" 1.05""\n"" 1.37[¬e]""']",1.133,,"['Page 12:\n[¬s]""46.19""\n""38.46[¬e]""']",43.240,,"['Page 12:\n[¬s]""18.58""\n""15.58[¬e]""']",17.794,,NA,NA,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""62 RR[¬e]""']",62,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671607,Muijs (2003),2003,['Teaching assistants'],NA,NA,['Yes'],NA,NA,,"['Page 6:\n[¬s]"" 180 pupils who had received support[¬e]""']",180,,"['Page 7:\n[¬s]""90.8[¬e]""']",90.8,,NA,NA,,"['Page 7:\n[¬s]""94.2[¬e]""']",94.2,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""180 who had not[¬e]""']",180,,"['Page 7:\n[¬s]""90.9[¬e]""']",90.9,,NA,NA,,"['Page 7:\n[¬s]""95.0[¬e]""']",95.0,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671575,Nelson (2010),2010,"['Teaching assistants', 'Phonics']",NA,NA,['Yes'],"['Page 16:\n[¬s]""Table 4. Child assessment means and standard deviations[¬e]""']",Table 4 - Phonological Awareness measure (pre-test),,"['Page 16:\n[¬s]""n = 41[¬e]""']",41,,"['Page 16:\n[¬s]""11.46[¬e]""']",11.46,,"['Page 16:\n[¬s]""5.31[¬e]""']",5.31,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 16:\n[¬s]""n = 47[¬e]""']",47,,"['Page 16:\n[¬s]""10.60[¬e]""']",10.6,,"['Page 16:\n[¬s]""6.30[¬e]""']",6.30,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296657,Nunes (2018),2018,"['Small group tuition', 'Teaching assistants']",NA,NA,['Yes'],NA,NA,,NA,253,,NA,NA,,NA,NA,,NA,9.75,,NA,NA,,NA,NA,,NA,NA,,NA,CI of mean (9.18 –10.32),,NA,238,,NA,NA,,NA,NA,,"['Page 43:\n[¬s]""9.04[¬e]""']",9.04,,NA,NA,,NA,NA,,NA,NA,,"['Page 43:\n[¬s]""(8.48 – 9.60)[¬e]""']",CI  (8.48 – 9.60) ,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296659,Patel (2017),2017,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],NA,Data from Table 6,,"['Page 25:\n[¬s]""606[¬e]""']",606,,"['Page 25:\n[¬s]""11.1[¬e]""']",11.1,,NA,NA,,"['Page 26:\n[¬s]""15.99[¬e]""']",15.99,,NA,NA,,NA,NA,,NA,NA,,"['Page 26:\n[¬s]""(15.54, 16.44)[¬e]""']","(15.54, 16.44)",,"['Page 25:\n[¬s]""296[¬e]""']",296,,"['Page 25:\n[¬s]""11.2[¬e]""']",11.2,,NA,NA,,"['Page 26:\n[¬s]""15.81""\n""(14.99, 16.63)[¬e]""']",15.81,,NA,NA,,NA,NA,,NA,NA,,NA,"(14.99, 16.63)",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
37671611,Ratcliff (2009),2009,['Teaching assistants'],NA,NA,['Yes'],NA,NWF subtest chosen as it comproses skills within NWF and PSF subtests (both segmentation and correct pronounciation of the whole word). Data from Table 8 and 12. ,,"['Page 29:\n[¬s]"" 130[¬e]""']",130,,"['Page 29:\n[¬s]""38.62[¬e]""']",38.62,,"['Page 29:\n[¬s]""16.082[¬e]""']",16.082,,"['Page 32:\n[¬s]""71.079[¬e]""']",71.079,,NA,NA,,NA,NA,,NA,NA,,NA,post-test means are adjusted,,"['Page 29:\n[¬s]""153[¬e]""']",153,,"['Page 29:\n[¬s]""25.44[¬e]""']",25.44,,"['Page 29:\n[¬s]""16.585[¬e]""']",16.585,,"['Page 32:\n[¬s]""67.417[¬e]""']",67.417,,NA,NA,,NA,NA,,NA,NA,,NA,post-test means are adjusted,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
37671612,Roberts (2010),2010,['Teaching assistants'],NA,NA,['Yes'],NA,NA,,"['Page 121:\n[¬s]""Group\nC\n(n=27)[¬e]""']",27,,"['Page 121:\n[¬s]""67.2[¬e]""']",67.2,,NA,NA,,"['Page 121:\n[¬s]""69.7[¬e]""']",69.7,,NA,NA,,"['Page 121:\n[¬s]""(+0.4)[¬e]""']",0.4,,NA,NA,,NA,NA,,"['Page 121:\n[¬s]""Group\nD\n(n=23)[¬e]""']",23,,"['Page 121:\n[¬s]""71.4[¬e]""']",71.4,,NA,NA,,"['Page 121:\n[¬s]""75.1[¬e]""']",75.1,,NA,NA,,"['Page 121:\n[¬s]""(+1.9)[¬e]""']",1.9,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
40398944,Roy (2019),2019,"['One to one tuition', 'Phonics', 'Teaching assistants']",NA,NA,['Yes'],NA,NA,,"['Page 32:\n[¬s]""514[¬e]""']",514,,NA,NA,,NA,NA,,"['Page 32:\n[¬s]""27.94[¬e]""']",27.94,,NA,NA,,NA,NA,,NA,NA,,"['Page 32:\n[¬s]""(27.05, 28.83)[¬e]""']","CI  (27.05, 28.83)",,"['Page 32:\n[¬s]""514""\n""511[¬e]""']",511,,NA,NA,,NA,NA,,"['Page 32:\n[¬s]""27.23[¬e]""']",27.23,,NA,NA,,NA,NA,,NA,NA,,"['Page 32:\n[¬s]""(26.39,\n28.07)[¬e]""']","CI  (26.39, 28.07)",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296668,Rutt (2014),2014,"['Teaching assistants', 'One to one tuition']",NA,NA,['Yes'],NA,NA,,"['Page 18:\n[¬s]""Analysed (n=108)[¬e]""']",108,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""Analysed (n=108)[¬e]""']",108,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""Analysed (n=102)[¬e]""']",102,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
38296667,Rutt (2015),2015,"['Teaching assistants', 'Phonics', 'One to one tuition']",NA,NA,['Yes'],NA,NA,,"['Page 18:\n[¬s]""286[¬e]""']",286,,"['Page 21:\n[¬s]""24.2[¬e]""']",24.2,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 18:\n[¬s]""271[¬e]""']",271,,"['Page 21:\n[¬s]""24.8[¬e]""']",24.8,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
43099855,Ryder (2008),2008,"['Phonics', 'Teaching assistants', 'Small group tuition']",NA,NA,['Yes'],NA,Table 1 - Neale comprehension raw score,,"['Page 7:\n[¬s]""Intervention group (n = 12)[¬e]""']",12,,"['Page 7:\n[¬s]""4.67[¬e]""']",4.67,,"['Page 7:\n[¬s]""2.10[¬e]""']",2.10,,"['Page 7:\n[¬s]""10.58[¬e]""']",10.58,,"['Page 7:\n[¬s]""2.35[¬e]""']",2.35,,NA,NA,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""Control group (n = 12)[¬e]""']",12,,"['Page 7:\n[¬s]""4.17[¬e]""']",4.17,,"['Page 7:\n[¬s]""3.66[¬e]""']",3.66,,"['Page 7:\n[¬s]""7.67[¬e]""']",7.67,,"['Page 7:\n[¬s]""2.90[¬e]""']",2.90,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,
43099897,Savage (2003),2003,"['Phonics', 'Teaching assistants']",NA,NA,['Yes'],NA,NA,,NA,78,,NA,.49,,NA,.74,,NA,2.77,,NA,2.05,,NA,NA,,NA,NA,,NA,NA,,NA,26,,NA,.50,,NA,.8,,NA,2.05,,NA,1.84,,NA,NA,,NA,NA,,NA,NA,,NA,26,,NA,.5,,NA,.96,,NA,3.04,,NA,2.08,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,
