id,pub_author,pub_year,strand_raw,strand_info,out_tit_tool,out_desc_tool,out_type_tool,out_g1_n_tool,out_g1_mean_tool,out_g1_sd_tool,out_g2_n_tool,out_g2_mean_tool,out_g2_sd_tool,smd_tool,se_tool,co_lower_tool,ci_upper_tool,outcome_tool,out_samp_tool,out_comp_tool,out_es_type_tool,out_measure_tool,out_strand_tool,out_tit_red,out_desc_red,out_type_red,out_g1_n_red,out_g1_mean_red,out_g1_sd_red,out_g2_n_red,out_g2_mean_red,out_g2_sd_red,smd_red,se_red,co_lower_red,ci_upper_red,outcome_red,out_samp_red,out_comp_red,out_es_type_red,out_measure_red,out_strand_red,out_tit_wri,out_desc_wri,out_type_wri,out_g1_n_wri,out_g1_mean_wri,out_g1_sd_wri,out_g2_n_wri,out_g2_mean_wri,out_g2_sd_wri,smd_wri,se_wri,co_lower_wri,ci_upper_wri,outcome_wri,out_samp_wri,out_comp_wri,out_es_type_wri,out_measure_wri,out_strand_wri,out_tit_math,out_desc_math,out_type_math,out_g1_n_math,out_g1_mean_math,out_g1_sd_math,out_g2_n_math,out_g2_mean_math,out_g2_sd_math,smd_math,se_math,co_lower_math,ci_upper_math,outcome_math,out_samp_math,out_comp_math,out_es_type_math,out_measure_math,out_strand_math,out_tit_sci,out_desc_sci,out_type_sci,out_g1_n_sci,out_g1_mean_sci,out_g1_sd_sci,out_g2_n_sci,out_g2_mean_sci,out_g2_sd_sci,smd_sci,se_sci,co_lower_sci,ci_upper_sci,outcome_sci,out_samp_sci,out_comp_sci,out_es_type_sci,out_measure_sci,out_strand_sci
39253281,Cleary (2001),2001,"['Summer schools', 'Phonics']",NA,Phonemic Awareness Interview (PAI),"The Phonemic Aw areness Interview (PAI) is a 30-item instrument that was created by the district's Early Childhood Coordinator utilizing items and form at from the Harcourt Brace Signatures reading series. It is intended to measure the phonem e knowledge including sound segmentation (matching, isolation, blending) and rhyming abilities of the Westerly kindergartners. ","['Toolkit primary outcome', 'Reading primary outcome']",40.0,25.36,4.05,22.0,21.21,4.4,0.9813,0.2806,0.4313,1.5314,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Summer schools'],Phonemic Awareness Interview (PAI),"The Phonemic Aw areness Interview (PAI) is a 30-item instrument that was created by the district's Early Childhood Coordinator utilizing items and form at from the Harcourt Brace Signatures reading series. It is intended to measure the phonem e knowledge including sound segmentation (matching, isolation, blending) and rhyming abilities of the Westerly kindergartners. ","['Toolkit primary outcome', 'Reading primary outcome']",40.0,25.36,4.05,22.0,21.21,4.4,0.9813,0.2806,0.4313,1.5314,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Summer schools'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269791,Degé (2011) Ph,2011,['Phonics'],NA,Visual Memory Test,"Visual memory was assessed with the subtest colour sequences from the Battery for Assessment in Children–Merk- und Lernfa¨ higkeitstest fu¨ r 6- bis 16-Ja¨ hrige (BASIC-MLT  Lepach & Peter- mann, 2008).","['Toolkit primary outcome', 'Other outcome']",NA,NA,NA,NA,NA,NA,0.7559,0.3556,0.0589,1.4529,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Cognitive: other,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099870,del Rosario (2002),2002,['Phonics'],NA,Reading - Phonics,Post-test unadjusted mean score. Administered test includes the Word Reading and Pseudoword Reading subtests which require the correct identification of ordinary words and pseudowords with different linguistic structures.,"['Toolkit primary outcome', 'Reading primary outcome']",33.0,54.535,3.036,17.0,51.37,7.82,0.6048,0.3051,0.0068,1.2029,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],Reading - Phonics,Post-test unadjusted mean score. Administered test includes the Word Reading and Pseudoword Reading subtests which require the correct identification of ordinary words and pseudowords with different linguistic structures.,"['Toolkit primary outcome', 'Reading primary outcome']",33.0,54.535,3.036,17.0,51.37,7.82,0.6048,0.3051,0.0068,1.2029,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099992,Dynarski (2007) Ph,2007,['Phonics'],NA,TOWRE - Word Reading Efficiency,"TOWRE (Test of Word Reading Efficiency)  Total (phonemic decoding  sight word– Table A.8(a),  – Phonics group reading materials – 1st Grade","['Toolkit primary outcome', 'Reading primary outcome']",1617.0,111.53,12.53,1204.0,111.83,13.19,-0.0234,0.0381,-0.098,0.0512,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading other,['Toolkit: Phonics'],TOWRE - Word Reading Efficiency,"TOWRE (Test of Word Reading Efficiency)  Total (phonemic decoding  sight word– Table A.8(a),  – Phonics group reading materials – 1st Grade","['Toolkit primary outcome', 'Reading primary outcome']",1617.0,111.53,12.53,1204.0,111.83,13.19,-0.0234,0.0381,-0.098,0.0512,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading other,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099990,Ehri (2007) Ph,2007,['Phonics'],NA,GRMT4  Word decoding - Phonics,Post-test adjusted mean score. Students identified which of four words corresponded to a picture. The foils resembled the correct words in appearance or sound. Knowledge of letter-sound correspondences and letter sequences was required to make correct choices. Reported mean scores are the normalised curve equivalent.,"['Toolkit primary outcome', 'Reading primary outcome']",62.0,49.9,15.9,60.0,42.1,13.5,0.5248,0.1843,0.1636,0.886,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Phonics'],GRMT4  Word decoding - Phonics,Post-test adjusted mean score. Students identified which of four words corresponded to a picture. The foils resembled the correct words in appearance or sound. Knowledge of letter-sound correspondences and letter sequences was required to make correct choices. Reported mean scores are the normalised curve equivalent.,"['Toolkit primary outcome', 'Reading primary outcome']",62.0,49.9,15.9,60.0,42.1,13.5,0.5248,0.1843,0.1636,0.886,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099807,Eldredge (1991),1991,['Phonics'],NA,Comprehension (Gates-MacGinitie),posttest means and SD's for Comprehension subtest on Gates-MacGinitie,"['Toolkit primary outcome', 'Reading primary outcome']",56.0,33.4,6.3,49.0,27.1,8.8,0.8263,0.2041,0.4263,1.2263,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],Comprehension (Gates-MacGinitie),posttest means and SD's for Comprehension subtest on Gates-MacGinitie,"['Toolkit primary outcome', 'Reading primary outcome']",56.0,33.4,6.3,49.0,27.1,8.8,0.8263,0.2041,0.4263,1.2263,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099812,Evans (1985) Ph,1985,['Phonics'],NA,Stanford Cloze,posttest means and SD's RPvsLO. Assumed sample size of 200 (20 per class) as the study does not specify itself.,"['Toolkit primary outcome', 'Reading primary outcome']",200.0,27.42,3.61,200.0,23.48,6.72,0.7291,0.1033,0.5266,0.9315,Primary outcome,['Sample: All'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],Stanford Cloze,posttest means and SD's RPvsLO. Assumed sample size of 200 (20 per class) as the study does not specify itself.,"['Toolkit primary outcome', 'Reading primary outcome']",200.0,27.42,3.61,200.0,23.48,6.72,0.7291,0.1033,0.5266,0.9315,Primary outcome,['Sample: All'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269796,Ewbank (2005) Ph,2005,['Phonics'],NA,WORD,Wechsler Objective Reading Dimensions (WORD)  It is a norm-reThe basic reading subtest is a series of pictures and printed words for assessing decoding and word reading ability.ferenced assessment of attainment in literacy.,"['Toolkit primary outcome', 'Other outcome']",40.0,87.6,87.6,40.0,85.7,6.17,0.0303,0.2236,-0.408,0.4686,Primary outcome,['Sample: Low achievers'],With business as usual,['Pre-post gain'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099804,Foorman (1997) 1_1,1997,['Phonics'],NA,Word Reading,April comparison between Synthetic Phonics vs Sight word. See Slack for combination and standardising beta.,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.34,0.14,0.0656,0.6144,Primary outcome,['Sample: Low achievers'],With active control,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Phonics'],Word Reading,April comparison between Synthetic Phonics vs Sight word. See Slack for combination and standardising beta.,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.34,0.14,0.0656,0.6144,Primary outcome,['Sample: Low achievers'],With active control,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325674,Foorman (1997) 1_2,1997,['Phonics'],NA,Word Reading Sight v Analytic,Word Reading Sight v Analytic,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,-0.005,-0.073,0.1381,-0.1481,Primary outcome,['Sample: Low achievers'],With active control,['Pre-post gain'],Literacy: decoding/phonics,['Toolkit: Phonics'],Word Reading Sight v Analytic,Word Reading Sight v Analytic,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,-0.005,-0.073,0.1381,-0.1481,Primary outcome,['Sample: Low achievers'],With active control,['Pre-post gain'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099811,Foorman (1998),1998,['Phonics'],NA,WJ-R Passage Comprehension (IC-S control) - Phonics,"Post-test unadjusted mean score. Passage Comprehension is a cloze test at the sentence level. Control condition was ICS-S (the district standard curriculum) coded as ""business-as-usual"" control.","['Toolkit primary outcome', 'Reading primary outcome']",58.0,96.7,15.9,45.0,89.0,12.1,0.5319,0.2022,0.1356,0.9282,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],WJ-R Passage Comprehension (IC-S control) - Phonics,"Post-test unadjusted mean score. Passage Comprehension is a cloze test at the sentence level. Control condition was ICS-S (the district standard curriculum) coded as ""business-as-usual"" control.","['Toolkit primary outcome', 'Reading primary outcome']",58.0,96.7,15.9,45.0,89.0,12.1,0.5319,0.2022,0.1356,0.9282,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099907,Ford (2009),2009,['Phonics'],NA,GMRT Reading Comprehension (Post-test mean) - Phonics,Post-test unadjusted mean score. The test measures silent reading comprehension of short selections from fiction and nonfiction sources. Students have 35 minutes to read and answer questions about what they have read.,"['Toolkit primary outcome', 'Reading primary outcome']",9.0,20.78,5.47,9.0,21.89,8.16,-0.1522,0.4723,-1.0778,0.7735,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],GMRT Reading Comprehension (Post-test mean) - Phonics,Post-test unadjusted mean score. The test measures silent reading comprehension of short selections from fiction and nonfiction sources. Students have 35 minutes to read and answer questions about what they have read.,"['Toolkit primary outcome', 'Reading primary outcome']",9.0,20.78,5.47,9.0,21.89,8.16,-0.1522,0.4723,-1.0778,0.7735,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099920,Frederickson (1996),1996,['Phonics'],NA,Reading Age - Phonics,Pre-post gain score of a British Ability Scales Word Reading Test.,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,-0.5081,0.2933,-1.0829,0.0667,Primary outcome,['Sample: Low achievers'],With business as usual,['Pre-post gain'],Literacy: decoding/phonics,['Toolkit: Phonics'],Reading Age - Phonics,Pre-post gain score of a British Ability Scales Word Reading Test.,"['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,-0.5081,0.2933,-1.0829,0.0667,Primary outcome,['Sample: Low achievers'],With business as usual,['Pre-post gain'],Literacy: decoding/phonics,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099805,Fulwiler (1980),1980,['Phonics'],NA,Comprehension - Phonics,Post-test mean score of a comprehension test. ,"['Toolkit primary outcome', 'Reading primary outcome']",73.0,2.9,0.83,74.0,2.22,0.95,0.758,0.1709,0.423,1.0931,Primary outcome,['Sample: All'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],Comprehension - Phonics,Post-test mean score of a comprehension test. ,"['Toolkit primary outcome', 'Reading primary outcome']",73.0,2.9,0.83,74.0,2.22,0.95,0.758,0.1709,0.423,1.0931,Primary outcome,['Sample: All'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099802,Gersten (1988) 1_1,1988,['Phonics'],NA,MAT Reading Comp 3rd Grade Kindergarten v control,Metropolitan Achievement Test Reading Comp 3rd Grade Kindergarten v control ,"['Toolkit primary outcome', 'Reading primary outcome']",56.0,21.5,7.8,45.0,19.3,7.6,0.2831,0.2012,-0.1113,0.6775,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],MAT Reading Comp 3rd Grade Kindergarten v control,Metropolitan Achievement Test Reading Comp 3rd Grade Kindergarten v control ,"['Toolkit primary outcome', 'Reading primary outcome']",56.0,21.5,7.8,45.0,19.3,7.6,0.2831,0.2012,-0.1113,0.6775,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46325675,Gersten (1988) 1_2,1988,['Phonics'],NA,MAT Reading Comp 3rd Grade 1st Grade Schooling  only v control,Metropolitan Achievement Test Reading Comp 3rd Grade 1st Grade Schooling only v control,"['Toolkit primary outcome', 'Reading primary outcome']",96.0,16.6,5.8,45.0,15.9,6.9,0.1128,0.1808,-0.2415,0.4672,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],MAT Reading Comp 3rd Grade 1st Grade Schooling  only v control,Metropolitan Achievement Test Reading Comp 3rd Grade 1st Grade Schooling only v control,"['Toolkit primary outcome', 'Reading primary outcome']",96.0,16.6,5.8,45.0,15.9,6.9,0.1128,0.1808,-0.2415,0.4672,Primary outcome,['Sample: Low achievers'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47269803,Given (2008) Ph,2008,['Phonics'],NA,WJ-R Auditory Processing Skills,NA,"['Toolkit primary outcome', 'Other outcome']",12.0,81.58,12.99,13.0,81.77,12.64,-0.0143,0.4003,-0.799,0.7703,Primary outcome,['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: speaking and listening/oral language,['Toolkit: Phonics'],WJ-R Passage Comprehension,NA,['Reading primary outcome'],12.0,85.42,14.57,13.0,94.77,10.44,-0.7184,0.4153,-1.5325,0.0956,Secondary outcome(s),['Sample: All'],With business as usual,['Post-test unadjusted (select one from this group)'],Literacy: reading comprehension,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296617,Gorard (2014),2014,"['Teaching assistants', 'One to one tuition', 'Phonics']",NA,GL New Group Reading Test,Post-test adjusted mean score from GL New Group Reading Test for students not reaching level 4 KS2. Administered by computer to measure reading comprehension and fluency using sentence completion and passage comprehension adaptive excercises.,"['Toolkit primary outcome', 'Reading primary outcome']",155.0,80.93,9.23,153.0,78.73,9.29,0.237,0.1144,0.0128,0.4612,Primary outcome,['Sample: Low achievers'],With active control,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",GL New Group Reading Test,Post-test adjusted mean score from GL New Group Reading Test for students not reaching level 4 KS2. Administered by computer to measure reading comprehension and fluency using sentence completion and passage comprehension adaptive excercises.,"['Toolkit primary outcome', 'Reading primary outcome']",155.0,80.93,9.23,153.0,78.73,9.29,0.237,0.1144,0.0128,0.4612,Primary outcome,['Sample: Low achievers'],With active control,['Post-test adjusted for baseline attainment'],Literacy: reading comprehension,"['Toolkit: One to one tuition', 'Toolkit: Teaching assistants']",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
38296616,Gorard (2015),2015,"['Small group tuition', 'Phonics']",NA,New Group Reading Test B (NGRT-B),New Group Reading Test A (NGRT-A) was the pretest of this intervention and NGRT-B was taken as a post-test. NGRT is a standardised test and a version for ages 12-13 was taken in this intervention.  In both the A and B versions of the test the items are 20 sentence completions and 4 short passages for context comprehension and reading comprehension. Data from Table 5.,"['Toolkit primary outcome', 'Reading primary outcome']",215.0,27.5,47.7,204.0,16.7,42.1,0.2392,0.0981,0.047,0.4315,Primary outcome,['Sample: Low achievers'],With business as usual,['Pre-post gain'],Literacy: reading comprehension,NA,New Group Reading Test B (NGRT-B),New Group Reading Test A (NGRT-A) was the pretest of this intervention and NGRT-B was taken as a post-test. NGRT is a standardised test and a version for ages 12-13 was taken in this intervention.  In both the A and B versions of the test the items are 20 sentence completions and 4 short passages for context comprehension and reading comprehension. Data from Table 5.,"['Toolkit primary outcome', 'Reading primary outcome']",215.0,27.5,47.7,204.0,16.7,42.1,0.2392,0.0981,0.047,0.4315,Primary outcome,['Sample: Low achievers'],With business as usual,['Pre-post gain'],Literacy: reading comprehension,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43099991,Gottshall (2007),2007,['Phonics'],NA,Reading Fluency - Ph,"Texas Primary Reading Inventory (TPRI) (Texas Education Agency, 2006) - Reading Fluency (Word-Count per Minute) Gains ","['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.0329,0.2511,-0.4593,0.5251,Primary outcome,['Sample: Low achievers'],With business as usual,['Pre-post gain'],Literacy: reading other,['Toolkit: Phonics'],Reading Fluency - Ph,"Texas Primary Reading Inventory (TPRI) (Texas Education Agency, 2006) - Reading Fluency (Word-Count per Minute) Gains ","['Toolkit primary outcome', 'Reading primary outcome']",NA,NA,NA,NA,NA,NA,0.0329,0.2511,-0.4593,0.5251,Primary outcome,['Sample: Low achievers'],With business as usual,['Pre-post gain'],Literacy: reading other,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37671557,Graves (2010),2010,"['Teaching assistants', 'Phonics']",NA,Letter Naming Fluency (A2-2 terms),DIBELS-Letter Naming Fluency change in means and SDs extracted in combined for treatment groups A and A2 versus comparison group. ,"['Toolkit primary outcome', 'Reading primary outcome']",14.0,9.07,7.225,21.0,6.72,7.225,0.3178,0.3474,-0.3631,0.9987,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Teaching assistants'],Letter Naming Fluency (A2-2 terms),DIBELS-Letter Naming Fluency change in means and SDs extracted in combined for treatment groups A and A2 versus comparison group. ,"['Toolkit primary outcome', 'Reading primary outcome']",14.0,9.07,7.225,21.0,6.72,7.225,0.3178,0.3474,-0.3631,0.9987,Primary outcome,['Sample: All'],With business as usual,['Post-test adjusted for baseline attainment'],Literacy: decoding/phonics,['Toolkit: Teaching assistants'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43100020,Greaney (1997),1997,['Phonics'],NA,Neale reading - rime analogy,Neale Analysis of Reading Ability – Phonics group (rime analogy group) vs control (item-specific group),"['Toolkit primary outcome', 'Reading primary outcome']",18.0,19.39,7.09,18.0,18.0,6.64,0.1979,0.3342,-0.4573,0.853,Primary outcome,['Sample: Low achievers'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading other,['Toolkit: Phonics'],Neale reading - rime analogy,Neale Analysis of Reading Ability – Phonics group (rime analogy group) vs control (item-specific group),"['Toolkit primary outcome', 'Reading primary outcome']",18.0,19.39,7.09,18.0,18.0,6.64,0.1979,0.3342,-0.4573,0.853,Primary outcome,['Sample: Low achievers'],With active control,['Post-test unadjusted (select one from this group)'],Literacy: reading other,['Toolkit: Phonics'],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
