id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_prop_info,fsm_prop_ht,fsm_prop_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
43099990,Ehri (2007) Ph,2007,['Phonics'],NA,,"['Page 7:\n[¬s]""There were 64 students who received the RES intervention, 62 control stu\xad\ndents (Cl) enrolled in schools offering the RES program[¬e]""']",Total sample = 166 students  Treatment group (RES) = 64 students Control group (C1) = 62 students,,['Mixed gender'],NA,"Info taken from Table 1 RES = 30 female students, 34 male students C1 =  30 female students, 32 male students",,NA,NA,,NA,"['Page 6:\n[¬s]""95% qualified for free or[¬e]""', 'Page 7:\n[¬s]""reduced-price lunch.[¬e]""']",,NA,"['Page 6:\n[¬s]""They came from five low-SES\nurban public schools[¬e]""']",,NA,NA,,"['Page 7:\n[¬s]""64 students who received the RES intervention[¬e]""']",64,,"['Page 7:\n[¬s]""62 control stu\xad\ndents (Cl)[¬e]""']",62,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 7:\n[¬s]""During the year, a few students left school (n = 8 RES and 9 controls).\nReplacements (i.e., 8 RES and 7 controls) were students drawn from the\nlarger pool with the most similar pretest rankings.[¬e]""']",NA,,"['Page 7:\n[¬s]""a few students left school (n = 8 RES[¬e]""']",14.286,,"['Page 7:\n[¬s]""a few students left school (n = 8 RES and 9 controls).[¬e]""']",15.315%,
43099807,Eldredge (1991),1991,['Phonics'],NA,,"['Page 14:\n[¬s]""Modified Whole Language Group (n = 56)""\n""Basal Reading Group (n = 49)[¬e]""']",Total = 105,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,56,,NA,49,,NA,NA,,NA,NA,,NA,56,,NA,49,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
43099812,Evans (1985) Ph,1985,['Phonics'],NA,,"['Page 2:\n[¬s]""g skill. Students\' activities in 20 classrooms [¬e]""', 'Page 6:\n[¬s]""le. Two sets of 10 class- rooms, characterized by different names (and as will be seen, by different curricula), constituted the sample examine[¬e]""']",Further details not provided.,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 11:\n[¬s]""was carried out in the last month of the school year. It was impos- sible to assign students randomly to classrooms, but the two groups of classes were matched on grade composition and socioeconomic neigh- borhood and we have no reason to believe that prerequisite reading readiness skills were differ- ent in the two groups at the beginning of in- structio[¬e]""']",,NA,NA,,NA,200  (based on assumption of 20 per class),,NA,200  (based on assumption of 20 per class),,NA,NA,,NA,NA,,NA,200,,NA,200,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,NA,,NA,NA,,NA,NA,
47269796,Ewbank (2005) Ph,2005,['Phonics'],NA,,"['Page 108:\n[¬s]""The final sample of low-progress readers comprised 40 pupils (25 boys and 15\ngirls)[¬e]""']",40 pupils,,['Mixed gender'],"['Page 108:\n[¬s]""The final sample of low-progress readers comprised 40 pupils (25 boys and 15\ngirls).[¬e]""']",37.5% female,,NA,NA,,24.3% average for all 6 schools rather than for the specific pupils who constitute the sample in this research,"['Page 107:\n[¬s]""Free\nschool\nmeals %\n47.9\n28.6\n20.7\n9.7\n14.6\n24.5[¬e]""']",,NA,NA,,NA,NA,,NA,40,,NA,40,,NA,NA,,NA,NA,,NA,40,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
43099804,Foorman (1997) 1_1,1997,['Phonics'],NA,,NA,T = 114,,['Mixed gender'],NA,"29% Female, 71% male based on  Table 2 p259",,NA,NA,,15% based on Table 2 p259,NA,,NA,NA,,NA,NA,,NA,28,,NA,39,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
46325674,Foorman (1997) 1_2,1997,['Phonics'],NA,,NA,"Treatment n = 46 Control n = 38  (Table 1, page 258) ",,['Mixed gender'],NA,"Treatment 39% female Control 28% female (Table 2, page 259)",,NA,NA,,NA,NA,,"Treatment 35% low class 14% working class 29% middle class Control 22% low class 20% working class 37% middle class (Table 2, page 259)",NA,,NA,NA,,NA,Synthetic phonics 28,,NA,NA,,NA,Analytic phonics = 46,,NA,sight word = 39,,NA,113,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,NA,,NA,NA,
43099811,Foorman (1998),1998,['Phonics'],NA,,NA,T =285,,['No information provided'],NA,NA,,NA,NA,,100%,NA,,NA,NA,,NA,NA,,"['Page 8:\n[¬s]""Table 4""\n""Sample Sizes for Word Reading at Each Wave\nof Data Collection""\n""AA\n15[¬e]""']",59  Sample sizes for each group was not explicitly given. Each group had different sample sizes for the different waves of data collection. The largest  sample size was chosen as initial sample size.,,"['Page 8:\n[¬s]""Table 4""\n""Sample Sizes for Word Reading at Each Wave\nof Data Collection[¬e]""']",144,,NA,NA,,NA,NA,,"['Page 14:\n[¬s]""58[¬e]""']",58,,"['Page 14:\n[¬s]""45[¬e]""']",45,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,"Sample sizes analysed at pre and post-test varied depending on the test admistered. Since the paper is not explicit with the size of attrition, the difference between highest available sample size at pre-test and the lowest available at post-test was used to estimate attrition.",,"['Page 14:\n[¬s]""Table 5""\n""Sample\nSizes on May Achievement Tests of Reading[¬e]""', 'Page 8:\n[¬s]""Table 4""\n""Sample Sizes for Word Reading at Each Wave\nof Data Collection[¬e]""']",~1.695,,"['Page 14:\n[¬s]""Table 5""\n""Sample\nSizes on May Achievement Tests of Reading and Spelling[¬e]""', 'Page 8:\n[¬s]""Sample Sizes for Word Reading at Each Wave\nof Data Collection""\n""Table 4[¬e]""']",10.345%,
43099907,Ford (2009),2009,['Phonics'],NA,,NA,T = 20,,['Mixed gender'],NA,"11 girls, 9  boys",,NA,NA,,NA,"['Page 61:\n[¬s]""Review of lunch records revealed that 17 of\nthe 20 were eligible for the free or reduced lunch option, indicating that, as a group,\nthey were 85% at risk, nearly double the rate of the district.[¬e]""']",,NA,NA,,NA,NA,,"['Page 82:\n[¬s]""groups initially had ten\nstudents each[¬e]""']",10,,"['Page 82:\n[¬s]""groups initially had ten\nstudents each[¬e]""']",10,,NA,NA,,NA,NA,,"['Page 103:\n[¬s]""9[¬e]""']",9,,"['Page 103:\n[¬s]""9[¬e]""']",9,,NA,NA,,NA,NA,,['Yes'],"['Page 82:\n[¬s]""one student from each group dropped out before the conclusion[¬e]""']",NA,,"['Page 82:\n[¬s]""Although the groups initially had ten\nstudents each, one student from each group dropped out[¬e]""']",10.00,,"['Page 82:\n[¬s]""Although the groups initially had ten\nstudents each, one student from each group dropped out[¬e]""']",10.00%,
43099920,Frederickson (1996),1996,['Phonics'],NA,,"['Page 8:\n[¬s]""Table I. Pre-intervention assessment scores[¬e]""']",48,,['Mixed gender'],"['Page 7:\n[¬s]""15 boys and nine girls were\nallocated to the PAT programme, while 14 boys and 10 girls were allocated to the\ncomparison programme[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 8:\n[¬s]""Table I[¬e]""']",24,,"['Page 8:\n[¬s]""Table I.[¬e]""']",24,,NA,NA,,NA,NA,,"['Page 11:\n[¬s]""(n=24)[¬e]""']",24,,"['Page 11:\n[¬s]""(n=24[¬e]""']",24,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0.00,,NA,0.00%,
43099805,Fulwiler (1980),1980,['Phonics'],NA,,"['Page 5:\n[¬s]""The subjects of this study were seventy-three first grade children in\nthree classrooms who for a school year were taught intensive phonics,\nand seventy-four first grade children in three classrooms who during this\nyear were taught less-intensive phonics.[¬e]""']",T = 147 Control = 74 Treatment = 73,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 5:\n[¬s]""seventy-three[¬e]""']",73,,"['Page 5:\n[¬s]""seventy-four[¬e]""']",74,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""73[¬e]""']",73,,"['Page 6:\n[¬s]""74[¬e]""']",74,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
43099802,Gersten (1988) 1_1,1988,['Phonics'],NA,,NA,For Kindergarten - 3rd grade stream (as per coding instructions)  Overall sample = 101 students Direct instruction group = 56 students Comparison group = 45 students  See Table 1 for source,,['Mixed gender'],"['Page 7:\n[¬s]""The demographics (gend""\n""ty) for the Direct\nInstruction and comparison groups were\nquite simila[¬e]""']",NA,,NA,NA,,NA,"['Page 7:\n[¬s]""Over 70%\nof the students\' families were receiving wel-\nfare (AFDC).[¬e]""']",,NA,"['Page 7:\n[¬s]""ss of two cohorts\nof low-income chil[¬e]""']",,NA,NA,,NA,56,,NA,45,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
46325675,Gersten (1988) 1_2,1988,['Phonics'],NA,,NA,First through third grade cohort  Overall sample = 141 students Direct instruction = 96 students Comparison group = 45 students  Data from Table 1,,['Mixed gender'],"['Page 7:\n[¬s]""The demographics (gend""\n""ups were\nquite similar in both cohorts of East St. Louis\nstuden[¬e]""']",NA,,NA,NA,,NA,"['Page 7:\n[¬s]""Over 70%\nof the students\' families were receiving wel-\nfare (AFDC).[¬e]""']",,NA,"['Page 7:\n[¬s]""ss of two cohorts\nof low-income child[¬e]""']",,NA,NA,,NA,96,,NA,45,,NA,NA,,NA,NA,,NA,96 reading comp,,NA,45,,NA,96 word knowledge,,NA,45,,['No'],NA,NA,,NA,NA,,NA,NA,
47269803,Given (2008) Ph,2008,['Phonics'],NA,,"['Page 7:\n[¬s]""No. of participants\nGroup 1\nFFWL\nFFWLR\nn= 12""\n""Group 5\nRegular curriculum\nRegular curriculum\nn =13[¬e]""', 'Page 9:\n[¬s]""The subject characteristics of the 65 participants[¬e]""']","65 for all 5 groups for the treatment group under interest FFW, N=12 control N=13 ",,['Mixed gender'],"['Page 9:\n[¬s]""The sam-\nple consisted of 43.1% females,[¬e]""']",43.1% female,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 7:\n[¬s]""n= 12""\n""Group 1""\n""Phase 2 (6 weeks)\nNo. of participants[¬e]""']",12,,"['Page 7:\n[¬s]""n =13[¬e]""']",13,,NA,NA,,NA,NA,,NA,12,,"['Page 10:\n[¬s]""(n = 13""\n""Group 5 reg.\neducatio[¬e]""']",13,,NA,NA,,NA,NA,,['Yes'],"['Page 7:\n[¬s]""During the course of the project eleven students were lost\ndue to family moves (n = 6), school suspension (n = 3),""\n""or withdrawal from the project (n = 2). At the completion\nof the study, Groups 1 to 5 contained 12, 14, 15, 11 and 13\nsubjects,[¬e]""']",NA,,NA,Not clear how many student didnot complete the intervention for treatment group,,NA,NA,
38296617,Gorard (2014),2014,"['Teaching assistants', 'One to one tuition', 'Phonics']",NA,,NA,308,,['Mixed gender'],NA,42,,NA,NA,,32%,NA,,NA,NA,,NA,NA,,"['Page 12:\n[¬s]"" 157 pupils per arm[¬e]""']",157,,"['Page 12:\n[¬s]""157 pupils per arm.[¬e]""']",157,,NA,NA,,NA,NA,,"['Page 20:\n[¬s]""155[¬e]""']",155,,"['Page 20:\n[¬s]""153[¬e]""']",153,,NA,NA,,NA,NA,,['Yes'],NA,NA,,"['Page 16:\n[¬s]""Lost to follow-up (n=2)[¬e]""']",1.3,,"['Page 18:\n[¬s]""six students dropped out[¬e]""']",1.9%,
38296616,Gorard (2015),2015,"['Small group tuition', 'Phonics']",NA,,NA,"Children in Final analysis  Intervention  215 children Control  204 children  Overall  419 children  From Figure1, pg 20.",,['Mixed gender'],NA,"Female  Intervention  46% Control  50%  From Table 3, pg19.  Note  measured after randomisation - may not be the same for groups in the final analysis. ",,NA,NA,,"FSM  Intervention  34%  Control  38%  From Table 3, pg19.   Note  measured after randomisation - may not be the final sample analysed.",NA,,NA,NA,,NA,NA,,"['Page 21:\n[¬s]""Allocated to intervention (n=223)[¬e]""']",223,,"['Page 21:\n[¬s]""Allocated to control (n=210)[¬e]""']",210,,NA,NA,,NA,NA,,NA,215,,NA,204,,NA,NA,,NA,NA,,['Yes'],"['Page 21:\n[¬s]""Did not provide pre-test results (n=6) Did not provide post-test results (n=2)""\n""Did not provide pre-test results (n=4) Did not provide post-test results (n=2)[¬e]""']",NA,,NA,3.59,,NA,3.23%,
43099991,Gottshall (2007),2007,['Phonics'],NA,,"['Page 33:\n[¬s]""Due to attrition and scheduling conflicts, the total number of\nstudent participants at the end of the study was 64 (n = 64), including 35 boys in the\nexperimental group and 29 boys in the control group.[¬e]""']",NA,,['Male only'],"['Page 2:\n[¬s]""A phonics based\napproach to enhance the achievement of low performing, rural, first grade boys[¬e]""']",NA,,NA,NA,,NA,NA,,NA,"['Page 31:\n[¬s]""Title I designation indicates that the district receives[¬e]""', 'Page 32:\n[¬s]""additional education funds from the federal government by qualifying as a low socio-\neconomic district with 50% of the students qualifying for free or reduced meals. A district\nmust have at 40% or more of their students participating in the free or reduced meal\nprogram to be classified as a Title I school.[¬e]""']",,NA,NA,,"['Page 33:\n[¬s]""37 matched pairs[¬e]""']",37,,"['Page 33:\n[¬s]""37 matched pairs[¬e]""']",37,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 33:\n[¬s]""Due to attrition[¬e]""']",NA,,"['Page 33:\n[¬s]""At the beginning of the study, research participants in the student group included\n37 matched pairs (n = 74) of first grade boys identified as performing below grade level\nin reading achievement. Due to attrition and scheduling conflicts, the total number of\nstudent participants at the end of the study was 64 (n = 64), including 35 boys in the\nexperimental group and 29 boys in the control group.[¬e]""']",5.4,,NA,NA,
37671557,Graves (2010),2010,"['Teaching assistants', 'Phonics']",NA,,"['Page 60:\n[¬s]""There are three treatment groups: A1 (Fall, n = 8), A2 (Winter, n = 6), and B (Fall & Winter, n = 8). There are two comparison groups: A (Fall, n = 27) and B (Winter, n = 21).[¬e]""', 'Page 61:\n[¬s]""study sample, N = 35[¬e]""', 'Page 62:\n[¬s]""Treatment A1 participants were all students who failed to meet district adopted fall early literacy skill benchmarks (n = 8). Treatment A2 participants were all students not receiving Fall-SSL treatment, who failed to meet district adopted winter early literacy skill benchmarks (n = 6). Treatment B participants were all students receiving Treatment A1 who failed to meet district adopted winter early literacy skill benchmarks (n = 8). Fall Comparison (n = 27) participants were all students that did not receive fall treatment. Winter Comparison (n = 21) participants were all students that did not receive fall or winter treatments.[¬e]""']",35,,['Mixed gender'],"['Page 62:\n[¬s]""Sample learner characteristics and demographics by classroom (N = 2) are presented in Tables 1 and 2.[¬e]""', 'Page 63:\n[¬s]""F\n4""\n""F\n4[¬e]""', 'Page 64:\n[¬s]""F""\n""3""\n""F""\n""4[¬e]""']",43,,NA,NA,,NA,NA,,9%,"['Page 62:\n[¬s]"" Sample learner characteristics and demographics by classroom (N = 2) are presented in Tables 1 and 2.[¬e]""', 'Page 73:\n[¬s]""requency analysis revealed a population of 97% Caucasian and 3% Hispanic, 57% male, 9% Free and Reduced Meals (FARM) participation with 3% receiving free meals and 6% receiving reduced cost meals. [¬e]""']",,NA,NA,,"['Page 60:\n[¬s]""n = 8[¬e]""']",9,,"['Page 60:\n[¬s]""n = 21[¬e]""']",22,,"['Page 60:\n[¬s]""n = 6[¬e]""']",6,,NA,NA,,"['Page 79:\n[¬s]""Treatment B (n=8)[¬e]""']",8,,"['Page 79:\n[¬s]""n=21[¬e]""']",21,,"['Page 79:\n[¬s]""n=6[¬e]""']",6,,NA,NA,,['Yes'],"['Page 61:\n[¬s]""The participants in this study were all kindergarten students enrolled in a rural, pre-kindergarten through eighth grade school (kindergarten population, N = 37, mortality/attrition = 1, non-participating due to specific disability/ inability = 1; study sample, N = 35[¬e]""']",NA,,NA,4.5,,"['Page 61:\n[¬s]""The participants in this study were all kindergarten students enrolled in a rural, pre-kindergarten through eighth grade school (kindergarten population, N = 37, mortality/attrition = 1, non-participating due to specific disability/ inability = 1; study sample, N = 35)[¬e]""']",5%,
43100020,Greaney (1997),1997,['Phonics'],NA,,NA,T = 36 Control =18 Treatment =18,,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 5:\n[¬s]""rime analogy\ntraining group (n — 18)[¬e]""']",18,,"['Page 5:\n[¬s]""item-specific\ntraining group (n = 18)""\n""A 2 (group) x 2 (time) ANOVA was performed on\nthe data for each measure. Of particular interest were the\nsignificant Group X Time interaction effects found for the\nBurt test, F(U 34) = 5.68, p < .05, MSE = 6.62; the\npseudoword reading test, F(l, 34) = 14.61, p < .001,\nMSE = 69.29; the reading words with common rime units\ntest, F(l, 34) = 6.48, p < .05, MSE = 4.32; and the rime\nunit identification task, F(l, 34) = 17.14, j? < .001, MSE =\n4.32. In each case, the posttest mean of the rime analogy\ngroup was significantly higher than that of the item-specific\ngroup (Newman-Keuls, p < .01)[¬e]""']",18,,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""ime analogy\ntraining group (n — 18[¬e]""']",18,,"['Page 5:\n[¬s]""n item-specific\ntraining group (n = 18)[¬e]""']",18,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
43099799,Griffith (1992),1992,['Phonics'],NA,,NA,"Overall sample size is not given, nor are the number of students in the control (whole language) or treatment (traditional language) groups",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 5:\n[¬s]""e six high-\nest and six lowest scoring children in each\nclassroom[¬e]""']",12,,"['Page 5:\n[¬s]""six high-\nest and six lowest scoring children in each\nclassroom were targeted[¬e]""']",12,,NA,NA,,NA,NA,,NA,12,,NA,12,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
43099989,Gunn (2005),2005,['Phonics'],NA,,"['Page 4:\n[¬s]""(53.8%) boys and 138 (46.2%)\ngirls[¬e]""', 'Page 4:\n[¬s]""140[¬e]""']",140 EPPI comments instruct to code Non-Hispanics only,,['Mixed gender'],"['Page 4:\n[¬s]""(53.8%) boys and 138 (46.2%)\ngirls[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 7:\n[¬s]""70[¬e]""']",70 (for the non-hispanic students of interest) ,,"['Page 7:\n[¬s]""66[¬e]""']",66 (for the non-hispanic students of interest) ,,NA,NA,,NA,NA,,"['Page 7:\n[¬s]""46[¬e]""']",46,,"['Page 7:\n[¬s]""49[¬e]""']",49,,NA,NA,,NA,NA,,['Yes'],"['Page 8:\n[¬s]""Reading data were available from 190 students at all five time\npoints. Table 2 presents the number of students tested at base-\nline (T1), at the end of the intervention (T3), and 2 years after\nthe intervention (T5). This distribution of missing data did not\ndiffer by intervention condition. A series of chi-square analy-\nses of the relationship between missing data and condition at\neach time point showed that the number of missing cases did\nnot differ by condition at any time poin""\n""Next, we tested for interactions between condition and\nmissing data on T1 reading scores at each individual time\npoint. That is, we analyzed whether those who had missing\ndata at any given assessment differed between conditions in\ntheir T1 scores on any reading measure. Here, too, significant\nresults would threaten internal validity. There were no signif-\nicant interactions for those missing data at T2 or T3. At T4,\nthere was one significant interaction for letter–word identifi-\ncation, F(1, 230) = 8.098, p = .005. It showed that, among the\nstudents who were missing data at this time point, the inter-\nvention condition had more students than the control condi-\ntion who had scored low on this measure at T1. The same\ninteraction was found for letter–word identification at T5, F(1,\n230) = 7.515, p = .005.[¬e]""']","Attrition treatment for primary outcome =(70-46)/70*100 21% for secondary outcome =(70-55)/70*100 from Table 2 Overall  for all conditions, all Times =(299-190)/299*100",,NA,34% ,,NA,36% ,
43099916,Hansen (1980),1980,['Phonics'],NA,,NA,T = 132 Control = 68 Treatment  = 64,,['Mixed gender'],"['Page 60:\n[¬s]""The pupil sample included boys and girls[¬e]""']",no further detail available,,NA,NA,,no further detail available,"['Page 61:\n[¬s]""Due to the economic homogeneity (high SES) of the\nschool district, the eight different schools were treated\nas a single population.[¬e]""']",,NA,NA,,NA,NA,,"['Page 56:\n[¬s]""oup I""\n""Second Grade Treatment""\n""27""\n""roup , III""\n""Fourth Grade Treatment""\n""37[¬e]""']",64,,"['Page 56:\n[¬s]""Group II""\n""Second Grade Control""\n""Group IV""\n""Fourth Grade Control""\n""27[¬e]""']",68,,NA,NA,,NA,NA,,NA,64 ,,NA,68 ,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
43100022,Haskell (1992),1992,['Phonics'],NA,,"['Page 2:\n[¬s]""Forty-eight students[¬e]""']",48,,['Mixed gender'],"['Page 2:\n[¬s]""inte-\ngrated, suburban public school[¬e]""']",NA,,NA,NA,,9%,"['Page 2:\n[¬s]""9% received free lunch[¬e]""']",,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""Students\nabove and below the median formed two pools from\nwhich students were alternately randomly selected for\nequal distribution into one of the four treatment\ngroups: phoneme level training group, onset-rime\nlevel training group, whole-word level training group,\nand untrained controls. The 12 students in each of the\nthree training groups[¬e]""']",24 Phonics groups (phonemes + onset-rimes),,"['Page 3:\n[¬s]""Students\nabove and below the median formed two pools from\nwhich students were alternately randomly selected for\nequal distribution into one of the four treatment\ngroups: phoneme level training group, onset-rime\nlevel training group, whole-word level training group,\nand untrained controls. The 12 students in each of the[¬e]""']",24 Control groups (whole word + untrained),,NA,NA,,NA,NA,,NA,24,,NA,24,,NA,NA,,NA,NA,,['No'],"['Page 3:\n[¬s]""(There was one spare subject, and she\ndid become an actual subject when a student in the\nuntrained control left the school before the end of the\nstudy.)[¬e]""']",NA,,NA,NA,,NA,NA,
43099986,Hatcher (1994),1994,['Phonics'],NA,,NA,T = 61 Treatment (phonological only) = 30 Control = 31,,['Mixed gender'],NA,18 boys and 14 girls in each group,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 5:\n[¬s]""n, 128 were selected and\ndivided into four groups of 3[¬e]""']",32,,"['Page 5:\n[¬s]""n, 128 were selected and\ndivided into four groups of 3[¬e]""']",32,,NA,NA,,NA,NA,,"['Page 10:\n[¬s]""3[¬e]""']",30,,"['Page 10:\n[¬s]""31[¬e]""']",31,,NA,NA,,NA,NA,,['Yes'],"['Page 5:\n[¬s]"", three children were lost from the\nstudy, as they moved out of the area, reduc-\ning the total sample to 1[¬e]""']",NA,,NA,6.25,,NA,NA,
37671562,Hatcher (2006),2006,"['Teaching assistants', 'Phonics']",NA,,"['Page 3:\n[¬s]""39/42 children completed intervention and were included in analysis""\n"" 38/42 children completed intervention and were included in analysis[¬e]""']",77,,['No information provided'],NA,NA,,NA,NA,,34.5%,"['Page 3:\n[¬s]"" received free school meals (20-week intervention group 31%, 10-week interven- tion group 38%),[¬e]""']",,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""39/42 children in 13 remaining schools allocated to 20-week intervention[¬e]""']",39,,"['Page 3:\n[¬s]""39/42 children in 13 remaining schools allocated to 10-week intervention.[¬e]""']",39,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""39/42 children completed\nintervention and were included in\nanalysis[¬e]""']",39,,"['Page 3:\n[¬s]""38/42 children completed\nintervention and were included in\nanalysis[¬e]""']",38,,NA,NA,,NA,NA,,['Yes'],NA,NA,,"['Page 3:\n[¬s]""39/42 children in 13 remaining schools allocated to 20-week intervention 39/42 children completed intervention and were included in analysis[¬e]""']",0,,"['Page 3:\n[¬s]""39/42 children in 13 remaining schools allocated to 20-week intervention 39/42 children completed intervention and were included in analysis""\n""39/42 children in 13 remaining schools allocated to 10-week intervention. 1 child left study (moved school) 38/42 children completed intervention and were included in analysis[¬e]""']",1%,
43099983,Hempenstall (2008),2008,['Phonics'],NA,,"['Page 9:\n[¬s]""The final 206 participants comprised both\nthe experimental (134 students) and the wait-list control group (72 students)[¬e]""']",NA,,['Mixed gender'],"['Page 8:\n[¬s]""The participants were 206 (150 male and 56 female)[¬e]""']",NA,,NA,NA,,NA,"['Page 9:\n[¬s]""More than 50% of the students were from areas considered disadvantaged.[¬e]""']",,NA,"['Page 9:\n[¬s]""The\nlow mean index (995) corresponds to the 25th percentile, indicating that the study\nareas have a high proportion of low-income families (Castles, 1994).[¬e]""']",,NA,NA,,NA,134,,NA,72,,NA,NA,,NA,NA,,NA,134,,NA,72,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
47269815,Herrera (2011) Ph,2011,['Phonics'],NA,,"['Page 4:\n[¬s]""There were 34 children in the experimental group that received phonological training with no\nmusic (14 whose native language was Spanish), 32 children in the experimental group that\nreceived phonological training with music (15 native Spanish speakers) and 31 in the control\ngroup (16 native Spanish speakers) who did not receive any specialized training.[¬e]""', 'Page 4:\n[¬s]""was either Spanish (n = 45[¬e]""']","N=45 for spanish children in all three groups (phonics, phonics+music, control) For the groups of interest, phonological and control, N=30",,['Mixed gender'],"['Page 4:\n[¬s]""Participants were 97 children (53 males and 44 females)[¬e]""']",45.4% female,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,565,,NA,574,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""32 children in the experimental group that\nreceived phonological training with music (15 native Spanish speakers)[¬e]""']",15,,"['Page 4:\n[¬s]""31 in the control\ngroup (16 native Spanish speakers) who did not receive any specialized training[¬e]""']",16,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,5.8%,,NA,6%,
37671626,Hund-Reid (2008),2008,"['Teaching assistants', 'Phonics']",NA,,"['Page 57:\n[¬s]""total of 30 participants in the study. ""\n"" 22 students in the experimental group and 8 students in the control group[¬e]""']",30,,['Mixed gender'],"['Page 51:\n[¬s]"" Sixteen males and six females were in the experimental group. Six males and two females were in the control group.[¬e]""']",Total sample  22 males (73%) and 8 females (27%).,,NA,NA,,NA,NA,,"SES means  Experimental group = 3.61 (2.25), Control group = 3.43 (1.59). From Table 1, pg42. ","['Page 52:\n[¬s]"" A list of numerical values for occupations, weighted equally for education and income, was developed for this scale. Values on the Erikson and Goldthorpe Scale range from 1, general worker (e.g., warehouse worker, taxi driver, construction worker, server in restaurant) to 9, senior official, executive, or large business owner (e.g., legislator, senior civil servant, judge, senior officer, or owner of a large company). [¬e]""']",,NA,NA,,"['Page 57:\n[¬s]""22 students in the experimental group [¬e]""']",22,,"['Page 57:\n[¬s]"" One child, a boy, in the control group left the school district in the final week of March,""\n"" 8 students in the control group [¬e]""']",9,,NA,NA,,NA,NA,,NA,22,,NA,8,,NA,NA,,NA,NA,,['Yes'],"['Page 57:\n[¬s]"" One child, a boy, in the control group left the school district in the final week of March, resulting in a total of 30 participants in the study.[¬e]""']",NA,,NA,0,,NA,3.225%,
