id,pub_author,pub_year,pub_type_raw,strand_raw,out_out_type_tool,smd_tool,se_tool,out_es_type,out_tit,out_comp,out_samp,out_measure,out_test_type_raw,out_out_type_red,smd_red,se_red,out_out_type_wri,smd_wri,se_wri,out_out_type_math,smd_math,se_math,out_out_type_sci,smd_sci,se_sci,out_out_type_fsm,smd_fsm,se_fsm,sample_analysed_info,school_total_info,class_total_info,int_setting_raw,part_age_raw,fsm_50,fsm_perc_info,loc_country_raw,int_desig_raw,int_approach_raw,int_training_raw,digit_tech_raw,parent_partic_raw,int_when_raw,int_who_raw,int_dur_info,int_freq_info,int_leng_info,out_strand,ry_identify_ret_stu,ry_ret_stu_age,ry_ret_basis,ry_impact_meas,ry_stu_ret_num,ry_ret_stud_comp,ry_matching_char,ry_comp,ry_comp_grp_school
40375587,Griffith (2010),2010,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2435,0.0479,['Post-test unadjusted (select one from this group)'],SG+(1-9)_MAT_Reading Achievement,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2435,0.0479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1,756","1,052",NA,"['Primary/elementary school', 'Middle school']","['5', '6', '7', '8', '9', '10', '11', '12', '13', '14']",FALSE,39.5,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,45,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years', '12 years or older']",['A formal test or assessment'],['Multiple (mixed sample)'],"['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Ethnicity', 'Gender', 'Socio economic status (SES) including parental income']",['Same grade'],['Grade equivalent scores (population comparison)']
40375563,Hagborg (1991),1991,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.7587,0.238,NA,SG+(1-7)_MAT_CTBS Reading ,With business as usual,['Sample: Low achievers'],Literacy  reading other,NA,"['Toolkit primary outcome', 'Reading primary outcome']",-0.7587,0.238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,76,NA,NA,['Secondary/High school'],"['13', '14', '12']",NA,NA,['USA'],['Retrospective QED  '],['Other (Explain in notes)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],students repeated one or more grades - with a mean value of 7.33 years retained,NA,NA,NA,['Mixed year groups or grades'],['Not clear/ unspecified (please add any details)'],['Other (please specify)'],['Multiple (mixed sample)'],"['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Gender']",['Same age'],['Unclear/ not provided']
43090156,Hong (2005) 1_2,2005,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0177,0.0336,['Post-test adjusted for baseline attainment AND clustering'],SA+1_MAT_Reading Achievement,With business as usual,['Sample: All'],Literacy  reading other,['Test type: School-developed test'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.0177,0.0336,NA,NA,NA,['Mathematics primary outcome'],-0.0156,0.0336,NA,NA,NA,NA,NA,NA, 7639,1211,NA,['Primary/elementary school'],"['5', '6', '7']",FALSE,11.0,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA - retained kindergarten students vs non-retained students,NA - retained kindergarten students vs non-retained students,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['3 – 7 years'],"['Teacher assessment, teacher judgement or grades', 'A formal test or assessment']",['1 year'],['Once'],"[""Promoted similar students (low attaining or 'underachieving' students)""]",['Achievement test score'],['Same age'],['Grade equivalent scores (population comparison)']
40375689,Hughes (1983),1983,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.7124,0.1802,['Post-test unadjusted (select one from this group)'],SA+1_MAT_Reading Achievement,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.7124,0.1802,NA,NA,NA,['Mathematics primary outcome'],-0.9885,0.1852,NA,NA,NA,NA,NA,NA,135 ,103,NA,['Primary/elementary school'],"['6', '7', '8']",FALSE,19.4,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,Not stated. ,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['3 – 7 years'],"['Teacher assessment, teacher judgement or grades']",['1 year'],['Once'],"[""Promoted similar students (low attaining or 'underachieving' students)""]",NA,['Same age'],['Different school']
40375590,Jacob (2004) 1_1,2004,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.162,0.052,['Post-test adjusted for baseline attainment'],SA+1_MAT_ITBS-Reading,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.162,0.052,NA,NA,NA,['Mathematics primary outcome'],0.199,0.058,NA,NA,NA,NA,NA,NA,8120,NA,NA,['Primary/elementary school'],"['7', '8', '9']",TRUE,80.5,['USA'],['Regression Continuity  - naturally occurring'],['Large group/class teaching (+6)'],['Unclear/ Not specified'],['No'],['No'],['During regular school hours '],['Class teachers'],Not stated,Not stated,Not stated ,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],"['At least once, but unspecified']","[""Promoted 'regular' students""]",NA,['Same age'],['Unclear/ not provided']
43090159,Jacob (2004) 1_2,2004,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.077,0.058,['Post-test adjusted for baseline attainment'],SA+1_MAT_ITBS-Reading,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.077,0.058,NA,NA,NA,['Mathematics primary outcome'],-0.019,0.06,NA,NA,NA,NA,NA,NA,5180 ,NA,NA,['Secondary/High school'],"['12', '13']",TRUE,77.4,['USA'],['Regression Continuity  - naturally occurring'],['Large group/class teaching (+6)'],['No'],NA,['No'],['During regular school hours '],['Class teachers'],38,5,360 ,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['12 years or older'],['A formal test or assessment'],['1 year'],"['At least once, but unspecified']","[""Promoted 'regular' students""]",NA,['Same age'],['Different school']
40375566,Jimerson (1997),1997,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1333,0.4222,['Post-test unadjusted (select one from this group)'],SG+2_MAT_reading comprehension,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.1333,0.4222,NA,NA,NA,['Mathematics primary outcome'],0.1561,0.4224,NA,NA,NA,NA,NA,NA,179,120,NA,['Primary/elementary school'],"['5', '6', '7', '8', '9', '10']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,NA,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['3 – 7 years', '8- 11 years']",['Other (please specify)'],['1 year'],['Once'],"[""Promoted 'regular' students"", ""Promoted similar students (low attaining or 'underachieving' students)""]",NA,['Same grade'],['Grade equivalent scores (population comparison)']
61218204,Jimerson (2007) 1_2,2007,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-0.005,0.3485,['Post-test adjusted for baseline attainment'],SA+(3-5)_MAT_Academic Assessment SRA,,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,NA,NA,['Primary/elementary school'],"['5', '6', '7', '8']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,NA,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['3 – 7 years'],['Other (please specify)'],"['5 years', '3 years', '4 years', 'Multiple (mixed sample)']",['Once'],"[""Promoted similar students (low attaining or 'underachieving' students)""]",['Attendance'],['Same age'],['Unclear/ not provided']
43090167,Johnson (1990) 1_2,1990,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.0795,0.33,['Post-test unadjusted (select one from this group)'],SG+(4/5)_MAT_Total Reading,With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.0795,0.33,NA,NA,NA,['Mathematics primary outcome'],0.3646,0.3329,NA,NA,NA,NA,NA,NA,37,NA,NA,['Primary/elementary school'],"['9', '10', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['3 – 7 years'],"['Teacher assessment, teacher judgement or grades']","['5 years', '4 years']","['At least once, but unspecified']","[""Promoted similar students (low attaining or 'underachieving' students)""]",NA,['Same grade'],['Other (please specify)']
40375693,Laughlin (1982),1982,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-1.34,0.1949,['Post-test adjusted for baseline attainment'],SA+2_MAT_Califoria Achievement - Reading,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: National test'],"['Toolkit primary outcome', 'Reading primary outcome']",-1.34,0.1949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,11,NA,['Primary/elementary school'],"['7', '8']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,Ongoing observation of the independent and dependent variables. ,Not applicable. ,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['3 – 7 years'],"['Teacher assessment, teacher judgement or grades']",['2 years'],['Once'],"[""Promoted 'regular' students""]",['Achievement test score'],['Same age'],['Other (please specify)']
40375596,Lorence (2006),2006,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.7589,0.0306,['Post-test unadjusted (select one from this group)'],SA+1_MAT_TAAS/TLI 1995,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.7589,0.0306,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1244 ,NA,NA,['Primary/elementary school'],"['5', '6', '7']",TRUE,64.66,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],"Data from 1994 - 2002 was used, due to the implementation of the minimum standard reading performance criteria policy introduced in 2003 for student promotion. ",5,Not applicable,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['Multiple (mixed sample)'],['Once'],"[""Promoted 'regular' students""]",['Achievement test score'],['Same grade'],['Other (please specify)']
40375570,Mantzicopoulos (1992) 1_1,1992,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",0.8775,0.2037,['Post-test unadjusted (select one from this group)'],SA+1_MAT_Reading (SAT/CTBS),With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",0.8775,0.2037,NA,NA,NA,['Mathematics primary outcome'],0.6492,0.1995,NA,NA,NA,NA,NA,NA,106,NA,NA,['Nursery school/pre-school'],"['5', '6']",NA,NA,['USA'],"['Prospective QED', 'Retrospective QED  ']",['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['3 – 7 years'],"['A formal test or assessment', 'Teacher assessment, teacher judgement or grades']","['1 year', '2 years']",['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Age', 'Gender', 'Socio economic status (SES) including parental income', 'Achievement test score']",['Same age'],['Same school']
43090172,Mantzicopoulos (1992) 1_2,1992,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",1.6781,0.227,['Post-test unadjusted (select one from this group)'],SG+1_MAT_Reading (SAT/CTBS),With business as usual,['Sample: Low achievers'],Literacy  reading other,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",1.6781,0.227,NA,NA,NA,['Mathematics primary outcome'],1.0744,0.2083,NA,NA,NA,NA,NA,NA,106,NA,NA,['Primary/elementary school'],"['6', '7', '5']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,N/A - retained at kindergarten,N/A - retained at kindergarten,['Toolkit: Repeating a year'],['Mixed year groups or grades'],['3 – 7 years'],"['Teacher assessment, teacher judgement or grades']",['Other (Please specify)'],"['At least once, but unspecified']",['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Socio economic status (SES) including parental income', 'Age', 'Achievement test score', 'Gender']",['Same grade'],"['Same school', 'Different school']"
47269835,Mariano (2013) RY,2013,['Journal article'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",0.481,0.142,['Post-test adjusted for baseline attainment'],SA+2_MAT_ELA-English language,With business as usual,['Sample: All'],Languages,['Test type: School-developed test'],NA,NA,NA,NA,NA,NA,['Mathematics primary outcome'],0.406,0.045,NA,NA,NA,NA,NA,NA,4046,NA,NA,['Primary/elementary school'],"['10', '11']",TRUE,95.2,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['Summer/ holiday period'],['Unclear/not specified'],5,NA,NA,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],"['3 years', '2 years']",['Once'],['Other (Please specify)'],NA,['Same grade'],['Unclear/ not provided']
40375636,McGill (1965),1965,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.8729,0.214,NA,SA+1_MAT_Stanford Reading,With business as usual,NA,Literacy  reading other,NA,"['Toolkit primary outcome', 'Reading primary outcome']",-0.8729,0.214,NA,NA,NA,['Mathematics primary outcome'],-1.2672,0.2245,NA,NA,NA,NA,NA,NA,96,NA,NA,['Primary/elementary school'],"['7', '14', '8', '9', '10', '11', '12', '13', '15']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,360,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years']",['Other (please specify)'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Age', 'Gender', 'IQ/ Cognitive tests']",['Same age'],['Other (please specify)']
40375640,Mitchell (1968) 1_1,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-0.3846,0.1867,['Post-test unadjusted (select one from this group)'],SA+1_MAT_ITBS composite score,With business as usual,['Sample: Low achievers'],Combined subjects,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,282,15,NA,['Primary/elementary school'],"['8', '9', '10', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,N/A.,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],['Grade equivalent scores (population comparison)']
43090185,Mitchell (1968) 1_10,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-1.274,0.1734,['Post-test unadjusted (select one from this group)'],SA+(2-5)_MAT_ITBS combined,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,15,NA,NA,"['12', '13', '10', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],2 years - the year highlighted and previous year as it was a comparison of the same pupils from the year they failed and then the year they were retained.,NA - nonpromotion in grade 7,NA - nonpromotion in grade 7,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['12 years or older'],['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090177,Mitchell (1968) 1_2,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",0.5954,0.1891,['Post-test unadjusted (select one from this group)'],SG+2_MAT_ITBS-composite score,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,132,15,NA,NA,"['8', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],NA,NA,NA - nonpromotion in grade 3,NA - nonpromotion in grade 3,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090178,Mitchell (1968) 1_3,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-0.6737,0.2194,['Post-test unadjusted (select one from this group)'],SA+1_MAT_ITBS_composite score,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,15,NA,['Primary/elementary school'],"['9', '10']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA - nonpromotion in grade 4,NA - nonpromotion in grade 4,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090179,Mitchell (1968) 1_4,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",0.469,0.2162,['Post-test unadjusted (select one from this group)'],SG+2_MAT_ITBS-composite score,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,15,NA,['Primary/elementary school'],"['10', '9']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA - nonpromotion in grade 4,NA - nonpromotion in grade 4,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090180,Mitchell (1968) 1_5,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-0.3666,0.3628,['Post-test unadjusted (select one from this group)'],SA+1_MAT_ITBS_composite score,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15,NA,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA - nonpromotion in grade 5,NA - nonpromotion in grade 5,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090181,Mitchell (1968) 1_6,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",0.5211,0.3663,['Post-test unadjusted (select one from this group)'],SG+2_MAT_ITBS-composite score,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,15,NA,['Primary/elementary school'],"['10', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA - nonpromotion in grade 5,NA - nonpromotion in grade 5,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['8- 11 years'],['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090182,Mitchell (1968) 1_7,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-0.7686,0.4175,['Post-test unadjusted (select one from this group)'],SA+1_MAT_ITBS_composite score,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,['Primary/elementary school'],"['12', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA - nonpromotion in grade ,NA - nonpromotion in grade 6,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['8- 11 years', '12 years or older']",['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090183,Mitchell (1968) 1_8,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",0.06,0.4004,['Post-test unadjusted (select one from this group)'],SG+2_MAT_ITBS-composite score,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,15,NA,['Primary/elementary school'],"['12', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],NA,NA - nonpromotion in grade 6,NA - nonpromotion in grade 6,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['8- 11 years', '12 years or older']",['A formal test or assessment'],['1 year'],['Once'],['Promoted matched students (where specific characteristics are used to identify a specific match)'],"['Achievement test score', 'Age', 'Gender']",['Same age'],"['Same school', 'Different school']"
43090184,Mitchell (1968) 1_9,1968,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Other outcome']",-0.181,0.157,['Post-test unadjusted (select one from this group)'],SG+(2-5)_MAT_ITBS combined,With business as usual,['Sample: Low achievers'],Combined subjects,['Test type: Standardised test '],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164,15,NA,['Middle school'],"['12', '13', '10', '11']",NA,NA,['USA'],['Retrospective QED  '],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],2 years because comparision was with same pupil's scores the previous year.,NA - nonpromotion in grade 7,NA - nonpromotion in grade 7,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],['12 years or older'],['A formal test or assessment'],['1 year'],['Once'],['Other (Please specify)'],"['Achievement test score', 'Age', 'Gender']",['Same grade'],['Same school']
40375699,Niklason (1984),1984,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2522,0.2036,['Post-test unadjusted (select one from this group)'],SA+1_MAT_WRAT Reading,With business as usual,['Sample: Low achievers'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.2522,0.2036,NA,NA,NA,['Mathematics primary outcome'],0.0561,0.2028,NA,NA,NA,NA,NA,NA,144,NA,NA,['Primary/elementary school'],"['6', '7', '8', '9', '10', '11', '12']",NA,NA,['USA'],['Prospective QED'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],38,5,45,['Toolkit: Repeating a year'],['A specific year group/groups or grade/grades for retention are identified in the research'],"['3 – 7 years', '8- 11 years', '12 years or older']","['Teacher assessment, teacher judgement or grades']",['1 year'],['Once'],"[""Promoted similar students (low attaining or 'underachieving' students)""]",NA,['Same age'],"['Same school', 'Different school']"
40375641,Ogden (1971) 1_1,1971,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5972,0.2046,['Post-test unadjusted (select one from this group)'],SG+(5-13)_MAT_Iowa Test of Basic Skills (Reading),With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.5972,0.2046,NA,NA,NA,['Mathematics primary outcome'],-0.3683,0.2018,NA,NA,NA,NA,NA,NA,100,1,NA,['Secondary/High school'],"['13', '14', '15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],the length isn't specified. Students were retained in primary school and then achievement was tested in high school by the researcher,N/A,N/A,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years']",['A formal test or assessment'],['Multiple (mixed sample)'],['Once'],"[""Promoted similar students (low attaining or 'underachieving' students)""]","['Achievement test score', 'Gender']",['Same age'],['Same school']
49106834,Ogden (1971) 1_2,1971,['Dissertation or thesis'],['Repeating a year'],"['Toolkit primary outcome', 'Reading primary outcome']",-0.6378,0.2577,['Post-test unadjusted (select one from this group)'],SG+(5-13)_MAT_Iowa Test of Basic Skills (Reading,With business as usual,['Sample: All'],Literacy  reading comprehension,['Test type: Standardised test '],"['Toolkit primary outcome', 'Reading primary outcome']",-0.6378,0.2577,NA,NA,NA,['Mathematics primary outcome'],-0.0318,0.252,NA,NA,NA,NA,NA,NA,73,1,NA,['Secondary/High school'],"['14', '15', '16', '17', '18']",NA,NA,['USA'],['Individual RCT'],['Large group/class teaching (+6)'],['No'],['No'],['No'],['During regular school hours '],['Class teachers'],not specified. Students were retained at some point during primary school and this study measured academic ability in high school with a retention-declined group,N/A,N/A,['Toolkit: Repeating a year'],['Mixed year groups or grades'],"['3 – 7 years', '8- 11 years']",['A formal test or assessment'],['Multiple (mixed sample)'],['Once'],"[""Promoted similar students (low attaining or 'underachieving' students)""]","['Age', 'Gender']",['Same age'],['Same school']
