id,pub_author,pub_year,strand_raw,strand_info,strand_CLEAN,sample_analysed_ht,sample_analysed_info,sample_analysed_CLEAN,part_gen_raw,part_gen_ht,part_gen_info,part_gen_CLEAN,fsm_prop_info,fsm_prop_ht,fsm_prop_CLEAN,fsm_perc_info,fsm_perc_ht,fsm_perc_CLEAN,fsm_info_info,fsm_info_ht,fsm_info_CLEAN,fsm_na_raw,fsm_na_info,fsm_na_CLEAN,base_n_treat_ht,base_n_treat_info,base_n_treat_CLEAN,base_n_cont_ht,base_n_cont_info,base_n_cont_CLEAN,base_n_treat2_ht,base_n_treat2_info,base_n_treat2_CLEAN,base_n_treat3_ht,base_n_treat3_info,base_n_treat3_CLEAN,n_treat_ht,n_treat_info,n_treat_CLEAN,n_cont_ht,n_cont_info,n_cont_CLEAN,n_treat2_ht,n_treat2_info,n_treat2_CLEAN,n_cont2_ht,n_cont2_info,n_cont2_CLEAN,attri_raw,attri_ht,attri_info,attri_CLEAN,attri_treat_ht,attri_treat_info,attri_treat_CLEAN,attri_perc_ht,attri_perc_info,attri_perc_CLEAN
40642401,Eddleman (1971),1971,['Setting or streaming'],NA,,"['Page 3:\n[¬s]""l total of 156 student.a in six arithmetic cl esaea-\ntllree nperlmeatal. and three cont.rol--caapriaed the • pJe.[¬e]""']",NA,,['Mixed gender'],NA,NA,,NA,NA,,see table 1 for school socioeconomic demographics,NA,,NA,NA,,NA,NA,,"['Page 24:\n[¬s]""he final eamp.le\nccne1ated of 156 subject.a, vit.b a total of eigbt,7 student.a in the\nap,r1mntal group[¬e]""']",80,,"['Page 24:\n[¬s]""Hftnt.J\'""""Six studem.s in the control group.[¬e]""']",76,,NA,NA,,NA,NA,,NA,80,,"['Page 31:\n[¬s]""76[¬e]""']",76,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642407,Flair (1964),1964,['Setting or streaming'],NA,,"['Page 32:\n[¬s]""Th e d e s i g n of t h i s s t u d y i n v o l v e d an e x p e r i m e n t a l g r o u p of one h u n d r e d f i f t e e n first g r a d e p u pils a s s i g n e d to one of t h r e e g r o u p s on the b a s i s of p r e d i c t e d a c a d e m i c p e r f ormance, and a c o n t r o l g r o u p of t h r e e h u n d r e d s e v e n t y - six first g r a d e p u p i l s[¬e]""']",Total sample  491,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 27:\n[¬s]""The soc i o \xad ec onomic status of the citizens is above average.[¬e]""']",,NA,NA,,NA,107,,NA,336,,NA,NA,,NA,NA,,NA,107,,NA,336,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,There appear to be variations in the N's in each table. Some appear to be higher than the original sample size as well.,,NA,NA,,NA,NA,
40642408,Fogelman (1978),1978,['Setting or streaming'],NA,,"['Page 7:\n[¬s]""Streamed\nSetted\nMixed ability\nOther\nI2\n(jv = 228g)\n(2543)\n(1091)\n(153)[¬e]""']","n=2289, Setted  n=2543, Mixed Ability  n=1091, Other  n=153, Total  n=6076. From Table 1, pg206. Number of pupils in the sample analysed on Mathematics scores. Streamed  n=2281, Setted  n=2532, Mixed Ability  n=1088, Other  n=153, Total  n=6054. From Table 2, pg207.  ",,['Mixed gender'],NA,"Sex was included as an independent variable, no further information provided.",,NA,NA,,NA,NA,,"Social class was included as an independent variable, but no further information was provided.","['Page 6:\n[¬s]""Social class: based on father\'s occupation as reported in the parental interview, and categorized\naccording to the Registrar General\'s classification into - non-manual, skilled manual, semi-\nskilled and unskilled, no male head.[¬e]""']",,NA,NA,,"['Page 7:\n[¬s]""228g[¬e]""']",Streamed 2289 Setted 2543 Miixed ability 1091,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642413,Gray (1931),1931,['Setting or streaming'],NA,,NA,n=36,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,Private school attendance may be a proxy for SES (4 of 36 pupils). ,"['Page 3:\n[¬s]"" other, and were never assembled as a group, except on paper. Of the thirty-six pupils composing this group, twenty-nine were in public schools, three in private schools, and four in model schools attached to training schools for teachers.[¬e]""']",,NA,NA,,NA,56,,NA,36,,NA,NA,,NA,NA,,NA,56,,NA,36,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642414,Green (1963) 1_1,1963,['Setting or streaming'],NA,,NA,"4th grade  240 (4 Schools, 30 matched pairs (treatment and control) in each)",,['Mixed gender'],NA,50% -50%  gender matched pairs  15 pairs for each school,,NA,NA,,NA,NA,,parental occupation of the participant was matched with that of the control subject (see Table 1 p. 275),NA,,NA,NA,,"['Page 3:\n[¬s]""Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school[¬e]""']",120,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school[¬e]""']",120,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn[¬e]""']",120,,"['Page 3:\n[¬s]""Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",120,,NA,NA,,NA,NA,,['Unclear (please add notes)'],"['Page 2:\n[¬s]""For various reasons complete data for all the\ngrades considered could not be obtained from all\nfour schools. School A was able to supply datafor\ngrades 4 and 6 but not for grade 5; for Schools B\nand D, 6th-grade data were incomplete but ade\nquate information about grades 4 and 5 were ob\ntained; only the 4th grade of School C could be in\ncluded.[¬e]""']","it does not report initial and final number of students, per school or total. It only mentions that for various reasons there are incomplete results",,NA,NA,,NA,NA,
45336740,Green (1963) 1_2,1963,['Setting or streaming'],NA,,"['Page 7:\n[¬s]""r the 5th\ngrade (2 schools, 30 pairs each), an[¬e]""']",2 Schools x 30 matched pairs (treatment and control) per school = 120  (only schools B and D supplied data for grade 5),,['Mixed gender'],"['Page 3:\n[¬s]""a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school.[¬e]""']",NA,,NA,NA,,NA,NA,,parental occupation used in matching the samples see Table 1 p275,"['Page 2:\n[¬s]""Subjects were matched by school, grade, sex,\nIQ, and parental occupation.[¬e]""']",,NA,NA,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school[¬e]""']",60,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",60,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",60,,"['Page 3:\n[¬s]""ch control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",60,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,not clear about initial numbers and final,,NA,NA,,NA,NA,
45336741,Green (1963) 1_3,1963,['Setting or streaming'],NA,,NA,Data for coding request Grade 6 only not available  Total (across grades 4-6) = 420 Treatment - 210 Control - 210,,['Mixed gender'],"['Page 3:\n[¬s]""ch school than among the experi\nmental classes. Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school.[¬e]""', 'Page 7:\n[¬s]""ptember\nto May gains in reading scores of 4th-, 5th-, and\n6th-grade pairs matched by school, grade, sex,\nIQ, and parental occupation were compared. C[¬e]""']",50 50,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""ch school than among the experi\nmental classes. Each control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school.[¬e]""']",30,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each schoo[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school[¬e]""']",30,,"['Page 3:\n[¬s]""ach control subject was matched\nwith an experimental subject; then a random sample\nof 15 male pairs and 15 female pairs was drawn\nfrom these pairs in each grade in each school.[¬e]""']",30,,NA,NA,,NA,NA,,['Unclear (please add notes)'],NA,not information about initial numbers assigned,,NA,NA,,NA,NA,
40642415,Halliwell (1963) 1_1,1963,['Setting or streaming'],NA,,"['Page 4:\n[¬s]""The resulting nongraded sample comprised 46 first grade pupils, 50 second grade pupils and 50 third grade pupils. ""\n""The resulting graded sample comprised 52 first grade pupils, 50 second grade pupils, and 47 third grade pupils[¬e]""']",295 pupils in full sample.,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 4:\n[¬s]""The resulting graded sample comprised 52 first grade pupils, 50 second grade pupils, and 47 third grade pupils.[¬e]""']",149 (52+50+47) total all grades,,NA,146 (46+50+50) total of all grades,,NA,NA,,NA,NA,,NA,52,,"['Page 6:\n[¬s]""46[¬e]""']",46,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336744,Halliwell (1963) 1_2,1963,['Setting or streaming'],NA,,"['Page 4:\n[¬s]""The resulting nongraded sample comprised 46 first\ngrade pupils, 50 second grade pupils and 50 third\ngrade pupils.""\n""The\nresulting graded sample comprised 52 first grade\npupils, 50 second grade pupils, and 47 third grade\npupils.[¬e]""']",295,,['Mixed gender'],NA,Assumed mixed gender as US state public school,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 4:\n[¬s]""The resulting graded sample comprised 52 first grade pupils, 50 second grade pupils, and 47 third grade pupils.[¬e]""']",149 (52+50+47) overall sample,,NA,146 (46+50+50) overall sample,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""50[¬e]""']",50,,"['Page 6:\n[¬s]""50[¬e]""']",50,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
45336743,Halliwell (1963) 1_3,1963,['Setting or streaming'],NA,,NA,"295, intervention = 146, control = 149",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 4:\n[¬s]""The resulting graded sample comprised 52 first grade pupils, 50 second grade pupils, and 47 third grade pupils.[¬e]""']",149 (52+50+47) overall sample,,"['Page 4:\n[¬s]""46 first grade pupils, 50 second grade pupils and 50 third grade pupils.[¬e]""']",146,,NA,NA,,NA,NA,,"['Page 6:\n[¬s]""47[¬e]""']",47,,"['Page 6:\n[¬s]""50[¬e]""']",50,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
40642416,Hart (1959) 1_1,1959,['Setting or streaming'],NA,,NA,"Control = 47, Intervention = 49, TOTAL = 96 (p.231)",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,49,,NA,47,,NA,NA,,NA,NA,,NA,49,,NA,47,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336747,Hart (1959) 1_2,1959,['Setting or streaming'],NA,,NA,For Grade 5 to 6 as requested  Total = 94 Control = 45 Treatment = 49,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,45,,NA,49,,NA,NA,,NA,NA,,NA,45,,NA,49,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642418,Herr (1937),1937,['Setting or streaming'],NA,,"['Page 5:\n[¬s]"" in 1928). Ninety-seven pupils (fifty- three boys and forty-f[¬e]""']",(Sample analysed and follow-up),,['Mixed gender'],NA,"45.4% female (44/97 of sample analysed), 54.6% male.",,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,NA,115,,NA,115,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,16%,,NA,8%,
40397433,Hoffer (1991),1991,['Setting or streaming'],NA,,NA,"7th grade sample size is 52 schools and 3,116 students (see Table of Results). Note  Analysis focuses only on 7th grade pupils, thus exclude 8th grade. ",,['Mixed gender'],"['Page 11:\n[¬s]"" In contrast to Kerckhoff (1986), I do not stratify the analysis by gender: The F tests for subpopulation differences (Hanu- shek & Jackson, 1977, p. 128) show that nei\xad ther a gender nor a grouped-nongrouped stratification is warranted.[¬e]""']","Can be assumed there are both males and females in the sample, as he does not stratify by gender. ",,NA,NA,,NA,"['Page 12:\n[¬s]""SES -0.01 0.74 -0.05 0.82 -0.45 0.82 -0.09 0.79 0.26 0.72[¬e]""']",,NA,"['Page 10:\n[¬s]"" in math, nongrouped students have somewhat lower average SES.""\n""High-ability-group students are also much higher on SES[¬e]""', 'Page 9:\n[¬s]"" A composite SES term was constructed by combining information from indices of parental education, occupa\xad tion, and household possessions. Parental ed\xad ucation was measured by taking the highest degree earned by either spouse; parental oc\xad cupation was measured by taking the highest Duncan socioeconomic index score for the husband\'s and wife\'s occupations. The par\xad ental education and occupation data were both collected from the parents in the spring 1988 and spring 1989 interviews.[¬e]""']",,NA,NA,,NA,The whole sample size is 3116. The number varies between measures as some schools change participants over to the ability grouping for maths and science,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,N/A,,NA,39%,
40642421,Howell (1962),1962,['Setting or streaming'],NA,,"['Page 3:\n[¬s]"" twenty-eight were chosen for the honor group.""\n"" the prin- cipal decided to make a study of those candidates rejected in the original screening and compare the results of this group with the honor group. ""\n"" the twenty-four students involved did not receive any special instruc- tion or enrichment.[¬e]""']","Honor group (intervention group)  n=28, Control group  n=24, Overall  n=52.",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 1:\n[¬s]""It is comprised of families of middle socio-economic standards[¬e]""']",,NA,NA,,"['Page 3:\n[¬s]""twenty-eight were\nchosen for the honor group.[¬e]""']",28,,NA,24,,NA,NA,,NA,NA,,NA,25,,NA,25,,NA,NA,,NA,NA,,['Unclear (please add notes)'],"['Page 3:\n[¬s]""twenty-eight were\nchosen for the honor group.""\n""twenty-four students involved did not receive any special instruc-\ntion or enrichment.[¬e]""']","it says that 28 in the treatment groups and 24 in the control, but on the table reporting the results it reports up to 25 students in control and 25 also in control!!",,NA,NA,,NA,NA,
40642422,Ingram (1960),1960,['Setting or streaming'],NA,,NA,Intervention = 68 Control = 337 Total = 405 Control 2 (all schools in district) = 3314 ,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 5:\n[¬s]""results for the 68 children wh""\n""est scores of the 68 pupils w[¬e]""']",68,,"['Page 5:\n[¬s]""e results for the 337 third-g\nin the normal graded struc\nWashington Sc""\n""lts for the 3,314 t[¬e]""', 'Page 5:\n[¬s]""lts for the 3,314 th""\n""e results for the 337 third-g\nin the normal graded struc\nWashington Sch[¬e]""', 'Page 6:\n[¬s]""all Flint public schools in May, 1959,\nwere:[¬e]""', 'Page 6:\n[¬s]""all Flint public schools in May, 1959,\nwere[¬e]""']","337 (or, 3314)  (depending on which we take as control group) I will use the control of 337 as primary control (as 1. they are studdents from same school, so less expected variability due to factors of ethos, teachers, SES, etc, 2. it's a smaller sample, more comparable to interention sample) BUT also compare with the other control ",,NA,NA,,NA,NA,,"['Page 5:\n[¬s]""results for the 68 children who\nwere completing their third full year in\nthe primary cycle at Washington\nSchool in 1959 were:[¬e]""']",68,,"['Page 5:\n[¬s]""e results for the 337 third-g\nin the normal graded struc\nWashington Sc[¬e]""']",337,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642423,Ivey (1965) 1_1,1965,['Setting or streaming'],NA,,"['Page 2:\n[¬s]"" pupils who had ex- perienced the accelerated and enriched arithmetic program in grade four were matched by IQ scores and grade level as- signment with 30 classmates who had not experienced the accelerated program. The[¬e]""', 'Page 3:\n[¬s]""e 60 fifth-grade pu[¬e]""']",NA,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""30[¬e]""']",30,,"['Page 3:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,"['Page 3:\n[¬s]""30\n4.1[¬e]""']",30,,"['Page 3:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
45336750,Ivey (1965) 1_2,1965,['Setting or streaming'],NA,,"['Page 3:\n[¬s]""60 fifth-grade pupils[¬e]""']",Total N=60 (treatment N=30  control N=30),,['Mixed gender'],NA,default - not otherwise specified,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 4:\n[¬s]""30[¬e]""']",30,,NA,30,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""30[¬e]""']",30,,"['Page 4:\n[¬s]""30[¬e]""']",30,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642426,Jones (1948),1948,"['Setting or streaming', 'Individualised instruction']",NA,,"['Page 3:\n[¬s]""The experimental group was selected from five different class- rooms in five different buildings.""\n""When the May testing was done there were complete records for one hundred twenty-five of these pupils.""\n""The control group was selected from the rest of the city.""\n"" one hundred twenty-five was selected to[¬e]""', 'Page 4:\n[¬s]""match with the same number of children previously designated as the experimental group.[¬e]""']",NA,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 2:\n[¬s]"" Grouping was based on a cross section of the city in an attempt to reduce the effect of such uncontrolled factors as social background, teacher efficiency, and economic level.[¬e]""']",,NA,NA,,"['Page 3:\n[¬s]""In the pre-\nliminary testing this group represented one hundred eighty-six\npupils.""\n""The experimental group[¬e]""']",186,,"['Page 3:\n[¬s]""The control group""\n""There were two hundred thirty-three pupils in this\ngroup tested in September.[¬e]""']",230,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],"['Page 3:\n[¬s]""There were two hundred thirty-three pupils in this\ngroup tested in September.""\n""control""\n""experimental""\n""When the May testing was done there were complete\nrecords for one hundred twenty-five of these pupils.""\n""one hundred twenty-five was selected[¬e]""']",NA,,"['Page 3:\n[¬s]""one hundred eighty-six\npupils.""\n""one hundred twenty-five[¬e]""']",33%,,"['Page 3:\n[¬s]""one hundred eighty-six\npupils.""\n""one hundred twenty-five""\n""two hundred thirty-three pupils""\n""one hundred twenty-five""\n""control""\n""experimental[¬e]""']",40%,
40642425,Jones (1967),1967,['Setting or streaming'],NA,,"['Page 1:\n[¬s]"" experimental (N=26) or control groups (N = 26).[¬e]""']","At start of project, the full sample = 52. Experimental group = 26. Control group = 26.   By end of three years, full sample = 49. Experimental group = 27. Control group = 22 (see table 1, page 76)",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 1:\n[¬s]""experimental (N=26)[¬e]""']",26,,"['Page 1:\n[¬s]""control groups (N = 26).[¬e]""']",26,,NA,NA,,NA,NA,,"['Page 2:\n[¬s]""Experi\xad\nmental""\n""N-27[¬e]""']",27,,"['Page 2:\n[¬s]""Control\nGroup\nN-22[¬e]""']",22,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642427,Justman (1953),1953,['Setting or streaming'],NA,,"['Page 116:\n[¬s]""The number of matched pairs of SP and NP pupils to whom the appraisal instruments were administered varied between 70 and 101[¬e]""', 'Page 22:\n[¬s]"" 95 matched pairs[¬e]""']",Varying reports of number of matched pairs due to absence during testing and attrition. ,,['Mixed gender'],NA,"51 boys, 44 girls (see table 1, p.18)",,NA,NA,,NA,NA,,NA,NA,,NA,NA,,"['Page 22:\n[¬s]""This pool of 95 matched pairs of pupils served as the subjects[¬e]""']",95,,"['Page 22:\n[¬s]""This pool of 95 matched pairs of pupils served as the subjects[¬e]""']",95,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0,
40642428,Justman (1954),1954,['Setting or streaming'],NA,,NA,"Special progress  n=60, Normal progress  n=60 ",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 3:\n[¬s]""ss...[¬e]""']",176,,NA,176 matched pairs to intervention,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642429,Karnes (1963),1963,['Setting or streaming'],NA,,NA,"Intervention = 25, Control = 23, Total = 48 (Table 1 p.439)",,['Mixed gender'],NA,Female = 31% (Table 1),,NA,NA,,NA,NA,,Table 2 - Father's occupatopn as an index of socio-economic status,NA,,NA,NA,,"['Page 2:\n[¬s]""25 underachieving gifted pupils placed in homogeneous classes[¬e]""']",25,,"['Page 2:\n[¬s]""23 under\xad achieving gifted pupils placed in heterogeneous classes[¬e]""']",23,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['Yes'],NA,NA,,NA,NA,,NA,NA,
40642431,Kerckhoff (1986) 1_1,1986,['Setting or streaming'],NA,,"['Page 7:\n[¬s]""A total of 9,399 individuals (4,797 boys and 4,602 girls) are included in the analysis[¬e]""']",NA,,['Mixed gender'],"['Page 7:\n[¬s]"" (4,797 boys and 4,602 girl[¬e]""']",NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 9:\n[¬s]""1,213""\n""1,285""\n""510""\n""1,281""\n""1,138""\n""355""\n""1,337""\n""1,535""\n""657""\n""1,254""\n""1,573""\n""560[¬e]""']",12698,,"['Page 9:\n[¬s]""1,007""\n""1,149""\n""421""\n""417[¬e]""']",2994,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
45336753,Kerckhoff (1986) 1_2,1986,['Setting or streaming'],NA,,"['Page 5:\n[¬s]"" a study of ""virtually every baby born in England, Scotland and Wales during the week of 3 to 9 March [1958]"" (Davie et al. 1972, p. 10). Follow-up studies were conducted when the cohort was 7, 11, 16 and 23 years old.[¬e]""', 'Page 7:\n[¬s]""of 9,399 individuals[¬e]""']",(Table 1),,['Mixed gender'],"['Page 7:\n[¬s]"" (4,797 boys and 4,602 girls[¬e]""']",49% female,,NA,NA,,NA,NA,,NA,"['Page 6:\n[¬s]""The additional control variables are the following:[¬e]""', 'Page 7:\n[¬s]""Social class of father\'s occupation (seven categories) when the child was 7 years old. Social class of father\'s occupation when the child was 11 years old. Age at which father left school. Age at which mother left school. Whether the child was nonwhite. Whether the child lived with his or her natural or adoptive mother. Whether the child lived with his or her natural or adoptive father.[¬e]""']",,NA,NA,,"['Page 9:\n[¬s]""1,213""\n""1,285""\n""510""\n""1,281""\n""1,138""\n""355""\n""1,337""\n""1,535""\n""657""\n""1,254""\n""1,573""\n""560[¬e]""']",12698,,"['Page 9:\n[¬s]""417""\n""421""\n""1,149""\n""1,007[¬e]""']",2994,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,0,,NA,0%,
40397368,Kissoon-Singh (1996) 1_1,1996,['Setting or streaming'],NA,,NA,"High ability homogenous group  n=44, Heterogenous group  n=42, Overall  n=86. From Table 3, pg64.",,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,"['Page 94:\n[¬s]""These students were of varied socioeconomic, ethnic and cultural backgrounds.[¬e]""']",,NA,NA,,"['Page 79:\n[¬s]""n = 44""\n""Homogeneous""\n""High Ability[¬e]""']",44,,"['Page 79:\n[¬s]""n = 21""\n""Heterogeneous Ability Grouping""\n""High Ability[¬e]""']",21,,NA,NA,,NA,NA,,"['Page 109:\n[¬s]""high ability students in a\nhomogeneous grouping (n = 44)[¬e]""']",44,,"['Page 109:\n[¬s]""high ability students in a heterogeneous group (n = 21)[¬e]""']",21,,NA,NA,,NA,NA,,['No'],"['Page 80:\n[¬s]""Also excluded, were the scores of those students who did not complete the pre-tests,\ntraining or post-tests.[¬e]""']","From text highlighted, it seems that the sample within the study is already the analysed sample, size of recruited sample is not given.",,NA,0,,NA,0%,
45336754,Kissoon-Singh (1996) 1_2,1996,['Setting or streaming'],NA,,NA,"Total N=65 Treatment N=44 (homogeneous grouping, average ability) Control N=21 (heterogeneous or mixed ability)",,['Mixed gender'],NA,not stated otherwise - worksheet activities also require students to collect male and female pulse rates (see worksheet #6 p163-166),,NA,NA,,NA,NA,,NA,"['Page 94:\n[¬s]""These students w ere of varied socioeconomic, ethnic and cultural backgrounds.[¬e]""']",,NA,NA,,"['Page 79:\n[¬s]""Average Ability""\n""Homogeneous""\n""n - 44[¬e]""']",44,,"['Page 79:\n[¬s]""n = 21""\n""Average Ability""\n""Heterogeneous[¬e]""']",21,,NA,NA,,NA,NA,,"['Page 109:\n[¬s]""average ability students in a homogeneous grouping in = 44)[¬e]""']",44,,"['Page 109:\n[¬s]""average ability students in a\nheterogeneous grouping (n = 21)[¬e]""']",21,,NA,NA,,NA,NA,,['No'],"['Page 80:\n[¬s]""Also excluded, were the scores of those students who did not complete the pre-tests,\ntraining or post-tests.[¬e]""']","From text highlighted, it seems that the sample within the study is already the analysed sample, size of recruited sample is not given.",,NA,0,,NA,0%,
40642436,Kline (1963),1963,['Setting or streaming'],NA,,"['Page 2:\n[¬s]""The total sample in the\nstudy was composed of 796 students[¬e]""']",796,,['Mixed gender'],NA,NA,,NA,NA,,NA,NA,,no mention specifically of the socioeconomic status of the area but that schools were matched according to this,"['Page 2:\n[¬s]""The control groups and the experimental groups were gradu\xad\nates of four public high schools in the City of Saint Louis. These\narea schools were selected on the basis of school program and socio-\n•\n’\n"" ’ ■ • •\neconomic status.[¬e]""']",,NA,NA,,"['Page 17:\n[¬s]""U3U[¬e]""']",434,,"['Page 17:\n[¬s]""36U[¬e]""']",364,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
40642437,Koontz (1961),1961,['Setting or streaming'],NA,,NA,T = 310 (matched treatment/control) Maths = 96 Reading = 108 Language/writing = 116,,['No information provided'],NA,NA,,NA,NA,,NA,NA,,NA,NA,,['No SES/FSM Information Provided'],NA,,"['Page 4:\n[¬s]""108[¬e]""']",108  (N=108 was  picked from the outcome with the largest sample size because the actual sample size was not given).,,"['Page 4:\n[¬s]""108[¬e]""']",108,,NA,NA,,NA,NA,,"['Page 4:\n[¬s]""108[¬e]""']",108,,NA,108,,NA,NA,,NA,NA,,['No'],NA,NA,,NA,NA,,NA,NA,
